Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Confidence
Human,1,1,1,30,Visual,TR,1.5,1.5,1.9213,3
Human,1,1,1,31,Visual,TR,1.5,1.5,2.1084,2
Human,1,1,1,32,Visual,TR,1.5,1.5,2.5298,2
Human,1,1,1,33,Visual,TR,1.5,1.5,2.389,3
Human,1,1,1,34,Visual,TR,1.5,1.5,1.6662,3
Human,1,1,1,35,Visual,TR,1.5,1.5,1.9875,3
Human,1,1,1,36,Visual,TR,1.5,1.5,2.0345,2
Human,1,1,1,37,Visual,TR,1.5,1.5,1.1799,2
Human,1,1,1,38,Visual,TR,1.5,1.5,2.9885,2
Human,1,1,1,39,Visual,TR,1.5,1.5,1.527,1
Human,1,1,1,40,Visual,TR,1.5,1.5,1.7683,2
Human,1,1,1,41,Visual,TR,1.5,1.5,2.077,2
Human,1,1,1,42,Visual,TR,1.5,1.5,1.806,3
Human,1,1,1,43,Visual,TR,1.5,1.5,1.8459,2
Human,1,1,1,44,Visual,TR,1.5,1.5,1.2867,2
Human,1,1,1,45,Visual,TR,1.5,1.5,2.0104,3
Human,1,1,1,46,Visual,TR,1.5,1.5,1.8863,2
Human,1,1,1,47,Visual,TR,1.5,1.5,2.0179,2
Human,1,1,1,48,Visual,TR,1.5,1.5,1.8238,2
Human,1,1,1,49,Visual,TR,1.5,1.5,1.7645,2
Human,1,1,1,50,Visual,TR,1.5,1.5,1.6424,2
Human,1,1,1,51,Visual,TR,1.5,1.5,2.0071,1
Human,1,1,1,52,Visual,TR,1.5,1.5,2.857,2
Human,1,1,1,53,Visual,TR,1.5,1.5,2.0784,2
Human,1,1,1,54,Visual,TR,1.5,1.5,2.4849,2
Human,1,1,1,55,Visual,TR,1.5,1.5,2.2814,2
Human,1,1,1,56,Visual,TR,1.5,1.5,1.5039,1
Human,1,1,1,57,Visual,TR,1.5,1.5,2.4692,2
Human,1,1,1,58,Visual,TR,1.5,1.5,1.6129,3
Human,1,1,1,59,Visual,TR,1.5,1.5,2.4609,2
Human,1,1,1,60,Visual,TR,1.5,1.5,1.827,2
Human,1,1,2,1,Visual,TR,3,3,3.7731,2
Human,1,1,2,2,Visual,TR,3,3,3.8032,2
Human,1,1,2,3,Visual,TR,3,3,3.5927,3
Human,1,1,2,4,Visual,TR,3,3,2.2157,1
Human,1,1,2,5,Visual,TR,3,3,3.1001,2
Human,1,1,2,6,Visual,TR,3,3,2.6188,3
Human,1,1,2,7,Visual,TR,3,3,4.5176,3
Human,1,1,2,8,Visual,TR,3,3,2.6278,2
Human,1,1,2,9,Visual,TR,3,3,4.0202,1
Human,1,1,2,10,Visual,TR,3,3,3.3235,2
Human,1,1,2,11,Visual,TR,3,3,3.0757,2
Human,1,1,2,12,Visual,TR,3,3,3.655,1
Human,1,1,2,13,Visual,TR,3,3,3.0282,3
Human,1,1,2,14,Visual,TR,3,3,3.6534,2
Human,1,1,2,15,Visual,TR,3,3,2.9422,1
Human,1,1,2,16,Visual,TR,3,3,4.3206,1
Human,1,1,2,17,Visual,TR,3,3,2.8322,2
Human,1,1,2,18,Visual,TR,3,3,2.7442,2
Human,1,1,2,19,Visual,TR,3,3,4.0054,2
Human,1,1,2,20,Visual,TR,3,3,3.8552,1
Human,1,1,2,21,Visual,TR,3,3,3.156,3
Human,1,1,2,22,Visual,TR,3,3,3.4851,2
Human,1,1,2,23,Visual,TR,3,3,3.6937,1
Human,1,1,2,24,Visual,TR,3,3,4.1677,1
Human,1,1,2,25,Visual,TR,3,3,3.613,2
Human,1,1,2,26,Visual,TR,3,3,3.6266,2
Human,1,1,2,27,Visual,TR,3,3,3.0927,2
Human,1,1,2,28,Visual,TR,3,3,3.2528,3
Human,1,1,2,29,Visual,TR,3,3,5.3595,1
Human,1,1,2,30,Visual,TR,3,3,3.6201,2
Human,1,1,2,31,Visual,TR,3,3,3.8409,2
Human,1,1,2,32,Visual,TR,3,3,3.6058,2
Human,1,1,2,33,Visual,TR,3,3,3.5216,1
Human,1,1,2,34,Visual,TR,3,3,4.6879,1
Human,1,1,2,35,Visual,TR,3,3,3.5928,2
Human,1,1,2,36,Visual,TR,3,3,5.022,1
Human,1,1,2,37,Visual,TR,3,3,4.3552,2
Human,1,1,2,38,Visual,TR,3,3,3.3483,1
Human,1,1,2,39,Visual,TR,3,3,4.3147,3
Human,1,1,2,40,Visual,TR,3,3,3.5931,2
Human,1,1,2,41,Visual,TR,3,3,4.3974,1
Human,1,1,2,42,Visual,TR,3,3,3.0929,2
Human,1,1,2,43,Visual,TR,3,3,4.2612,1
Human,1,1,2,44,Visual,TR,3,3,6.0279,1
Human,1,1,2,45,Visual,TR,3,3,4.5696,1
Human,1,1,2,46,Visual,TR,3,3,4.3834,2
Human,1,1,2,47,Visual,TR,3,3,4.4736,1
Human,1,1,2,48,Visual,TR,3,3,4.342,3
Human,1,1,2,49,Visual,TR,3,3,5.5762,2
Human,1,1,2,50,Visual,TR,3,3,4.2973,3
Human,1,1,2,51,Visual,TR,3,3,4.0322,2
Human,1,1,2,52,Visual,TR,3,3,3.8421,2
Human,1,1,2,53,Visual,TR,3,3,5.1807,2
Human,1,1,2,54,Visual,TR,3,3,4.8652,2
Human,1,1,2,55,Visual,TR,3,3,2.9604,3
Human,1,1,2,56,Visual,TR,3,3,4.3578,2
Human,1,1,2,57,Visual,TR,3,3,3.5443,3
Human,1,1,2,58,Visual,TR,3,3,4.418,1
Human,1,1,2,59,Visual,TR,3,3,2.9839,3
Human,1,1,2,60,Visual,TR,3,3,3.7746,2
Human,1,1,3,1,Visual,TR,NaN,3,4.6332,3
Human,1,1,3,2,Visual,TR,NaN,3,3.6878,2
Human,1,1,3,3,Visual,TR,NaN,3,3.0172,2
Human,1,1,3,4,Visual,TR,NaN,1.5,2.2311,3
Human,1,1,3,5,Visual,TR,NaN,3,4.5132,2
Human,1,1,3,6,Visual,TR,NaN,1.5,1.7356,3
Human,1,1,3,7,Visual,TR,NaN,3,3.4348,3
Human,1,1,3,8,Visual,TR,NaN,3,3.4316,2
Human,1,1,3,9,Visual,TR,NaN,3,3.9617,3
Human,1,1,3,10,Visual,TR,NaN,3,3.2116,1
Human,1,1,3,11,Visual,TR,NaN,3,3.5313,2
Human,1,1,3,12,Visual,TR,NaN,1.5,1.62,2
Human,1,1,3,13,Visual,TR,NaN,1.5,2.0631,2
Human,1,1,3,14,Visual,TR,NaN,3,3.8084,2
Human,1,1,3,15,Visual,TR,NaN,3,4.0169,1
Human,1,1,3,16,Visual,TR,NaN,3,3.6005,1
Human,1,1,3,17,Visual,TR,NaN,3,4.7077,2
Human,1,1,3,18,Visual,TR,NaN,3,3.5656,2
Human,1,1,3,19,Visual,TR,NaN,1.5,2.122,3
Human,1,1,3,20,Visual,TR,NaN,1.5,3.3684,2
Human,1,1,3,21,Visual,TR,NaN,1.5,1.7187,2
Human,1,1,3,22,Visual,TR,NaN,3,3.1145,1
Human,1,1,3,23,Visual,TR,NaN,1.5,2.5547,2
Human,1,1,3,24,Visual,TR,NaN,3,3.7348,1
Human,1,1,3,25,Visual,TR,NaN,3,3.6687,2
Human,1,1,3,26,Visual,TR,NaN,1.5,1.9589,3
Human,1,1,3,27,Visual,TR,NaN,1.5,2.1687,2
Human,1,1,3,28,Visual,TR,NaN,3,3.2171,3
Human,1,1,3,29,Visual,TR,NaN,3,3.0789,1
Human,1,1,3,30,Visual,TR,NaN,3,3.3473,2
Human,1,1,3,31,Visual,TR,NaN,1.5,1.6425,2
Human,1,1,3,32,Visual,TR,NaN,3,5.194,2
Human,1,1,3,33,Visual,TR,NaN,1.5,1.9267,2
Human,1,1,3,34,Visual,TR,NaN,3,3.3512,1
Human,1,1,3,35,Visual,TR,NaN,3,2.9982,1
Human,1,1,3,36,Visual,TR,NaN,3,4.1972,2
Human,1,1,3,37,Visual,TR,NaN,1.5,2.3645,2
Human,1,1,3,38,Visual,TR,NaN,3,3.5692,2
Human,1,1,3,39,Visual,TR,NaN,3,4.4412,1
Human,1,1,3,40,Visual,TR,NaN,1.5,2.8546,1
Human,1,1,3,41,Visual,TR,NaN,3,4.0395,2
Human,1,1,3,42,Visual,TR,NaN,3,5.6094,1
Human,1,1,3,43,Visual,TR,NaN,1.5,2.4913,3
Human,1,1,3,44,Visual,TR,NaN,3,4.0798,2
Human,1,1,3,45,Visual,TR,NaN,1.5,3.0281,1
Human,1,1,3,46,Visual,TR,NaN,3,3.2325,3
Human,1,1,3,47,Visual,TR,NaN,3,6.9169,1
Human,1,1,3,48,Visual,TR,NaN,1.5,0.094208,1
Human,1,1,3,49,Visual,TR,NaN,1.5,2.7422,3
Human,1,1,3,50,Visual,TR,NaN,3,4.6804,1
Human,1,1,3,51,Visual,TR,NaN,1.5,2.3951,3
Human,1,1,3,52,Visual,TR,NaN,1.5,2.9564,3
Human,1,1,3,53,Visual,TR,NaN,3,5.6377,2
Human,1,1,3,54,Visual,TR,NaN,1.5,1.9186,3
Human,1,1,3,55,Visual,TR,NaN,1.5,1.9671,1
Human,1,1,3,56,Visual,TR,NaN,3,4.1619,1
Human,1,1,3,57,Visual,TR,NaN,1.5,2.5575,3
Human,1,1,3,58,Visual,TR,NaN,3,4.7437,1
Human,1,1,3,59,Visual,TR,NaN,1.5,2.2085,3
Human,1,1,3,60,Visual,TR,NaN,3,3.1733,3
Human,1,1,3,61,Visual,TR,NaN,1.5,1.7203,2
Human,1,1,3,62,Visual,TR,NaN,1.5,1.857,3
Human,1,1,3,63,Visual,TR,NaN,3,3.606,3
Human,1,1,3,64,Visual,TR,NaN,1.5,1.6734,3
Human,1,1,3,65,Visual,TR,NaN,1.5,1.5903,3
Human,1,1,3,66,Visual,TR,NaN,1.5,1.7483,3
Human,1,1,3,67,Visual,TR,NaN,1.5,2.204,2
Human,1,1,3,68,Visual,TR,NaN,1.5,2.294,2
Human,1,1,3,69,Visual,TR,NaN,1.5,2.4736,2
Human,1,1,3,70,Visual,TR,NaN,1.5,2.456,2
Human,1,1,3,71,Visual,TR,NaN,1.5,2.5392,1
Human,1,1,3,72,Visual,TR,NaN,1.5,1.4948,3
Human,1,1,3,73,Visual,TR,NaN,1.5,3.0562,1
Human,1,1,3,74,Visual,TR,NaN,3,4.1119,2
Human,1,1,3,75,Visual,TR,NaN,3,4.2557,2
Human,1,1,3,76,Visual,TR,NaN,1.5,2.3955,2
Human,1,1,3,77,Visual,TR,NaN,1.5,1.8438,3
Human,1,1,3,78,Visual,TR,NaN,3,4.0874,2
Human,1,1,3,79,Visual,TR,NaN,3,3.4664,3
Human,1,1,3,80,Visual,TR,NaN,1.5,3.1206,2
Human,1,1,3,81,Visual,TR,NaN,3,3.6398,1
Human,1,1,3,82,Visual,TR,NaN,1.5,2.3421,3
Human,1,1,3,83,Visual,TR,NaN,1.5,2.7904,3
Human,1,1,3,84,Visual,TR,NaN,3,4.6296,2
Human,1,1,3,85,Visual,TR,NaN,3,3.7563,2
Human,1,1,3,86,Visual,TR,NaN,1.5,2.5063,2
Human,1,1,3,87,Visual,TR,NaN,1.5,1.5896,2
Human,1,1,3,88,Visual,TR,NaN,1.5,2.4849,2
Human,1,1,3,89,Visual,TR,NaN,3,2.6818,2
Human,1,1,3,90,Visual,TR,NaN,1.5,2.2534,3
Human,2,1,1,1,Visual,TR,1.5,1.5,1.118,3
Human,2,1,1,2,Visual,TR,1.5,1.5,1.1849,3
Human,2,1,1,3,Visual,TR,1.5,1.5,1.3609,3
Human,2,1,1,4,Visual,TR,1.5,1.5,1.1055,2
Human,2,1,1,5,Visual,TR,1.5,1.5,1.6064,3
Human,2,1,1,6,Visual,TR,1.5,1.5,1.9947,3
Human,2,1,1,7,Visual,TR,1.5,1.5,1.1535,2
Human,2,1,1,8,Visual,TR,1.5,1.5,1.1257,3
Human,2,1,1,9,Visual,TR,1.5,1.5,1.0281,3
Human,2,1,1,10,Visual,TR,1.5,1.5,1.4069,3
Human,2,1,1,11,Visual,TR,1.5,1.5,1.8441,3
Human,2,1,1,12,Visual,TR,1.5,1.5,1.7033,2
Human,2,1,1,13,Visual,TR,1.5,1.5,1.64,3
Human,2,1,1,14,Visual,TR,1.5,1.5,1.5061,1
Human,2,1,1,15,Visual,TR,1.5,1.5,1.3815,3
Human,2,1,1,16,Visual,TR,1.5,1.5,1.2868,2
Human,2,1,1,17,Visual,TR,1.5,1.5,0.9339,1
Human,2,1,1,18,Visual,TR,1.5,1.5,1.6604,3
Human,2,1,1,19,Visual,TR,1.5,1.5,1.5937,3
Human,2,1,1,20,Visual,TR,1.5,1.5,1.8369,2
Human,2,1,1,21,Visual,TR,1.5,1.5,1.6771,3
Human,2,1,1,22,Visual,TR,1.5,1.5,1.8162,3
Human,2,1,1,23,Visual,TR,1.5,1.5,1.5377,3
Human,2,1,1,24,Visual,TR,1.5,1.5,1.3365,3
Human,2,1,1,25,Visual,TR,1.5,1.5,1.4922,3
Human,2,1,1,26,Visual,TR,1.5,1.5,2.3925,2
Human,2,1,1,27,Visual,TR,1.5,1.5,1.6591,3
Human,2,1,1,28,Visual,TR,1.5,1.5,1.7049,2
Human,2,1,1,29,Visual,TR,1.5,1.5,1.5099,2
Human,2,1,1,30,Visual,TR,1.5,1.5,2.1549,2
Human,2,1,1,31,Visual,TR,1.5,1.5,2.109,2
Human,2,1,1,32,Visual,TR,1.5,1.5,1.3944,2
Human,2,1,1,33,Visual,TR,1.5,1.5,1.8142,3
Human,2,1,1,34,Visual,TR,1.5,1.5,1.571,3
Human,2,1,1,35,Visual,TR,1.5,1.5,1.3553,3
Human,2,1,1,36,Visual,TR,1.5,1.5,1.7439,1
Human,2,1,1,37,Visual,TR,1.5,1.5,1.3556,1
Human,2,1,1,38,Visual,TR,1.5,1.5,1.4633,3
Human,2,1,1,39,Visual,TR,1.5,1.5,1.6305,3
Human,2,1,1,40,Visual,TR,1.5,1.5,1.4716,3
Human,2,1,1,41,Visual,TR,1.5,1.5,1.452,2
Human,2,1,1,42,Visual,TR,1.5,1.5,1.4231,2
Human,2,1,1,43,Visual,TR,1.5,1.5,1.9838,3
Human,2,1,1,44,Visual,TR,1.5,1.5,1.8646,2
Human,2,1,1,45,Visual,TR,1.5,1.5,1.7564,2
Human,2,1,1,46,Visual,TR,1.5,1.5,1.4163,3
Human,2,1,1,47,Visual,TR,1.5,1.5,1.7255,3
Human,2,1,1,48,Visual,TR,1.5,1.5,1.7946,3
Human,2,1,1,49,Visual,TR,1.5,1.5,1.844,2
Human,2,1,1,50,Visual,TR,1.5,1.5,1.9261,3
Human,2,1,1,51,Visual,TR,1.5,1.5,1.5301,3
Human,2,1,1,52,Visual,TR,1.5,1.5,1.77,2
Human,2,1,1,53,Visual,TR,1.5,1.5,1.12,1
Human,2,1,1,54,Visual,TR,1.5,1.5,2.0899,2
Human,2,1,1,55,Visual,TR,1.5,1.5,1.795,2
Human,2,1,1,56,Visual,TR,1.5,1.5,1.5697,3
Human,2,1,1,57,Visual,TR,1.5,1.5,1.7315,3
Human,2,1,1,58,Visual,TR,1.5,1.5,1.6914,3
Human,2,1,1,59,Visual,TR,1.5,1.5,1.8451,3
Human,2,1,1,60,Visual,TR,1.5,1.5,1.8874,3
Human,2,1,2,1,Visual,TR,3,3,3.1418,1
Human,2,1,2,2,Visual,TR,3,3,2.7765,3
Human,2,1,2,3,Visual,TR,3,3,2.7694,2
Human,2,1,2,4,Visual,TR,3,3,2.9797,3
Human,2,1,2,5,Visual,TR,3,3,2.744,3
Human,2,1,2,6,Visual,TR,3,3,2.9819,3
Human,2,1,2,7,Visual,TR,3,3,2.7208,2
Human,2,1,2,8,Visual,TR,3,3,2.2327,3
Human,2,1,2,9,Visual,TR,3,3,2.8287,3
Human,2,1,2,10,Visual,TR,3,3,2.3941,2
Human,2,1,2,11,Visual,TR,3,3,2.7416,1
Human,2,1,2,12,Visual,TR,3,3,3.2008,2
Human,2,1,2,13,Visual,TR,3,3,2.9147,3
Human,2,1,2,14,Visual,TR,3,3,2.7941,2
Human,2,1,2,15,Visual,TR,3,3,2.8388,2
Human,2,1,2,16,Visual,TR,3,3,2.5731,2
Human,2,1,2,17,Visual,TR,3,3,3.4319,3
Human,2,1,2,18,Visual,TR,3,3,2.5552,3
Human,2,1,2,19,Visual,TR,3,3,3.6331,3
Human,2,1,2,20,Visual,TR,3,3,2.8923,3
Human,2,1,2,21,Visual,TR,3,3,2.9402,3
Human,2,1,2,22,Visual,TR,3,3,2.8322,3
Human,2,1,2,23,Visual,TR,3,3,2.9613,3
Human,2,1,2,24,Visual,TR,3,3,3.4991,2
Human,2,1,2,25,Visual,TR,3,3,2.1806,2
Human,2,1,2,26,Visual,TR,3,3,2.6319,2
Human,2,1,2,27,Visual,TR,3,3,2.5266,3
Human,2,1,2,28,Visual,TR,3,3,2.754,3
Human,2,1,2,29,Visual,TR,3,3,2.5761,1
Human,2,1,2,30,Visual,TR,3,3,3.0226,1
Human,2,1,2,31,Visual,TR,3,3,3.1085,2
Human,2,1,2,32,Visual,TR,3,3,2.1865,2
Human,2,1,2,33,Visual,TR,3,3,2.9577,3
Human,2,1,2,34,Visual,TR,3,3,3.0108,3
Human,2,1,2,35,Visual,TR,3,3,2.3404,1
Human,2,1,2,36,Visual,TR,3,3,3.0673,3
Human,2,1,2,37,Visual,TR,3,3,2.8159,3
Human,2,1,2,38,Visual,TR,3,3,3.0644,3
Human,2,1,2,39,Visual,TR,3,3,2.9071,2
Human,2,1,2,40,Visual,TR,3,3,2.7063,3
Human,2,1,2,41,Visual,TR,3,3,2.9472,2
Human,2,1,2,42,Visual,TR,3,3,2.9048,3
Human,2,1,2,43,Visual,TR,3,3,3.9432,1
Human,2,1,2,44,Visual,TR,3,3,3.0743,2
Human,2,1,2,45,Visual,TR,3,3,2.499,1
Human,2,1,2,46,Visual,TR,3,3,2.4291,1
Human,2,1,2,47,Visual,TR,3,3,3.8399,3
Human,2,1,2,48,Visual,TR,3,3,3.3103,2
Human,2,1,2,49,Visual,TR,3,3,3.4342,2
Human,2,1,2,50,Visual,TR,3,3,3.2778,2
Human,2,1,2,51,Visual,TR,3,3,2.9324,2
Human,2,1,2,52,Visual,TR,3,3,2.6189,2
Human,2,1,2,53,Visual,TR,3,3,3.1128,1
Human,2,1,2,54,Visual,TR,3,3,0.23388,1
Human,2,1,2,55,Visual,TR,3,3,3.9516,3
Human,2,1,2,56,Visual,TR,3,3,3.4925,2
Human,2,1,2,57,Visual,TR,3,3,4.283,2
Human,2,1,2,58,Visual,TR,3,3,1.9529,1
Human,2,1,2,59,Visual,TR,3,3,2.2932,2
Human,2,1,2,60,Visual,TR,3,3,3.258,2
Human,2,1,3,1,Visual,TR,NaN,1.5,0.85079,1
Human,2,1,3,2,Visual,TR,NaN,1.5,1.9355,3
Human,2,1,3,3,Visual,TR,NaN,3,3.4516,3
Human,2,1,3,4,Visual,TR,NaN,3,3.3179,2
Human,2,1,3,5,Visual,TR,NaN,3,4.9663,1
Human,2,1,3,6,Visual,TR,NaN,3,3.2675,2
Human,2,1,3,7,Visual,TR,NaN,3,2.7007,3
Human,2,1,3,8,Visual,TR,NaN,3,3.241,2
Human,2,1,3,9,Visual,TR,NaN,3,3.5731,2
Human,2,1,3,10,Visual,TR,NaN,1.5,1.023,1
Human,2,1,3,11,Visual,TR,NaN,3,3.5476,3
Human,2,1,3,12,Visual,TR,NaN,1.5,1.5465,2
Human,2,1,3,13,Visual,TR,NaN,3,2.7794,2
Human,2,1,3,14,Visual,TR,NaN,3,3.6068,1
Human,2,1,3,15,Visual,TR,NaN,3,3.8145,3
Human,2,1,3,16,Visual,TR,NaN,3,3.1328,3
Human,2,1,3,17,Visual,TR,NaN,3,3.2325,3
Human,2,1,3,18,Visual,TR,NaN,3,3.233,2
Human,2,1,3,19,Visual,TR,NaN,3,1.6616,1
Human,2,1,3,20,Visual,TR,NaN,1.5,1.3378,2
Human,2,1,3,21,Visual,TR,NaN,1.5,1.7057,3
Human,2,1,3,22,Visual,TR,NaN,1.5,1.7244,3
Human,2,1,3,23,Visual,TR,NaN,3,3.9002,2
Human,2,1,3,24,Visual,TR,NaN,1.5,1.386,2
Human,2,1,3,25,Visual,TR,NaN,1.5,1.5066,3
Human,2,1,3,26,Visual,TR,NaN,1.5,1.7454,3
Human,2,1,3,27,Visual,TR,NaN,1.5,1.7298,3
Human,2,1,3,28,Visual,TR,NaN,3,3.1435,2
Human,2,1,3,29,Visual,TR,NaN,3,3.1186,3
Human,2,1,3,30,Visual,TR,NaN,3,2.7592,1
Human,2,1,3,31,Visual,TR,NaN,1.5,1.8274,2
Human,2,1,3,32,Visual,TR,NaN,3,3.349,3
Human,2,1,3,33,Visual,TR,NaN,3,2.9262,2
Human,2,1,3,34,Visual,TR,NaN,1.5,1.1167,1
Human,2,1,3,35,Visual,TR,NaN,3,4.2989,3
Human,2,1,3,36,Visual,TR,NaN,3,3.1072,3
Human,2,1,3,37,Visual,TR,NaN,1.5,0.82965,1
Human,2,1,3,38,Visual,TR,NaN,1.5,2.0798,2
Human,2,1,3,39,Visual,TR,NaN,1.5,2.0098,3
Human,2,1,3,40,Visual,TR,NaN,1.5,1.5818,2
Human,2,1,3,41,Visual,TR,NaN,3,4.0484,3
Human,2,1,3,42,Visual,TR,NaN,1.5,0.93203,2
Human,2,1,3,43,Visual,TR,NaN,1.5,1.7291,3
Human,2,1,3,44,Visual,TR,NaN,1.5,1.8174,3
Human,2,1,3,45,Visual,TR,NaN,3,3.0652,3
Human,2,1,3,46,Visual,TR,NaN,3,3.0471,3
Human,2,1,3,47,Visual,TR,NaN,3,3.6269,2
Human,2,1,3,48,Visual,TR,NaN,1.5,0.90186,1
Human,2,1,3,49,Visual,TR,NaN,3,2.8059,2
Human,2,1,3,50,Visual,TR,NaN,1.5,1.7189,2
Human,2,1,3,51,Visual,TR,NaN,1.5,1.466,1
Human,2,1,3,52,Visual,TR,NaN,1.5,1.6915,3
Human,2,1,3,53,Visual,TR,NaN,3,2.8485,3
Human,2,1,3,54,Visual,TR,NaN,1.5,1.6722,3
Human,2,1,3,55,Visual,TR,NaN,3,3.692,1
Human,2,1,3,56,Visual,TR,NaN,1.5,0.85282,1
Human,2,1,3,57,Visual,TR,NaN,3,3.2633,3
Human,2,1,3,58,Visual,TR,NaN,1.5,1.0325,2
Human,2,1,3,59,Visual,TR,NaN,3,2.6759,3
Human,2,1,3,60,Visual,TR,NaN,3,2.9524,2
Human,2,1,3,61,Visual,TR,NaN,1.5,1.6256,2
Human,2,1,3,62,Visual,TR,NaN,3,3.2773,3
Human,2,1,3,63,Visual,TR,NaN,1.5,1.9588,1
Human,2,1,3,64,Visual,TR,NaN,3,2.9412,2
Human,2,1,3,65,Visual,TR,NaN,1.5,1.3921,1
Human,2,1,3,66,Visual,TR,NaN,1.5,1.0026,1
Human,2,1,3,67,Visual,TR,NaN,1.5,1.6721,3
Human,2,1,3,68,Visual,TR,NaN,1.5,1.8036,3
Human,2,1,3,69,Visual,TR,NaN,1.5,1.7406,3
Human,2,1,3,70,Visual,TR,NaN,3,3.0603,2
Human,2,1,3,71,Visual,TR,NaN,1.5,1.603,1
Human,2,1,3,72,Visual,TR,NaN,1.5,1.4486,1
Human,2,1,3,73,Visual,TR,NaN,3,3.0243,2
Human,2,1,3,74,Visual,TR,NaN,1.5,1.9654,1
Human,2,1,3,75,Visual,TR,NaN,3,3.4511,3
Human,2,1,3,76,Visual,TR,NaN,3,3.33,2
Human,2,1,3,77,Visual,TR,NaN,1.5,1.6484,2
Human,2,1,3,78,Visual,TR,NaN,1.5,1.7744,1
Human,2,1,3,79,Visual,TR,NaN,1.5,2.2694,1
Human,2,1,3,80,Visual,TR,NaN,3,3.6588,3
Human,2,1,3,81,Visual,TR,NaN,3,3.6191,2
Human,2,1,3,82,Visual,TR,NaN,1.5,0.98648,2
Human,2,1,3,83,Visual,TR,NaN,1.5,2.3673,2
Human,2,1,3,84,Visual,TR,NaN,3,3.2692,3
Human,2,1,3,85,Visual,TR,NaN,1.5,1.8479,2
Human,2,1,3,86,Visual,TR,NaN,1.5,1.9906,3
Human,2,1,3,87,Visual,TR,NaN,3,2.9164,3
Human,2,1,3,88,Visual,TR,NaN,3,3.6056,2
Human,2,1,3,89,Visual,TR,NaN,3,2.739,2
Human,2,1,3,90,Visual,TR,NaN,1.5,2.2108,1
Human,3,1,1,1,Visual,TR,1.5,1.5,1.6086,3
Human,3,1,1,2,Visual,TR,1.5,1.5,1.9816,2
Human,3,1,1,3,Visual,TR,1.5,1.5,2.207,3
Human,3,1,1,4,Visual,TR,1.5,1.5,2.1417,3
Human,3,1,1,5,Visual,TR,1.5,1.5,1.9791,2
Human,3,1,1,6,Visual,TR,1.5,1.5,1.9792,2
Human,3,1,1,7,Visual,TR,1.5,1.5,1.4881,3
Human,3,1,1,8,Visual,TR,1.5,1.5,1.3516,1
Human,3,1,1,9,Visual,TR,1.5,1.5,1.8223,2
Human,3,1,1,10,Visual,TR,1.5,1.5,1.7432,3
Human,3,1,1,11,Visual,TR,1.5,1.5,2.0774,3
Human,3,1,1,12,Visual,TR,1.5,1.5,1.9872,3
Human,3,1,1,13,Visual,TR,1.5,1.5,1.6228,2
Human,3,1,1,14,Visual,TR,1.5,1.5,2.0158,2
Human,3,1,1,15,Visual,TR,1.5,1.5,1.6248,2
Human,3,1,1,16,Visual,TR,1.5,1.5,1.9407,2
Human,3,1,1,17,Visual,TR,1.5,1.5,1.969,3
Human,3,1,1,18,Visual,TR,1.5,1.5,1.6101,2
Human,3,1,1,19,Visual,TR,1.5,1.5,1.8176,1
Human,3,1,1,20,Visual,TR,1.5,1.5,1.7949,2
Human,3,1,1,21,Visual,TR,1.5,1.5,1.8441,2
Human,3,1,1,22,Visual,TR,1.5,1.5,2.195,3
