Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset
Rat,8031,1,1,20,Short,PI,15;36,4,0.840000000000146;1.20000000000073;1.48000000000047;2.02000000000044;2.48000000000047;3.11999999999989;3.46000000000004;4.44000000000051,1.0600000000004;1.42000000000007;1.86000000000058;2.36000000000058;2.94000000000051;3.42000000000007;4.28000000000066;4.64000000000033;-5114.32;-5114.32
Rat,8031,1,1,21,Short,PI,15;36,4,6.65999999999985;7.60000000000036;8.68000000000029,6.90000000000055;8.5600000000004;8.76000000000022;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7;-5430.7
Rat,8031,1,1,22,Short,PI,15;36,4,39.0999999999995;39.6399999999994,39.54;40.5799999999999;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26;-5766.26
Rat,8031,1,1,23,Short,PI,15;36,4,0,-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28;-5902.28
Rat,8031,1,1,24,Short,PI,15;36,4,-1.98,-1.73999999999978;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32;-6236.32
Rat,8031,1,1,25,Short,PI,15;36,4,0,-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8;-6702.8
Rat,8031,1,1,1,Long,PI,15;36,12,3.31999999999999;4.13999999999999;4.59999999999997;4.94;5.29999999999995;5.75999999999999;6.03999999999996;6.25999999999999;6.65999999999997;7.06;7.45999999999998;7.79999999999995;8.03999999999996;8.41999999999996;9.09999999999997;9.75999999999999;10.26;10.68;11.72;12.06;12.66;13.36;13.9;14.5,3.44;4.51999999999998;4.91999999999996;5.23999999999995;5.5;5.89999999999998;6.17999999999995;6.45999999999998;6.97999999999996;7.33999999999998;7.69999999999999;8;8.33999999999998;8.59999999999997;9.73999999999995;10.08;10.54;11.58;11.84;12.2;13.3;13.74;14.2;14.6;-481.1;-481.1;-481.1;-481.1;-481.1;-481.1
Rat,8031,1,1,2,Long,PI,15;36,12,7.17999999999984;7.89999999999986;8.17999999999984;8.59999999999991;9.73999999999978;10.02;10.5599999999999;10.9599999999998;11.5;12;12.26;12.8;13.1799999999998;13.9799999999998;14.6199999999999;15.4599999999998;16.1199999999999;17.1599999999999;17.3799999999999,7.83999999999992;8.15999999999985;8.53999999999996;9.61999999999989;9.95999999999981;10.3599999999999;10.8799999999999;11.2199999999998;11.9799999999998;12.1999999999998;12.6199999999999;12.9799999999998;13.26;14.52;15.2199999999998;15.6599999999999;16.3999999999999;17.2399999999998;17.78;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38;-1405.38
Rat,8031,1,1,3,Long,PI,15;36,12,18.1999999999998;18.6399999999999;19.1199999999999;20.02;21.6999999999998,18.52;19;19.98;20.8599999999997;21.8799999999997;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3;-3593.3
Rat,8031,1,1,4,Long,PI,15;36,12,6.80000000000018;7.02000000000044;7.35999999999967;7.76000000000022;8.15999999999985;8.81999999999971;9.11999999999989;9.52000000000044;9.81999999999971;10.1800000000003;10.46;10.9400000000005;11.1999999999998;11.9000000000005;12.2399999999998;12.5799999999999;13.0600000000004;13.3199999999997;13.7799999999997;14.1599999999999;14.46;14.6599999999999;14.9200000000001;15.3599999999997;15.6599999999999;16.1999999999998,6.94000000000051;7.27999999999975;7.68000000000029;8.10000000000036;8.73999999999978;9.0600000000004;9.40000000000055;9.72000000000026;10.0799999999999;10.3599999999997;10.7799999999997;11.0799999999999;11.7200000000003;12.0600000000004;12.3199999999997;13.0200000000004;13.2399999999998;13.6400000000003;14;14.4400000000005;14.5600000000004;14.9000000000005;15.1599999999999;15.5799999999999;16;16.4200000000001;-4548.12;-4548.12
Rat,8031,1,1,5,Long,PI,15;36,12,19.54;19.8000000000002;20.1199999999999;20.4200000000001;20.7400000000007;21.0799999999999;21.3800000000001;21.7800000000007;22.1000000000004;22.6000000000004;22.9000000000005;23.2800000000007;23.6000000000004;23.8800000000001;24.1400000000003;24.6800000000003;25;25.4000000000005;25.7400000000007;26.6800000000003,19.7400000000007;20.04;20.3400000000001;20.6800000000003;21.0200000000004;21.3200000000006;21.7600000000002;22.0600000000004;22.4800000000005;22.7800000000007;23.1400000000003;23.54;23.8600000000006;24.0799999999999;24.5200000000004;24.8800000000001;25.1599999999999;25.6800000000003;25.7600000000002;27.0799999999999;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28;-4870.28
