Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Confidence
Human,2,1,1,23,Visual,TR,1.5,1.5,2.2226,2
Human,2,1,1,24,Visual,TR,1.5,1.5,1.7132,3
Human,2,1,1,25,Visual,TR,1.5,1.5,1.6734,3
Human,2,1,1,26,Visual,TR,1.5,1.5,1.0737,3
Human,2,1,1,27,Visual,TR,1.5,1.5,1.5519,3
Human,2,1,1,28,Visual,TR,1.5,1.5,1.6398,3
Human,2,1,1,29,Visual,TR,1.5,1.5,1.6177,3
Human,2,1,1,30,Visual,TR,1.5,1.5,2.1048,3
Human,2,1,1,31,Visual,TR,1.5,1.5,1.2223,3
Human,2,1,1,32,Visual,TR,1.5,1.5,1.5891,3
Human,2,1,1,33,Visual,TR,1.5,1.5,1.4744,3
Human,2,1,1,34,Visual,TR,1.5,1.5,1.7461,3
Human,2,1,1,35,Visual,TR,1.5,1.5,1.4703,3
Human,2,1,1,36,Visual,TR,1.5,1.5,1.7593,3
Human,2,1,1,37,Visual,TR,1.5,1.5,1.5578,3
Human,2,1,1,38,Visual,TR,1.5,1.5,1.8196,3
Human,2,1,1,39,Visual,TR,1.5,1.5,1.4123,3
Human,2,1,1,40,Visual,TR,1.5,1.5,1.3929,3
Human,2,1,1,41,Visual,TR,1.5,1.5,1.8695,3
Human,2,1,1,42,Visual,TR,1.5,1.5,1.1702,3
Human,2,1,1,43,Visual,TR,1.5,1.5,1.3093,3
Human,2,1,1,44,Visual,TR,1.5,1.5,1.9998,2
Human,2,1,1,45,Visual,TR,1.5,1.5,1.5497,3
Human,2,1,1,46,Visual,TR,1.5,1.5,1.6368,3
Human,2,1,1,47,Visual,TR,1.5,1.5,1.4522,3
Human,2,1,1,48,Visual,TR,1.5,1.5,1.873,3
Human,2,1,1,49,Visual,TR,1.5,1.5,1.7637,2
Human,2,1,1,50,Visual,TR,1.5,1.5,1.6145,3
Human,2,1,1,51,Visual,TR,1.5,1.5,1.4497,3
Human,2,1,1,52,Visual,TR,1.5,1.5,1.3363,3
Human,2,1,1,53,Visual,TR,1.5,1.5,1.6057,3
Human,2,1,1,54,Visual,TR,1.5,1.5,1.5634,3
Human,2,1,1,55,Visual,TR,1.5,1.5,2.1512,3
Human,2,1,1,56,Visual,TR,1.5,1.5,0.85792,3
Human,2,1,1,57,Visual,TR,1.5,1.5,1.3016,3
Human,2,1,1,58,Visual,TR,1.5,1.5,1.667,3
Human,2,1,1,59,Visual,TR,1.5,1.5,1.8972,3
Human,2,1,1,60,Visual,TR,1.5,1.5,1.9294,3
Human,3,1,1,1,Visual,TR,1.5,1.5,1.5536,3
Human,3,1,1,2,Visual,TR,1.5,1.5,1.7939,3
Human,3,1,1,3,Visual,TR,1.5,1.5,1.0723,2
Human,3,1,1,4,Visual,TR,1.5,1.5,1.4193,3
Human,3,1,1,5,Visual,TR,1.5,1.5,1.5288,3
Human,3,1,1,6,Visual,TR,1.5,1.5,1.0812,3
Human,3,1,1,7,Visual,TR,1.5,1.5,1.2212,3
Human,3,1,1,8,Visual,TR,1.5,1.5,1.5313,3
Human,3,1,1,9,Visual,TR,1.5,1.5,1.4684,3
Human,3,1,1,10,Visual,TR,1.5,1.5,1.4098,2
Human,3,1,1,11,Visual,TR,1.5,1.5,1.4624,3
Human,3,1,1,12,Visual,TR,1.5,1.5,1.2818,3
Human,3,1,1,13,Visual,TR,1.5,1.5,1.533,3
Human,3,1,1,14,Visual,TR,1.5,1.5,1.5754,2
Human,3,1,1,15,Visual,TR,1.5,1.5,1.0265,2
Human,3,1,1,16,Visual,TR,1.5,1.5,1.5144,2
Human,3,1,1,17,Visual,TR,1.5,1.5,1.4036,3
Human,3,1,1,18,Visual,TR,1.5,1.5,1.7375,2
Human,3,1,1,19,Visual,TR,1.5,1.5,1.5157,3
Human,3,1,1,20,Visual,TR,1.5,1.5,1.4054,3
Human,3,1,1,21,Visual,TR,1.5,1.5,1.9707,2
Human,3,1,1,22,Visual,TR,1.5,1.5,1.5247,3
Human,3,1,1,23,Visual,TR,1.5,1.5,1.9048,3
Human,3,1,1,24,Visual,TR,1.5,1.5,1.6216,3
Human,3,1,1,25,Visual,TR,1.5,1.5,1.9334,3
Human,3,1,1,26,Visual,TR,1.5,1.5,1.4603,3
Human,3,1,1,27,Visual,TR,1.5,1.5,2.0215,2
Human,3,1,1,28,Visual,TR,1.5,1.5,1.8046,2
Human,3,1,1,29,Visual,TR,1.5,1.5,1.1177,3
Human,3,1,1,30,Visual,TR,1.5,1.5,1.6977,3
Human,3,1,1,31,Visual,TR,1.5,1.5,1.4207,3
Human,3,1,1,32,Visual,TR,1.5,1.5,0.84607,2
Human,3,1,1,33,Visual,TR,1.5,1.5,1.4239,3
Human,3,1,1,34,Visual,TR,1.5,1.5,1.8068,3
Human,3,1,1,35,Visual,TR,1.5,1.5,1.3563,3
Human,3,1,1,36,Visual,TR,1.5,1.5,1.3192,3
Human,3,1,1,37,Visual,TR,1.5,1.5,1.2003,3
Human,3,1,1,38,Visual,TR,1.5,1.5,1.3854,2
Human,3,1,1,39,Visual,TR,1.5,1.5,1.4667,3
Human,3,1,1,40,Visual,TR,1.5,1.5,0.61962,1
Human,3,1,1,41,Visual,TR,1.5,1.5,1.3987,3
Human,3,1,1,42,Visual,TR,1.5,1.5,1.2164,3
Human,3,1,1,43,Visual,TR,1.5,1.5,1.5592,3
Human,3,1,1,44,Visual,TR,1.5,1.5,1.6025,2
Human,3,1,1,45,Visual,TR,1.5,1.5,1.6166,3
Human,3,1,1,46,Visual,TR,1.5,1.5,2.2472,1
Human,3,1,1,47,Visual,TR,1.5,1.5,1.2641,3
Human,3,1,1,48,Visual,TR,1.5,1.5,1.3751,3
Human,3,1,1,49,Visual,TR,1.5,1.5,1.2316,3
Human,3,1,1,50,Visual,TR,1.5,1.5,1.86,2
Human,3,1,1,51,Visual,TR,1.5,1.5,1.1642,3
Human,3,1,1,52,Visual,TR,1.5,1.5,1.4746,2
Human,3,1,1,53,Visual,TR,1.5,1.5,1.9266,2
Human,3,1,1,54,Visual,TR,1.5,1.5,1.7583,3
Human,3,1,1,55,Visual,TR,1.5,1.5,1.9987,2
Human,3,1,1,56,Visual,TR,1.5,1.5,1.7433,3
Human,3,1,1,57,Visual,TR,1.5,1.5,1.71,2
Human,3,1,1,58,Visual,TR,1.5,1.5,1.0765,3
Human,3,1,1,59,Visual,TR,1.5,1.5,1.5545,2
Human,3,1,1,60,Visual,TR,1.5,1.5,1.8959,3
Human,4,1,1,1,Visual,TR,1.5,1.5,1.1464,3
Human,4,1,1,2,Visual,TR,1.5,1.5,1.1354,3
Human,4,1,1,3,Visual,TR,1.5,1.5,1.0424,3
Human,4,1,1,4,Visual,TR,1.5,1.5,1.4125,2
Human,4,1,1,5,Visual,TR,1.5,1.5,1.2695,3
Human,4,1,1,6,Visual,TR,1.5,1.5,1.0972,3
Human,4,1,1,7,Visual,TR,1.5,1.5,1.3994,2
Human,4,1,1,8,Visual,TR,1.5,1.5,1.4102,2
Human,4,1,1,9,Visual,TR,1.5,1.5,0.87825,2
Human,4,1,1,10,Visual,TR,1.5,1.5,1.2416,3
Human,4,1,1,11,Visual,TR,1.5,1.5,0.9934,2
Human,4,1,1,12,Visual,TR,1.5,1.5,1.2072,2
Human,4,1,1,13,Visual,TR,1.5,1.5,1.426,3
Human,4,1,1,14,Visual,TR,1.5,1.5,1.1336,3
Human,4,1,1,15,Visual,TR,1.5,1.5,1.2911,2
Human,4,1,1,16,Visual,TR,1.5,1.5,1.6901,2
Human,4,1,1,17,Visual,TR,1.5,1.5,0.91361,2
Human,4,1,1,18,Visual,TR,1.5,1.5,1.4263,3
Human,4,1,1,19,Visual,TR,1.5,1.5,1.5125,3
Human,4,1,1,20,Visual,TR,1.5,1.5,1.0784,2
Human,4,1,1,21,Visual,TR,1.5,1.5,1.2212,2
Human,4,1,1,22,Visual,TR,1.5,1.5,1.3166,3
Human,4,1,1,23,Visual,TR,1.5,1.5,1.2838,3
Human,4,1,1,24,Visual,TR,1.5,1.5,1.4616,3
Human,4,1,1,25,Visual,TR,1.5,1.5,1.2783,2
Human,4,1,1,26,Visual,TR,1.5,1.5,1.0248,2
Human,4,1,1,27,Visual,TR,1.5,1.5,1.2672,3
Human,4,1,1,28,Visual,TR,1.5,1.5,0.89978,2
Human,4,1,1,29,Visual,TR,1.5,1.5,1.287,2
Human,4,1,1,30,Visual,TR,1.5,1.5,1.3472,2
Human,4,1,1,31,Visual,TR,1.5,1.5,1.0956,3
Human,4,1,1,32,Visual,TR,1.5,1.5,1.3245,2
Human,4,1,1,33,Visual,TR,1.5,1.5,1.5483,3
Human,4,1,1,34,Visual,TR,1.5,1.5,1.3524,3
Human,4,1,1,35,Visual,TR,1.5,1.5,0.95552,3
Human,4,1,1,36,Visual,TR,1.5,1.5,1.0528,3
Human,4,1,1,37,Visual,TR,1.5,1.5,1.335,2
Human,4,1,1,38,Visual,TR,1.5,1.5,1.0933,2
Human,4,1,1,39,Visual,TR,1.5,1.5,1.5648,2
Human,4,1,1,40,Visual,TR,1.5,1.5,1.3509,3
Human,4,1,1,41,Visual,TR,1.5,1.5,1.3254,2
Human,4,1,1,42,Visual,TR,1.5,1.5,1.034,3
Human,4,1,1,43,Visual,TR,1.5,1.5,1.3346,2
Human,4,1,1,44,Visual,TR,1.5,1.5,1.9041,3
Human,4,1,1,45,Visual,TR,1.5,1.5,1.3125,2
Human,4,1,1,46,Visual,TR,1.5,1.5,1.1653,3
Human,4,1,1,47,Visual,TR,1.5,1.5,1.377,2
Human,4,1,1,48,Visual,TR,1.5,1.5,1.4096,3
Human,4,1,1,49,Visual,TR,1.5,1.5,1.418,3
Human,4,1,1,50,Visual,TR,1.5,1.5,1.1554,2
Human,4,1,1,51,Visual,TR,1.5,1.5,1.3405,3
Human,4,1,1,52,Visual,TR,1.5,1.5,1.2532,3
Human,4,1,1,53,Visual,TR,1.5,1.5,1.278,3
Human,4,1,1,54,Visual,TR,1.5,1.5,1.4897,3
Human,4,1,1,55,Visual,TR,1.5,1.5,1.1163,2
Human,4,1,1,56,Visual,TR,1.5,1.5,1.4022,2
Human,4,1,1,57,Visual,TR,1.5,1.5,0.99433,3
Human,4,1,1,58,Visual,TR,1.5,1.5,1.3025,3
Human,4,1,1,59,Visual,TR,1.5,1.5,1.3123,2
Human,4,1,1,60,Visual,TR,1.5,1.5,1.1963,3
Human,5,1,1,1,Visual,TR,1.5,1.5,1.5854,2
Human,5,1,1,2,Visual,TR,1.5,1.5,1.7584,2
Human,5,1,1,3,Visual,TR,1.5,1.5,1.5682,3
Human,5,1,1,4,Visual,TR,1.5,1.5,1.5205,2
Human,5,1,1,5,Visual,TR,1.5,1.5,1.4068,3
Human,5,1,1,6,Visual,TR,1.5,1.5,1.5003,3
Human,5,1,1,7,Visual,TR,1.5,1.5,1.5452,3
Human,5,1,1,8,Visual,TR,1.5,1.5,1.9301,2
Human,5,1,1,9,Visual,TR,1.5,1.5,1.8658,2
Human,5,1,1,10,Visual,TR,1.5,1.5,0.89814,2
Human,5,1,1,11,Visual,TR,1.5,1.5,2.128,2
Human,5,1,1,12,Visual,TR,1.5,1.5,1.2958,2
Human,5,1,1,13,Visual,TR,1.5,1.5,1.5585,1
Human,5,1,1,14,Visual,TR,1.5,1.5,1.3307,2
Human,5,1,1,15,Visual,TR,1.5,1.5,1.41,3
Human,5,1,1,16,Visual,TR,1.5,1.5,1.2175,2
Human,5,1,1,17,Visual,TR,1.5,1.5,1.4616,1
Human,5,1,1,18,Visual,TR,1.5,1.5,1.7658,1
Human,5,1,1,19,Visual,TR,1.5,1.5,1.5786,3
Human,5,1,1,20,Visual,TR,1.5,1.5,1.5921,2
Human,5,1,1,21,Visual,TR,1.5,1.5,1.6248,2
Human,5,1,1,22,Visual,TR,1.5,1.5,1.1659,3
Human,5,1,1,23,Visual,TR,1.5,1.5,1.2143,1
Human,5,1,1,24,Visual,TR,1.5,1.5,1.0547,2
Human,5,1,1,25,Visual,TR,1.5,1.5,1.4687,3
Human,5,1,1,26,Visual,TR,1.5,1.5,1.4277,3
Human,5,1,1,27,Visual,TR,1.5,1.5,1.0715,2
Human,5,1,1,28,Visual,TR,1.5,1.5,1.4606,2
Human,5,1,1,29,Visual,TR,1.5,1.5,1.5545,2
Human,5,1,1,30,Visual,TR,1.5,1.5,1.5939,2
Human,5,1,1,31,Visual,TR,1.5,1.5,1.0664,3
Human,5,1,1,32,Visual,TR,1.5,1.5,0.07164,1
Human,5,1,1,33,Visual,TR,1.5,1.5,1.2681,2
Human,5,1,1,34,Visual,TR,1.5,1.5,0.93727,2
Human,5,1,1,35,Visual,TR,1.5,1.5,1.3041,3
Human,5,1,1,36,Visual,TR,1.5,1.5,1.3531,2
Human,5,1,1,37,Visual,TR,1.5,1.5,0.84612,2
Human,5,1,1,38,Visual,TR,1.5,1.5,1.4824,3
Human,5,1,1,39,Visual,TR,1.5,1.5,1.4447,2
Human,5,1,1,40,Visual,TR,1.5,1.5,0.97083,2
Human,5,1,1,41,Visual,TR,1.5,1.5,0.91196,2
Human,5,1,1,42,Visual,TR,1.5,1.5,1.3267,2
Human,5,1,1,43,Visual,TR,1.5,1.5,1.7777,2
Human,5,1,1,44,Visual,TR,1.5,1.5,1.7626,2
Human,5,1,1,45,Visual,TR,1.5,1.5,1.1722,2
Human,5,1,1,46,Visual,TR,1.5,1.5,1.5938,3
Human,5,1,1,47,Visual,TR,1.5,1.5,1.2289,3
Human,5,1,1,48,Visual,TR,1.5,1.5,0.82032,3
Human,5,1,1,49,Visual,TR,1.5,1.5,1.0041,3
Human,5,1,1,50,Visual,TR,1.5,1.5,1.4915,2
Human,5,1,1,51,Visual,TR,1.5,1.5,1.2625,3
Human,5,1,1,52,Visual,TR,1.5,1.5,1.0937,3
Human,5,1,1,53,Visual,TR,1.5,1.5,1.4141,2
Human,5,1,1,54,Visual,TR,1.5,1.5,1.3341,2
Human,5,1,1,55,Visual,TR,1.5,1.5,1.5531,2
Human,5,1,1,56,Visual,TR,1.5,1.5,1.3737,2
Human,5,1,1,57,Visual,TR,1.5,1.5,1.5223,2
Human,5,1,1,58,Visual,TR,1.5,1.5,1.3995,3
Human,5,1,1,59,Visual,TR,1.5,1.5,1.125,2
Human,5,1,1,60,Visual,TR,1.5,1.5,1.4707,3
Human,6,1,1,1,Visual,TR,1.5,1.5,1.7021,3
Human,6,1,1,2,Visual,TR,1.5,1.5,1.0286,1
Human,6,1,1,3,Visual,TR,1.5,1.5,1.4247,2
Human,6,1,1,4,Visual,TR,1.5,1.5,1.4056,2
Human,6,1,1,5,Visual,TR,1.5,1.5,1.1262,2
Human,6,1,1,6,Visual,TR,1.5,1.5,1.2765,2
Human,6,1,1,7,Visual,TR,1.5,1.5,1.265,2
Human,6,1,1,8,Visual,TR,1.5,1.5,0.86245,2
Human,6,1,1,9,Visual,TR,1.5,1.5,1.2223,3
Human,6,1,1,10,Visual,TR,1.5,1.5,1.2119,3
Human,6,1,1,11,Visual,TR,1.5,1.5,1.5369,3
Human,6,1,1,12,Visual,TR,1.5,1.5,1.1391,2
Human,6,1,1,13,Visual,TR,1.5,1.5,1.3332,2
Human,6,1,1,14,Visual,TR,1.5,1.5,1.2552,3
Human,6,1,1,15,Visual,TR,1.5,1.5,1.1514,3
Human,6,1,1,16,Visual,TR,1.5,1.5,0.72113,1
Human,6,1,1,17,Visual,TR,1.5,1.5,1.2306,2
Human,6,1,1,18,Visual,TR,1.5,1.5,1.6953,3
Human,6,1,1,19,Visual,TR,1.5,1.5,0.67608,3
Human,6,1,1,20,Visual,TR,1.5,1.5,1.3043,3
Human,6,1,1,21,Visual,TR,1.5,1.5,1.4303,3
Human,6,1,1,22,Visual,TR,1.5,1.5,0.72308,1
Human,6,1,1,23,Visual,TR,1.5,1.5,1.4753,3
Human,6,1,1,24,Visual,TR,1.5,1.5,0.91547,3
Human,6,1,1,25,Visual,TR,1.5,1.5,1.5006,3
Human,6,1,1,26,Visual,TR,1.5,1.5,1.3882,3
Human,6,1,1,27,Visual,TR,1.5,1.5,1.1547,2
Human,6,1,1,28,Visual,TR,1.5,1.5,1.1579,3
Human,6,1,1,29,Visual,TR,1.5,1.5,1.3334,2
Human,6,1,1,30,Visual,TR,1.5,1.5,0.97608,2
Human,6,1,1,31,Visual,TR,1.5,1.5,1.244,2
Human,6,1,1,32,Visual,TR,1.5,1.5,1.1015,1
Human,6,1,1,33,Visual,TR,1.5,1.5,1.2422,2
Human,6,1,1,34,Visual,TR,1.5,1.5,0.76705,2
Human,6,1,1,35,Visual,TR,1.5,1.5,1.8027,3
Human,6,1,1,36,Visual,TR,1.5,1.5,1.3116,2
Human,6,1,1,37,Visual,TR,1.5,1.5,1.3819,2
Human,6,1,1,38,Visual,TR,1.5,1.5,1.2821,2
Human,6,1,1,39,Visual,TR,1.5,1.5,0.98892,2
Human,6,1,1,40,Visual,TR,1.5,1.5,1.3374,3
Human,6,1,1,41,Visual,TR,1.5,1.5,1.1995,3
Human,6,1,1,42,Visual,TR,1.5,1.5,0.87763,3
Human,6,1,1,43,Visual,TR,1.5,1.5,1.5548,2
Human,6,1,1,44,Visual,TR,1.5,1.5,1.4286,2
Human,6,1,1,45,Visual,TR,1.5,1.5,1.029,2
Human,6,1,1,46,Visual,TR,1.5,1.5,0.96763,3
Human,6,1,1,47,Visual,TR,1.5,1.5,0.94151,1
Human,6,1,1,48,Visual,TR,1.5,1.5,1.3185,3
Human,6,1,1,49,Visual,TR,1.5,1.5,1.5048,3
Human,6,1,1,50,Visual,TR,1.5,1.5,1.173,2
Human,6,1,1,51,Visual,TR,1.5,1.5,1.5006,2
Human,6,1,1,52,Visual,TR,1.5,1.5,1.2545,3
Human,6,1,1,53,Visual,TR,1.5,1.5,1.1855,2
Human,6,1,1,54,Visual,TR,1.5,1.5,1.4691,3
Human,6,1,1,55,Visual,TR,1.5,1.5,1.6348,2
Human,6,1,1,56,Visual,TR,1.5,1.5,1.2865,3
Human,6,1,1,57,Visual,TR,1.5,1.5,1.3423,2
Human,6,1,1,58,Visual,TR,1.5,1.5,0.80103,2
Human,6,1,1,59,Visual,TR,1.5,1.5,1.3362,3
Human,6,1,1,60,Visual,TR,1.5,1.5,0.1429,1
Human,7,1,1,1,Visual,TR,1.5,1.5,1.5713,2
Human,7,1,1,2,Visual,TR,1.5,1.5,1.5467,3
Human,7,1,1,3,Visual,TR,1.5,1.5,1.4405,2
Human,7,1,1,4,Visual,TR,1.5,1.5,1.7602,3
Human,7,1,1,5,Visual,TR,1.5,1.5,1.6715,2
Human,7,1,1,6,Visual,TR,1.5,1.5,1.315,3
Human,7,1,1,7,Visual,TR,1.5,1.5,1.6742,3
Human,7,1,1,8,Visual,TR,1.5,1.5,1.6639,3
Human,7,1,1,9,Visual,TR,1.5,1.5,1.4699,2
Human,7,1,1,10,Visual,TR,1.5,1.5,1.4148,3
Human,7,1,1,11,Visual,TR,1.5,1.5,1.8121,3
Human,7,1,1,12,Visual,TR,1.5,1.5,1.9406,3
Human,7,1,1,13,Visual,TR,1.5,1.5,1.9122,2
Human,7,1,1,14,Visual,TR,1.5,1.5,1.1406,2
Human,7,1,1,15,Visual,TR,1.5,1.5,1.6178,3
Human,7,1,1,16,Visual,TR,1.5,1.5,1.8961,3
Human,7,1,1,17,Visual,TR,1.5,1.5,1.3441,2
Human,7,1,1,18,Visual,TR,1.5,1.5,1.6526,2
Human,7,1,1,19,Visual,TR,1.5,1.5,2.7797,1
Human,7,1,1,20,Visual,TR,1.5,1.5,1.1656,3
Human,7,1,1,21,Visual,TR,1.5,1.5,1.6296,2
Human,7,1,1,22,Visual,TR,1.5,1.5,1.4828,3
Human,7,1,1,23,Visual,TR,1.5,1.5,1.7347,3
Human,7,1,1,24,Visual,TR,1.5,1.5,2.0163,3
Human,7,1,1,25,Visual,TR,1.5,1.5,1.5658,2
Human,7,1,1,26,Visual,TR,1.5,1.5,0.8232,2
Human,7,1,1,27,Visual,TR,1.5,1.5,1.6195,2
Human,7,1,1,28,Visual,TR,1.5,1.5,1.5413,3
Human,7,1,1,29,Visual,TR,1.5,1.5,1.9973,3
Human,7,1,1,30,Visual,TR,1.5,1.5,1.7468,3
Human,7,1,1,31,Visual,TR,1.5,1.5,1.9281,3
Human,7,1,1,32,Visual,TR,1.5,1.5,1.374,2
Human,7,1,1,33,Visual,TR,1.5,1.5,1.5885,2
Human,7,1,1,34,Visual,TR,1.5,1.5,1.5619,3
Human,7,1,1,35,Visual,TR,1.5,1.5,1.4049,2
Human,7,1,1,36,Visual,TR,1.5,1.5,1.4165,2
Human,7,1,1,37,Visual,TR,1.5,1.5,1.7979,3
Human,7,1,1,38,Visual,TR,1.5,1.5,1.933,2
Human,7,1,1,39,Visual,TR,1.5,1.5,1.6892,2
Human,7,1,1,40,Visual,TR,1.5,1.5,1.3389,3
Human,7,1,1,41,Visual,TR,1.5,1.5,1.6264,2
Human,7,1,1,42,Visual,TR,1.5,1.5,1.7241,2
Human,7,1,1,43,Visual,TR,1.5,1.5,1.7812,2
Human,7,1,1,44,Visual,TR,1.5,1.5,1.6456,3
Human,7,1,1,45,Visual,TR,1.5,1.5,1.5021,2
Human,7,1,1,46,Visual,TR,1.5,1.5,1.6195,3
Human,7,1,1,47,Visual,TR,1.5,1.5,1.3616,2
Human,7,1,1,48,Visual,TR,1.5,1.5,1.7145,3
Human,7,1,1,49,Visual,TR,1.5,1.5,1.7243,3
Human,7,1,1,50,Visual,TR,1.5,1.5,1.3992,2
Human,7,1,1,51,Visual,TR,1.5,1.5,1.8547,3
Human,7,1,1,52,Visual,TR,1.5,1.5,1.4324,2
Human,7,1,1,53,Visual,TR,1.5,1.5,1.5837,3
Human,7,1,1,54,Visual,TR,1.5,1.5,1.7531,3
Human,7,1,1,55,Visual,TR,1.5,1.5,1.6361,3
Human,7,1,1,56,Visual,TR,1.5,1.5,1.9575,2
Human,7,1,1,57,Visual,TR,1.5,1.5,1.7005,3
Human,7,1,1,58,Visual,TR,1.5,1.5,1.4019,2
Human,7,1,1,59,Visual,TR,1.5,1.5,1.7521,2
Human,7,1,1,60,Visual,TR,1.5,1.5,1.4146,3
Human,8,1,1,1,Visual,TR,1.5,1.5,1.5475,3
Human,8,1,1,2,Visual,TR,1.5,1.5,1.4614,2
