Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140
Rat,12406,1,1,4,Audiovisual,PI,4;8;16,8,6.77999999999997;7.33999999999992;7.55999999999995;8.17999999999984;8.65999999999985;8.81999999999994;9.13999999999987;9.41999999999985;9.67999999999984;10.0999999999999;10.4399999999998;10.8599999999999;11.26;11.5999999999999;11.9199999999998;12.26;12.6199999999999;13;13.0799999999999;13.54;14.02;14.6399999999999;14.8799999999999;15.24;15.48;15.78;16.48;16.8999999999999;17.2;41.76;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,5,Audiovisual,PI,4;8;16,8,2.12000000000012;3.62000000000012;4.29999999999995;4.83999999999992;5;5.16000000000008;5.40000000000009;5.92000000000007;6.33999999999992;6.5;7.05999999999995;7.68000000000006;7.92000000000007;8.18000000000006;8.38000000000011;8.74000000000001;9;9.38000000000011;9.55999999999995;9.83999999999992;10.24;10.5599999999999;10.78;11.04;11.5;11.9200000000001;12.3199999999999;12.52;13.54;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,6,Audiovisual,PI,4;8;16,8,6.69999999999982;7.05999999999995;7.35999999999967;7.83999999999969;8.05999999999995;8.53999999999996;8.87999999999965;9.29999999999973;9.59999999999991;9.69999999999982;10.0999999999999;10.4400000000001;10.8599999999997;11.2999999999997;11.6199999999999;12.0599999999999;12.3599999999997;12.6999999999998;13.1199999999999;13.2999999999997;13.5599999999999;13.6999999999998;14.2199999999998;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,7,Audiovisual,PI,4;8;16,8,2.57999999999993;2.88000000000011;3.14000000000033;3.44000000000005;3.74000000000024;4.09999999999991;4.36000000000013;4.86000000000013;5.05999999999995;5.46000000000004;5.59999999999991;5.76000000000022;6.32000000000016;6.59999999999991;6.80000000000018;6.98000000000002;7.30000000000018;7.64000000000033;7.88000000000011;8.18000000000029;8.64000000000033;8.98000000000002;9.51999999999998;9.74000000000024;10.0999999999999;10.48;10.6400000000003;10.8400000000001;11.3600000000001;12.04;12.5999999999999;15.2000000000003;15.5999999999999;15.9200000000001;16.3800000000001;16.6400000000003;52.02;52.6800000000003;52.96;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,8,Audiovisual,PI,4;8;16,8,7.13999999999987;7.73999999999978;8.11999999999989;8.44000000000006;8.69999999999982;9.03999999999996;9.27999999999975;9.57999999999993;10.1199999999999;10.3399999999997;10.6799999999998;11.02;11.2399999999998;11.7599999999998;12.1199999999999;12.3399999999997;12.7199999999998;12.9200000000001;13.1599999999999;13.48;13.7199999999998;14;14.3399999999997;14.6599999999999;15.0799999999999;15.3199999999997;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,9,Audiovisual,PI,4;8;16,8,5.98000000000002;6.51999999999998;6.82000000000016;7.12000000000035;7.30000000000018;7.40000000000009;7.62000000000035;7.7800000000002;8.07999999999993;8.22000000000026;8.62000000000035;8.70000000000027;8.92000000000007;9.07999999999993;9.48000000000002;9.82000000000016;10.04;10.1400000000003;10.3600000000001;10.7000000000003;11.1400000000003;11.3000000000002;11.5999999999999;11.8800000000001;12.2000000000003;12.7200000000003;12.9400000000001;13.0999999999999;13.2800000000002;13.6600000000003;13.7400000000002;13.9200000000001;14.1800000000003;14.4000000000001;14.6600000000003;15.0999999999999;15.3800000000001;15.6800000000003;16.2000000000003;16.46;16.5599999999999;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,10,Audiovisual,PI,4;8;16,8,8.08000000000084;8.84000000000015;9.20000000000073;9.48000000000047;9.74000000000069;10.2200000000003;10.4200000000001;10.7000000000007;10.9200000000001;11.1600000000008;11.4200000000001;11.6400000000003;11.8800000000001;12.2000000000007;12.5600000000004;12.8600000000006;13.1000000000004;13.3800000000001;13.6200000000008;13.8200000000006;14;14.4000000000005;14.6200000000008;14.8000000000002;14.9800000000005;15.4400000000005;15.7600000000002;16;16.2600000000002;16.5600000000004;16.96;17.3400000000001;17.7200000000003;17.96;18.4200000000001;18.7000000000007;18.9800000000005;19.1800000000003;19.3400000000001;19.8200000000006;20.0800000000008;21.3400000000001;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,11,Audiovisual,PI,4;8;16,8,0.0200000000004366;5.60000000000036;6.32000000000062;6.76000000000022;7.0600000000004;7.38000000000011;7.65999999999985;8.11999999999989;8.40000000000055;8.68000000000029;9.14000000000033;9.46000000000004;9.80000000000018;10.0600000000004;10.3800000000001;10.6599999999999;10.8800000000001;11.1000000000004;11.3000000000002;11.6000000000004;11.9000000000005;12.1999999999998;12.3800000000001;12.7399999999998;13;13.2399999999998;13.5200000000004;13.8600000000006;14.1999999999998;14.4200000000001;14.6000000000004;14.7800000000007;15.1199999999999;15.5600000000004;15.6000000000004;15.8000000000002;16.2800000000007;16.46;16.7200000000003;17.0200000000004;17.2600000000002;17.7399999999998;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,12,Audiovisual,PI,4;8;16,8,7.48000000000047;7.94000000000051;8.44000000000051;8.74000000000069;9.16000000000076;9.46000000000004;9.82000000000062;10.1400000000003;10.6199999999999;10.9800000000005;11.2600000000002;11.4000000000005;11.6800000000003;12.2000000000007;12.5600000000004;13.1000000000004;13.3400000000001;13.6600000000008;14.1600000000008;14.6199999999999;15.0799999999999;15.6800000000003;16.1800000000003;16.5;16.7600000000002;17.1000000000004;17.3600000000006;17.9800000000005;19.9800000000005;20.3600000000006;20.8400000000001;22.1800000000003;22.4800000000005;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,13,Audiovisual,PI,4;8;16,8,7.63999999999942;8.03999999999996;8.5;8.77999999999975;9.01999999999953;9.25999999999931;9.75999999999931;9.91999999999916;10.1199999999999;10.5799999999999;10.8999999999996;11.1999999999998;11.5599999999995;11.9199999999992;12.2599999999993;12.4399999999996;12.6199999999999;12.7999999999993;13.0999999999995;13.54;13.7799999999997;14;14.5;14.9399999999996;15.4199999999992;15.9199999999992;16.4399999999996;16.6999999999998;17.1399999999994;17.3799999999992;17.7199999999993;20.0799999999999;60.46;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,14,Audiovisual,PI,4;8;16,8,5.15999999999985;5.61999999999989;5.89999999999964;6.41999999999916;6.71999999999935;7.01999999999953;7.05999999999949;7.29999999999927;7.51999999999953;7.8799999999992;8.33999999999924;8.65999999999985;8.96000000000004;9.25999999999931;9.75999999999931;10.04;10.3399999999992;10.6399999999994;10.96;11.3999999999996;11.7399999999998;12.0999999999995;12.5599999999995;12.6799999999994;12.9399999999996;13.2199999999993;13.3999999999996;13.6399999999994;14.04;14.2799999999997;14.4199999999992;14.96;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,15,Audiovisual,PI,4;8;16,8,5.71999999999935;6.29999999999927;7.53999999999996;7.8799999999992;8.15999999999985;8.5;8.67999999999938;8.89999999999964;9.13999999999942;9.39999999999964;9.85999999999967;9.97999999999956;10.3199999999997;10.5599999999995;10.8999999999996;11.0999999999995;11.3399999999992;11.5599999999995;12.1599999999999;12.4799999999996;12.7199999999993;12.96;13.2399999999998;13.6799999999994;14.0799999999999;14.7399999999998;15.1199999999999;15.4799999999996;15.7799999999997;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,16,Audiovisual,PI,4;8;16,8,6.67999999999938;8.13999999999942;8.65999999999985;9.75999999999931;10.3199999999997;10.8999999999996;11.2599999999993;11.4399999999996;11.8199999999997;12.2199999999993;12.5;12.7599999999993;13.4200000000001;13.6399999999994;14.1599999999999;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,17,Audiovisual,PI,4;8;16,8,7.24000000000069;7.86000000000058;8.22000000000026;8.42000000000007;8.76000000000022;9.02000000000044;9.42000000000007;9.88000000000011;10.3000000000002;10.7200000000003;11.1600000000008;11.3400000000001;11.6800000000003;11.8200000000006;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,1,Audiovisual,PI,4;8;16,16,18.52;18.92;19.8;19.92;20.28;20.5000000000001;21.0000000000001;21.32;21.84;22.24;22.36;22.58;22.84;23.08;23.5000000000001;23.72;23.86;24.22;24.44;24.72;25.1199999999999;25.94;26.16;26.36;26.72;27.08;27.6;27.98;28.1199999999999;28.46;28.8;29.16;29.8;30.24;30.52;30.78;31.0000000000001;31.28;31.9;32.08;32.52;32.8800000000001;33.42;33.6;33.78;34.3800000000001;34.7600000000001;35.14;35.84;36.48;36.72;37.06;38.02;38.74;40.2;40.3800000000001;58.0000000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,2,Audiovisual,PI,4;8;16,16,9.94000000000006;10.3399999999999;11.22;12.1200000000001;12.6200000000001;12.9000000000001;13.0599999999999;13.3599999999999;13.6200000000001;13.8;14.1400000000001;14.5799999999999;14.8;15.3199999999999;15.7;15.8;16.2;16.4400000000001;16.9000000000001;17.0999999999999;17.3800000000001;17.6800000000001;18;18.3399999999999;18.4200000000001;18.5999999999999;18.8599999999999;19.1600000000001;19.46;19.76;19.9000000000001;20.1600000000001;20.4400000000001;20.7;21.0599999999999;21.52;22.02;22.3199999999999;22.6200000000001;23.22;23.4400000000001;23.6600000000001;23.74;24.22;24.3599999999999;24.7;24.8599999999999;24.9200000000001;25.4400000000001;27.26;27.46;27.72;27.9000000000001;28.02;28.52;29.6400000000001;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,3,Audiovisual,PI,4;8;16,16,3.55999999999995;4.05999999999995;4.70000000000005;5.07999999999993;5.5;5.77999999999997;5.88000000000011;5.92000000000007;6.22000000000003;6.40000000000009;6.51999999999998;6.8599999999999;7.1400000000001;7.8599999999999;8.07999999999993;8.38000000000011;8.68000000000006;9.05999999999995;9.5;9.72000000000003;10.4000000000001;10.9400000000001;11.04;11.26;11.98;12.6200000000001;12.78;13.02;13.1400000000001;13.8599999999999;14.1400000000001;14.6800000000001;15.04;15.52;16.3199999999999;16.6400000000001;17.1200000000001;17.46;18.24;18.5;19.02;20.0599999999999;20.3599999999999;20.6800000000001;30;49.8399999999999;50.22;50.78;51.3399999999999;51.48;52.04;52.4400000000001;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,4,Audiovisual,PI,4;8;16,16,9.94000000000006;10.9200000000001;11.1200000000001;11.54;12.3;12.5799999999999;12.8599999999999;13.2;13.5799999999999;13.8399999999999;14.52;14.72;15.0999999999999;15.3800000000001;15.5799999999999;15.6800000000001;16.28;16.48;16.9000000000001;17.26;18.0599999999999;18.3199999999999;18.6800000000001;19.1600000000001;19.6200000000001;19.74;20.0999999999999;20.6800000000001;20.8599999999999;21.3399999999999;21.78;21.9000000000001;22.28;22.4000000000001;22.9000000000001;23.0799999999999;23.3800000000001;23.6800000000001;23.98;24.24;24.72;24.8599999999999;25.5799999999999;25.7;26.0799999999999;26.54;27.3;27.9000000000001;28.1200000000001;28.52;28.9400000000001;29.24;30.0999999999999;30.98;31.48;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,5,Audiovisual,PI,4;8;16,16,18.3800000000001;19.6600000000001;20.04;20.3599999999999;20.6800000000001;20.9400000000001;21.0599999999999;21.3800000000001;21.7;22.0599999999999;23.2;23.6200000000001;23.98;24.2;24.5799999999999;24.9000000000001;25.1400000000001;25.4000000000001;25.8;26.4200000000001;26.6600000000001;26.8800000000001;27.26;27.5599999999999;27.8399999999999;28.28;29.0799999999999;29.96;30.26;30.7;31.02;31.26;31.4400000000001;31.8199999999999;32.4000000000001;32.6200000000001;32.8599999999999;33.1400000000001;33.5;33.6600000000001;34.48;34.6200000000001;34.96;35.3800000000001;35.72;39.0799999999999;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,6,Audiovisual,PI,4;8;16,16,13.1599999999999;13.8599999999997;14.3599999999997;14.6599999999999;15.04;15.48;15.6799999999998;16.3199999999997;16.7599999999998;17.02;17.2199999999998;17.7199999999998;17.9400000000001;18.48;18.7799999999997;19.0599999999999;19.3399999999997;19.6199999999999;20.0599999999999;20.2399999999998;20.5599999999999;20.8399999999997;20.98;21.9200000000001;22.52;22.7199999999998;23;23.3399999999997;23.52;23.7799999999997;24.3199999999997;24.6799999999998;24.8799999999997;25.2199999999998;25.5999999999999;25.96;26.3399999999997;26.6599999999999;26.8999999999996;27.4200000000001;28.0599999999999;28.46;28.8599999999997;29.1999999999998;29.3799999999997;30.3399999999997;30.8799999999997;31.02;31.6999999999998;32;32.1599999999999;32.3599999999997;33.0599999999999;34.6599999999999;36.6999999999998;37.2599999999998;37.8799999999997;39.6399999999999;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,7,Audiovisual,PI,4;8;16,16,9.30000000000018;10.3200000000002;10.9200000000001;11.04;11.3600000000001;11.6199999999999;12.1399999999999;12.5;12.7199999999998;12.9400000000001;13.1599999999999;13.48;13.7199999999998;13.8800000000001;14.5;14.8000000000002;15.3200000000002;15.5999999999999;15.7399999999998;16.1399999999999;16.3600000000001;16.54;16.7599999999998;17.1199999999999;17.2799999999997;17.5799999999999;17.7399999999998;18.4200000000001;18.8800000000001;19.0799999999999;19.54;19.8600000000001;20.1199999999999;20.48;21.02;21.3200000000002;21.7399999999998;22.1599999999999;22.5599999999999;23.2399999999998;23.6399999999999;24.2599999999998;24.7599999999998;26;26.5599999999999;27.02;53.0599999999999;53.5999999999999;54.0599999999999;54.5999999999999;54.8000000000002;55.4400000000001;55.5799999999999;55.8800000000001;56.2399999999998;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,8,Audiovisual,PI,4;8;16,16,12.2599999999998;12.52;13.7399999999998;13.96;14.2199999999998;14.4400000000001;14.7999999999997;15;15.2199999999998;15.4400000000001;15.7599999999998;16.02;16.3800000000001;16.7199999999998;17.0599999999999;17.2199999999998;17.4200000000001;17.7199999999998;17.96;18.2599999999998;18.5799999999999;18.8199999999997;18.98;19.3399999999997;19.6799999999998;19.7799999999997;20.0599999999999;20.54;20.7799999999997;21.1199999999999;21.6999999999998;21.96;22.0599999999999;22.4200000000001;23.3800000000001;23.4400000000001;23.7399999999998;23.8399999999997;24.1599999999999;25.0599999999999;25.4000000000001;25.8399999999997;26.1199999999999;26.3600000000001;26.7999999999997;27.1399999999999;28.0999999999999;28.5999999999999;28.8600000000001;29.6799999999998;49.3800000000001;49.46;51.6399999999999;52.02;52.52;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,9,Audiovisual,PI,4;8;16,16,14.4400000000001;14.54;15.54;16.0999999999999;16.3000000000002;17.8400000000001;18.4200000000001;19.2000000000003;19.4200000000001;19.6400000000003;19.9200000000001;20.1200000000003;20.4000000000001;20.9000000000001;21.0999999999999;21.4000000000001;21.7600000000002;22.1600000000003;22.5;22.7800000000002;23.1600000000003;23.4000000000001;23.6800000000003;23.96;24.2200000000003;24.4400000000001;24.7600000000002;25.02;25.3000000000002;25.7200000000003;26.02;26.4200000000001;26.7400000000002;27.46;27.7600000000002;28.02;28.2800000000002;28.6200000000003;29.0799999999999;29.4200000000001;29.7000000000003;29.96;30.3000000000002;30.7800000000002;31.0799999999999;31.48;32.4400000000001;33.02;33.48;34;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,12406,1,1,10,Audiovisual,PI,4;8;16,16,11.1800000000003;11.54;12.54;12.8600000000006;12.9400000000005;13.1800000000003;13.6999999999998;13.8800000000001;14.1800000000003;14.4400000000005;14.7600000000002;15.0200000000004;15.1999999999998;15.5600000000004;15.9400000000005;16.2600000000002;16.5200000000004;16.8200000000006;17.1599999999999;17.4200000000001;17.6199999999999;18.0600000000004;18.4000000000005;18.6199999999999;18.8400000000001;19.1199999999999;19.4400000000005;19.7600000000002;20.2200000000003;20.4200000000001;20.6199999999999;20.9800000000005;21.2399999999998;21.4400000000005;21.8800000000001;22.1800000000003;22.8600000000006;22.96;23.2600000000002;23.3800000000001;23.6199999999999;23.9800000000005;24.1599999999999;24.3200000000006;24.6800000000003;25.1199999999999;25.6199999999999;25.8000000000002;26.0200000000004;26.3800000000001;26.7600000000002;27.1000000000004;28.0200000000004;28.2200000000003;29.04;29.3200000000006;29.54;29.6599999999999;30.9000000000005;31.1000000000004;31.9400000000005;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
