Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140
Rat,15048,1,1,4,Audiovisual,PI,8;16,8,6.49200000000019;6.904;7.34000000000015;7.88299999999981;9.35600000000022;9.83699999999999;10.2359999999999;10.4009999999998;11.018;12.0300000000002;12.136;13.6210000000001;14.3560000000002;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,5,Audiovisual,PI,8;16,8,4.38900000000012;5.18200000000024;5.75800000000027;6.3720000000003;7.39300000000003;8.59999999999991;11.239;12.241;12.7950000000001;13.3589999999999;13.7240000000002;14.134;14.5050000000001;15.1730000000002;55.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,6,Audiovisual,PI,8;16,8,20.3740000000003;23.0130000000004;23.5140000000001;24.4720000000002;25.8800000000001;54.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,7,Audiovisual,PI,8;16,8,4.96300000000065;5.26500000000033;6.19500000000062;6.36099999999988;6.80799999999999;7.22000000000026;7.9320000000007;8.51600000000053;9.02400000000034;9.42500000000018;10.1940000000004;23.835;24.2920000000004;58.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,8,Audiovisual,PI,8;16,8,5.21199999999953;5.72899999999936;6.49699999999939;7.05299999999988;7.3130000000001;7.6279999999997;7.90999999999985;8.39999999999964;8.6869999999999;8.84900000000016;9.26499999999942;9.76199999999972;10;10.2709999999997;10.7139999999999;10.8180000000002;11.0940000000001;11.5050000000001;11.7939999999999;12.1279999999997;12.7349999999997;13.3369999999995;51.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,9,Audiovisual,PI,8;16,8,5.40899999999965;5.70399999999972;6.10799999999927;6.74599999999919;7.04099999999926;7.37299999999959;7.61799999999948;7.98899999999958;8.33399999999983;8.82600000000002;9.26499999999942;9.53299999999945;10.4159999999993;10.9289999999992;11.3139999999994;11.6209999999992;12.1139999999996;13.1079999999993;64.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,10,Audiovisual,PI,8;16,8,5.07700000000023;5.78899999999976;6.43599999999969;6.76599999999962;7.14499999999953;7.45299999999952;7.83399999999983;8.18099999999959;8.64800000000014;9.23899999999958;9.61300000000028;9.96199999999953;10.7049999999999;62.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,11,Audiovisual,PI,8;16,8,5.90999999999985;6.11300000000028;6.9960000000001;8.16899999999987;8.42900000000009;8.65300000000025;9.10699999999997;9.69499999999971;10.473;10.9790000000003;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,1,Audiovisual,PI,8;16,16,15.559;16.461;16.686;17.117;17.352;18.567;19.059;20.856;21.381;22.335;23.285;25.878;26.956;54.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,2,Audiovisual,PI,8;16,16,2.69500000000005;3.46800000000002;3.78200000000004;5.34000000000003;6.20700000000005;6.59500000000003;6.79000000000002;9.97900000000004;11.149;14.249;14.834;17.647;18.039;21.627;21.851;22.271;25.53;26.623;28.7960000000001;29.45;29.734;30.231;63.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,3,Audiovisual,PI,8;16,16,3.23299999999995;3.71500000000003;4.41499999999996;5.64400000000001;7.13300000000004;7.65999999999997;8.18700000000001;8.39199999999994;8.74699999999996;10.727;11.501;12.253;15.121;15.466;15.773;16.037;19.061;19.28;19.4930000000001;19.981;21.579;22.0409999999999;24.6429999999999;24.9209999999999;29.1909999999999;29.65;29.9930000000001;55.0010000000001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,4,Audiovisual,PI,8;16,16,7.7349999999999;9.20000000000005;9.423;9.78500000000008;10.5930000000001;10.8520000000001;11.2139999999999;11.681;12.183;15.3230000000001;15.646;16.144;16.652;17.0260000000001;17.4549999999999;20.123;20.547;25.556;27.2449999999999;27.752;28.248;28.538;29.2249999999999;29.45;30.0409999999999;30.424;30.768;48.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,5,Audiovisual,PI,8;16,16,9.90300000000025;10.3270000000002;10.6280000000002;10.989;11.2150000000001;11.7170000000001;12.0230000000001;15.0030000000002;15.3209999999999;15.788;16.0360000000001;16.585;16.781;19.299;19.5329999999999;19.8470000000002;20.3049999999998;20.5100000000002;20.9090000000001;21.277;21.5929999999998;21.922;24.7780000000002;25.0709999999999;25.6990000000001;26.156;26.875;27.212;59.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,6,Audiovisual,PI,8;16,16,22.7200000000003;23.0750000000003;24.1010000000001;24.4549999999999;24.9200000000001;25.3180000000002;25.8110000000002;26.0340000000001;28.0799999999999;28.6550000000002;29.6580000000004;29.7740000000003;30.1750000000002;30.5170000000003;31.1030000000001;31.6170000000002;31.8710000000001;32.1849999999999;32.681;33.0900000000001;48.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,7,Audiovisual,PI,8;16,16,6.41199999999981;6.73599999999988;7.19799999999987;7.73000000000002;8.02700000000004;8.17900000000009;8.53499999999985;9.27999999999975;13.0360000000001;13.3609999999999;13.5949999999998;13.8739999999998;14.098;14.4400000000001;14.681;15.2919999999999;15.462;15.7429999999999;16.1179999999999;16.5210000000002;16.991;17.3899999999999;17.9160000000002;18.3559999999998;18.6929999999998;19.1080000000002;19.7860000000001;21.9929999999999;22.4760000000001;55.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,8,Audiovisual,PI,8;16,16,26.1169999999997;26.9299999999998;28.1669999999999;28.471;30.9089999999997;31.1769999999997;31.3589999999999;31.8049999999998;32.1169999999997;32.6439999999998;33.0789999999997;33.5349999999999;33.9779999999996;34.2299999999996;34.598;34.9119999999998;35.2749999999996;35.395;35.8149999999996;36.2129999999997;36.5449999999996;36.9639999999999;53.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,9,Audiovisual,PI,8;16,16,6.83899999999994;7.53999999999996;7.78099999999995;8.32299999999987;8.65300000000025;8.84999999999991;9.33800000000019;9.69399999999996;10.0050000000001;10.3139999999999;10.7829999999999;12.6210000000001;12.9450000000002;13.3490000000002;13.5790000000002;13.9650000000001;14.2539999999999;14.4700000000003;14.864;15.3299999999999;15.6590000000001;15.7780000000002;18.5210000000002;19.221;19.5010000000002;19.9630000000002;20.4720000000002;21.027;21.1910000000003;21.2919999999999;21.808;22.1640000000002;22.4940000000001;23.7980000000002;24.1990000000001;24.8240000000001;25.3679999999999;26.1620000000003;26.5729999999999;27.3870000000002;51.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,10,Audiovisual,PI,8;16,16,10.6849999999999;11.0840000000003;11.4400000000001;11.8499999999999;12.424;14.1610000000001;15.2640000000001;15.73;16.0300000000002;16.3990000000003;16.8530000000001;17.3470000000002;17.8030000000003;18.002;18.7220000000002;20.3740000000003;20.9090000000001;21.2940000000003;21.6120000000001;21.7240000000002;22.1379999999999;25.0430000000001;25.578;26.1800000000003;26.6500000000001;58.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,11,Audiovisual,PI,8;16,16,13.2619999999997;13.8849999999993;14.2129999999997;15.9380000000001;16.2950000000001;16.8599999999997;17.3519999999999;18.2709999999997;18.6929999999993;18.991;19.6329999999998;20.1009999999997;23.4169999999995;24.1359999999995;24.5379999999996;25.0419999999995;25.3189999999995;25.7609999999995;26.4369999999999;27.3609999999999;28.0410000000002;28.7179999999998;29.1469999999999;29.8719999999994;51.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,12,Audiovisual,PI,8;16,16,12.1040000000003;14.2579999999998;14.5410000000002;14.7190000000001;15.1279999999997;15.4210000000003;16.0169999999998;16.2390000000005;16.7539999999999;17.4769999999999;17.884;18.3490000000002;19.4669999999996;56.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,13,Audiovisual,PI,8;16,16,15.0600000000004;15.4859999999999;15.8599999999997;16.2460000000001;17.1400000000003;17.5420000000004;23.7579999999998;24.7150000000001;25.2449999999999;55.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,14,Audiovisual,PI,8;16,16,8.45900000000074;8.66600000000017;9.62899999999991;10.0930000000008;10.4620000000004;11.1469999999999;13.5430000000006;14.0650000000005;14.4270000000006;15.0500000000002;15.4000000000005;15.9410000000007;16.0250000000005;16.4940000000006;16.8910000000005;19.835;20.3820000000005;20.9080000000004;21.1020000000008;21.6190000000006;21.9350000000004;22.5600000000004;22.9440000000004;24.2760000000008;24.7110000000002;25.1120000000001;30.0380000000005;30.3800000000001;30.4450000000006;30.8180000000002;31.0250000000005;31.5630000000001;31.7580000000007;32.1580000000004;32.9549999999999;49.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,15,Audiovisual,PI,8;16,16,7.73500000000058;9.84700000000066;10.7160000000004;11.1140000000005;11.5300000000007;12.1090000000004;14.6310000000003;14.8370000000004;15.0800000000008;15.3650000000007;15.6550000000007;16.0860000000002;16.7160000000004;16.8100000000004;17.3320000000003;17.7330000000002;18.1470000000008;18.6460000000006;19.2480000000005;19.9440000000004;20.2630000000008;21.8120000000008;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,16,Audiovisual,PI,8;16,16,16.8829999999998;17.4200000000001;18.0460000000003;19.5839999999998;20.0569999999998;20.3329999999996;20.8450000000003;20.9439999999995;22.3019999999997;22.7979999999998;23.0709999999999;23.6849999999995;23.8440000000001;23.9470000000001;24.0950000000003;27.9780000000001;28.4489999999996;28.5519999999997;29.0230000000001;29.4139999999998;29.5169999999998;29.7640000000001;30.3059999999996;30.7349999999997;31.0680000000002;31.3559999999998;34.8909999999996;34.9799999999996;35.1899999999996;37.04;38.0959999999996;38.9089999999997;39.5219999999999;40.5209999999997;40.8339999999998;41.2460000000001;52.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,17,Audiovisual,PI,8;16,16,5.72299999999996;6.39099999999962;6.66499999999996;7.14000000000033;7.43000000000029;7.84199999999964;9.25600000000031;10.0640000000003;10.5079999999998;10.7539999999999;11.3980000000001;13.4409999999998;13.875;14.2070000000003;15.2370000000001;16.0349999999999;16.5100000000002;19.6880000000001;21.0910000000004;21.4409999999998;22.2259999999997;22.598;23.6189999999997;23.9939999999997;25.1199999999999;25.375;48.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15048,1,1,18,Audiovisual,PI,8;16,16,14.4280000000008;15.4520000000002;16.2160000000004;16.9200000000001;19.9680000000008;20.1610000000001;20.6480000000001;20.9360000000006;21.3800000000001;22.1270000000004;22.9660000000004;24.0230000000001;24.509;24.6940000000004;25.0860000000002;26.0820000000003;26.8910000000005;27.2620000000006;28.8340000000007;56.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,1,Audiovisual,PI,8;16,8,2.39799999999991;4.85500000000002;8.00299999999993;9.34400000000005;11.798;15.0819999999999;17.5339999999999;18.126;19.124;21.963;56.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,2,Audiovisual,PI,8;16,8,3.47199999999998;5.28999999999996;7.72199999999998;8.02599999999984;10.6959999999999;13.712;56.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,3,Audiovisual,PI,8;16,8,4.02599999999984;8.39099999999962;10.3639999999996;22.424;25.2129999999997;50.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,4,Audiovisual,PI,8;16,8,14.2239999999997;15.328;15.6549999999997;16.1349999999998;16.933;17.241;18.837;19.3179999999998;19.4829999999997;55.567;58.335;60.2190000000001;62.3849999999998;62.9809999999998;64.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,5,Audiovisual,PI,8;16,8,5.39600000000019;7.80099999999993;10.6420000000003;11.569;12.846;15.4570000000003;48.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,6,Audiovisual,PI,8;16,8,21.9540000000002;22.846;23.462;63.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,7,Audiovisual,PI,8;16,8,7.08799999999974;8.10599999999977;9.09000000000015;9.63999999999987;11.1590000000001;11.6289999999999;14.373;17.5630000000001;49.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,8,Audiovisual,PI,8;16,8,11.7560000000003;13.0650000000001;15.0570000000002;18.1330000000003;19.3470000000002;25.2800000000002;48.2020000000002;55.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,9,Audiovisual,PI,8;16,8,5.77800000000025;8.7760000000003;12.576;13.556;15.768;16.1500000000001;17.2490000000003;17.9110000000001;62.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,10,Audiovisual,PI,8;16,8,7.89100000000008;10.5080000000003;12.9900000000002;14.6840000000002;14.8670000000002;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,11,Audiovisual,PI,8;16,8,33.8119999999999;34.2679999999996;39.0259999999998;42.1849999999999;42.6149999999998;61.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,12,Audiovisual,PI,8;16,8,21.1540000000005;22.7780000000002;24.4719999999998;24.9380000000001;26.5429999999997;27.5349999999999;48.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,13,Audiovisual,PI,8;16,8,5.64699999999993;8.43299999999999;10.2569999999996;11.9039999999995;13.9709999999995;48.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,14,Audiovisual,PI,8;16,8,8.76499999999942;9.55199999999968;10.5109999999995;14.2559999999994;21.875;27.2089999999998;30.848;62.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,15,Audiovisual,PI,8;16,8,9.42399999999998;10.8760000000002;11.8599999999997;15.9080000000004;16.3590000000004;16.9139999999998;18.9880000000003;56.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,16,Audiovisual,PI,8;16,8,49.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,17,Audiovisual,PI,8;16,8,8.23799999999937;9.90200000000004;11.7739999999994;20.7579999999998;23.7159999999994;62.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,1,Audiovisual,PI,8;16,16,2.21800000000002;4.84500000000003;8.17099999999999;9.5;11.78;17.395;20.046;22.215;55.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,2,Audiovisual,PI,8;16,16,20.684;20.816;23.732;55.8039999999999;57.954;60.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,3,Audiovisual,PI,8;16,16,7.12300000000005;10.6789999999999;15.1859999999999;17.6410000000001;22.067;27.039;28.95;31.835;60.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,4,Audiovisual,PI,8;16,16,15.3449999999998;17.8499999999999;19.3760000000002;20.73;23.8980000000001;27.9050000000002;32.9079999999999;35.837;48.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,5,Audiovisual,PI,8;16,16,17.3830000000003;19.1750000000002;20.0150000000003;23.5100000000002;30.433;34.1290000000004;35.1390000000001;40.665;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,15049,1,1,6,Audiovisual,PI,8;16,16,9.03300000000036;10.357;13.1260000000002;18.6819999999998;20.3299999999999;23.0410000000002;24.7200000000003;31.2190000000001;34.3389999999999;39.6840000000002;41.2510000000002;64.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
