Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Condition,date,ToD,exclude
Human,1,1,1,0,Visual,TR,1,1,0.835593303,NaN,21.11.2017,1111,FALSE
Human,1,1,1,1,Visual,TR,1,1,0.937328197,NaN,21.11.2017,1111,FALSE
Human,1,1,1,2,Visual,TR,1,1,0.953891414,NaN,21.11.2017,1111,FALSE
Human,1,1,1,3,Visual,TR,1,1,0.904099312,NaN,21.11.2017,1111,FALSE
Human,1,1,1,4,Visual,TR,1,1,0.970430989,NaN,21.11.2017,1111,FALSE
Human,1,1,1,5,Visual,TR,1,1,0.903469236,NaN,21.11.2017,1111,FALSE
Human,1,1,1,6,Visual,TR,1,1,1.104868326,NaN,21.11.2017,1111,FALSE
Human,1,1,1,7,Visual,TR,1,1,0.905729863,NaN,21.11.2017,1111,FALSE
Human,1,1,1,8,Visual,TR,1,1,0.954406429,NaN,21.11.2017,1111,FALSE
Human,1,1,1,9,Visual,TR,1,1,0.838063955,NaN,21.11.2017,1111,FALSE
Human,1,1,1,10,Visual,TR,1,1,0.938097764,NaN,21.11.2017,1111,FALSE
Human,1,1,1,11,Visual,TR,1,1,0.937605604,NaN,21.11.2017,1111,FALSE
Human,1,1,1,12,Visual,TR,1,1,0.887035659,NaN,21.11.2017,1111,FALSE
Human,1,1,1,13,Visual,TR,1,1,0.854328881,NaN,21.11.2017,1111,FALSE
Human,1,1,1,14,Visual,TR,1,1,0.987968281,NaN,21.11.2017,1111,FALSE
Human,1,1,1,15,Visual,TR,1,1,0.921357621,NaN,21.11.2017,1111,FALSE
Human,1,1,1,16,Visual,TR,1,1,1.004588635,NaN,21.11.2017,1111,FALSE
Human,1,1,1,17,Visual,TR,1,1,0.853308309,NaN,21.11.2017,1111,FALSE
Human,1,1,1,18,Visual,TR,1,1,0.854395474,NaN,21.11.2017,1111,FALSE
Human,1,1,1,19,Visual,TR,1,1,1.05468021,NaN,21.11.2017,1111,FALSE
Human,1,1,1,20,Visual,TR,1,1,1.004496822,NaN,21.11.2017,1111,FALSE
Human,1,1,1,21,Visual,TR,1,1,1.105763987,NaN,21.11.2017,1111,FALSE
Human,1,1,1,22,Visual,TR,1,1,1.020961529,NaN,21.11.2017,1111,FALSE
Human,1,1,1,23,Visual,TR,1,1,0.987809088,NaN,21.11.2017,1111,FALSE
Human,1,1,1,24,Visual,TR,1,1,1.055605818,NaN,21.11.2017,1111,FALSE
Human,1,1,1,25,Visual,TR,1,1,1.05461007,NaN,21.11.2017,1111,FALSE
Human,1,1,1,26,Visual,TR,1,1,0.987781899,NaN,21.11.2017,1111,FALSE
Human,1,1,1,27,Visual,TR,1,1,0.889771896,NaN,21.11.2017,1111,FALSE
Human,1,1,1,28,Visual,TR,1,1,0.887476594,NaN,21.11.2017,1111,FALSE
Human,1,1,1,29,Visual,TR,1,1,1.053812921,NaN,21.11.2017,1111,FALSE
Human,1,1,1,30,Visual,TR,1,1,0.937568958,NaN,21.11.2017,1111,FALSE
Human,1,1,1,31,Visual,TR,1,1,0.954301613,NaN,21.11.2017,1111,FALSE
Human,1,1,1,32,Visual,TR,1,1,0.870631636,NaN,21.11.2017,1111,FALSE
Human,1,1,1,33,Visual,TR,1,1,0.921167298,NaN,21.11.2017,1111,FALSE
Human,1,1,1,34,Visual,TR,1,1,0.753636232,NaN,21.11.2017,1111,FALSE
Human,1,1,1,35,Visual,TR,1,1,0.938680948,NaN,21.11.2017,1111,FALSE
Human,1,1,1,36,Visual,TR,1,1,0.954265755,NaN,21.11.2017,1111,FALSE
Human,1,1,1,37,Visual,TR,1,1,0.954276395,NaN,21.11.2017,1111,FALSE
Human,1,1,1,38,Visual,TR,1,1,0.937573292,NaN,21.11.2017,1111,FALSE
Human,1,1,1,39,Visual,TR,1,1,0.921159417,NaN,21.11.2017,1111,FALSE
Human,1,1,1,40,Visual,TR,1,1,0.955151959,NaN,21.11.2017,1111,FALSE
Human,1,1,1,41,Visual,TR,1,1,0.904060695,NaN,21.11.2017,1111,FALSE
Human,1,1,1,42,Visual,TR,1,1,0.955246923,NaN,21.11.2017,1111,FALSE
Human,1,1,1,43,Visual,TR,1,1,1.037921942,NaN,21.11.2017,1111,FALSE
Human,1,1,1,44,Visual,TR,1,1,0.971044908,NaN,21.11.2017,1111,FALSE
Human,1,1,1,45,Visual,TR,1,1,0.937909805,NaN,21.11.2017,1111,FALSE
Human,1,1,1,46,Visual,TR,1,1,0.870630454,NaN,21.11.2017,1111,FALSE
Human,1,1,1,47,Visual,TR,1,1,0.888158289,NaN,21.11.2017,1111,FALSE
Human,1,1,1,48,Visual,TR,1,1,0.888727681,NaN,21.11.2017,1111,FALSE
Human,1,1,1,49,Visual,TR,1,1,1.004519677,NaN,21.11.2017,1111,FALSE
Human,1,1,2,0,Visual,TR,1,1,0.918828257,36,21.11.2017,1142,FALSE
Human,1,1,2,1,Visual,TR,1,1,0.922257222,36,21.11.2017,1142,FALSE
Human,1,1,2,2,Visual,TR,1,1,1.020595068,36,21.11.2017,1142,FALSE
Human,1,1,2,3,Visual,TR,1,1,1.02122475,36,21.11.2017,1142,FALSE
Human,1,1,2,4,Visual,TR,1,1,1.039446495,36,21.11.2017,1142,FALSE
Human,1,1,2,5,Visual,TR,1,1,1.021505703,36,21.11.2017,1142,FALSE
Human,1,1,2,6,Visual,TR,1,1,0.936841554,36,21.11.2017,1142,FALSE
Human,1,1,2,7,Visual,TR,1,1,0.937568958,36,21.11.2017,1142,FALSE
Human,1,1,2,8,Visual,TR,1,1,1.054746015,36,21.11.2017,1142,FALSE
Human,1,1,2,9,Visual,TR,1,1,0.987750375,36,21.11.2017,1142,FALSE
Human,1,1,2,10,Visual,TR,1,1,0.97108116,36,21.11.2017,1142,FALSE
Human,1,1,2,11,Visual,TR,1,1,0.953727098,36,21.11.2017,1142,FALSE
Human,1,1,2,12,Visual,TR,1,1,1.05454663,36,21.11.2017,1142,FALSE
Human,1,1,2,13,Visual,TR,1,1,0.987769683,36,21.11.2017,1142,FALSE
Human,1,1,2,14,Visual,TR,1,1,0.85471465,36,21.11.2017,1142,FALSE
Human,1,1,2,15,Visual,TR,1,1,1.056441978,36,21.11.2017,1142,FALSE
Human,1,1,2,16,Visual,TR,1,1,0.903187889,36,21.11.2017,1142,FALSE
Human,1,1,2,17,Visual,TR,1,1,0.953533229,36,21.11.2017,1142,FALSE
Human,1,1,2,18,Visual,TR,1,1,1.104862416,36,21.11.2017,1142,FALSE
Human,1,1,2,19,Visual,TR,1,1,1.054674694,36,21.11.2017,1142,FALSE
Human,1,1,2,20,Visual,TR,1,1,1.071377008,36,21.11.2017,1142,FALSE
Human,1,1,2,21,Visual,TR,1,1,1.171780036,36,21.11.2017,1142,FALSE
Human,1,1,2,22,Visual,TR,1,1,1.021172342,36,21.11.2017,1142,FALSE
Human,1,1,2,23,Visual,TR,1,1,1.003914032,36,21.11.2017,1142,FALSE
Human,1,1,2,24,Visual,TR,1,1,1.037298171,36,21.11.2017,1142,FALSE
Human,1,1,2,25,Visual,TR,1,1,1.088156555,36,21.11.2017,1142,FALSE
Human,1,1,2,26,Visual,TR,1,1,0.920858368,36,21.11.2017,1142,FALSE
Human,1,1,2,27,Visual,TR,1,1,0.904442917,36,21.11.2017,1142,FALSE
Human,1,1,2,28,Visual,TR,1,1,0.820503414,36,21.11.2017,1142,FALSE
Human,1,1,2,29,Visual,TR,1,1,0.819789407,36,21.11.2017,1142,FALSE
Human,1,1,2,30,Visual,TR,1,1,0.837210851,36,21.11.2017,1142,FALSE
Human,1,1,2,31,Visual,TR,1,1,0.770341699,36,21.11.2017,1142,FALSE
Human,1,1,2,32,Visual,TR,1,1,0.937511821,36,21.11.2017,1142,FALSE
Human,1,1,2,33,Visual,TR,1,1,0.853974636,36,21.11.2017,1142,FALSE
Human,1,1,2,34,Visual,TR,1,1,0.988882462,36,21.11.2017,1142,FALSE
Human,1,1,2,35,Visual,TR,1,1,0.886889075,36,21.11.2017,1142,FALSE
Human,1,1,2,36,Visual,TR,1,1,0.937614667,36,21.11.2017,1142,FALSE
Human,1,1,2,37,Visual,TR,1,1,1.021179829,36,21.11.2017,1142,FALSE
Human,1,1,2,38,Visual,TR,1,1,1.071745439,36,21.11.2017,1142,FALSE
Human,1,1,2,39,Visual,TR,1,1,0.889198169,36,21.11.2017,1142,FALSE
Human,1,1,2,40,Visual,TR,1,1,0.887349712,36,21.11.2017,1142,FALSE
Human,1,1,2,41,Visual,TR,1,1,0.954380028,36,21.11.2017,1142,FALSE
Human,1,1,2,42,Visual,TR,1,1,0.937897196,36,21.11.2017,1142,FALSE
Human,1,1,2,43,Visual,TR,1,1,0.937984673,36,21.11.2017,1142,FALSE
Human,1,1,2,44,Visual,TR,1,1,1.12155882,36,21.11.2017,1142,FALSE
Human,1,1,2,45,Visual,TR,1,1,1.104899062,36,21.11.2017,1142,FALSE
Human,1,1,2,46,Visual,TR,1,1,0.853928533,36,21.11.2017,1142,FALSE
Human,1,1,2,47,Visual,TR,1,1,0.9710587,36,21.11.2017,1142,FALSE
Human,1,1,2,48,Visual,TR,1,1,0.953987561,36,21.11.2017,1142,FALSE
Human,1,1,2,49,Visual,TR,1,1,0.904076851,36,21.11.2017,1142,FALSE
Human,1,1,3,0,Visual,TR,1,1,0.920866643,36,21.11.2017,1222,FALSE
Human,1,1,3,1,Visual,TR,1,1,0.904035477,36,21.11.2017,1222,FALSE
Human,1,1,3,2,Visual,TR,1,1,0.953514709,36,21.11.2017,1222,FALSE
Human,1,1,3,3,Visual,TR,1,1,1.037957405,36,21.11.2017,1222,FALSE
Human,1,1,3,4,Visual,TR,1,1,1.037895935,36,21.11.2017,1222,FALSE
Human,1,1,3,5,Visual,TR,1,1,1.104891575,36,21.11.2017,1222,FALSE
Human,1,1,3,6,Visual,TR,1,1,1.221928353,36,21.11.2017,1222,FALSE
Human,1,1,3,7,Visual,TR,1,1,1.054642382,36,21.11.2017,1222,FALSE
Human,1,1,3,8,Visual,TR,1,1,0.93788104,36,21.11.2017,1222,FALSE
Human,1,1,3,9,Visual,TR,1,1,0.887395421,36,21.11.2017,1222,FALSE
Human,1,1,3,10,Visual,TR,1,1,1.104889999,36,21.11.2017,1222,FALSE
Human,1,1,3,11,Visual,TR,1,1,1.037987353,36,21.11.2017,1222,FALSE
Human,1,1,3,12,Visual,TR,1,1,0.988160574,36,21.11.2017,1222,FALSE
Human,1,1,3,13,Visual,TR,1,1,0.954295703,36,21.11.2017,1222,FALSE
Human,1,1,3,14,Visual,TR,1,1,1.004448355,36,21.11.2017,1222,FALSE
Human,1,1,3,15,Visual,TR,1,1,1.004955883,36,21.11.2017,1222,FALSE
Human,1,1,3,16,Visual,TR,1,1,0.83719903,36,21.11.2017,1222,FALSE
Human,1,1,3,17,Visual,TR,1,1,0.853980941,36,21.11.2017,1222,FALSE
Human,1,1,3,18,Visual,TR,1,1,0.837171841,36,21.11.2017,1222,FALSE
Human,1,1,3,19,Visual,TR,1,1,0.903780136,36,21.11.2017,1222,FALSE
Human,1,1,3,20,Visual,TR,1,1,1.088154979,36,21.11.2017,1222,FALSE
Human,1,1,3,21,Visual,TR,1,1,0.889141033,36,21.11.2017,1222,FALSE
Human,1,1,3,22,Visual,TR,1,1,0.954761068,36,21.11.2017,1222,FALSE
Human,1,1,3,23,Visual,TR,1,1,0.703390585,36,21.11.2017,1222,FALSE
Human,1,1,3,24,Visual,TR,1,1,0.803729778,36,21.11.2017,1222,FALSE
Human,1,1,3,25,Visual,TR,1,1,0.954342594,36,21.11.2017,1222,FALSE
Human,1,1,3,26,Visual,TR,1,1,0.886742097,36,21.11.2017,1222,FALSE
Human,1,1,3,27,Visual,TR,1,1,0.95552433,36,21.11.2017,1222,FALSE
Human,1,1,3,28,Visual,TR,1,1,1.07206619,36,21.11.2017,1222,FALSE
Human,1,1,3,29,Visual,TR,1,1,1.054676664,36,21.11.2017,1222,FALSE
Human,1,1,3,30,Visual,TR,1,1,0.972533998,36,21.11.2017,1222,FALSE
Human,1,1,3,31,Visual,TR,1,1,1.088139611,36,21.11.2017,1222,FALSE
Human,1,1,3,32,Visual,TR,1,1,0.903548439,36,21.11.2017,1222,FALSE
Human,1,1,3,33,Visual,TR,1,1,1.054621498,36,21.11.2017,1222,FALSE
Human,1,1,3,34,Visual,TR,1,1,0.821618163,36,21.11.2017,1222,FALSE
Human,1,1,3,35,Visual,TR,1,1,0.904131229,36,21.11.2017,1222,FALSE
Human,1,1,3,36,Visual,TR,1,1,0.904050844,36,21.11.2017,1222,FALSE
Human,1,1,3,37,Visual,TR,1,1,1.005292002,36,21.11.2017,1222,FALSE
Human,1,1,3,38,Visual,TR,1,1,0.83742127,36,21.11.2017,1222,FALSE
Human,1,1,3,39,Visual,TR,1,1,0.854364345,36,21.11.2017,1222,FALSE
Human,1,1,3,40,Visual,TR,1,1,0.870286848,36,21.11.2017,1222,FALSE
Human,1,1,3,41,Visual,TR,1,1,0.837209275,36,21.11.2017,1222,FALSE
Human,1,1,3,42,Visual,TR,1,1,0.837788519,36,21.11.2017,1222,FALSE
Human,1,1,3,43,Visual,TR,1,1,0.820491199,36,21.11.2017,1222,FALSE
Human,1,1,3,44,Visual,TR,1,1,0.88676574,36,21.11.2017,1222,FALSE
Human,1,1,3,45,Visual,TR,1,1,0.870627695,36,21.11.2017,1222,FALSE
Human,1,1,3,46,Visual,TR,1,1,0.820831652,36,21.11.2017,1222,FALSE
Human,1,1,3,47,Visual,TR,1,1,0.870558344,36,21.11.2017,1222,FALSE
Human,1,1,3,48,Visual,TR,1,1,0.820447854,36,21.11.2017,1222,FALSE
Human,1,1,3,49,Visual,TR,1,1,0.937708843,36,21.11.2017,1222,FALSE
Human,1,2,1,0,Visual,TR,1,1,1.002327014,NaN,29.11.2017,1048,FALSE
Human,1,2,1,1,Visual,TR,1,1,1.005316355,NaN,29.11.2017,1048,FALSE
Human,1,2,1,2,Visual,TR,1,1,1.121545285,NaN,29.11.2017,1048,FALSE
Human,1,2,1,3,Visual,TR,1,1,1.004871914,NaN,29.11.2017,1048,FALSE
Human,1,2,1,4,Visual,TR,1,1,1.088288219,NaN,29.11.2017,1048,FALSE
Human,1,2,1,5,Visual,TR,1,1,1.087958434,NaN,29.11.2017,1048,FALSE
Human,1,2,1,6,Visual,TR,1,1,1.071244204,NaN,29.11.2017,1048,FALSE
Human,1,2,1,7,Visual,TR,1,1,1.020904903,NaN,29.11.2017,1048,FALSE
Human,1,2,1,8,Visual,TR,1,1,1.054599713,NaN,29.11.2017,1048,FALSE
Human,1,2,1,9,Visual,TR,1,1,1.055525633,NaN,29.11.2017,1048,FALSE
Human,1,2,1,10,Visual,TR,1,1,1.138253605,NaN,29.11.2017,1048,FALSE
Human,1,2,1,11,Visual,TR,1,1,1.073166177,NaN,29.11.2017,1048,FALSE
Human,1,2,1,12,Visual,TR,1,1,1.037952858,NaN,29.11.2017,1048,FALSE
Human,1,2,1,13,Visual,TR,1,1,0.937494509,NaN,29.11.2017,1048,FALSE
Human,1,2,1,14,Visual,TR,1,1,1.038374447,NaN,29.11.2017,1048,FALSE
Human,1,2,1,15,Visual,TR,1,1,1.155807861,NaN,29.11.2017,1048,FALSE
Human,1,2,1,16,Visual,TR,1,1,1.171720284,NaN,29.11.2017,1048,FALSE
Human,1,2,1,17,Visual,TR,1,1,1.18841836,NaN,29.11.2017,1048,FALSE
Human,1,2,1,18,Visual,TR,1,1,1.071609843,NaN,29.11.2017,1048,FALSE
Human,1,2,1,19,Visual,TR,1,1,1.121191072,NaN,29.11.2017,1048,FALSE
Human,1,2,1,20,Visual,TR,1,1,1.0707052,NaN,29.11.2017,1048,FALSE
Human,1,2,1,21,Visual,TR,1,1,1.406371195,NaN,29.11.2017,1048,FALSE
Human,1,2,1,22,Visual,TR,1,1,1.1717061,NaN,29.11.2017,1048,FALSE
Human,1,2,1,23,Visual,TR,1,1,1.25529104,NaN,29.11.2017,1048,FALSE
Human,1,2,1,24,Visual,TR,1,1,1.238236781,NaN,29.11.2017,1048,FALSE
Human,1,2,1,25,Visual,TR,1,1,1.238631577,NaN,29.11.2017,1048,FALSE
Human,1,2,1,26,Visual,TR,1,1,1.221904345,NaN,29.11.2017,1048,FALSE
Human,1,2,1,27,Visual,TR,1,1,1.073040882,NaN,29.11.2017,1048,FALSE
Human,1,2,1,28,Visual,TR,1,1,1.089251175,NaN,29.11.2017,1048,FALSE
Human,1,2,1,29,Visual,TR,1,1,1.021023894,NaN,29.11.2017,1048,FALSE
Human,1,2,1,30,Visual,TR,1,1,1.104255803,NaN,29.11.2017,1048,FALSE
Human,1,2,1,31,Visual,TR,1,1,0.937995687,NaN,29.11.2017,1048,FALSE
Human,1,2,1,32,Visual,TR,1,1,1.088114067,NaN,29.11.2017,1048,FALSE
Human,1,2,1,33,Visual,TR,1,1,1.154352788,NaN,29.11.2017,1048,FALSE
Human,1,2,1,34,Visual,TR,1,1,1.154919372,NaN,29.11.2017,1048,FALSE
Human,1,2,1,35,Visual,TR,1,1,1.254674023,NaN,29.11.2017,1048,FALSE
Human,1,2,1,36,Visual,TR,1,1,1.355581149,NaN,29.11.2017,1048,FALSE
Human,1,2,1,37,Visual,TR,1,1,1.355650888,NaN,29.11.2017,1048,FALSE
Human,1,2,1,38,Visual,TR,1,1,1.422814741,NaN,29.11.2017,1048,FALSE
Human,1,2,1,39,Visual,TR,1,1,1.439317388,NaN,29.11.2017,1048,FALSE
Human,1,2,1,40,Visual,TR,1,1,1.405155679,NaN,29.11.2017,1048,FALSE
Human,1,2,1,41,Visual,TR,1,1,1.154939467,NaN,29.11.2017,1048,FALSE
Human,1,2,1,42,Visual,TR,1,1,1.255351323,NaN,29.11.2017,1048,FALSE
Human,1,2,1,43,Visual,TR,1,1,1.237903844,NaN,29.11.2017,1048,FALSE
Human,1,2,1,44,Visual,TR,1,1,1.221900405,NaN,29.11.2017,1048,FALSE
Human,1,2,1,45,Visual,TR,1,1,1.121816757,NaN,29.11.2017,1048,FALSE
Human,1,2,1,46,Visual,TR,1,1,1.505379594,NaN,29.11.2017,1048,FALSE
Human,1,2,1,47,Visual,TR,1,1,1.506189281,NaN,29.11.2017,1048,FALSE
Human,1,2,1,48,Visual,TR,1,1,1.272594707,NaN,29.11.2017,1048,FALSE
Human,1,2,1,49,Visual,TR,1,1,1.38915421,NaN,29.11.2017,1048,FALSE
Human,1,2,2,0,Visual,TR,1,1,1.018895067,38,29.11.2017,1119,FALSE
Human,1,2,2,1,Visual,TR,1,1,1.037917398,38,29.11.2017,1119,FALSE
Human,1,2,2,2,Visual,TR,1,1,1.036174699,38,29.11.2017,1119,FALSE
Human,1,2,2,3,Visual,TR,1,1,1.171685217,38,29.11.2017,1119,FALSE
Human,1,2,2,4,Visual,TR,1,1,1.138248089,38,29.11.2017,1119,FALSE
Human,1,2,2,5,Visual,TR,1,1,1.188415996,38,29.11.2017,1119,FALSE
Human,1,2,2,6,Visual,TR,1,1,1.154941437,38,29.11.2017,1119,FALSE
Human,1,2,2,7,Visual,TR,1,1,1.073070827,38,29.11.2017,1119,FALSE
Human,1,2,2,8,Visual,TR,1,1,1.13819608,38,29.11.2017,1119,FALSE
Human,1,2,2,9,Visual,TR,1,1,1.205113283,38,29.11.2017,1119,FALSE
Human,1,2,2,10,Visual,TR,1,1,1.121479486,38,29.11.2017,1119,FALSE
Human,1,2,2,11,Visual,TR,1,1,1.138610577,38,29.11.2017,1119,FALSE
Human,1,2,2,12,Visual,TR,1,1,1.272088012,38,29.11.2017,1119,FALSE
Human,1,2,2,13,Visual,TR,1,1,1.404816831,38,29.11.2017,1119,FALSE
Human,1,2,2,14,Visual,TR,1,1,1.104696304,38,29.11.2017,1119,FALSE
Human,1,2,2,15,Visual,TR,1,1,1.121464907,38,29.11.2017,1119,FALSE
Human,1,2,2,16,Visual,TR,1,1,1.070902204,38,29.11.2017,1119,FALSE
Human,1,2,2,17,Visual,TR,1,1,0.970959611,38,29.11.2017,1119,FALSE
Human,1,2,2,18,Visual,TR,1,1,1.121531889,38,29.11.2017,1119,FALSE
Human,1,2,2,19,Visual,TR,1,1,1.188350196,38,29.11.2017,1119,FALSE
Human,1,2,2,20,Visual,TR,1,1,1.171680883,38,29.11.2017,1119,FALSE
Human,1,2,2,21,Visual,TR,1,1,0.937569764,38,29.11.2017,1119,FALSE
Human,1,2,2,22,Visual,TR,1,1,1.17079988,38,29.11.2017,1119,FALSE
Human,1,2,2,23,Visual,TR,1,1,1.255287494,38,29.11.2017,1119,FALSE
Human,1,2,2,24,Visual,TR,1,1,1.405818795,38,29.11.2017,1119,FALSE
Human,1,2,2,25,Visual,TR,1,1,1.154961137,38,29.11.2017,1119,FALSE
Human,1,2,2,26,Visual,TR,1,1,1.087452527,38,29.11.2017,1119,FALSE
Human,1,2,2,27,Visual,TR,1,1,1.238619757,38,29.11.2017,1119,FALSE
Human,1,2,2,28,Visual,TR,1,1,1.154916614,38,29.11.2017,1119,FALSE
Human,1,2,2,29,Visual,TR,1,1,1.289977175,38,29.11.2017,1119,FALSE
Human,1,2,2,30,Visual,TR,1,1,1.23858075,38,29.11.2017,1119,FALSE
Human,1,2,2,31,Visual,TR,1,1,1.171243534,38,29.11.2017,1119,FALSE
Human,1,2,2,32,Visual,TR,1,1,1.422537753,38,29.11.2017,1119,FALSE
Human,1,2,2,33,Visual,TR,1,1,1.571788132,38,29.11.2017,1119,FALSE
Human,1,2,2,34,Visual,TR,1,1,1.20608215,38,29.11.2017,1119,FALSE
Human,1,2,2,35,Visual,TR,1,1,1.238573658,38,29.11.2017,1119,FALSE
Human,1,2,2,36,Visual,TR,1,1,1.238507465,38,29.11.2017,1119,FALSE
Human,1,2,2,37,Visual,TR,1,1,1.205716904,38,29.11.2017,1119,FALSE
Human,1,2,2,38,Visual,TR,1,1,1.188455002,38,29.11.2017,1119,FALSE
Human,1,2,2,39,Visual,TR,1,1,1.321547098,38,29.11.2017,1119,FALSE
Human,1,2,2,40,Visual,TR,1,1,1.171758503,38,29.11.2017,1119,FALSE
Human,1,2,2,41,Visual,TR,1,1,1.322116046,38,29.11.2017,1119,FALSE
Human,1,2,2,42,Visual,TR,1,1,1.154915038,38,29.11.2017,1119,FALSE
Human,1,2,2,43,Visual,TR,1,1,1.271411106,38,29.11.2017,1119,FALSE
Human,1,2,2,44,Visual,TR,1,1,1.406964571,38,29.11.2017,1119,FALSE
Human,1,2,2,45,Visual,TR,1,1,1.405901931,38,29.11.2017,1119,FALSE
Human,1,2,2,46,Visual,TR,1,1,1.171305787,38,29.11.2017,1119,FALSE
Human,1,2,2,47,Visual,TR,1,1,1.272010786,38,29.11.2017,1119,FALSE
Human,1,2,2,48,Visual,TR,1,1,1.29028923,38,29.11.2017,1119,FALSE
Human,1,2,2,49,Visual,TR,1,1,1.18854129,38,29.11.2017,1119,FALSE
Human,1,2,3,0,Visual,TR,1,1,1.168345602,38,29.11.2017,1157,FALSE
Human,1,2,3,1,Visual,TR,1,1,1.305473131,38,29.11.2017,1157,FALSE
Human,1,2,3,2,Visual,TR,1,1,1.121843944,38,29.11.2017,1157,FALSE
Human,1,2,3,3,Visual,TR,1,1,1.071770599,38,29.11.2017,1157,FALSE
Human,1,2,3,4,Visual,TR,1,1,1.188410086,38,29.11.2017,1157,FALSE
Human,1,2,3,5,Visual,TR,1,1,1.071040895,38,29.11.2017,1157,FALSE
Human,1,2,3,6,Visual,TR,1,1,1.154349636,38,29.11.2017,1157,FALSE
Human,1,2,3,7,Visual,TR,1,1,1.137761489,38,29.11.2017,1157,FALSE
Human,1,2,3,8,Visual,TR,1,1,1.054020127,38,29.11.2017,1157,FALSE
Human,1,2,3,9,Visual,TR,1,1,1.154917796,38,29.11.2017,1157,FALSE
Human,1,2,3,10,Visual,TR,1,1,1.020406877,38,29.11.2017,1157,FALSE
Human,1,2,3,11,Visual,TR,1,1,1.238656794,38,29.11.2017,1157,FALSE
Human,1,2,3,12,Visual,TR,1,1,1.088032113,38,29.11.2017,1157,FALSE
Human,1,2,3,13,Visual,TR,1,1,0.987328296,38,29.11.2017,1157,FALSE
Human,1,2,3,14,Visual,TR,1,1,1.138232723,38,29.11.2017,1157,FALSE
Human,1,2,3,15,Visual,TR,1,1,1.138235481,38,29.11.2017,1157,FALSE
Human,1,2,3,16,Visual,TR,1,1,1.38842096,38,29.11.2017,1157,FALSE
Human,1,2,3,17,Visual,TR,1,1,1.121513764,38,29.11.2017,1157,FALSE
Human,1,2,3,18,Visual,TR,1,1,0.987639169,38,29.11.2017,1157,FALSE
Human,1,2,3,19,Visual,TR,1,1,0.8207841,38,29.11.2017,1157,FALSE
Human,1,2,3,20,Visual,TR,1,1,0.970907996,38,29.11.2017,1157,FALSE
Human,1,2,3,21,Visual,TR,1,1,1.088090821,38,29.11.2017,1157,FALSE
Human,1,2,3,22,Visual,TR,1,1,1.17170807,38,29.11.2017,1157,FALSE
Human,1,2,3,23,Visual,TR,1,1,1.338937446,38,29.11.2017,1157,FALSE
Human,1,2,3,24,Visual,TR,1,1,1.472141834,38,29.11.2017,1157,FALSE
Human,1,2,3,25,Visual,TR,1,1,1.256030594,38,29.11.2017,1157,FALSE
Human,1,2,3,26,Visual,TR,1,1,1.139005373,38,29.11.2017,1157,FALSE
Human,1,2,3,27,Visual,TR,1,1,1.488726435,38,29.11.2017,1157,FALSE
Human,1,2,3,28,Visual,TR,1,1,1.021172041,38,29.11.2017,1157,FALSE
Human,1,2,3,29,Visual,TR,1,1,1.222636019,38,29.11.2017,1157,FALSE
Human,1,2,3,30,Visual,TR,1,1,1.373188202,38,29.11.2017,1157,FALSE
Human,1,2,3,31,Visual,TR,1,1,1.339760136,38,29.11.2017,1157,FALSE
Human,1,2,3,32,Visual,TR,1,1,1.673394623,38,29.11.2017,1157,FALSE
Human,1,2,3,33,Visual,TR,1,1,1.088113279,38,29.11.2017,1157,FALSE
Human,1,2,3,34,Visual,TR,1,1,1.305564147,38,29.11.2017,1157,FALSE
Human,1,2,3,35,Visual,TR,1,1,1.271955231,38,29.11.2017,1157,FALSE
Human,1,2,3,36,Visual,TR,1,1,1.372372998,38,29.11.2017,1157,FALSE
Human,1,2,3,37,Visual,TR,1,1,1.406155278,38,29.11.2017,1157,FALSE
Human,1,2,3,38,Visual,TR,1,1,1.071649638,38,29.11.2017,1157,FALSE
Human,1,2,3,39,Visual,TR,1,1,1.021209472,38,29.11.2017,1157,FALSE
Human,1,2,3,40,Visual,TR,1,1,1.087958434,38,29.11.2017,1157,FALSE
Human,1,2,3,41,Visual,TR,1,1,1.037887059,38,29.11.2017,1157,FALSE
Human,1,2,3,42,Visual,TR,1,1,1.154978079,38,29.11.2017,1157,FALSE
Human,1,2,3,43,Visual,TR,1,1,1.255341079,38,29.11.2017,1157,FALSE
Human,1,2,3,44,Visual,TR,1,1,1.223428763,38,29.11.2017,1157,FALSE
Human,1,2,3,45,Visual,TR,1,1,1.422569668,38,29.11.2017,1157,FALSE
Human,1,2,3,46,Visual,TR,1,1,1.154950499,38,29.11.2017,1157,FALSE
Human,1,2,3,47,Visual,TR,1,1,1.13820593,38,29.11.2017,1157,FALSE
Human,1,2,3,48,Visual,TR,1,1,1.121490912,38,29.11.2017,1157,FALSE
Human,1,2,3,49,Visual,TR,1,1,1.405901143,38,29.11.2017,1157,FALSE
Human,2,1,1,42,Visual,TR,1,1,1.000684442,NaN,22.11.2017,1054,FALSE
Human,2,1,1,43,Visual,TR,1,1,0.917310129,NaN,22.11.2017,1054,FALSE
Human,2,1,1,44,Visual,TR,1,1,0.917260481,NaN,22.11.2017,1054,FALSE
Human,2,1,2,0,Visual,TR,1,1,0.984080112,36,22.11.2017,1127,FALSE
Human,2,1,2,1,Visual,TR,1,1,0.967354813,36,22.11.2017,1127,FALSE
