Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,13,1,4,11,Visual,TR,2.12;4.24,4.24,3.818675041
Human,13,1,4,12,Visual,TR,2.12;4.24,2.12,2.61967206
Human,13,1,4,13,Visual,TR,2.12;4.24,4.24,4.357795
Human,13,1,4,14,Visual,TR,2.12;4.24,4.24,3.954365015
Human,13,1,4,15,Visual,TR,2.12;4.24,2.12,2.22551918
Human,13,1,4,16,Visual,TR,2.12;4.24,4.24,4.31704998
Human,13,1,4,17,Visual,TR,2.12;4.24,4.24,5.034559965
Human,13,1,4,18,Visual,TR,2.12;4.24,4.24,4.814434052
Human,13,1,4,19,Visual,TR,2.12;4.24,4.24,4.247855902
Human,13,1,4,20,Visual,TR,2.12;4.24,4.24,4.350811958
Human,13,1,4,21,Visual,TR,2.12;4.24,4.24,3.588899136
Human,13,1,4,22,Visual,TR,2.12;4.24,2.12,2.159838915
Human,13,1,4,23,Visual,TR,2.12;4.24,2.12,2.618395805
Human,13,1,4,24,Visual,TR,2.12;4.24,4.24,4.671245098
Human,13,1,4,25,Visual,TR,2.12;4.24,4.24,4.534024
Human,14,1,1,1,Visual,TR,2.12;4.24,4.24,3.984618902
Human,14,1,1,2,Visual,TR,2.12;4.24,2.12,1.380495071
Human,14,1,1,3,Visual,TR,2.12;4.24,2.12,3.682105064
Human,14,1,1,4,Visual,TR,2.12;4.24,4.24,0.372638941
Human,14,1,1,5,Visual,TR,2.12;4.24,4.24,4.655673981
Human,14,1,1,6,Visual,TR,2.12;4.24,4.24,3.850070953
Human,14,1,1,7,Visual,TR,2.12;4.24,2.12,1.997836113
Human,14,1,1,8,Visual,TR,2.12;4.24,2.12,0.746277094
Human,14,1,1,9,Visual,TR,2.12;4.24,4.24,4.020145893
Human,14,1,1,10,Visual,TR,2.12;4.24,2.12,1.747463942
Human,14,1,1,11,Visual,TR,2.12;4.24,4.24,3.458804131
Human,14,1,1,12,Visual,TR,2.12;4.24,4.24,4.041014194
Human,14,1,1,13,Visual,TR,2.12;4.24,2.12,1.319565058
Human,14,1,1,14,Visual,TR,2.12;4.24,2.12,2.034684896
Human,14,1,1,15,Visual,TR,2.12;4.24,2.12,2.495429039
Human,14,1,1,16,Visual,TR,2.12;4.24,2.12,1.55712986
Human,14,1,1,17,Visual,TR,2.12;4.24,2.12,2.596380949
Human,14,1,1,18,Visual,TR,2.12;4.24,2.12,2.507339001
Human,14,1,1,19,Visual,TR,2.12;4.24,2.12,4.107694864
Human,14,1,1,20,Visual,TR,2.12;4.24,4.24,3.544167995
Human,14,1,1,21,Visual,TR,2.12;4.24,4.24,3.862691879
Human,14,1,1,22,Visual,TR,2.12;4.24,2.12,2.249970913
Human,14,1,1,23,Visual,TR,2.12;4.24,4.24,3.259140015
Human,14,1,1,24,Visual,TR,2.12;4.24,4.24,3.688578129
Human,14,1,1,25,Visual,TR,2.12;4.24,4.24,4.010601044
Human,14,1,2,1,Visual,TR,2.12;4.24,2.12,0.45964694
Human,14,1,2,2,Visual,TR,2.12;4.24,4.24,1.648911953
Human,14,1,2,3,Visual,TR,2.12;4.24,4.24,4.135349035
Human,14,1,2,4,Visual,TR,2.12;4.24,2.12,1.659512997
Human,14,1,2,5,Visual,TR,2.12;4.24,2.12,2.240378141
Human,14,1,2,6,Visual,TR,2.12;4.24,4.24,3.493752956
Human,14,1,2,7,Visual,TR,2.12;4.24,2.12,1.795542955
Human,14,1,2,8,Visual,TR,2.12;4.24,2.12,1.90805912
Human,14,1,2,9,Visual,TR,2.12;4.24,4.24,4.235467911
Human,14,1,2,10,Visual,TR,2.12;4.24,4.24,3.847415924
Human,14,1,2,11,Visual,TR,2.12;4.24,4.24,3.596668005
Human,14,1,2,12,Visual,TR,2.12;4.24,4.24,4.381420135
Human,14,1,2,13,Visual,TR,2.12;4.24,2.12,2.184947968
Human,14,1,2,14,Visual,TR,2.12;4.24,4.24,4.032997847
Human,14,1,2,15,Visual,TR,2.12;4.24,2.12,1.986563921
Human,14,1,2,16,Visual,TR,2.12;4.24,4.24,2.83899498
Human,14,1,2,17,Visual,TR,2.12;4.24,2.12,1.370923996
Human,14,1,2,18,Visual,TR,2.12;4.24,2.12,1.987757921
Human,14,1,2,19,Visual,TR,2.12;4.24,2.12,1.688356876
Human,14,1,2,20,Visual,TR,2.12;4.24,4.24,3.845165968
Human,14,1,2,21,Visual,TR,2.12;4.24,2.12,3.515397787
Human,14,1,2,22,Visual,TR,2.12;4.24,4.24,4.605497122
Human,14,1,2,23,Visual,TR,2.12;4.24,4.24,4.238835096
Human,14,1,2,24,Visual,TR,2.12;4.24,2.12,1.944810152
Human,14,1,2,25,Visual,TR,2.12;4.24,2.12,1.488749981
Human,14,1,3,1,Visual,TR,2.12;4.24,2.12,1.769408941
Human,14,1,3,2,Visual,TR,2.12;4.24,2.12,2.305275917
Human,14,1,3,3,Visual,TR,2.12;4.24,2.12,2.051907063
Human,14,1,3,4,Visual,TR,2.12;4.24,2.12,1.869346142
Human,14,1,3,5,Visual,TR,2.12;4.24,2.12,2.310163975
Human,14,1,3,6,Visual,TR,2.12;4.24,2.12,2.65459013
Human,14,1,3,7,Visual,TR,2.12;4.24,4.24,3.221344948
Human,14,1,3,8,Visual,TR,2.12;4.24,2.12,2.022226095
Human,14,1,3,9,Visual,TR,2.12;4.24,4.24,3.358012915
Human,14,1,3,10,Visual,TR,2.12;4.24,4.24,3.880956888
Human,14,1,3,11,Visual,TR,2.12;4.24,4.24,3.661397934
Human,14,1,3,12,Visual,TR,2.12;4.24,4.24,4.066931009
Human,14,1,3,13,Visual,TR,2.12;4.24,2.12,1.860490084
Human,14,1,3,14,Visual,TR,2.12;4.24,2.12,1.553144932
Human,14,1,3,15,Visual,TR,2.12;4.24,4.24,4.057353973
Human,14,1,3,16,Visual,TR,2.12;4.24,2.12,1.769351959
Human,14,1,3,17,Visual,TR,2.12;4.24,4.24,2.553262949
Human,14,1,3,18,Visual,TR,2.12;4.24,4.24,3.811773062
Human,14,1,3,19,Visual,TR,2.12;4.24,2.12,1.659332037
Human,14,1,3,20,Visual,TR,2.12;4.24,2.12,2.299494028
Human,14,1,3,21,Visual,TR,2.12;4.24,2.12,1.793828011
Human,14,1,3,22,Visual,TR,2.12;4.24,2.12,1.18839407
Human,14,1,3,23,Visual,TR,2.12;4.24,4.24,3.089066982
Human,14,1,3,24,Visual,TR,2.12;4.24,2.12,2.490630865
Human,14,1,3,25,Visual,TR,2.12;4.24,2.12,2.278204918
Human,14,1,4,1,Visual,TR,2.12;4.24,2.12,1.915966034
Human,14,1,4,2,Visual,TR,2.12;4.24,4.24,3.230757952
Human,14,1,4,3,Visual,TR,2.12;4.24,2.12,2.879750013
Human,14,1,4,4,Visual,TR,2.12;4.24,2.12,2.737535954
Human,14,1,4,5,Visual,TR,2.12;4.24,2.12,2.505927086
Human,14,1,4,6,Visual,TR,2.12;4.24,4.24,2.974060059
Human,14,1,4,7,Visual,TR,2.12;4.24,4.24,3.103796005
Human,14,1,4,8,Visual,TR,2.12;4.24,4.24,4.366490126
Human,14,1,4,9,Visual,TR,2.12;4.24,4.24,2.934619188
Human,14,1,4,10,Visual,TR,2.12;4.24,4.24,4.298178196
Human,14,1,4,11,Visual,TR,2.12;4.24,4.24,0.047761917
Human,14,1,4,12,Visual,TR,2.12;4.24,2.12,0.36563015
Human,14,1,4,13,Visual,TR,2.12;4.24,4.24,3.258121967
Human,14,1,4,14,Visual,TR,2.12;4.24,4.24,3.650114059
Human,14,1,4,15,Visual,TR,2.12;4.24,2.12,1.391371965
Human,14,1,4,16,Visual,TR,2.12;4.24,4.24,3.472832203
Human,14,1,4,17,Visual,TR,2.12;4.24,4.24,4.62076211
Human,14,1,4,18,Visual,TR,2.12;4.24,4.24,5.36729908
Human,14,1,4,19,Visual,TR,2.12;4.24,4.24,5.656765938
Human,14,1,4,20,Visual,TR,2.12;4.24,4.24,5.835163116
Human,14,1,4,21,Visual,TR,2.12;4.24,4.24,4.613509893
Human,14,1,4,22,Visual,TR,2.12;4.24,2.12,2.175901175
Human,14,1,4,23,Visual,TR,2.12;4.24,2.12,0.376518965
Human,14,1,4,24,Visual,TR,2.12;4.24,4.24,4.090624094
Human,14,1,4,25,Visual,TR,2.12;4.24,4.24,3.900410891
Human,15,1,1,1,Visual,TR,2.12;4.24,4.24,3.96280694
Human,15,1,1,2,Visual,TR,2.12;4.24,4.24,3.243547201
Human,15,1,1,3,Visual,TR,2.12;4.24,2.12,0.874342918
Human,15,1,1,4,Visual,TR,2.12;4.24,4.24,2.449712992
Human,15,1,1,5,Visual,TR,2.12;4.24,4.24,4.257891893
Human,15,1,1,6,Visual,TR,2.12;4.24,4.24,4.144519091
Human,15,1,1,7,Visual,TR,2.12;4.24,2.12,3.288248062
Human,15,1,1,8,Visual,TR,2.12;4.24,2.12,0.151569843
Human,15,1,1,9,Visual,TR,2.12;4.24,2.12,0.144979954
Human,15,1,1,10,Visual,TR,2.12;4.24,2.12,3.069029093
Human,15,1,1,11,Visual,TR,2.12;4.24,2.12,3.735291004
Human,15,1,1,12,Visual,TR,2.12;4.24,2.12,2.342828035
Human,15,1,1,13,Visual,TR,2.12;4.24,4.24,4.647166014
Human,15,1,1,14,Visual,TR,2.12;4.24,4.24,5.868759871
Human,15,1,1,15,Visual,TR,2.12;4.24,4.24,5.397002935
Human,15,1,1,16,Visual,TR,2.12;4.24,4.24,4.15012908
Human,15,1,1,17,Visual,TR,2.12;4.24,4.24,4.504986048
Human,15,1,1,18,Visual,TR,2.12;4.24,2.12,2.628416061
Human,15,1,1,19,Visual,TR,2.12;4.24,2.12,1.657547951
Human,15,1,1,20,Visual,TR,2.12;4.24,2.12,2.449434042
Human,15,1,1,21,Visual,TR,2.12;4.24,2.12,1.969414949
Human,15,1,1,22,Visual,TR,2.12;4.24,4.24,4.171977043
Human,15,1,1,23,Visual,TR,2.12;4.24,4.24,3.710256815
Human,15,1,1,24,Visual,TR,2.12;4.24,2.12,2.16188097
Human,15,1,1,25,Visual,TR,2.12;4.24,2.12,3.674353123
Human,15,1,2,1,Visual,TR,2.12;4.24,2.12,2.676815033
Human,15,1,2,2,Visual,TR,2.12;4.24,4.24,2.372944832
Human,15,1,2,3,Visual,TR,2.12;4.24,4.24,0.239873171
Human,15,1,2,4,Visual,TR,2.12;4.24,2.12,1.66792798
Human,15,1,2,5,Visual,TR,2.12;4.24,4.24,3.036364079
Human,15,1,2,6,Visual,TR,2.12;4.24,4.24,4.491142988
Human,15,1,2,7,Visual,TR,2.12;4.24,2.12,2.55598712
Human,15,1,2,8,Visual,TR,2.12;4.24,2.12,3.096662998
Human,15,1,2,9,Visual,TR,2.12;4.24,4.24,3.88269496
Human,15,1,2,10,Visual,TR,2.12;4.24,4.24,4.573988914
Human,15,1,2,11,Visual,TR,2.12;4.24,4.24,0.290518045
Human,15,1,2,12,Visual,TR,2.12;4.24,2.12,2.919188976
Human,15,1,2,13,Visual,TR,2.12;4.24,2.12,2.639853001
Human,15,1,2,14,Visual,TR,2.12;4.24,4.24,3.416367054
Human,15,1,2,15,Visual,TR,2.12;4.24,2.12,1.368938923
Human,15,1,2,16,Visual,TR,2.12;4.24,2.12,2.59817791
Human,15,1,2,17,Visual,TR,2.12;4.24,4.24,3.774074078
Human,15,1,2,18,Visual,TR,2.12;4.24,2.12,2.451356888
Human,15,1,2,19,Visual,TR,2.12;4.24,2.12,4.064492941
Human,15,1,2,20,Visual,TR,2.12;4.24,2.12,0.942579985
Human,15,1,2,21,Visual,TR,2.12;4.24,4.24,3.518569946
Human,15,1,2,22,Visual,TR,2.12;4.24,2.12,2.563616991
Human,15,1,2,23,Visual,TR,2.12;4.24,4.24,5.217514992
Human,15,1,2,24,Visual,TR,2.12;4.24,4.24,3.603775978
Human,15,1,2,25,Visual,TR,2.12;4.24,4.24,0.363495827
Human,15,1,3,1,Visual,TR,2.12;4.24,2.12,1.335978031
Human,15,1,3,2,Visual,TR,2.12;4.24,4.24,4.495948076
Human,15,1,3,3,Visual,TR,2.12;4.24,2.12,3.452037096
Human,15,1,3,4,Visual,TR,2.12;4.24,4.24,3.05510211
Human,15,1,3,5,Visual,TR,2.12;4.24,2.12,2.419983149
Human,15,1,3,6,Visual,TR,2.12;4.24,2.12,0.552936077
Human,15,1,3,7,Visual,TR,2.12;4.24,2.12,1.133486986
Human,15,1,3,8,Visual,TR,2.12;4.24,2.12,1.557593107
Human,15,1,3,9,Visual,TR,2.12;4.24,2.12,1.705132961
Human,15,1,3,10,Visual,TR,2.12;4.24,2.12,2.377321005
Human,15,1,3,11,Visual,TR,2.12;4.24,4.24,3.02044487
Human,15,1,3,12,Visual,TR,2.12;4.24,2.12,4.887789965
Human,15,1,3,13,Visual,TR,2.12;4.24,2.12,4.246329069
Human,15,1,3,14,Visual,TR,2.12;4.24,2.12,5.209589958
Human,15,1,3,15,Visual,TR,2.12;4.24,2.12,5.395767927
Human,15,1,3,16,Visual,TR,2.12;4.24,4.24,5.113777161
Human,15,1,3,17,Visual,TR,2.12;4.24,2.12,4.037622929
Human,15,1,3,18,Visual,TR,2.12;4.24,4.24,4.257739067
Human,15,1,3,19,Visual,TR,2.12;4.24,4.24,3.961981058
Human,15,1,3,20,Visual,TR,2.12;4.24,4.24,2.851423025
Human,15,1,3,21,Visual,TR,2.12;4.24,4.24,4.432585001
Human,15,1,3,22,Visual,TR,2.12;4.24,2.12,2.483419895
Human,15,1,3,23,Visual,TR,2.12;4.24,4.24,3.671422958
Human,15,1,3,24,Visual,TR,2.12;4.24,4.24,0.037993908
Human,15,1,3,25,Visual,TR,2.12;4.24,2.12,2.858078003
Human,15,1,4,1,Visual,TR,2.12;4.24,4.24,5.546897888
Human,15,1,4,2,Visual,TR,2.12;4.24,4.24,4.789867163
Human,15,1,4,3,Visual,TR,2.12;4.24,4.24,0.335527897
Human,15,1,4,4,Visual,TR,2.12;4.24,2.12,6.733953953
Human,15,1,4,5,Visual,TR,2.12;4.24,4.24,5.219363928
Human,15,1,4,6,Visual,TR,2.12;4.24,4.24,0.038764954
Human,15,1,4,7,Visual,TR,2.12;4.24,2.12,4.774799109
Human,15,1,4,8,Visual,TR,2.12;4.24,2.12,0.053267956
Human,15,1,4,9,Visual,TR,2.12;4.24,2.12,2.834321022
Human,15,1,4,10,Visual,TR,2.12;4.24,2.12,1.87974
Human,15,1,4,11,Visual,TR,2.12;4.24,4.24,6.196192026
Human,15,1,4,12,Visual,TR,2.12;4.24,4.24,5.065790176
Human,15,1,4,13,Visual,TR,2.12;4.24,2.12,3.634855032
Human,15,1,4,14,Visual,TR,2.12;4.24,2.12,3.703860998
Human,15,1,4,15,Visual,TR,2.12;4.24,4.24,0.29462409
Human,15,1,4,16,Visual,TR,2.12;4.24,4.24,5.217931032
Human,15,1,4,17,Visual,TR,2.12;4.24,2.12,3.861275196
Human,15,1,4,18,Visual,TR,2.12;4.24,2.12,2.860507965
Human,15,1,4,19,Visual,TR,2.12;4.24,4.24,2.71133399
Human,15,1,4,20,Visual,TR,2.12;4.24,4.24,4.137939215
Human,15,1,4,21,Visual,TR,2.12;4.24,4.24,5.402279139
Human,15,1,4,22,Visual,TR,2.12;4.24,2.12,4.036267042
Human,15,1,4,23,Visual,TR,2.12;4.24,4.24,5.624520063
Human,15,1,4,24,Visual,TR,2.12;4.24,4.24,3.235105038
Human,15,1,4,25,Visual,TR,2.12;4.24,4.24,5.397742987
Human,16,1,1,1,Visual,TR,2.12;4.24,2.12,1.623794079
Human,16,1,1,2,Visual,TR,2.12;4.24,2.12,0.778764009
Human,16,1,1,3,Visual,TR,2.12;4.24,4.24,1.239225149
Human,16,1,1,4,Visual,TR,2.12;4.24,2.12,1.244735003
Human,16,1,1,5,Visual,TR,2.12;4.24,4.24,2.997956991
Human,16,1,1,6,Visual,TR,2.12;4.24,4.24,3.271588087
Human,16,1,1,7,Visual,TR,2.12;4.24,4.24,2.455053091
Human,16,1,1,8,Visual,TR,2.12;4.24,2.12,1.902392864
Human,16,1,1,9,Visual,TR,2.12;4.24,2.12,1.763672829
Human,16,1,1,10,Visual,TR,2.12;4.24,4.24,2.165384054
Human,16,1,1,11,Visual,TR,2.12;4.24,4.24,2.739191055
Human,16,1,1,12,Visual,TR,2.12;4.24,2.12,1.551454067
Human,16,1,1,13,Visual,TR,2.12;4.24,2.12,1.629071951
Human,16,1,1,14,Visual,TR,2.12;4.24,2.12,2.130366802
Human,16,1,1,15,Visual,TR,2.12;4.24,4.24,2.241925001
Human,16,1,1,16,Visual,TR,2.12;4.24,4.24,2.050201893
Human,16,1,1,17,Visual,TR,2.12;4.24,2.12,0.946683884
Human,16,1,1,18,Visual,TR,2.12;4.24,2.12,1.793677807
Human,16,1,1,19,Visual,TR,2.12;4.24,2.12,1.815818071
Human,16,1,1,20,Visual,TR,2.12;4.24,2.12,1.48013711
Human,16,1,1,21,Visual,TR,2.12;4.24,2.12,1.742778063
Human,16,1,1,22,Visual,TR,2.12;4.24,4.24,2.692548037
Human,16,1,1,23,Visual,TR,2.12;4.24,2.12,1.630429029
Human,16,1,1,24,Visual,TR,2.12;4.24,4.24,1.769156933
Human,16,1,1,25,Visual,TR,2.12;4.24,2.12,0.730205059
Human,16,1,2,1,Visual,TR,2.12;4.24,4.24,2.558548927
Human,16,1,2,2,Visual,TR,2.12;4.24,4.24,2.706264019
Human,16,1,2,3,Visual,TR,2.12;4.24,2.12,0.900248051
Human,16,1,2,4,Visual,TR,2.12;4.24,2.12,1.264030933
Human,16,1,2,5,Visual,TR,2.12;4.24,2.12,1.352560997
Human,16,1,2,6,Visual,TR,2.12;4.24,4.24,1.584903002
Human,16,1,2,7,Visual,TR,2.12;4.24,2.12,1.553538799
Human,16,1,2,8,Visual,TR,2.12;4.24,2.12,1.631633043
Human,16,1,2,9,Visual,TR,2.12;4.24,4.24,2.046226978
Human,16,1,2,10,Visual,TR,2.12;4.24,2.12,1.985139847
Human,16,1,2,11,Visual,TR,2.12;4.24,2.12,2.050942898
Human,16,1,2,12,Visual,TR,2.12;4.24,4.24,1.780651093
Human,16,1,2,13,Visual,TR,2.12;4.24,2.12,0.652586937
Human,16,1,2,14,Visual,TR,2.12;4.24,2.12,1.349936962
Human,16,1,2,15,Visual,TR,2.12;4.24,2.12,0.978736877
Human,16,1,2,16,Visual,TR,2.12;4.24,2.12,0.829298019
Human,16,1,2,17,Visual,TR,2.12;4.24,4.24,2.771075964
Human,16,1,2,18,Visual,TR,2.12;4.24,4.24,2.556201935
Human,16,1,2,19,Visual,TR,2.12;4.24,4.24,2.486531019
Human,16,1,2,20,Visual,TR,2.12;4.24,4.24,2.77126503
Human,16,1,2,21,Visual,TR,2.12;4.24,4.24,3.104758024
Human,16,1,2,22,Visual,TR,2.12;4.24,4.24,1.902191162
Human,16,1,2,23,Visual,TR,2.12;4.24,4.24,2.955425978
Human,16,1,2,24,Visual,TR,2.12;4.24,4.24,1.661605835
Human,16,1,2,25,Visual,TR,2.12;4.24,4.24,2.88223505
Human,16,1,3,1,Visual,TR,2.12;4.24,4.24,2.234167099
Human,16,1,3,2,Visual,TR,2.12;4.24,2.12,1.702884912
Human,16,1,3,3,Visual,TR,2.12;4.24,4.24,2.280139923
Human,16,1,3,4,Visual,TR,2.12;4.24,4.24,2.349370956
Human,16,1,3,5,Visual,TR,2.12;4.24,4.24,3.065944195
Human,16,1,3,6,Visual,TR,2.12;4.24,4.24,1.842321157
Human,16,1,3,7,Visual,TR,2.12;4.24,4.24,1.587867975
Human,16,1,3,8,Visual,TR,2.12;4.24,4.24,2.124080896
Human,16,1,3,9,Visual,TR,2.12;4.24,2.12,1.478664875
Human,16,1,3,10,Visual,TR,2.12;4.24,2.12,1.618180037
Human,16,1,3,11,Visual,TR,2.12;4.24,2.12,1.649137974
Human,16,1,3,12,Visual,TR,2.12;4.24,4.24,2.85020709
Human,16,1,3,13,Visual,TR,2.12;4.24,4.24,2.504935026
Human,16,1,3,14,Visual,TR,2.12;4.24,2.12,0.87368083
Human,16,1,3,15,Visual,TR,2.12;4.24,4.24,2.557958841
Human,16,1,3,16,Visual,TR,2.12;4.24,4.24,2.281076908
Human,16,1,3,17,Visual,TR,2.12;4.24,2.12,1.944141865
Human,16,1,3,18,Visual,TR,2.12;4.24,2.12,2.375172853
Human,16,1,3,19,Visual,TR,2.12;4.24,2.12,1.553933859
Human,16,1,3,20,Visual,TR,2.12;4.24,4.24,3.56713295
Human,16,1,3,21,Visual,TR,2.12;4.24,4.24,2.550774097
Human,16,1,3,22,Visual,TR,2.12;4.24,4.24,1.949254036
Human,16,1,3,23,Visual,TR,2.12;4.24,2.12,1.230517864
Human,16,1,3,24,Visual,TR,2.12;4.24,2.12,1.517147064
Human,16,1,3,25,Visual,TR,2.12;4.24,4.24,3.101855993
Human,16,1,4,1,Visual,TR,2.12;4.24,4.24,2.912938833
Human,16,1,4,2,Visual,TR,2.12;4.24,2.12,0.76573801
Human,16,1,4,3,Visual,TR,2.12;4.24,4.24,1.80717206
Human,16,1,4,4,Visual,TR,2.12;4.24,2.12,1.659335136
Human,16,1,4,5,Visual,TR,2.12;4.24,4.24,2.060711861
Human,16,1,4,6,Visual,TR,2.12;4.24,2.12,1.077745914
Human,16,1,4,7,Visual,TR,2.12;4.24,2.12,1.547140837
Human,16,1,4,8,Visual,TR,2.12;4.24,2.12,2.159605026
Human,16,1,4,9,Visual,TR,2.12;4.24,4.24,2.881999016
Human,16,1,4,10,Visual,TR,2.12;4.24,2.12,2.62770009
Human,16,1,4,11,Visual,TR,2.12;4.24,2.12,2.269949913
Human,16,1,4,12,Visual,TR,2.12;4.24,2.12,2.060343981
Human,16,1,4,13,Visual,TR,2.12;4.24,2.12,2.378024101
Human,16,1,4,14,Visual,TR,2.12;4.24,2.12,2.341566086
Human,16,1,4,15,Visual,TR,2.12;4.24,4.24,2.519937038
Human,16,1,4,16,Visual,TR,2.12;4.24,4.24,3.172271967
Human,16,1,4,17,Visual,TR,2.12;4.24,4.24,2.706140995
Human,16,1,4,18,Visual,TR,2.12;4.24,4.24,2.192563057
Human,16,1,4,19,Visual,TR,2.12;4.24,4.24,2.05030489
Human,16,1,4,20,Visual,TR,2.12;4.24,2.12,2.021049023
Human,16,1,4,21,Visual,TR,2.12;4.24,2.12,1.625049114
Human,16,1,4,22,Visual,TR,2.12;4.24,2.12,2.926398993
Human,16,1,4,23,Visual,TR,2.12;4.24,4.24,3.495465994
Human,16,1,4,24,Visual,TR,2.12;4.24,4.24,2.467823029
Human,16,1,4,25,Visual,TR,2.12;4.24,2.12,3.381873131
Human,17,1,1,1,Visual,TR,2.12;4.24,4.24,4.208504915
Human,17,1,1,2,Visual,TR,2.12;4.24,4.24,2.780282021
Human,17,1,1,3,Visual,TR,2.12;4.24,2.12,1.183293819
Human,17,1,1,4,Visual,TR,2.12;4.24,4.24,2.446952105
Human,17,1,1,5,Visual,TR,2.12;4.24,4.24,3.128726006
Human,17,1,1,6,Visual,TR,2.12;4.24,4.24,4.21882391
Human,17,1,1,7,Visual,TR,2.12;4.24,2.12,1.040608883
Human,17,1,1,8,Visual,TR,2.12;4.24,2.12,0.867157936
Human,17,1,1,9,Visual,TR,2.12;4.24,2.12,1.011586905
Human,17,1,1,10,Visual,TR,2.12;4.24,2.12,1.045091867
Human,17,1,1,11,Visual,TR,2.12;4.24,2.12,1.470489979
Human,17,1,1,12,Visual,TR,2.12;4.24,2.12,1.510694981
Human,17,1,1,13,Visual,TR,2.12;4.24,4.24,4.529208183
Human,17,1,1,14,Visual,TR,2.12;4.24,4.24,3.105027199
Human,17,1,1,15,Visual,TR,2.12;4.24,4.24,2.767043114
Human,17,1,1,16,Visual,TR,2.12;4.24,4.24,2.120002031
Human,17,1,1,17,Visual,TR,2.12;4.24,4.24,4.062973022
Human,17,1,1,18,Visual,TR,2.12;4.24,2.12,0.795444012
Human,17,1,1,19,Visual,TR,2.12;4.24,2.12,1.375764132
Human,17,1,1,20,Visual,TR,2.12;4.24,2.12,1.521447897
Human,17,1,1,21,Visual,TR,2.12;4.24,2.12,1.513489008
Human,17,1,1,22,Visual,TR,2.12;4.24,4.24,2.622236013
Human,17,1,1,23,Visual,TR,2.12;4.24,4.24,2.842556
Human,17,1,1,24,Visual,TR,2.12;4.24,2.12,0.559506893
Human,17,1,1,25,Visual,TR,2.12;4.24,2.12,1.293621778
Human,17,1,2,1,Visual,TR,2.12;4.24,2.12,0.62528801
Human,17,1,2,2,Visual,TR,2.12;4.24,4.24,4.351238966
Human,17,1,2,3,Visual,TR,2.12;4.24,4.24,3.427579165
Human,17,1,2,4,Visual,TR,2.12;4.24,2.12,2.164460897
Human,17,1,2,5,Visual,TR,2.12;4.24,4.24,3.054414034
Human,17,1,2,6,Visual,TR,2.12;4.24,4.24,3.377197981
Human,17,1,2,7,Visual,TR,2.12;4.24,2.12,0.901537895
Human,17,1,2,8,Visual,TR,2.12;4.24,2.12,1.299842834
Human,17,1,2,9,Visual,TR,2.12;4.24,4.24,1.760423183
Human,17,1,2,10,Visual,TR,2.12;4.24,4.24,3.523734093
Human,17,1,2,11,Visual,TR,2.12;4.24,4.24,4.276385069
Human,17,1,2,12,Visual,TR,2.12;4.24,2.12,1.613531113
Human,17,1,2,13,Visual,TR,2.12;4.24,2.12,0.972778082
Human,17,1,2,14,Visual,TR,2.12;4.24,4.24,4.968360901
Human,17,1,2,15,Visual,TR,2.12;4.24,2.12,0.226597071
Human,17,1,2,16,Visual,TR,2.12;4.24,2.12,1.866731882
Human,17,1,2,17,Visual,TR,2.12;4.24,4.24,2.635779142
Human,17,1,2,18,Visual,TR,2.12;4.24,2.12,1.153928041
Human,17,1,2,19,Visual,TR,2.12;4.24,2.12,1.517773867
Human,17,1,2,20,Visual,TR,2.12;4.24,2.12,2.27751112
Human,17,1,2,21,Visual,TR,2.12;4.24,4.24,4.100056887
Human,17,1,2,22,Visual,TR,2.12;4.24,2.12,1.090522051
Human,17,1,2,23,Visual,TR,2.12;4.24,4.24,3.998231173
Human,17,1,2,24,Visual,TR,2.12;4.24,4.24,3.250048161
Human,17,1,2,25,Visual,TR,2.12;4.24,4.24,1.231211901
Human,17,1,3,1,Visual,TR,2.12;4.24,2.12,0.541742086
Human,17,1,3,2,Visual,TR,2.12;4.24,4.24,3.16219306
Human,17,1,3,3,Visual,TR,2.12;4.24,2.12,0.866626978
Human,17,1,3,4,Visual,TR,2.12;4.24,4.24,2.514453173
Human,17,1,3,5,Visual,TR,2.12;4.24,2.12,0.472543001
Human,17,1,3,6,Visual,TR,2.12;4.24,2.12,1.011132002
Human,17,1,3,7,Visual,TR,2.12;4.24,2.12,1.369343042
Human,17,1,3,8,Visual,TR,2.12;4.24,2.12,0.590181112
Human,17,1,3,9,Visual,TR,2.12;4.24,2.12,0.51658988
Human,17,1,3,10,Visual,TR,2.12;4.24,2.12,1.337325811
Human,17,1,3,11,Visual,TR,2.12;4.24,4.24,3.814772129
Human,17,1,3,12,Visual,TR,2.12;4.24,2.12,1.287049055
Human,17,1,3,13,Visual,TR,2.12;4.24,2.12,0.879225016
Human,17,1,3,14,Visual,TR,2.12;4.24,2.12,1.651267052
Human,17,1,3,15,Visual,TR,2.12;4.24,2.12,1.224603891
Human,17,1,3,16,Visual,TR,2.12;4.24,4.24,2.202125072
Human,17,1,3,17,Visual,TR,2.12;4.24,2.12,1.649300098
Human,17,1,3,18,Visual,TR,2.12;4.24,4.24,4.041947126
Human,17,1,3,19,Visual,TR,2.12;4.24,4.24,3.678569794
Human,17,1,3,20,Visual,TR,2.12;4.24,4.24,4.08117795
Human,17,1,3,21,Visual,TR,2.12;4.24,4.24,4.795747042
Human,17,1,3,22,Visual,TR,2.12;4.24,2.12,0.764822006
