Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Response_Time,Condition,Sex,Age,anger,distress,fearfulness,sociability,activity,STAI
human,1,1,1,1,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.754,threat,female,20,4,20,20,16,4,58
human,1,1,1,2,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.901,threat,female,20,4,20,20,16,4,58
human,1,1,1,3,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.638,threat,female,20,4,20,20,16,4,58
human,1,1,1,4,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.58,threat,female,20,4,20,20,16,4,58
human,1,1,1,5,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.542,threat,female,20,4,20,20,16,4,58
human,1,1,1,6,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.56,threat,female,20,4,20,20,16,4,58
human,1,1,1,7,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.65,neutral,female,20,4,20,20,16,4,58
human,1,1,1,8,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.694,neutral,female,20,4,20,20,16,4,58
human,1,1,1,9,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.888,neutral,female,20,4,20,20,16,4,58
human,1,1,1,10,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,L,0.4;1.6,0.66,neutral,female,20,4,20,20,16,4,58
human,1,1,1,11,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.751,neutral,female,20,4,20,20,16,4,58
human,1,1,1,12,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.853,neutral,female,20,4,20,20,16,4,58
human,1,1,1,13,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.547,neutral,female,20,4,20,20,16,4,58
human,1,1,1,14,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.737,threat,female,20,4,20,20,16,4,58
human,1,1,1,15,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.742,threat,female,20,4,20,20,16,4,58
human,1,1,1,16,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.659,threat,female,20,4,20,20,16,4,58
human,1,1,1,17,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,L,0.4;1.6,0.904,threat,female,20,4,20,20,16,4,58
human,1,1,1,18,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,L,0.4;1.6,0.873,threat,female,20,4,20,20,16,4,58
human,1,1,1,19,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,L,0.4;1.6,0.873,threat,female,20,4,20,20,16,4,58
human,1,1,1,20,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.811,threat,female,20,4,20,20,16,4,58
human,1,1,1,21,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.443,neutral,female,20,4,20,20,16,4,58
human,1,1,1,22,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.551,neutral,female,20,4,20,20,16,4,58
human,1,1,1,23,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.627,neutral,female,20,4,20,20,16,4,58
human,1,1,1,24,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,1.401,neutral,female,20,4,20,20,16,4,58
human,1,1,1,25,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.808,neutral,female,20,4,20,20,16,4,58
human,1,1,1,26,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.415,neutral,female,20,4,20,20,16,4,58
human,1,1,1,27,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.654,neutral,female,20,4,20,20,16,4,58
human,1,1,1,28,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,L,0.4;1.6,0.851,threat,female,20,4,20,20,16,4,58
human,1,1,1,29,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.53,threat,female,20,4,20,20,16,4,58
human,1,1,1,30,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.6,threat,female,20,4,20,20,16,4,58
human,1,1,1,31,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.409,threat,female,20,4,20,20,16,4,58
human,1,1,1,32,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.225,threat,female,20,4,20,20,16,4,58
human,1,1,1,33,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.493,threat,female,20,4,20,20,16,4,58
human,1,1,1,34,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.616,threat,female,20,4,20,20,16,4,58
human,1,1,1,35,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.074,neutral,female,20,4,20,20,16,4,58
human,1,1,1,36,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.097,neutral,female,20,4,20,20,16,4,58
human,1,1,1,37,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.437,neutral,female,20,4,20,20,16,4,58
human,1,1,1,38,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.682,neutral,female,20,4,20,20,16,4,58
human,1,1,1,39,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.698,neutral,female,20,4,20,20,16,4,58
human,1,1,1,40,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.878,neutral,female,20,4,20,20,16,4,58
human,1,1,1,41,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.424,neutral,female,20,4,20,20,16,4,58
human,1,1,1,42,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.931,threat,female,20,4,20,20,16,4,58
human,1,1,1,43,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.346,threat,female,20,4,20,20,16,4,58
human,1,1,1,44,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.456,threat,female,20,4,20,20,16,4,58
human,1,1,1,45,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.31,threat,female,20,4,20,20,16,4,58
human,1,1,1,46,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.401,threat,female,20,4,20,20,16,4,58
human,1,1,1,47,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.792,threat,female,20,4,20,20,16,4,58
human,1,1,1,48,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.483,threat,female,20,4,20,20,16,4,58
human,1,1,1,49,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,1.167,neutral,female,20,4,20,20,16,4,58
human,1,1,1,50,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.636,neutral,female,20,4,20,20,16,4,58
human,1,1,1,51,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.552,neutral,female,20,4,20,20,16,4,58
human,1,1,1,52,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.671,neutral,female,20,4,20,20,16,4,58
human,1,1,1,53,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.709,neutral,female,20,4,20,20,16,4,58
human,1,1,1,54,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.138,neutral,female,20,4,20,20,16,4,58
human,1,1,1,55,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.414,neutral,female,20,4,20,20,16,4,58
human,1,1,1,56,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.332,threat,female,20,4,20,20,16,4,58
human,1,1,1,57,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.55,threat,female,20,4,20,20,16,4,58
human,1,1,1,58,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.512,threat,female,20,4,20,20,16,4,58
human,1,1,1,59,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.471,threat,female,20,4,20,20,16,4,58
human,1,1,1,60,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.53,threat,female,20,4,20,20,16,4,58
human,1,1,1,61,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.354,threat,female,20,4,20,20,16,4,58
human,1,1,1,62,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.536,threat,female,20,4,20,20,16,4,58
human,1,1,1,63,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.581,neutral,female,20,4,20,20,16,4,58
human,1,1,1,64,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.644,neutral,female,20,4,20,20,16,4,58
human,1,1,1,65,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.885,neutral,female,20,4,20,20,16,4,58
human,1,1,1,66,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.579,neutral,female,20,4,20,20,16,4,58
human,1,1,1,67,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.34,neutral,female,20,4,20,20,16,4,58
human,1,1,1,68,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.729,neutral,female,20,4,20,20,16,4,58
human,1,1,1,69,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.824,neutral,female,20,4,20,20,16,4,58
human,1,1,1,70,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.69,threat,female,20,4,20,20,16,4,58
human,1,1,1,71,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.523,threat,female,20,4,20,20,16,4,58
human,1,1,1,72,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.531,threat,female,20,4,20,20,16,4,58
human,1,1,1,73,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.453,threat,female,20,4,20,20,16,4,58
human,1,1,1,74,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.59,threat,female,20,4,20,20,16,4,58
human,1,1,1,75,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.884,threat,female,20,4,20,20,16,4,58
human,1,1,1,76,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,1.042,threat,female,20,4,20,20,16,4,58
human,1,1,1,77,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,1.224,threat,female,20,4,20,20,16,4,58
human,1,1,1,78,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.544,neutral,female,20,4,20,20,16,4,58
human,1,1,1,79,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.651,neutral,female,20,4,20,20,16,4,58
human,1,1,1,80,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,0.405,neutral,female,20,4,20,20,16,4,58
human,1,1,1,81,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.622,neutral,female,20,4,20,20,16,4,58
human,1,1,1,82,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,0.682,neutral,female,20,4,20,20,16,4,58
human,1,1,1,83,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.787,neutral,female,20,4,20,20,16,4,58
human,1,1,1,84,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.06,neutral,female,20,4,20,20,16,4,58
human,1,1,1,85,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.492,threat,female,20,4,20,20,16,4,58
human,1,1,1,86,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.893,threat,female,20,4,20,20,16,4,58
human,1,1,1,87,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.509,threat,female,20,4,20,20,16,4,58
human,1,1,1,88,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.457,threat,female,20,4,20,20,16,4,58
human,1,1,1,89,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.515,threat,female,20,4,20,20,16,4,58
human,1,1,1,90,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.668,neutral,female,20,4,20,20,16,4,58
human,1,1,1,91,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.759,neutral,female,20,4,20,20,16,4,58
human,1,1,1,92,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.894,neutral,female,20,4,20,20,16,4,58
human,1,1,1,93,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.817,neutral,female,20,4,20,20,16,4,58
human,1,1,1,94,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,S,0.4;1.6,0.562,neutral,female,20,4,20,20,16,4,58
human,1,1,1,95,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.613,neutral,female,20,4,20,20,16,4,58
human,1,1,1,96,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,S,0.4;1.6,0.9,neutral,female,20,4,20,20,16,4,58
human,1,1,1,97,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.303,threat,female,20,4,20,20,16,4,58
human,1,1,1,98,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.479,threat,female,20,4,20,20,16,4,58
human,10,1,1,1,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.454,threat,female,27,18,14,10,16,12,53
human,10,1,1,2,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.526,threat,female,27,18,14,10,16,12,53
human,10,1,1,3,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.42,threat,female,27,18,14,10,16,12,53
human,10,1,1,4,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.504,threat,female,27,18,14,10,16,12,53
human,10,1,1,5,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.592,threat,female,27,18,14,10,16,12,53
human,10,1,1,6,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.522,threat,female,27,18,14,10,16,12,53
human,10,1,1,7,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.629,neutral,female,27,18,14,10,16,12,53
human,10,1,1,8,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.491,neutral,female,27,18,14,10,16,12,53
human,10,1,1,9,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.845,neutral,female,27,18,14,10,16,12,53
human,10,1,1,10,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.559,neutral,female,27,18,14,10,16,12,53
human,10,1,1,11,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.529,neutral,female,27,18,14,10,16,12,53
human,10,1,1,12,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.485,neutral,female,27,18,14,10,16,12,53
human,10,1,1,13,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.502,neutral,female,27,18,14,10,16,12,53
human,10,1,1,14,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.608,threat,female,27,18,14,10,16,12,53
human,10,1,1,15,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.552,threat,female,27,18,14,10,16,12,53
human,10,1,1,16,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.395,threat,female,27,18,14,10,16,12,53
human,10,1,1,17,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.501,threat,female,27,18,14,10,16,12,53
human,10,1,1,18,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.521,threat,female,27,18,14,10,16,12,53
human,10,1,1,19,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.404,threat,female,27,18,14,10,16,12,53
human,10,1,1,20,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.558,threat,female,27,18,14,10,16,12,53
human,10,1,1,21,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.805,neutral,female,27,18,14,10,16,12,53
human,10,1,1,22,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.762,neutral,female,27,18,14,10,16,12,53
human,10,1,1,23,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.493,neutral,female,27,18,14,10,16,12,53
human,10,1,1,24,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.531,neutral,female,27,18,14,10,16,12,53
human,10,1,1,25,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.659,neutral,female,27,18,14,10,16,12,53
human,10,1,1,26,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.562,neutral,female,27,18,14,10,16,12,53
human,10,1,1,27,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.533,neutral,female,27,18,14,10,16,12,53
human,10,1,1,28,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.515,threat,female,27,18,14,10,16,12,53
human,10,1,1,29,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,1.324,threat,female,27,18,14,10,16,12,53
human,10,1,1,30,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.623,threat,female,27,18,14,10,16,12,53
human,10,1,1,31,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.461,threat,female,27,18,14,10,16,12,53
human,10,1,1,32,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.836,threat,female,27,18,14,10,16,12,53
human,10,1,1,33,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.467,threat,female,27,18,14,10,16,12,53
human,10,1,1,34,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.558,threat,female,27,18,14,10,16,12,53
human,10,1,1,35,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.541,neutral,female,27,18,14,10,16,12,53
human,10,1,1,36,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.676,neutral,female,27,18,14,10,16,12,53
human,10,1,1,37,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,1.096,neutral,female,27,18,14,10,16,12,53
human,10,1,1,38,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.511,neutral,female,27,18,14,10,16,12,53
human,10,1,1,39,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.605,neutral,female,27,18,14,10,16,12,53
human,10,1,1,40,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.548,neutral,female,27,18,14,10,16,12,53
human,10,1,1,41,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.523,neutral,female,27,18,14,10,16,12,53
human,10,1,1,42,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.598,threat,female,27,18,14,10,16,12,53
human,10,1,1,43,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.693,threat,female,27,18,14,10,16,12,53
human,10,1,1,44,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.818,threat,female,27,18,14,10,16,12,53
human,10,1,1,45,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,1.256,threat,female,27,18,14,10,16,12,53
human,10,1,1,46,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.651,threat,female,27,18,14,10,16,12,53
human,10,1,1,47,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.982,threat,female,27,18,14,10,16,12,53
human,10,1,1,48,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.68,threat,female,27,18,14,10,16,12,53
human,10,1,1,49,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.134,neutral,female,27,18,14,10,16,12,53
human,10,1,1,50,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.78,neutral,female,27,18,14,10,16,12,53
human,10,1,1,51,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.827,neutral,female,27,18,14,10,16,12,53
human,10,1,1,52,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.935,neutral,female,27,18,14,10,16,12,53
human,10,1,1,53,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.355,neutral,female,27,18,14,10,16,12,53
human,10,1,1,54,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.499,neutral,female,27,18,14,10,16,12,53
human,10,1,1,55,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.612,neutral,female,27,18,14,10,16,12,53
human,10,1,1,56,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,1.52,threat,female,27,18,14,10,16,12,53
human,10,1,1,57,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.68,threat,female,27,18,14,10,16,12,53
human,10,1,1,58,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.599,threat,female,27,18,14,10,16,12,53
human,10,1,1,59,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.601,threat,female,27,18,14,10,16,12,53
human,10,1,1,60,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.758,threat,female,27,18,14,10,16,12,53
human,10,1,1,61,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.417,threat,female,27,18,14,10,16,12,53
human,10,1,1,62,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.78,threat,female,27,18,14,10,16,12,53
human,10,1,1,63,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.416,neutral,female,27,18,14,10,16,12,53
human,10,1,1,64,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,2.139,neutral,female,27,18,14,10,16,12,53
human,10,1,1,65,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.527,neutral,female,27,18,14,10,16,12,53
human,10,1,1,66,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.971,neutral,female,27,18,14,10,16,12,53
human,10,1,1,67,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.644,neutral,female,27,18,14,10,16,12,53
human,10,1,1,68,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.529,neutral,female,27,18,14,10,16,12,53
human,10,1,1,69,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.876,neutral,female,27,18,14,10,16,12,53
human,10,1,1,70,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.395,threat,female,27,18,14,10,16,12,53
human,10,1,1,71,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.511,threat,female,27,18,14,10,16,12,53
human,10,1,1,72,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.481,threat,female,27,18,14,10,16,12,53
human,10,1,1,73,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.599,threat,female,27,18,14,10,16,12,53
human,10,1,1,74,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.555,threat,female,27,18,14,10,16,12,53
human,10,1,1,75,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.496,threat,female,27,18,14,10,16,12,53
