Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Response_Time,Condition,Sex,Age,anger,distress,fearfulness,sociability,activity,STAI
human,23,1,1,19,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,1.659,threat,female,21,5,4,4,13,7,27
human,23,1,1,20,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.701,threat,female,21,5,4,4,13,7,27
human,23,1,1,21,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.846,neutral,female,21,5,4,4,13,7,27
human,23,1,1,22,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.577,neutral,female,21,5,4,4,13,7,27
human,23,1,1,23,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.831,neutral,female,21,5,4,4,13,7,27
human,23,1,1,24,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.955,neutral,female,21,5,4,4,13,7,27
human,23,1,1,25,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,1.122,neutral,female,21,5,4,4,13,7,27
human,23,1,1,26,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.65,neutral,female,21,5,4,4,13,7,27
human,23,1,1,27,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,1.519,neutral,female,21,5,4,4,13,7,27
human,23,1,1,28,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,1.084,threat,female,21,5,4,4,13,7,27
human,23,1,1,29,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.534,threat,female,21,5,4,4,13,7,27
human,23,1,1,30,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.568,threat,female,21,5,4,4,13,7,27
human,23,1,1,31,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.698,threat,female,21,5,4,4,13,7,27
human,23,1,1,32,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.82,threat,female,21,5,4,4,13,7,27
human,23,1,1,33,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.852,threat,female,21,5,4,4,13,7,27
human,23,1,1,34,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.798,threat,female,21,5,4,4,13,7,27
human,23,1,1,35,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.748,neutral,female,21,5,4,4,13,7,27
human,23,1,1,36,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.216,neutral,female,21,5,4,4,13,7,27
human,23,1,1,37,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.597,neutral,female,21,5,4,4,13,7,27
human,23,1,1,38,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.692,neutral,female,21,5,4,4,13,7,27
human,23,1,1,39,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,L,0.4;1.6,0.902,neutral,female,21,5,4,4,13,7,27
human,23,1,1,40,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.526,neutral,female,21,5,4,4,13,7,27
human,23,1,1,41,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.682,neutral,female,21,5,4,4,13,7,27
human,23,1,1,42,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.077,threat,female,21,5,4,4,13,7,27
human,23,1,1,43,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.778,threat,female,21,5,4,4,13,7,27
human,23,1,1,44,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.95,threat,female,21,5,4,4,13,7,27
human,23,1,1,45,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.269,threat,female,21,5,4,4,13,7,27
human,23,1,1,46,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.602,threat,female,21,5,4,4,13,7,27
human,23,1,1,47,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,4.441,threat,female,21,5,4,4,13,7,27
human,23,1,1,48,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.002,threat,female,21,5,4,4,13,7,27
human,23,1,1,49,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,1.203,neutral,female,21,5,4,4,13,7,27
human,23,1,1,50,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.969,neutral,female,21,5,4,4,13,7,27
human,23,1,1,51,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.542,neutral,female,21,5,4,4,13,7,27
human,23,1,1,52,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.294,neutral,female,21,5,4,4,13,7,27
human,23,1,1,53,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.676,neutral,female,21,5,4,4,13,7,27
human,23,1,1,54,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.881,neutral,female,21,5,4,4,13,7,27
human,23,1,1,55,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.582,neutral,female,21,5,4,4,13,7,27
human,23,1,1,56,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.428,threat,female,21,5,4,4,13,7,27
human,23,1,1,57,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.968,threat,female,21,5,4,4,13,7,27
human,23,1,1,58,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,1.436,threat,female,21,5,4,4,13,7,27
human,23,1,1,59,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,1.399,threat,female,21,5,4,4,13,7,27
human,23,1,1,60,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.265,threat,female,21,5,4,4,13,7,27
human,23,1,1,61,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.59,threat,female,21,5,4,4,13,7,27
human,23,1,1,62,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.631,threat,female,21,5,4,4,13,7,27
human,23,1,1,63,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,1.33,neutral,female,21,5,4,4,13,7,27
human,23,1,1,64,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,1.204,neutral,female,21,5,4,4,13,7,27
human,23,1,1,65,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.974,neutral,female,21,5,4,4,13,7,27
human,23,1,1,66,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.563,neutral,female,21,5,4,4,13,7,27
human,23,1,1,67,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,1.135,neutral,female,21,5,4,4,13,7,27
human,23,1,1,68,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.842,neutral,female,21,5,4,4,13,7,27
human,23,1,1,69,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,1.092,neutral,female,21,5,4,4,13,7,27
human,23,1,1,70,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,1.341,threat,female,21,5,4,4,13,7,27
human,23,1,1,71,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,1.047,threat,female,21,5,4,4,13,7,27
human,23,1,1,72,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,0.952,threat,female,21,5,4,4,13,7,27
human,23,1,1,73,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.6,threat,female,21,5,4,4,13,7,27
human,23,1,1,74,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.818,threat,female,21,5,4,4,13,7,27
human,23,1,1,75,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.478,threat,female,21,5,4,4,13,7,27
human,23,1,1,76,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.666,threat,female,21,5,4,4,13,7,27
human,23,1,1,77,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.671,threat,female,21,5,4,4,13,7,27
human,23,1,1,78,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.709,neutral,female,21,5,4,4,13,7,27
human,23,1,1,79,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.678,neutral,female,21,5,4,4,13,7,27
human,23,1,1,80,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.339,neutral,female,21,5,4,4,13,7,27
human,23,1,1,81,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.614,neutral,female,21,5,4,4,13,7,27
human,23,1,1,82,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,0.559,neutral,female,21,5,4,4,13,7,27
human,23,1,1,83,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,0.615,neutral,female,21,5,4,4,13,7,27
human,23,1,1,84,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.631,neutral,female,21,5,4,4,13,7,27
human,23,1,1,85,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.473,threat,female,21,5,4,4,13,7,27
human,23,1,1,86,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.263,threat,female,21,5,4,4,13,7,27
human,23,1,1,87,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.348,threat,female,21,5,4,4,13,7,27
human,23,1,1,88,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.347,threat,female,21,5,4,4,13,7,27
human,23,1,1,89,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.868,threat,female,21,5,4,4,13,7,27
human,23,1,1,90,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.617,neutral,female,21,5,4,4,13,7,27
human,23,1,1,91,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.813,neutral,female,21,5,4,4,13,7,27
human,23,1,1,92,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.576,neutral,female,21,5,4,4,13,7,27
human,23,1,1,93,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.31,neutral,female,21,5,4,4,13,7,27
human,23,1,1,94,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,1.101,neutral,female,21,5,4,4,13,7,27
human,23,1,1,95,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.782,neutral,female,21,5,4,4,13,7,27
human,23,1,1,96,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.411,neutral,female,21,5,4,4,13,7,27
human,23,1,1,97,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.366,threat,female,21,5,4,4,13,7,27
human,23,1,1,98,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.63,threat,female,21,5,4,4,13,7,27
human,24,1,1,1,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.574,threat,male,21,13,7,5,12,8,43
human,24,1,1,2,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.728,threat,male,21,13,7,5,12,8,43
human,24,1,1,3,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.493,threat,male,21,13,7,5,12,8,43
human,24,1,1,4,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.596,threat,male,21,13,7,5,12,8,43
human,24,1,1,5,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.409,threat,male,21,13,7,5,12,8,43
human,24,1,1,6,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.629,threat,male,21,13,7,5,12,8,43
human,24,1,1,7,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.551,neutral,male,21,13,7,5,12,8,43
human,24,1,1,8,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.481,neutral,male,21,13,7,5,12,8,43
human,24,1,1,9,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.58,neutral,male,21,13,7,5,12,8,43
human,24,1,1,10,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.61,neutral,male,21,13,7,5,12,8,43
human,24,1,1,11,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.885,neutral,male,21,13,7,5,12,8,43
human,24,1,1,12,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,L,0.4;1.6,0.434,neutral,male,21,13,7,5,12,8,43
human,24,1,1,13,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.555,neutral,male,21,13,7,5,12,8,43
human,24,1,1,14,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.4,S,0.4;1.6,0.684,threat,male,21,13,7,5,12,8,43
human,24,1,1,15,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.773,threat,male,21,13,7,5,12,8,43
human,24,1,1,16,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.54,threat,male,21,13,7,5,12,8,43
human,24,1,1,17,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.737,threat,male,21,13,7,5,12,8,43
human,24,1,1,18,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.479,threat,male,21,13,7,5,12,8,43
human,24,1,1,19,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.419,threat,male,21,13,7,5,12,8,43
human,24,1,1,20,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,3.039,threat,male,21,13,7,5,12,8,43
human,24,1,1,21,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.806,neutral,male,21,13,7,5,12,8,43
human,24,1,1,22,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.396,neutral,male,21,13,7,5,12,8,43
human,24,1,1,23,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.765,neutral,male,21,13,7,5,12,8,43
human,24,1,1,24,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,2.176,neutral,male,21,13,7,5,12,8,43
human,24,1,1,25,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.673,neutral,male,21,13,7,5,12,8,43
human,24,1,1,26,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.346,neutral,male,21,13,7,5,12,8,43
human,24,1,1,27,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.589,neutral,male,21,13,7,5,12,8,43
human,24,1,1,28,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.6,S,0.4;1.6,0.368,threat,male,21,13,7,5,12,8,43
human,24,1,1,29,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.354,threat,male,21,13,7,5,12,8,43
human,24,1,1,30,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.631,threat,male,21,13,7,5,12,8,43
human,24,1,1,31,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.352,threat,male,21,13,7,5,12,8,43
human,24,1,1,32,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.541,threat,male,21,13,7,5,12,8,43
human,24,1,1,33,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.401,threat,male,21,13,7,5,12,8,43
human,24,1,1,34,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.915,threat,male,21,13,7,5,12,8,43
human,24,1,1,35,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.514,neutral,male,21,13,7,5,12,8,43
human,24,1,1,36,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.627,neutral,male,21,13,7,5,12,8,43
human,24,1,1,37,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,1.905,neutral,male,21,13,7,5,12,8,43
human,24,1,1,38,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.513,neutral,male,21,13,7,5,12,8,43
human,24,1,1,39,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.592,neutral,male,21,13,7,5,12,8,43
human,24,1,1,40,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.693,neutral,male,21,13,7,5,12,8,43
human,24,1,1,41,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.59,neutral,male,21,13,7,5,12,8,43
human,24,1,1,42,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,0.8,S,0.4;1.6,0.69,threat,male,21,13,7,5,12,8,43
human,24,1,1,43,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.443,threat,male,21,13,7,5,12,8,43
human,24,1,1,44,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.465,threat,male,21,13,7,5,12,8,43
human,24,1,1,45,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.062,threat,male,21,13,7,5,12,8,43
human,24,1,1,46,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.069,threat,male,21,13,7,5,12,8,43
human,24,1,1,47,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.394,threat,male,21,13,7,5,12,8,43
human,24,1,1,48,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,3.048,threat,male,21,13,7,5,12,8,43
human,24,1,1,49,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.327,neutral,male,21,13,7,5,12,8,43
human,24,1,1,50,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.635,neutral,male,21,13,7,5,12,8,43
human,24,1,1,51,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.683,neutral,male,21,13,7,5,12,8,43
human,24,1,1,52,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,0.49,neutral,male,21,13,7,5,12,8,43
human,24,1,1,53,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,0.497,neutral,male,21,13,7,5,12,8,43
human,24,1,1,54,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.543,neutral,male,21,13,7,5,12,8,43
human,24,1,1,55,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,L,0.4;1.6,1.483,neutral,male,21,13,7,5,12,8,43
human,24,1,1,56,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1,S,0.4;1.6,1.062,threat,male,21,13,7,5,12,8,43
human,24,1,1,57,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.404,threat,male,21,13,7,5,12,8,43
human,24,1,1,58,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.299,threat,male,21,13,7,5,12,8,43
human,24,1,1,59,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.413,threat,male,21,13,7,5,12,8,43
human,24,1,1,60,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.606,threat,male,21,13,7,5,12,8,43
human,24,1,1,61,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.91,threat,male,21,13,7,5,12,8,43
human,24,1,1,62,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,2.642,threat,male,21,13,7,5,12,8,43
human,24,1,1,63,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.599,neutral,male,21,13,7,5,12,8,43
human,24,1,1,64,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,1.061,neutral,male,21,13,7,5,12,8,43
human,24,1,1,65,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,1.171,neutral,male,21,13,7,5,12,8,43
human,24,1,1,66,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,0.432,neutral,male,21,13,7,5,12,8,43
human,24,1,1,67,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,S,0.4;1.6,2.172,neutral,male,21,13,7,5,12,8,43
human,24,1,1,68,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.347,neutral,male,21,13,7,5,12,8,43
human,24,1,1,69,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.477,neutral,male,21,13,7,5,12,8,43
human,24,1,1,70,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.2,L,0.4;1.6,0.486,threat,male,21,13,7,5,12,8,43
human,24,1,1,71,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.342,threat,male,21,13,7,5,12,8,43
human,24,1,1,72,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,1.856,threat,male,21,13,7,5,12,8,43
human,24,1,1,73,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.326,threat,male,21,13,7,5,12,8,43
human,24,1,1,74,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.302,threat,male,21,13,7,5,12,8,43
human,24,1,1,75,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.351,threat,male,21,13,7,5,12,8,43
human,24,1,1,76,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.281,threat,male,21,13,7,5,12,8,43
human,24,1,1,77,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.291,threat,male,21,13,7,5,12,8,43
human,24,1,1,78,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.363,neutral,male,21,13,7,5,12,8,43
human,24,1,1,79,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.337,neutral,male,21,13,7,5,12,8,43
human,24,1,1,80,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.577,neutral,male,21,13,7,5,12,8,43
human,24,1,1,81,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,1.324,neutral,male,21,13,7,5,12,8,43
human,24,1,1,82,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,S,0.4;1.6,2.609,neutral,male,21,13,7,5,12,8,43
human,24,1,1,83,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,0.5,neutral,male,21,13,7,5,12,8,43
human,24,1,1,84,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.4,L,0.4;1.6,5.033,neutral,male,21,13,7,5,12,8,43
human,24,1,1,85,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.321,threat,male,21,13,7,5,12,8,43
human,24,1,1,86,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.274,threat,male,21,13,7,5,12,8,43
human,24,1,1,87,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.304,threat,male,21,13,7,5,12,8,43
human,24,1,1,88,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.812,threat,male,21,13,7,5,12,8,43
human,24,1,1,89,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.349,threat,male,21,13,7,5,12,8,43
human,24,1,1,90,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.473,neutral,male,21,13,7,5,12,8,43
human,24,1,1,91,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.603,neutral,male,21,13,7,5,12,8,43
human,24,1,1,92,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.675,neutral,male,21,13,7,5,12,8,43
human,24,1,1,93,Visual,TB,0.4;0.6;0.8;1;1.2;1.4;1.6,1.6,L,0.4;1.6,0.298,neutral,male,21,13,7,5,12,8,43
