Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Congruency,Practice
Human,1,1,1,1,Visual,TR,2.4,2.4,0.002,0,Training
Human,1,1,1,2,Visual,TR,2.4,2.4,4.613,1,Training
Human,1,1,1,3,Visual,TR,0.8,0.8,0.9,1,Training
Human,1,1,1,4,Visual,TR,2.4,2.4,1.301,1,Training
Human,1,1,1,5,Visual,TR,0.8,0.8,1.359,0,Training
Human,1,1,1,6,Visual,TR,0.8,0.8,1.011,0,Training
Human,1,1,1,7,Visual,TR,2.4,2.4,2.098,0,Training
Human,1,1,1,8,Visual,TR,0.8,0.8,0.805,1,Training
Human,1,1,2,1,Visual,TR,2.4,2.4,1.448,0,Testing
Human,1,1,2,2,Visual,TR,0.8,0.8,1.135,1,Testing
Human,1,1,2,3,Visual,TR,0.8,0.8,1.046,1,Testing
Human,1,1,2,4,Visual,TR,2.4,2.4,2.028,1,Testing
Human,1,1,2,5,Visual,TR,0.8,0.8,1.16,0,Testing
Human,1,1,2,6,Visual,TR,2.4,2.4,1.675,0,Testing
Human,1,1,2,7,Visual,TR,0.8,0.8,1.04,1,Testing
Human,1,1,2,8,Visual,TR,0.8,0.8,1.269,0,Testing
Human,1,1,2,9,Visual,TR,2.4,2.4,2.23,1,Testing
Human,1,1,2,10,Visual,TR,2.4,2.4,1.537,1,Testing
Human,1,1,2,11,Visual,TR,0.8,0.8,1.795,0,Testing
Human,1,1,2,12,Visual,TR,2.4,2.4,1.366,1,Testing
Human,1,1,2,13,Visual,TR,2.4,2.4,2.179,0,Testing
Human,1,1,2,14,Visual,TR,2.4,2.4,2.277,0,Testing
Human,1,1,2,15,Visual,TR,0.8,0.8,1.697,1,Testing
Human,1,1,2,16,Visual,TR,2.4,2.4,1.634,0,Testing
Human,1,1,2,17,Visual,TR,0.8,0.8,1.479,0,Testing
Human,1,1,2,18,Visual,TR,0.8,0.8,1.644,0,Testing
Human,1,1,2,19,Visual,TR,0.8,0.8,1.666,1,Testing
Human,1,1,2,20,Visual,TR,0.8,0.8,1.668,1,Testing
Human,1,1,2,21,Visual,TR,0.8,0.8,1.597,0,Testing
Human,1,1,2,22,Visual,TR,0.8,0.8,1.404,1,Testing
Human,1,1,2,23,Visual,TR,0.8,0.8,1.673,0,Testing
Human,1,1,2,24,Visual,TR,2.4,2.4,1.636,1,Testing
Human,1,1,2,25,Visual,TR,2.4,2.4,2.152,0,Testing
Human,1,1,2,26,Visual,TR,0.8,0.8,1.771,1,Testing
Human,1,1,2,27,Visual,TR,0.8,0.8,1.444,0,Testing
Human,1,1,2,28,Visual,TR,2.4,2.4,1.713,1,Testing
Human,1,1,2,29,Visual,TR,2.4,2.4,1.614,1,Testing
Human,1,1,2,30,Visual,TR,2.4,2.4,1.596,1,Testing
Human,1,1,2,31,Visual,TR,2.4,2.4,1.345,0,Testing
Human,1,1,2,32,Visual,TR,2.4,2.4,2.217,0,Testing
Human,1,1,3,1,Visual,TR,0.8,0.8,1.524,1,Testing
Human,1,1,3,2,Visual,TR,2.4,2.4,2.216,0,Testing
Human,1,1,3,3,Visual,TR,0.8,0.8,1.858,1,Testing
Human,1,1,3,4,Visual,TR,2.4,2.4,1.706,0,Testing
Human,1,1,3,5,Visual,TR,2.4,2.4,1.989,0,Testing
Human,1,1,3,6,Visual,TR,2.4,2.4,2.527,1,Testing
Human,1,1,3,7,Visual,TR,2.4,2.4,1.741,0,Testing
Human,1,1,3,8,Visual,TR,2.4,2.4,2.101,1,Testing
Human,1,1,3,9,Visual,TR,2.4,2.4,1.631,1,Testing
Human,1,1,3,10,Visual,TR,0.8,0.8,1.018,1,Testing
Human,1,1,3,11,Visual,TR,2.4,2.4,1.274,1,Testing
Human,1,1,3,12,Visual,TR,2.4,2.4,1.622,0,Testing
Human,1,1,3,13,Visual,TR,0.8,0.8,1.359,1,Testing
Human,1,1,3,14,Visual,TR,0.8,0.8,1.371,1,Testing
Human,1,1,3,15,Visual,TR,2.4,2.4,1.98,1,Testing
Human,1,1,3,16,Visual,TR,0.8,0.8,1.819,1,Testing
Human,1,1,3,17,Visual,TR,0.8,0.8,1.524,0,Testing
Human,1,1,3,18,Visual,TR,2.4,2.4,2.282,0,Testing
Human,1,1,3,19,Visual,TR,2.4,2.4,2.199,1,Testing
Human,1,1,3,20,Visual,TR,0.8,0.8,2.197,0,Testing
Human,1,1,3,21,Visual,TR,2.4,2.4,2.529,0,Testing
Human,1,1,3,22,Visual,TR,0.8,0.8,1.022,1,Testing
Human,1,1,3,23,Visual,TR,0.8,0.8,0.576,0,Testing
Human,1,1,3,24,Visual,TR,0.8,0.8,1.002,0,Testing
Human,1,1,3,25,Visual,TR,0.8,0.8,1.111,0,Testing
Human,1,1,3,26,Visual,TR,0.8,0.8,1.162,0,Testing
Human,1,1,3,27,Visual,TR,0.8,0.8,1.088,0,Testing
Human,1,1,3,28,Visual,TR,0.8,0.8,1.175,1,Testing
Human,1,1,3,29,Visual,TR,0.8,0.8,0.918,0,Testing
Human,1,1,3,30,Visual,TR,2.4,2.4,2.714,1,Testing
Human,1,1,3,31,Visual,TR,2.4,2.4,1.74,0,Testing
Human,1,1,3,32,Visual,TR,2.4,2.4,2.725,1,Testing
Human,1,1,4,1,Visual,TR,0.8,0.8,1.59,0,Testing
Human,1,1,4,2,Visual,TR,2.4,2.4,3.137,1,Testing
Human,1,1,4,3,Visual,TR,2.4,2.4,2.034,1,Testing
Human,1,1,4,4,Visual,TR,0.8,0.8,2.069,0,Testing
Human,1,1,4,5,Visual,TR,2.4,2.4,2.432,1,Testing
Human,1,1,4,6,Visual,TR,2.4,2.4,2.113,0,Testing
Human,1,1,4,7,Visual,TR,2.4,2.4,2.293,1,Testing
Human,1,1,4,8,Visual,TR,0.8,0.8,1.101,1,Testing
Human,1,1,4,9,Visual,TR,2.4,2.4,2.302,0,Testing
Human,1,1,4,10,Visual,TR,2.4,2.4,2.557,1,Testing
Human,1,1,4,11,Visual,TR,0.8,0.8,1.843,1,Testing
Human,1,1,4,12,Visual,TR,0.8,0.8,1.554,0,Testing
Human,1,1,4,13,Visual,TR,0.8,0.8,2.156,1,Testing
Human,1,1,4,14,Visual,TR,0.8,0.8,1.393,0,Testing
Human,1,1,4,15,Visual,TR,0.8,0.8,1.733,0,Testing
Human,1,1,4,16,Visual,TR,0.8,0.8,1.588,1,Testing
Human,1,1,4,17,Visual,TR,2.4,2.4,1.951,1,Testing
Human,1,1,4,18,Visual,TR,2.4,2.4,2.633,0,Testing
Human,1,1,4,19,Visual,TR,2.4,2.4,2.078,0,Testing
Human,1,1,4,20,Visual,TR,2.4,2.4,2.074,0,Testing
Human,1,1,4,21,Visual,TR,2.4,2.4,2.18,1,Testing
Human,1,1,4,22,Visual,TR,0.8,0.8,2.149,0,Testing
Human,1,1,4,23,Visual,TR,0.8,0.8,0.27,1,Testing
Human,1,1,4,24,Visual,TR,0.8,0.8,1.812,1,Testing
Human,1,1,4,25,Visual,TR,2.4,2.4,2.275,1,Testing
Human,1,1,4,26,Visual,TR,2.4,2.4,2.263,0,Testing
Human,1,1,4,27,Visual,TR,2.4,2.4,2.207,0,Testing
Human,1,1,4,28,Visual,TR,0.8,0.8,0.542,0,Testing
Human,1,1,4,29,Visual,TR,2.4,2.4,1.822,0,Testing
Human,1,1,4,30,Visual,TR,0.8,0.8,0.968,0,Testing
Human,1,1,4,31,Visual,TR,0.8,0.8,1.056,1,Testing
Human,1,1,4,32,Visual,TR,0.8,0.8,0.79,1,Testing
Human,1,1,5,1,Visual,TR,0.8,0.8,1.085,1,Testing
Human,1,1,5,2,Visual,TR,2.4,2.4,2.33,0,Testing
Human,1,1,5,3,Visual,TR,2.4,2.4,1.791,1,Testing
Human,1,1,5,4,Visual,TR,0.8,0.8,2.084,0,Testing
Human,1,1,5,5,Visual,TR,2.4,2.4,2.29,0,Testing
Human,1,1,5,6,Visual,TR,2.4,2.4,2.714,0,Testing
Human,1,1,5,7,Visual,TR,2.4,2.4,2.388,1,Testing
Human,1,1,5,8,Visual,TR,0.8,0.8,2.191,1,Testing
Human,1,1,5,9,Visual,TR,0.8,0.8,4.026,1,Testing
Human,1,1,5,10,Visual,TR,0.8,0.8,1.29,0,Testing
Human,1,1,5,11,Visual,TR,0.8,0.8,2.356,1,Testing
Human,1,1,5,12,Visual,TR,2.4,2.4,2.295,1,Testing
Human,1,1,5,13,Visual,TR,0.8,0.8,1.367,1,Testing
Human,1,1,5,14,Visual,TR,0.8,0.8,1.556,0,Testing
Human,1,1,5,15,Visual,TR,0.8,0.8,1.05,1,Testing
Human,1,1,5,16,Visual,TR,2.4,2.4,2.01,1,Testing
Human,1,1,5,17,Visual,TR,0.8,0.8,1.322,0,Testing
Human,1,1,5,18,Visual,TR,0.8,0.8,1.607,0,Testing
Human,1,1,5,19,Visual,TR,0.8,0.8,1.629,0,Testing
Human,1,1,5,20,Visual,TR,2.4,2.4,1.904,0,Testing
Human,1,1,5,21,Visual,TR,2.4,2.4,2.529,1,Testing
Human,1,1,5,22,Visual,TR,0.8,0.8,2.568,1,Testing
Human,1,1,5,23,Visual,TR,0.8,0.8,1.774,1,Testing
Human,1,1,5,24,Visual,TR,2.4,2.4,2.643,1,Testing
Human,1,1,5,25,Visual,TR,0.8,0.8,1.994,0,Testing
Human,1,1,5,26,Visual,TR,2.4,2.4,1.965,0,Testing
Human,1,1,5,27,Visual,TR,2.4,2.4,2.297,1,Testing
Human,1,1,5,28,Visual,TR,2.4,2.4,2.203,0,Testing
Human,1,1,5,29,Visual,TR,2.4,2.4,2.847,0,Testing
Human,1,1,5,30,Visual,TR,2.4,2.4,2.262,0,Testing
Human,1,1,5,31,Visual,TR,2.4,2.4,2.261,1,Testing
Human,1,1,5,32,Visual,TR,0.8,0.8,2.68,0,Testing
Human,1,1,6,1,Visual,TR,2.4,2.4,1.695,1,Testing
Human,1,1,6,2,Visual,TR,2.4,2.4,2.583,1,Testing
Human,1,1,6,3,Visual,TR,2.4,2.4,2.122,1,Testing
Human,1,1,6,4,Visual,TR,2.4,2.4,2.725,1,Testing
Human,1,1,6,5,Visual,TR,2.4,2.4,2.154,0,Testing
Human,1,1,6,6,Visual,TR,0.8,0.8,1.758,1,Testing
Human,1,1,6,7,Visual,TR,2.4,2.4,2.194,1,Testing
Human,1,1,6,8,Visual,TR,0.8,0.8,1.63,1,Testing
Human,1,1,6,9,Visual,TR,0.8,0.8,2.259,1,Testing
Human,1,1,6,10,Visual,TR,2.4,2.4,2.25,0,Testing
Human,1,1,6,11,Visual,TR,2.4,2.4,2.195,0,Testing
Human,1,1,6,12,Visual,TR,0.8,0.8,1.837,1,Testing
Human,1,1,6,13,Visual,TR,2.4,2.4,2.442,0,Testing
Human,1,1,6,14,Visual,TR,2.4,2.4,2.294,1,Testing
Human,1,1,6,15,Visual,TR,0.8,0.8,1.414,1,Testing
Human,1,1,6,16,Visual,TR,2.4,2.4,2.293,0,Testing
Human,1,1,6,17,Visual,TR,2.4,2.4,1.614,0,Testing
Human,1,1,6,18,Visual,TR,0.8,0.8,0.924,0,Testing
Human,1,1,6,19,Visual,TR,0.8,0.8,0.899,0,Testing
Human,1,1,6,20,Visual,TR,0.8,0.8,1.069,0,Testing
Human,1,1,6,21,Visual,TR,0.8,0.8,1.286,1,Testing
Human,1,1,6,22,Visual,TR,0.8,0.8,1.597,0,Testing
Human,1,1,6,23,Visual,TR,0.8,0.8,1.265,0,Testing
Human,1,1,6,24,Visual,TR,0.8,0.8,0.981,1,Testing
Human,1,1,6,25,Visual,TR,2.4,2.4,1.925,1,Testing
Human,1,1,6,26,Visual,TR,2.4,2.4,2.563,0,Testing
Human,1,1,6,27,Visual,TR,0.8,0.8,1.777,0,Testing
Human,1,1,6,28,Visual,TR,0.8,0.8,1.859,0,Testing
Human,1,1,6,29,Visual,TR,2.4,2.4,2.851,1,Testing
Human,1,1,6,30,Visual,TR,0.8,0.8,2.721,1,Testing
Human,1,1,6,31,Visual,TR,2.4,2.4,2.174,0,Testing
Human,1,1,6,32,Visual,TR,0.8,0.8,2.205,0,Testing
Human,1,1,7,1,Visual,TR,2.4,2.4,2.645,1,Testing
Human,1,1,7,2,Visual,TR,2.4,2.4,2.266,1,Testing
Human,1,1,7,3,Visual,TR,2.4,2.4,2.622,1,Testing
Human,1,1,7,4,Visual,TR,0.8,0.8,1.775,1,Testing
Human,1,1,7,5,Visual,TR,2.4,2.4,2.077,0,Testing
Human,1,1,7,6,Visual,TR,2.4,2.4,2.81,0,Testing
Human,1,1,7,7,Visual,TR,0.8,0.8,5.111,0,Testing
Human,1,1,7,8,Visual,TR,2.4,2.4,2.043,1,Testing
Human,1,1,7,9,Visual,TR,0.8,0.8,2.272,0,Testing
Human,1,1,7,10,Visual,TR,2.4,2.4,2.572,1,Testing
Human,1,1,7,11,Visual,TR,2.4,2.4,2.849,1,Testing
Human,1,1,7,12,Visual,TR,0.8,0.8,2.432,0,Testing
Human,1,1,7,13,Visual,TR,0.8,0.8,1.732,1,Testing
Human,1,1,7,14,Visual,TR,0.8,0.8,1.85,1,Testing
Human,1,1,7,15,Visual,TR,2.4,2.4,2.635,0,Testing
Human,1,1,7,16,Visual,TR,2.4,2.4,2.285,0,Testing
Human,1,1,7,17,Visual,TR,0.8,0.8,1.677,0,Testing
Human,1,1,7,18,Visual,TR,0.8,0.8,0.855,0,Testing
Human,1,1,7,19,Visual,TR,0.8,0.8,1.529,0,Testing
Human,1,1,7,20,Visual,TR,2.4,2.4,2.329,0,Testing
Human,1,1,7,21,Visual,TR,0.8,0.8,1.527,1,Testing
Human,1,1,7,22,Visual,TR,2.4,2.4,2.197,0,Testing
Human,1,1,7,23,Visual,TR,2.4,2.4,2.327,0,Testing
Human,1,1,7,24,Visual,TR,0.8,0.8,2.047,0,Testing
Human,1,1,7,25,Visual,TR,2.4,2.4,2.356,1,Testing
Human,1,1,7,26,Visual,TR,0.8,0.8,2.287,1,Testing
Human,1,1,7,27,Visual,TR,0.8,0.8,2.271,0,Testing
Human,1,1,7,28,Visual,TR,0.8,0.8,2.29,1,Testing
Human,1,1,7,29,Visual,TR,0.8,0.8,2.249,1,Testing
Human,1,1,7,30,Visual,TR,2.4,2.4,2.495,1,Testing
Human,1,1,7,31,Visual,TR,2.4,2.4,2.557,0,Testing
Human,1,1,7,32,Visual,TR,0.8,0.8,2.146,1,Testing
Human,1,1,8,1,Visual,TR,2.4,2.4,1.413,1,Testing
Human,1,1,8,2,Visual,TR,2.4,2.4,2.726,1,Testing
Human,1,1,8,3,Visual,TR,0.8,0.8,2.115,0,Testing
Human,1,1,8,4,Visual,TR,2.4,2.4,2.696,1,Testing
Human,1,1,8,5,Visual,TR,0.8,0.8,2.373,1,Testing
Human,1,1,8,6,Visual,TR,2.4,2.4,2.557,0,Testing
Human,1,1,8,7,Visual,TR,2.4,2.4,2.505,1,Testing
Human,1,1,8,8,Visual,TR,2.4,2.4,2.442,0,Testing
Human,1,1,8,9,Visual,TR,2.4,2.4,3.009,1,Testing
Human,1,1,8,10,Visual,TR,2.4,2.4,2.07,1,Testing
Human,1,1,8,11,Visual,TR,0.8,0.8,1.954,0,Testing
Human,1,1,8,12,Visual,TR,0.8,0.8,1.654,1,Testing
Human,1,1,8,13,Visual,TR,0.8,0.8,1.549,0,Testing
Human,1,1,8,14,Visual,TR,0.8,0.8,1.417,0,Testing
Human,1,1,8,15,Visual,TR,0.8,0.8,1.712,0,Testing
Human,1,1,8,16,Visual,TR,0.8,0.8,1.685,0,Testing
Human,1,1,8,17,Visual,TR,2.4,2.4,2.451,0,Testing
Human,1,1,8,18,Visual,TR,2.4,2.4,2.392,1,Testing
Human,1,1,8,19,Visual,TR,0.8,0.8,1.966,1,Testing
Human,1,1,8,20,Visual,TR,0.8,0.8,2.348,1,Testing
Human,1,1,8,21,Visual,TR,2.4,2.4,2.308,0,Testing
Human,1,1,8,22,Visual,TR,0.8,0.8,3.024,0,Testing
Human,1,1,8,23,Visual,TR,2.4,2.4,3.081,1,Testing
Human,1,1,8,24,Visual,TR,0.8,0.8,2.623,1,Testing
Human,1,1,8,25,Visual,TR,0.8,0.8,2.455,1,Testing
Human,1,1,8,26,Visual,TR,2.4,2.4,2.614,0,Testing
Human,1,1,8,27,Visual,TR,0.8,0.8,2.636,1,Testing
Human,1,1,8,28,Visual,TR,0.8,0.8,2.273,1,Testing
Human,1,1,8,29,Visual,TR,0.8,0.8,1.54,0,Testing
Human,1,1,8,30,Visual,TR,2.4,2.4,1.973,0,Testing
Human,1,1,8,31,Visual,TR,2.4,2.4,2.563,0,Testing
Human,1,1,8,32,Visual,TR,2.4,2.4,2.672,0,Testing
Human,1,1,9,1,Visual,TR,0.8,0.8,2.012,1,Testing
Human,1,1,9,2,Visual,TR,2.4,2.4,1.595,0,Testing
Human,1,1,9,3,Visual,TR,2.4,2.4,2.23,1,Testing
Human,1,1,9,4,Visual,TR,0.8,0.8,1.651,0,Testing
Human,1,1,9,5,Visual,TR,2.4,2.4,1.955,0,Testing
Human,1,1,9,6,Visual,TR,2.4,2.4,2.718,0,Testing
Human,1,1,9,7,Visual,TR,2.4,2.4,2.515,0,Testing
Human,1,1,9,8,Visual,TR,0.8,0.8,2.382,1,Testing
Human,1,1,9,9,Visual,TR,0.8,0.8,4.799,0,Testing
Human,1,1,9,10,Visual,TR,0.8,0.8,2.202,0,Testing
Human,1,1,9,11,Visual,TR,0.8,0.8,2.383,0,Testing
Human,1,1,9,12,Visual,TR,0.8,0.8,2.345,1,Testing
Human,1,1,9,13,Visual,TR,0.8,0.8,2.267,1,Testing
Human,1,1,9,14,Visual,TR,2.4,2.4,2.99,0,Testing
Human,1,1,9,15,Visual,TR,2.4,2.4,3.223,0,Testing
Human,1,1,9,16,Visual,TR,2.4,2.4,2.6,1,Testing
Human,1,1,9,17,Visual,TR,0.8,0.8,2.535,0,Testing
Human,1,1,9,18,Visual,TR,2.4,2.4,2.093,1,Testing
Human,1,1,9,19,Visual,TR,0.8,0.8,2.181,0,Testing
Human,1,1,9,20,Visual,TR,0.8,0.8,1.703,1,Testing
Human,1,1,9,21,Visual,TR,2.4,2.4,2.239,1,Testing
Human,1,1,9,22,Visual,TR,2.4,2.4,2.395,1,Testing
Human,1,1,9,23,Visual,TR,0.8,0.8,1.575,1,Testing
Human,1,1,9,24,Visual,TR,2.4,2.4,2.294,0,Testing
Human,1,1,9,25,Visual,TR,0.8,0.8,1.846,0,Testing
Human,1,1,9,26,Visual,TR,2.4,2.4,2.572,1,Testing
Human,1,1,9,27,Visual,TR,2.4,2.4,2.572,1,Testing
Human,1,1,9,28,Visual,TR,2.4,2.4,2.771,1,Testing
Human,1,1,9,29,Visual,TR,0.8,0.8,2.635,1,Testing
Human,1,1,9,30,Visual,TR,0.8,0.8,1.653,1,Testing
Human,1,1,9,31,Visual,TR,0.8,0.8,1.611,0,Testing
Human,1,1,9,32,Visual,TR,2.4,2.4,2.163,0,Testing
Human,1,1,10,1,Visual,TR,0.8,0.8,1.721,1,Testing
Human,1,1,10,2,Visual,TR,2.4,2.4,2.709,1,Testing
Human,1,1,10,3,Visual,TR,0.8,0.8,1.807,0,Testing
Human,1,1,10,4,Visual,TR,0.8,0.8,2.477,1,Testing
Human,1,1,10,5,Visual,TR,0.8,0.8,2.498,0,Testing
Human,1,1,10,6,Visual,TR,0.8,0.8,2.154,1,Testing
Human,1,1,10,7,Visual,TR,2.4,2.4,2.885,0,Testing
Human,1,1,10,8,Visual,TR,2.4,2.4,2.923,1,Testing
Human,1,1,10,9,Visual,TR,0.8,0.8,2.794,0,Testing
Human,1,1,10,10,Visual,TR,2.4,2.4,2.14,1,Testing
Human,1,1,10,11,Visual,TR,0.8,0.8,2.126,1,Testing
Human,1,1,10,12,Visual,TR,0.8,0.8,2.316,0,Testing
Human,1,1,10,13,Visual,TR,2.4,2.4,1.919,0,Testing
Human,1,1,10,14,Visual,TR,2.4,2.4,2.275,0,Testing
Human,1,1,10,15,Visual,TR,0.8,0.8,2.317,1,Testing
Human,1,1,10,16,Visual,TR,0.8,0.8,1.837,1,Testing
Human,1,1,10,17,Visual,TR,2.4,2.4,2.087,1,Testing
Human,1,1,10,18,Visual,TR,2.4,2.4,2.614,1,Testing
Human,1,1,10,19,Visual,TR,2.4,2.4,2.532,1,Testing
Human,1,1,10,20,Visual,TR,0.8,0.8,3.155,0,Testing
Human,1,1,10,21,Visual,TR,0.8,0.8,2.153,0,Testing
Human,1,1,10,22,Visual,TR,0.8,0.8,4.484,0,Testing
Human,1,1,10,23,Visual,TR,2.4,2.4,2.418,1,Testing
Human,1,1,10,24,Visual,TR,2.4,2.4,2.762,0,Testing
Human,1,1,10,25,Visual,TR,2.4,2.4,2.06,0,Testing
Human,1,1,10,26,Visual,TR,2.4,2.4,2.332,0,Testing
Human,1,1,10,27,Visual,TR,0.8,0.8,1.47,1,Testing
Human,1,1,10,28,Visual,TR,2.4,2.4,2.288,0,Testing
Human,1,1,10,29,Visual,TR,2.4,2.4,2.88,1,Testing
Human,1,1,10,30,Visual,TR,0.8,0.8,2.195,0,Testing
Human,1,1,10,31,Visual,TR,2.4,2.4,2.327,0,Testing
Human,1,1,10,32,Visual,TR,0.8,0.8,3.236,1,Testing
Human,1,1,11,1,Visual,TR,2.4,2.4,1.645,1,Testing
Human,1,1,11,2,Visual,TR,2.4,2.4,1.441,1,Testing
Human,1,1,11,3,Visual,TR,2.4,2.4,2.863,0,Testing
Human,1,1,11,4,Visual,TR,0.8,0.8,2.128,1,Testing
Human,1,1,11,5,Visual,TR,2.4,2.4,2.357,0,Testing
Human,1,1,11,6,Visual,TR,0.8,0.8,1.985,1,Testing
Human,1,1,11,7,Visual,TR,0.8,0.8,2.084,0,Testing
Human,1,1,11,8,Visual,TR,2.4,2.4,3.026,0,Testing
Human,1,1,11,9,Visual,TR,0.8,0.8,2.157,1,Testing
Human,1,1,11,10,Visual,TR,2.4,2.4,2.113,1,Testing
Human,1,1,11,11,Visual,TR,0.8,0.8,2.285,0,Testing
Human,1,1,11,12,Visual,TR,2.4,2.4,2.922,0,Testing
Human,1,1,11,13,Visual,TR,0.8,0.8,3.093,0,Testing
Human,1,1,11,14,Visual,TR,0.8,0.8,2.493,0,Testing
Human,1,1,11,15,Visual,TR,0.8,0.8,2.125,1,Testing
Human,1,1,11,16,Visual,TR,2.4,2.4,2.53,1,Testing
Human,1,1,11,17,Visual,TR,0.8,0.8,2.539,1,Testing
Human,1,1,11,18,Visual,TR,2.4,2.4,3.299,0,Testing
Human,1,1,11,19,Visual,TR,2.4,2.4,3.275,1,Testing
Human,1,1,11,20,Visual,TR,2.4,2.4,2.574,0,Testing
Human,1,1,11,21,Visual,TR,2.4,2.4,2.518,1,Testing
Human,1,1,11,22,Visual,TR,2.4,2.4,2.225,1,Testing
Human,1,1,11,23,Visual,TR,0.8,0.8,2.506,1,Testing
Human,1,1,11,24,Visual,TR,2.4,2.4,3.244,1,Testing
Human,1,1,11,25,Visual,TR,0.8,0.8,1.787,0,Testing
Human,1,1,11,26,Visual,TR,0.8,0.8,2.318,0,Testing
Human,1,1,11,27,Visual,TR,2.4,2.4,2.408,0,Testing
Human,1,1,11,28,Visual,TR,0.8,0.8,1.862,0,Testing
Human,1,1,11,29,Visual,TR,0.8,0.8,1.497,1,Testing
Human,1,1,11,30,Visual,TR,2.4,2.4,1.737,0,Testing
Human,1,1,11,31,Visual,TR,0.8,0.8,1.963,1,Testing
Human,1,1,11,32,Visual,TR,0.8,0.8,1.719,0,Testing
Human,10,1,1,1,Visual,TR,2.4,2.4,0.521,1,Training
Human,10,1,1,2,Visual,TR,2.4,2.4,1.566,1,Training
Human,10,1,1,3,Visual,TR,0.8,0.8,0.748,0,Training
Human,10,1,1,4,Visual,TR,2.4,2.4,2.556,0,Training
Human,10,1,1,5,Visual,TR,0.8,0.8,0.881,1,Training
Human,10,1,1,6,Visual,TR,0.8,0.8,0.782,0,Training
Human,10,1,1,7,Visual,TR,0.8,0.8,0.688,1,Training
Human,10,1,1,8,Visual,TR,2.4,2.4,1.751,0,Training
Human,10,1,2,1,Visual,TR,2.4,2.4,2.138,0,Testing
Human,10,1,2,2,Visual,TR,0.8,0.8,1.018,1,Testing
Human,10,1,2,3,Visual,TR,0.8,0.8,1.003,0,Testing
Human,10,1,2,4,Visual,TR,2.4,2.4,2.306,1,Testing
Human,10,1,2,5,Visual,TR,0.8,0.8,0.787,0,Testing
Human,10,1,2,6,Visual,TR,2.4,2.4,2.133,1,Testing
Human,10,1,2,7,Visual,TR,2.4,2.4,2.062,0,Testing
Human,10,1,2,8,Visual,TR,2.4,2.4,2.102,0,Testing
Human,10,1,2,9,Visual,TR,0.8,0.8,0.951,1,Testing
Human,10,1,2,10,Visual,TR,0.8,0.8,1.117,1,Testing
Human,10,1,2,11,Visual,TR,0.8,0.8,1.04,1,Testing
Human,10,1,2,12,Visual,TR,0.8,0.8,0.927,0,Testing
Human,10,1,2,13,Visual,TR,2.4,2.4,2.069,0,Testing
Human,10,1,2,14,Visual,TR,0.8,0.8,0.887,1,Testing
Human,10,1,2,15,Visual,TR,0.8,0.8,1.166,0,Testing
Human,10,1,2,16,Visual,TR,0.8,0.8,0.74,0,Testing
Human,10,1,2,17,Visual,TR,2.4,2.4,2.109,1,Testing
Human,10,1,2,18,Visual,TR,0.8,0.8,0.687,1,Testing
Human,10,1,2,19,Visual,TR,0.8,0.8,0.662,0,Testing
Human,10,1,2,20,Visual,TR,0.8,0.8,0.809,0,Testing
Human,10,1,2,21,Visual,TR,2.4,2.4,2.582,1,Testing
Human,10,1,2,22,Visual,TR,2.4,2.4,2.438,1,Testing
Human,10,1,2,23,Visual,TR,2.4,2.4,1.762,0,Testing
Human,10,1,2,24,Visual,TR,2.4,2.4,1.993,1,Testing
Human,10,1,2,25,Visual,TR,0.8,0.8,0.843,1,Testing
Human,10,1,2,26,Visual,TR,2.4,2.4,2.116,0,Testing
Human,10,1,2,27,Visual,TR,0.8,0.8,0.873,0,Testing
Human,10,1,2,28,Visual,TR,2.4,2.4,2.3,0,Testing
Human,10,1,2,29,Visual,TR,2.4,2.4,2.459,1,Testing
Human,10,1,2,30,Visual,TR,2.4,2.4,2.707,1,Testing
Human,10,1,2,31,Visual,TR,0.8,0.8,1.213,1,Testing
Human,10,1,2,32,Visual,TR,2.4,2.4,2.092,0,Testing
Human,10,1,3,1,Visual,TR,2.4,2.4,1.846,0,Testing
Human,10,1,3,2,Visual,TR,2.4,2.4,2.203,1,Testing
Human,10,1,3,3,Visual,TR,0.8,0.8,0.896,1,Testing
Human,10,1,3,4,Visual,TR,0.8,0.8,0.716,0,Testing
Human,10,1,3,5,Visual,TR,2.4,2.4,1.863,0,Testing
Human,10,1,3,6,Visual,TR,2.4,2.4,2.184,1,Testing
Human,10,1,3,7,Visual,TR,0.8,0.8,0.65,0,Testing
Human,10,1,3,8,Visual,TR,0.8,0.8,0.754,1,Testing
Human,10,1,3,9,Visual,TR,2.4,2.4,1.919,1,Testing
Human,10,1,3,10,Visual,TR,2.4,2.4,2.267,1,Testing
Human,10,1,3,11,Visual,TR,2.4,2.4,2.075,0,Testing
Human,10,1,3,12,Visual,TR,0.8,0.8,1.159,1,Testing
Human,10,1,3,13,Visual,TR,0.8,0.8,1.07,0,Testing
Human,10,1,3,14,Visual,TR,0.8,0.8,0.904,0,Testing
Human,10,1,3,15,Visual,TR,2.4,2.4,2.482,0,Testing
Human,10,1,3,16,Visual,TR,2.4,2.4,2.83,0,Testing
Human,10,1,3,17,Visual,TR,0.8,0.8,0.994,1,Testing
Human,10,1,3,18,Visual,TR,0.8,0.8,1.168,0,Testing
Human,10,1,3,19,Visual,TR,0.8,0.8,1.094,0,Testing
