Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Congruency,Practice
Human,13,1,9,6,Visual,TR,2.4,2.4,0.619,1,Testing
Human,13,1,9,7,Visual,TR,0.8,0.8,0.71,1,Testing
Human,13,1,9,8,Visual,TR,2.4,2.4,5.026,1,Testing
Human,13,1,9,9,Visual,TR,2.4,2.4,0.665,0,Testing
Human,13,1,9,10,Visual,TR,2.4,2.4,0.651,0,Testing
Human,13,1,9,11,Visual,TR,0.8,0.8,2.683,1,Testing
Human,13,1,9,12,Visual,TR,0.8,0.8,1.425,1,Testing
Human,13,1,9,13,Visual,TR,0.8,0.8,1.052,0,Testing
Human,13,1,9,14,Visual,TR,0.8,0.8,1.26,1,Testing
Human,13,1,9,15,Visual,TR,2.4,2.4,1.171,0,Testing
Human,13,1,9,16,Visual,TR,0.8,0.8,1.005,0,Testing
Human,13,1,9,17,Visual,TR,0.8,0.8,2.315,1,Testing
Human,13,1,9,18,Visual,TR,0.8,0.8,3.272,0,Testing
Human,13,1,9,19,Visual,TR,2.4,2.4,4.162,1,Testing
Human,13,1,9,20,Visual,TR,2.4,2.4,0.566,1,Testing
Human,13,1,9,21,Visual,TR,2.4,2.4,2.068,1,Testing
Human,13,1,9,22,Visual,TR,0.8,0.8,2.381,0,Testing
Human,13,1,9,23,Visual,TR,2.4,2.4,3.191,1,Testing
Human,13,1,9,24,Visual,TR,0.8,0.8,2.955,1,Testing
Human,13,1,9,25,Visual,TR,0.8,0.8,0.885,1,Testing
Human,13,1,9,26,Visual,TR,2.4,2.4,5.619,1,Testing
Human,13,1,9,27,Visual,TR,2.4,2.4,2.153,0,Testing
Human,13,1,9,28,Visual,TR,0.8,0.8,5.277,1,Testing
Human,13,1,9,29,Visual,TR,0.8,0.8,2.347,0,Testing
Human,13,1,9,30,Visual,TR,0.8,0.8,1.972,0,Testing
Human,13,1,9,31,Visual,TR,0.8,0.8,2.333,0,Testing
Human,13,1,9,32,Visual,TR,0.8,0.8,2.394,0,Testing
Human,13,1,10,1,Visual,TR,0.8,0.8,1.34,0,Testing
Human,13,1,10,2,Visual,TR,0.8,0.8,1.109,0,Testing
Human,13,1,10,3,Visual,TR,2.4,2.4,2.047,0,Testing
Human,13,1,10,4,Visual,TR,2.4,2.4,2.132,1,Testing
Human,13,1,10,5,Visual,TR,0.8,0.8,2.027,1,Testing
Human,13,1,10,6,Visual,TR,2.4,2.4,2.813,1,Testing
Human,13,1,10,7,Visual,TR,2.4,2.4,3.916,1,Testing
Human,13,1,10,8,Visual,TR,2.4,2.4,3.625,1,Testing
Human,13,1,10,9,Visual,TR,0.8,0.8,3.571,0,Testing
Human,13,1,10,10,Visual,TR,2.4,2.4,1.778,0,Testing
Human,13,1,10,11,Visual,TR,0.8,0.8,0.467,1,Testing
Human,13,1,10,12,Visual,TR,2.4,2.4,0,0,Testing
Human,13,1,10,13,Visual,TR,2.4,2.4,0.657,0,Testing
Human,13,1,10,14,Visual,TR,0.8,0.8,1.971,0,Testing
Human,13,1,10,15,Visual,TR,2.4,2.4,3.05,1,Testing
Human,13,1,10,16,Visual,TR,0.8,0.8,0.21,1,Testing
Human,13,1,10,17,Visual,TR,0.8,0.8,1.817,1,Testing
Human,13,1,10,18,Visual,TR,0.8,0.8,1.586,0,Testing
Human,13,1,10,19,Visual,TR,2.4,2.4,0.317,1,Testing
Human,13,1,10,20,Visual,TR,2.4,2.4,1.738,0,Testing
Human,13,1,10,21,Visual,TR,0.8,0.8,0,0,Testing
Human,13,1,10,22,Visual,TR,2.4,2.4,2.671,0,Testing
Human,13,1,10,23,Visual,TR,2.4,2.4,3.499,0,Testing
Human,13,1,10,24,Visual,TR,2.4,2.4,0,0,Testing
Human,13,1,10,25,Visual,TR,0.8,0.8,2.008,0,Testing
Human,13,1,10,26,Visual,TR,0.8,0.8,1.013,1,Testing
Human,13,1,10,27,Visual,TR,2.4,2.4,0.837,1,Testing
Human,13,1,10,28,Visual,TR,0.8,0.8,1.22,0,Testing
Human,13,1,10,29,Visual,TR,0.8,0.8,1.821,1,Testing
Human,13,1,10,30,Visual,TR,0.8,0.8,1.166,1,Testing
Human,13,1,10,31,Visual,TR,0.8,0.8,1.557,1,Testing
Human,13,1,10,32,Visual,TR,2.4,2.4,0.88,1,Testing
Human,13,1,11,1,Visual,TR,2.4,2.4,2.145,1,Testing
Human,13,1,11,2,Visual,TR,0.8,0.8,1.172,0,Testing
Human,13,1,11,3,Visual,TR,0.8,0.8,1.307,1,Testing
Human,13,1,11,4,Visual,TR,0.8,0.8,1.479,0,Testing
Human,13,1,11,5,Visual,TR,0.8,0.8,1.499,0,Testing
Human,13,1,11,6,Visual,TR,2.4,2.4,1.813,0,Testing
Human,13,1,11,7,Visual,TR,2.4,2.4,1.836,1,Testing
Human,13,1,11,8,Visual,TR,0.8,0.8,1.95,0,Testing
Human,13,1,11,9,Visual,TR,2.4,2.4,2.209,0,Testing
Human,13,1,11,10,Visual,TR,0.8,0.8,1.569,1,Testing
Human,13,1,11,11,Visual,TR,2.4,2.4,1.998,1,Testing
Human,13,1,11,12,Visual,TR,0.8,0.8,1.355,1,Testing
Human,13,1,11,13,Visual,TR,0.8,0.8,1.414,0,Testing
Human,13,1,11,14,Visual,TR,0.8,0.8,1.271,0,Testing
Human,13,1,11,15,Visual,TR,0.8,0.8,1.282,1,Testing
Human,13,1,11,16,Visual,TR,0.8,0.8,0.288,1,Testing
Human,13,1,11,17,Visual,TR,2.4,2.4,2.55,0,Testing
Human,13,1,11,18,Visual,TR,0.8,0.8,1.256,1,Testing
Human,13,1,11,19,Visual,TR,2.4,2.4,1.466,0,Testing
Human,13,1,11,20,Visual,TR,2.4,2.4,1.78,1,Testing
Human,13,1,11,21,Visual,TR,2.4,2.4,2.806,1,Testing
Human,13,1,11,22,Visual,TR,0.8,0.8,1.954,0,Testing
Human,13,1,11,23,Visual,TR,2.4,2.4,1.966,0,Testing
Human,13,1,11,24,Visual,TR,0.8,0.8,1.227,1,Testing
Human,13,1,11,25,Visual,TR,2.4,2.4,3.455,0,Testing
Human,13,1,11,26,Visual,TR,0.8,0.8,1.604,0,Testing
Human,13,1,11,27,Visual,TR,2.4,2.4,0,0,Testing
Human,13,1,11,28,Visual,TR,2.4,2.4,1.48,1,Testing
Human,13,1,11,29,Visual,TR,0.8,0.8,1.677,1,Testing
Human,13,1,11,30,Visual,TR,2.4,2.4,1.602,0,Testing
Human,13,1,11,31,Visual,TR,2.4,2.4,2.021,1,Testing
Human,13,1,11,32,Visual,TR,2.4,2.4,1.816,1,Testing
Human,14,1,1,1,Visual,TR,2.4,2.4,2.074,0,Training
Human,14,1,1,2,Visual,TR,0.8,0.8,0.614,0,Training
Human,14,1,1,3,Visual,TR,0.8,0.8,0.758,1,Training
Human,14,1,1,4,Visual,TR,0.8,0.8,1.139,0,Training
Human,14,1,1,5,Visual,TR,2.4,2.4,1.972,1,Training
Human,14,1,1,6,Visual,TR,2.4,2.4,1.73,1,Training
Human,14,1,1,7,Visual,TR,0.8,0.8,0.836,1,Training
Human,14,1,1,8,Visual,TR,2.4,2.4,2.134,0,Training
Human,14,1,2,1,Visual,TR,0.8,0.8,1.271,0,Testing
Human,14,1,2,2,Visual,TR,0.8,0.8,1.356,1,Testing
Human,14,1,2,3,Visual,TR,2.4,2.4,2.85,0,Testing
Human,14,1,2,4,Visual,TR,2.4,2.4,7.585,1,Testing
Human,14,1,2,5,Visual,TR,2.4,2.4,2.304,0,Testing
Human,14,1,2,6,Visual,TR,0.8,0.8,0.674,0,Testing
Human,14,1,2,7,Visual,TR,2.4,2.4,1.966,1,Testing
Human,14,1,2,8,Visual,TR,0.8,0.8,1.093,0,Testing
Human,14,1,2,9,Visual,TR,0.8,0.8,1.204,0,Testing
Human,14,1,2,10,Visual,TR,2.4,2.4,2.001,0,Testing
Human,14,1,2,11,Visual,TR,0.8,0.8,0.871,1,Testing
Human,14,1,2,12,Visual,TR,2.4,2.4,1.682,0,Testing
Human,14,1,2,13,Visual,TR,2.4,2.4,1.608,1,Testing
Human,14,1,2,14,Visual,TR,2.4,2.4,2.109,0,Testing
Human,14,1,2,15,Visual,TR,0.8,0.8,1.022,1,Testing
Human,14,1,2,16,Visual,TR,2.4,2.4,3.065,0,Testing
Human,14,1,2,17,Visual,TR,0.8,0.8,0.817,1,Testing
Human,14,1,2,18,Visual,TR,0.8,0.8,0.955,1,Testing
Human,14,1,2,19,Visual,TR,0.8,0.8,0.983,0,Testing
Human,14,1,2,20,Visual,TR,0.8,0.8,0.794,1,Testing
Human,14,1,2,21,Visual,TR,2.4,2.4,2.109,1,Testing
Human,14,1,2,22,Visual,TR,2.4,2.4,2,1,Testing
Human,14,1,2,23,Visual,TR,2.4,2.4,2.894,1,Testing
Human,14,1,2,24,Visual,TR,0.8,0.8,0.933,0,Testing
Human,14,1,2,25,Visual,TR,2.4,2.4,1.971,1,Testing
Human,14,1,2,26,Visual,TR,2.4,2.4,1.667,0,Testing
Human,14,1,2,27,Visual,TR,0.8,0.8,1.06,0,Testing
Human,14,1,2,28,Visual,TR,0.8,0.8,0.845,1,Testing
Human,14,1,2,29,Visual,TR,2.4,2.4,1.66,1,Testing
Human,14,1,2,30,Visual,TR,2.4,2.4,1.685,0,Testing
Human,14,1,2,31,Visual,TR,0.8,0.8,1.699,0,Testing
Human,14,1,2,32,Visual,TR,0.8,0.8,0.733,1,Testing
Human,14,1,3,1,Visual,TR,2.4,2.4,1.637,0,Testing
Human,14,1,3,2,Visual,TR,0.8,0.8,0.098,1,Testing
Human,14,1,3,3,Visual,TR,2.4,2.4,1.827,1,Testing
Human,14,1,3,4,Visual,TR,2.4,2.4,1.615,1,Testing
Human,14,1,3,5,Visual,TR,0.8,0.8,1.229,0,Testing
Human,14,1,3,6,Visual,TR,0.8,0.8,1.241,0,Testing
Human,14,1,3,7,Visual,TR,0.8,0.8,0.87,0,Testing
Human,14,1,3,8,Visual,TR,0.8,0.8,1.007,1,Testing
Human,14,1,3,9,Visual,TR,2.4,2.4,1.55,1,Testing
Human,14,1,3,10,Visual,TR,0.8,0.8,0.938,0,Testing
Human,14,1,3,11,Visual,TR,0.8,0.8,0.852,0,Testing
Human,14,1,3,12,Visual,TR,2.4,2.4,1.771,0,Testing
Human,14,1,3,13,Visual,TR,2.4,2.4,1.881,0,Testing
Human,14,1,3,14,Visual,TR,2.4,2.4,1.695,0,Testing
Human,14,1,3,15,Visual,TR,0.8,0.8,0.911,1,Testing
Human,14,1,3,16,Visual,TR,2.4,2.4,2.074,1,Testing
Human,14,1,3,17,Visual,TR,0.8,0.8,1.141,1,Testing
Human,14,1,3,18,Visual,TR,0.8,0.8,1.103,1,Testing
Human,14,1,3,19,Visual,TR,0.8,0.8,1.178,0,Testing
Human,14,1,3,20,Visual,TR,2.4,2.4,1.915,1,Testing
Human,14,1,3,21,Visual,TR,2.4,2.4,1.989,1,Testing
Human,14,1,3,22,Visual,TR,0.8,0.8,1.152,1,Testing
Human,14,1,3,23,Visual,TR,0.8,0.8,1.068,1,Testing
Human,14,1,3,24,Visual,TR,0.8,0.8,0.774,1,Testing
Human,14,1,3,25,Visual,TR,2.4,2.4,1.877,0,Testing
Human,14,1,3,26,Visual,TR,0.8,0.8,0.699,0,Testing
Human,14,1,3,27,Visual,TR,2.4,2.4,1.843,0,Testing
Human,14,1,3,28,Visual,TR,2.4,2.4,1.921,1,Testing
Human,14,1,3,29,Visual,TR,0.8,0.8,1.446,0,Testing
Human,14,1,3,30,Visual,TR,2.4,2.4,1.749,0,Testing
Human,14,1,3,31,Visual,TR,2.4,2.4,1.886,0,Testing
Human,14,1,3,32,Visual,TR,2.4,2.4,1.348,1,Testing
Human,14,1,4,1,Visual,TR,0.8,0.8,1.118,1,Testing
Human,14,1,4,2,Visual,TR,2.4,2.4,2.236,1,Testing
Human,14,1,4,3,Visual,TR,0.8,0.8,1.184,1,Testing
Human,14,1,4,4,Visual,TR,2.4,2.4,1.746,0,Testing
Human,14,1,4,5,Visual,TR,2.4,2.4,1.844,0,Testing
Human,14,1,4,6,Visual,TR,0.8,0.8,0.874,0,Testing
Human,14,1,4,7,Visual,TR,0.8,0.8,1.12,1,Testing
Human,14,1,4,8,Visual,TR,0.8,0.8,1.093,1,Testing
Human,14,1,4,9,Visual,TR,2.4,2.4,2.188,1,Testing
Human,14,1,4,10,Visual,TR,2.4,2.4,1.926,1,Testing
Human,14,1,4,11,Visual,TR,0.8,0.8,0.836,0,Testing
Human,14,1,4,12,Visual,TR,2.4,2.4,1.625,1,Testing
Human,14,1,4,13,Visual,TR,0.8,0.8,0.891,1,Testing
Human,14,1,4,14,Visual,TR,2.4,2.4,1.857,1,Testing
Human,14,1,4,15,Visual,TR,2.4,2.4,1.61,0,Testing
Human,14,1,4,16,Visual,TR,0.8,0.8,1.249,1,Testing
Human,14,1,4,17,Visual,TR,2.4,2.4,1.922,1,Testing
Human,14,1,4,18,Visual,TR,0.8,0.8,0.623,1,Testing
Human,14,1,4,19,Visual,TR,2.4,2.4,1.92,0,Testing
Human,14,1,4,20,Visual,TR,0.8,0.8,0.983,1,Testing
Human,14,1,4,21,Visual,TR,0.8,0.8,0.808,0,Testing
Human,14,1,4,22,Visual,TR,2.4,2.4,2.992,0,Testing
Human,14,1,4,23,Visual,TR,0.8,0.8,1.122,0,Testing
Human,14,1,4,24,Visual,TR,0.8,0.8,1.288,0,Testing
Human,14,1,4,25,Visual,TR,2.4,2.4,1.966,0,Testing
Human,14,1,4,26,Visual,TR,2.4,2.4,1.803,0,Testing
Human,14,1,4,27,Visual,TR,2.4,2.4,2.095,0,Testing
Human,14,1,4,28,Visual,TR,0.8,0.8,1.104,0,Testing
Human,14,1,4,29,Visual,TR,2.4,2.4,2.081,1,Testing
Human,14,1,4,30,Visual,TR,2.4,2.4,2.39,1,Testing
Human,14,1,4,31,Visual,TR,0.8,0.8,1.633,0,Testing
Human,14,1,4,32,Visual,TR,0.8,0.8,0.941,0,Testing
Human,14,1,5,1,Visual,TR,0.8,0.8,0.712,0,Testing
Human,14,1,5,2,Visual,TR,0.8,0.8,0.364,0,Testing
Human,14,1,5,3,Visual,TR,2.4,2.4,1.875,1,Testing
Human,14,1,5,4,Visual,TR,2.4,2.4,1.95,1,Testing
Human,14,1,5,5,Visual,TR,2.4,2.4,2.128,1,Testing
Human,14,1,5,6,Visual,TR,2.4,2.4,1.879,1,Testing
Human,14,1,5,7,Visual,TR,0.8,0.8,1.292,1,Testing
Human,14,1,5,8,Visual,TR,2.4,2.4,1.866,0,Testing
Human,14,1,5,9,Visual,TR,0.8,0.8,0.877,1,Testing
Human,14,1,5,10,Visual,TR,2.4,2.4,1.562,0,Testing
Human,14,1,5,11,Visual,TR,0.8,0.8,0.91,1,Testing
Human,14,1,5,12,Visual,TR,0.8,0.8,0.875,0,Testing
Human,14,1,5,13,Visual,TR,0.8,0.8,0.767,0,Testing
Human,14,1,5,14,Visual,TR,0.8,0.8,0.653,1,Testing
Human,14,1,5,15,Visual,TR,0.8,0.8,0.709,0,Testing
Human,14,1,5,16,Visual,TR,2.4,2.4,2.84,1,Testing
Human,14,1,5,17,Visual,TR,0.8,0.8,1.42,0,Testing
Human,14,1,5,18,Visual,TR,2.4,2.4,2.166,1,Testing
Human,14,1,5,19,Visual,TR,0.8,0.8,0.741,1,Testing
Human,14,1,5,20,Visual,TR,0.8,0.8,0.55,1,Testing
Human,14,1,5,21,Visual,TR,0.8,0.8,0.634,1,Testing
Human,14,1,5,22,Visual,TR,2.4,2.4,1.573,0,Testing
Human,14,1,5,23,Visual,TR,2.4,2.4,1.629,0,Testing
Human,14,1,5,24,Visual,TR,2.4,2.4,2.118,1,Testing
Human,14,1,5,25,Visual,TR,0.8,0.8,1.099,1,Testing
Human,14,1,5,26,Visual,TR,2.4,2.4,1.349,0,Testing
Human,14,1,5,27,Visual,TR,2.4,2.4,1.725,0,Testing
Human,14,1,5,28,Visual,TR,0.8,0.8,0.862,0,Testing
Human,14,1,5,29,Visual,TR,2.4,2.4,2.127,0,Testing
Human,14,1,5,30,Visual,TR,2.4,2.4,2.076,1,Testing
Human,14,1,5,31,Visual,TR,2.4,2.4,5.439,0,Testing
Human,14,1,5,32,Visual,TR,0.8,0.8,1.012,0,Testing
Human,14,1,6,1,Visual,TR,2.4,2.4,1.403,0,Testing
Human,14,1,6,2,Visual,TR,2.4,2.4,1.369,1,Testing
Human,14,1,6,3,Visual,TR,0.8,0.8,0.792,1,Testing
Human,14,1,6,4,Visual,TR,0.8,0.8,0.955,0,Testing
Human,14,1,6,5,Visual,TR,0.8,0.8,0.665,1,Testing
Human,14,1,6,6,Visual,TR,2.4,2.4,2.099,0,Testing
Human,14,1,6,7,Visual,TR,0.8,0.8,1.307,0,Testing
Human,14,1,6,8,Visual,TR,0.8,0.8,1.157,0,Testing
Human,14,1,6,9,Visual,TR,2.4,2.4,1.882,1,Testing
Human,14,1,6,10,Visual,TR,0.8,0.8,1.511,0,Testing
Human,14,1,6,11,Visual,TR,0.8,0.8,0.834,1,Testing
Human,14,1,6,12,Visual,TR,2.4,2.4,1.591,1,Testing
Human,14,1,6,13,Visual,TR,2.4,2.4,1.609,0,Testing
Human,14,1,6,14,Visual,TR,2.4,2.4,1.904,0,Testing
Human,14,1,6,15,Visual,TR,2.4,2.4,1.657,1,Testing
Human,14,1,6,16,Visual,TR,0.8,0.8,1.089,1,Testing
Human,14,1,6,17,Visual,TR,0.8,0.8,0.873,1,Testing
Human,14,1,6,18,Visual,TR,0.8,0.8,0.958,0,Testing
Human,14,1,6,19,Visual,TR,2.4,2.4,2.339,0,Testing
Human,14,1,6,20,Visual,TR,2.4,2.4,2.067,0,Testing
Human,14,1,6,21,Visual,TR,2.4,2.4,1.806,0,Testing
Human,14,1,6,22,Visual,TR,2.4,2.4,2.012,1,Testing
Human,14,1,6,23,Visual,TR,2.4,2.4,1.993,1,Testing
Human,14,1,6,24,Visual,TR,0.8,0.8,1.08,1,Testing
Human,14,1,6,25,Visual,TR,0.8,0.8,1.043,1,Testing
Human,14,1,6,26,Visual,TR,2.4,2.4,1.584,0,Testing
Human,14,1,6,27,Visual,TR,2.4,2.4,1.3,1,Testing
Human,14,1,6,28,Visual,TR,0.8,0.8,0.771,0,Testing
Human,14,1,6,29,Visual,TR,0.8,0.8,0.571,1,Testing
Human,14,1,6,30,Visual,TR,0.8,0.8,0.875,0,Testing
Human,14,1,6,31,Visual,TR,2.4,2.4,1.408,1,Testing
Human,14,1,6,32,Visual,TR,0.8,0.8,0.695,0,Testing
Human,14,1,7,1,Visual,TR,0.8,0.8,0.303,1,Testing
Human,14,1,7,2,Visual,TR,2.4,2.4,1.767,1,Testing
Human,14,1,7,3,Visual,TR,0.8,0.8,1.23,1,Testing
Human,14,1,7,4,Visual,TR,0.8,0.8,1.33,1,Testing
Human,14,1,7,5,Visual,TR,2.4,2.4,1.833,1,Testing
Human,14,1,7,6,Visual,TR,2.4,2.4,2.101,1,Testing
Human,14,1,7,7,Visual,TR,2.4,2.4,2.31,0,Testing
Human,14,1,7,8,Visual,TR,2.4,2.4,2.36,0,Testing
Human,14,1,7,9,Visual,TR,2.4,2.4,2.326,0,Testing
Human,14,1,7,10,Visual,TR,0.8,0.8,1.347,0,Testing
Human,14,1,7,11,Visual,TR,2.4,2.4,2.197,0,Testing
Human,14,1,7,12,Visual,TR,0.8,0.8,0.953,1,Testing
Human,14,1,7,13,Visual,TR,0.8,0.8,0.925,0,Testing
Human,14,1,7,14,Visual,TR,0.8,0.8,0.555,1,Testing
Human,14,1,7,15,Visual,TR,0.8,0.8,1.073,1,Testing
Human,14,1,7,16,Visual,TR,0.8,0.8,0.891,0,Testing
Human,14,1,7,17,Visual,TR,0.8,0.8,0.908,0,Testing
Human,14,1,7,18,Visual,TR,0.8,0.8,0.886,1,Testing
Human,14,1,7,19,Visual,TR,2.4,2.4,2.277,1,Testing
Human,14,1,7,20,Visual,TR,0.8,0.8,1.129,0,Testing
Human,14,1,7,21,Visual,TR,2.4,2.4,2.409,0,Testing
Human,14,1,7,22,Visual,TR,2.4,2.4,1.696,1,Testing
Human,14,1,7,23,Visual,TR,2.4,2.4,1.959,1,Testing
Human,14,1,7,24,Visual,TR,2.4,2.4,1.971,1,Testing
Human,14,1,7,25,Visual,TR,2.4,2.4,1.611,0,Testing
Human,14,1,7,26,Visual,TR,0.8,0.8,0.778,0,Testing
Human,14,1,7,27,Visual,TR,2.4,2.4,1.899,0,Testing
Human,14,1,7,28,Visual,TR,0.8,0.8,1.299,0,Testing
Human,14,1,7,29,Visual,TR,0.8,0.8,1.261,1,Testing
Human,14,1,7,30,Visual,TR,2.4,2.4,2.285,1,Testing
Human,14,1,7,31,Visual,TR,0.8,0.8,0.828,0,Testing
Human,14,1,7,32,Visual,TR,2.4,2.4,1.814,0,Testing
Human,14,1,8,1,Visual,TR,2.4,2.4,2.212,1,Testing
Human,14,1,8,2,Visual,TR,2.4,2.4,2.092,1,Testing
Human,14,1,8,3,Visual,TR,0.8,0.8,1.373,0,Testing
Human,14,1,8,4,Visual,TR,2.4,2.4,2.114,0,Testing
Human,14,1,8,5,Visual,TR,0.8,0.8,1.079,0,Testing
Human,14,1,8,6,Visual,TR,0.8,0.8,0.709,1,Testing
Human,14,1,8,7,Visual,TR,0.8,0.8,1.046,0,Testing
Human,14,1,8,8,Visual,TR,0.8,0.8,0.821,0,Testing
Human,14,1,8,9,Visual,TR,2.4,2.4,1.654,0,Testing
Human,14,1,8,10,Visual,TR,0.8,0.8,0.982,0,Testing
Human,14,1,8,11,Visual,TR,2.4,2.4,2.134,1,Testing
Human,14,1,8,12,Visual,TR,0.8,0.8,0.589,0,Testing
Human,14,1,8,13,Visual,TR,2.4,2.4,2.226,1,Testing
Human,14,1,8,14,Visual,TR,0.8,0.8,0.843,1,Testing
Human,14,1,8,15,Visual,TR,0.8,0.8,1.01,1,Testing
Human,14,1,8,16,Visual,TR,0.8,0.8,0.922,1,Testing
Human,14,1,8,17,Visual,TR,0.8,0.8,0.729,0,Testing
Human,14,1,8,18,Visual,TR,2.4,2.4,1.775,0,Testing
Human,14,1,8,19,Visual,TR,2.4,2.4,0.805,1,Testing
Human,14,1,8,20,Visual,TR,2.4,2.4,2.091,1,Testing
Human,14,1,8,21,Visual,TR,2.4,2.4,2.036,0,Testing
Human,14,1,8,22,Visual,TR,0.8,0.8,0.519,1,Testing
Human,14,1,8,23,Visual,TR,0.8,0.8,1.277,1,Testing
Human,14,1,8,24,Visual,TR,0.8,0.8,1.179,0,Testing
Human,14,1,8,25,Visual,TR,2.4,2.4,2.028,1,Testing
Human,14,1,8,26,Visual,TR,2.4,2.4,0.59,0,Testing
Human,14,1,8,27,Visual,TR,2.4,2.4,1.658,0,Testing
Human,14,1,8,28,Visual,TR,0.8,0.8,1.201,1,Testing
Human,14,1,8,29,Visual,TR,2.4,2.4,2.046,0,Testing
Human,14,1,8,30,Visual,TR,2.4,2.4,2.011,0,Testing
Human,14,1,8,31,Visual,TR,0.8,0.8,1.301,1,Testing
Human,14,1,8,32,Visual,TR,2.4,2.4,1.997,1,Testing
Human,14,1,9,1,Visual,TR,2.4,2.4,2.662,1,Testing
Human,14,1,9,2,Visual,TR,2.4,2.4,1.614,0,Testing
Human,14,1,9,3,Visual,TR,2.4,2.4,2.286,0,Testing
Human,14,1,9,4,Visual,TR,2.4,2.4,1.075,0,Testing
Human,14,1,9,5,Visual,TR,0.8,0.8,1.056,1,Testing
Human,14,1,9,6,Visual,TR,2.4,2.4,1.992,1,Testing
Human,14,1,9,7,Visual,TR,0.8,0.8,3.219,0,Testing
Human,14,1,9,8,Visual,TR,2.4,2.4,1.58,0,Testing
Human,14,1,9,9,Visual,TR,2.4,2.4,2.036,0,Testing
Human,14,1,9,10,Visual,TR,2.4,2.4,1.145,1,Testing
Human,14,1,9,11,Visual,TR,0.8,0.8,1.235,0,Testing
Human,14,1,9,12,Visual,TR,2.4,2.4,1.518,0,Testing
Human,14,1,9,13,Visual,TR,0.8,0.8,1.556,1,Testing
Human,14,1,9,14,Visual,TR,0.8,0.8,1.342,0,Testing
Human,14,1,9,15,Visual,TR,2.4,2.4,1.887,1,Testing
Human,14,1,9,16,Visual,TR,2.4,2.4,2.23,1,Testing
Human,14,1,9,17,Visual,TR,0.8,0.8,1.089,1,Testing
Human,14,1,9,18,Visual,TR,0.8,0.8,1.304,1,Testing
Human,14,1,9,19,Visual,TR,0.8,0.8,1.089,1,Testing
Human,14,1,9,20,Visual,TR,0.8,0.8,1.416,1,Testing
Human,14,1,9,21,Visual,TR,0.8,0.8,0.921,1,Testing
Human,14,1,9,22,Visual,TR,0.8,0.8,0.957,0,Testing
Human,14,1,9,23,Visual,TR,0.8,0.8,0.85,0,Testing
Human,14,1,9,24,Visual,TR,0.8,0.8,0.921,0,Testing
Human,14,1,9,25,Visual,TR,2.4,2.4,2.088,0,Testing
Human,14,1,9,26,Visual,TR,2.4,2.4,1.91,1,Testing
Human,14,1,9,27,Visual,TR,0.8,0.8,1.135,0,Testing
Human,14,1,9,28,Visual,TR,2.4,2.4,1.728,0,Testing
Human,14,1,9,29,Visual,TR,2.4,2.4,2.102,1,Testing
Human,14,1,9,30,Visual,TR,0.8,0.8,1.976,0,Testing
Human,14,1,9,31,Visual,TR,2.4,2.4,2.039,1,Testing
Human,14,1,9,32,Visual,TR,0.8,0.8,1.05,1,Testing
Human,14,1,10,1,Visual,TR,2.4,2.4,2.2,0,Testing
Human,14,1,10,2,Visual,TR,2.4,2.4,2.253,0,Testing
Human,14,1,10,3,Visual,TR,2.4,2.4,2.076,1,Testing
Human,14,1,10,4,Visual,TR,2.4,2.4,1.959,0,Testing
Human,14,1,10,5,Visual,TR,2.4,2.4,2.26,0,Testing
Human,14,1,10,6,Visual,TR,0.8,0.8,0.716,0,Testing
Human,14,1,10,7,Visual,TR,2.4,2.4,2.345,1,Testing
Human,14,1,10,8,Visual,TR,0.8,0.8,1.137,1,Testing
Human,14,1,10,9,Visual,TR,0.8,0.8,0.915,0,Testing
Human,14,1,10,10,Visual,TR,0.8,0.8,0.824,0,Testing
Human,14,1,10,11,Visual,TR,0.8,0.8,0.969,1,Testing
Human,14,1,10,12,Visual,TR,0.8,0.8,0.977,1,Testing
Human,14,1,10,13,Visual,TR,0.8,0.8,0.811,1,Testing
Human,14,1,10,14,Visual,TR,0.8,0.8,0.753,0,Testing
Human,14,1,10,15,Visual,TR,2.4,2.4,1.981,0,Testing
Human,14,1,10,16,Visual,TR,0.8,0.8,0.997,1,Testing
Human,14,1,10,17,Visual,TR,2.4,2.4,2.019,1,Testing
Human,14,1,10,18,Visual,TR,2.4,2.4,2.387,0,Testing
Human,14,1,10,19,Visual,TR,0.8,0.8,1.101,1,Testing
Human,14,1,10,20,Visual,TR,2.4,2.4,2.086,1,Testing
Human,14,1,10,21,Visual,TR,2.4,2.4,1.931,1,Testing
Human,14,1,10,22,Visual,TR,2.4,2.4,2.555,1,Testing
Human,14,1,10,23,Visual,TR,2.4,2.4,1.83,1,Testing
Human,14,1,10,24,Visual,TR,2.4,2.4,2.098,0,Testing
Human,14,1,10,25,Visual,TR,0.8,0.8,1.147,0,Testing
Human,14,1,10,26,Visual,TR,0.8,0.8,1.101,0,Testing
Human,14,1,10,27,Visual,TR,2.4,2.4,2.262,0,Testing
Human,14,1,10,28,Visual,TR,0.8,0.8,0.823,1,Testing
Human,14,1,10,29,Visual,TR,0.8,0.8,0.858,0,Testing
Human,14,1,10,30,Visual,TR,2.4,2.4,2.147,1,Testing
Human,14,1,10,31,Visual,TR,0.8,0.8,1.316,1,Testing
Human,14,1,10,32,Visual,TR,0.8,0.8,1.223,0,Testing
