Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Release,Task
Human,7,7,2,17,Auditory,TR,3,3,0.433324828,3.465211622,Range
Human,7,7,2,18,Auditory,TR,7,7,0.716310621,8.996594971,Range
Human,7,7,2,19,Auditory,TR,9,9,1.382812835,9.612967068,Range
Human,7,7,2,20,Auditory,TR,1,1,0.333549104,2.332871001,Range
Human,7,7,2,21,Auditory,TR,1,1,0.666294465,1.982372492,Range
Human,7,7,2,22,Auditory,TR,5,5,1.082936387,5.564582466,Range
Human,7,7,2,23,Auditory,TR,5,5,1.982477959,7.16394216,Range
Human,7,7,2,24,Auditory,TR,1,1,0.81632453,4.198659931,Range
Human,7,7,2,25,Auditory,TR,3,3,1.682354832,6.214075463,Range
Human,7,7,2,26,Auditory,TR,9,9,2.33230615,9.329902705,Range
Human,7,7,2,27,Auditory,TR,3,3,0.566626686,4.148229339,Range
Human,7,7,2,28,Auditory,TR,3,3,1.249350652,4.464679686,Range
Human,7,7,2,29,Auditory,TR,3,3,0.483218529,4.664961616,Range
Human,7,7,2,30,Auditory,TR,9,9,1.96564747,8.246853065,Range
Human,7,7,1,1,Auditory,TR,5,5,3.915301818,NaN,Point
Human,7,7,1,2,Auditory,TR,7,7,5.681047111,NaN,Point
Human,7,7,1,3,Auditory,TR,7,7,3.53203137,NaN,Point
Human,7,7,1,4,Auditory,TR,3,3,3.731809677,NaN,Point
Human,7,7,1,5,Auditory,TR,1,1,1.282841042,NaN,Point
Human,7,7,1,6,Auditory,TR,3,3,2.399221455,NaN,Point
Human,7,7,1,7,Auditory,TR,1,1,0.849617788,NaN,Point
Human,7,7,1,8,Auditory,TR,5,5,4.647982483,NaN,Point
Human,7,7,1,9,Auditory,TR,1,1,1.132750457,NaN,Point
Human,7,7,1,10,Auditory,TR,7,7,3.34820407,NaN,Point
Human,7,7,1,11,Auditory,TR,5,5,3.381796387,NaN,Point
Human,7,7,1,12,Auditory,TR,9,9,9.229578057,NaN,Point
Human,7,7,1,13,Auditory,TR,3,3,0.482900358,NaN,Point
Human,7,7,1,14,Auditory,TR,3,3,2.599225206,NaN,Point
Human,7,7,1,15,Auditory,TR,1,1,0.849846772,NaN,Point
Human,7,7,1,16,Auditory,TR,3,3,2.482448053,NaN,Point
Human,7,7,1,17,Auditory,TR,9,9,5.114747444,NaN,Point
Human,7,7,1,18,Auditory,TR,9,9,5.631124742,NaN,Point
Human,7,7,1,19,Auditory,TR,9,9,7.264077462,NaN,Point
Human,7,7,1,20,Auditory,TR,9,9,9.013493058,NaN,Point
Human,7,7,1,21,Auditory,TR,7,7,3.914866501,NaN,Point
Human,7,7,1,22,Auditory,TR,5,5,4.581882601,NaN,Point
Human,7,7,1,23,Auditory,TR,1,1,0.416249783,NaN,Point
Human,7,7,1,24,Auditory,TR,9,9,6.930490135,NaN,Point
Human,7,7,1,25,Auditory,TR,7,7,5.231204657,NaN,Point
Human,7,7,1,26,Auditory,TR,1,1,1.11610542,NaN,Point
Human,7,7,1,27,Auditory,TR,5,5,3.648637228,NaN,Point
Human,7,7,1,28,Auditory,TR,3,3,2.465479537,NaN,Point
Human,7,7,1,29,Auditory,TR,7,7,6.314130426,NaN,Point
Human,7,7,1,30,Auditory,TR,5,5,5.431351036,NaN,Point
Human,8,8,2,1,Auditory,TR,5,5,4.214900088,6.231205718,Range
Human,8,8,2,2,Auditory,TR,5,5,3.781813446,5.83122299,Range
Human,8,8,2,3,Auditory,TR,7,7,6.097693988,8.829852272,Range
Human,8,8,2,4,Auditory,TR,3,3,2.049161448,3.715328857,Range
Human,8,8,2,5,Auditory,TR,5,5,5.397770044,7.580515422,Range
Human,8,8,2,6,Auditory,TR,5,5,4.081911091,6.464101033,Range
Human,8,8,2,7,Auditory,TR,9,9,8.080607618,11.56273644,Range
Human,8,8,2,8,Auditory,TR,3,3,2.265789355,3.431282023,Range
Human,8,8,2,9,Auditory,TR,1,1,0.849729626,1.19936564,Range
Human,8,8,2,10,Auditory,TR,3,3,2.249734651,3.599224499,Range
Human,8,8,2,11,Auditory,TR,9,9,4.631287544,6.61398847,Range
Human,8,8,2,12,Auditory,TR,7,7,5.331082308,7.530109958,Range
Human,8,8,2,13,Auditory,TR,1,1,0.583112814,1.782701776,Range
Human,8,8,2,14,Auditory,TR,3,3,1.88260137,2.932211584,Range
Human,8,8,2,15,Auditory,TR,9,9,4.93147473,6.814013103,Range
Human,8,8,2,16,Auditory,TR,5,5,2.948859098,4.847909434,Range
Human,8,8,2,17,Auditory,TR,1,1,1.182859693,2.215748779,Range
Human,8,8,2,18,Auditory,TR,3,3,2.932113195,4.364973331,Range
Human,8,8,2,19,Auditory,TR,7,7,4.032182315,6.514205669,Range
Human,8,8,2,20,Auditory,TR,9,9,7.047170669,9.079915711,Range
Human,8,8,2,21,Auditory,TR,3,3,2.06606272,3.315583606,Range
Human,8,8,2,22,Auditory,TR,7,7,44.71642034,45.98265916,Range
Human,8,8,1,1,Auditory,TR,3,3,2.982206859,NaN,Point
Human,8,8,1,2,Auditory,TR,7,7,7.597665497,NaN,Point
Human,8,8,1,3,Auditory,TR,7,7,9.029614652,NaN,Point
Human,8,8,1,4,Auditory,TR,3,3,2.948512968,NaN,Point
Human,8,8,1,5,Auditory,TR,1,1,1.132940864,NaN,Point
Human,8,8,1,6,Auditory,TR,9,9,5.547896375,NaN,Point
Human,8,8,1,7,Auditory,TR,9,9,7.763843701,NaN,Point
Human,8,8,1,8,Auditory,TR,3,3,4.481385242,NaN,Point
Human,8,8,1,9,Auditory,TR,1,1,0.966014482,NaN,Point
Human,8,8,1,10,Auditory,TR,5,5,4.398278268,NaN,Point
Human,8,8,1,11,Auditory,TR,3,3,3.415454887,NaN,Point
Human,8,8,1,12,Auditory,TR,1,1,1.815854529,NaN,Point
Human,8,8,1,13,Auditory,TR,9,9,6.197550404,NaN,Point
Human,8,8,1,14,Auditory,TR,1,1,1.649205617,NaN,Point
Human,8,8,1,15,Auditory,TR,3,3,3.166262435,NaN,Point
Human,8,8,1,16,Auditory,TR,9,9,7.696966265,NaN,Point
Human,8,8,1,17,Auditory,TR,5,5,5.198038808,NaN,Point
Human,8,8,2,1,Auditory,TR,5,5,4.598319535,6.014530387,Range
Human,8,8,2,2,Auditory,TR,9,9,7.630555999,9.513142504,Range
Human,8,8,2,3,Auditory,TR,1,1,0.466240811,1.132649591,Range
Human,8,8,2,4,Auditory,TR,5,5,3.865189397,5.281399187,Range
Human,8,8,2,5,Auditory,TR,1,1,0.849649641,2.148959115,Range
Human,8,8,2,6,Auditory,TR,5,5,4.81470961,6.364447057,Range
Human,8,8,2,7,Auditory,TR,7,7,7.81367582,10.24601145,Range
Human,8,8,2,8,Auditory,TR,9,9,6.814368081,9.146853313,Range
Human,8,8,2,9,Auditory,TR,9,9,5.847834404,7.713816219,Range
Human,8,8,2,10,Auditory,TR,3,3,2.115754689,4.081320405,Range
Human,8,8,2,11,Auditory,TR,5,5,3.748861363,6.631112709,Range
Human,8,8,2,12,Auditory,TR,9,9,7.513928552,9.729733604,Range
Human,8,8,2,13,Auditory,TR,7,7,5.347686998,7.113619866,Range
Human,8,8,2,14,Auditory,TR,3,3,1.815765342,2.915366939,Range
Human,8,8,2,15,Auditory,TR,9,9,6.48118528,8.347298398,Range
Human,8,8,2,16,Auditory,TR,1,1,1.132806376,1.932498964,Range
Human,8,8,2,17,Auditory,TR,7,7,5.314606089,7.146752093,Range
Human,8,8,2,18,Auditory,TR,3,3,1.982582364,3.59811037,Range
Human,8,8,2,19,Auditory,TR,7,7,6.497115051,8.246809533,Range
Human,8,8,2,20,Auditory,TR,1,1,1.066280733,1.566075638,Range
Human,8,8,2,21,Auditory,TR,9,9,6.114313896,8.196875132,Range
Human,8,8,2,22,Auditory,TR,3,3,3.198663824,4.747985774,Range
Human,8,8,2,23,Auditory,TR,3,3,2.532516589,4.16482235,Range
Human,8,8,2,24,Auditory,TR,5,5,3.365349544,5.164624511,Range
Human,8,8,2,25,Auditory,TR,1,1,0.999697402,1.766076912,Range
Human,8,8,2,26,Auditory,TR,5,5,5.198077031,6.631019629,Range
Human,8,8,2,27,Auditory,TR,1,1,0.932759092,1.46597325,Range
Human,8,8,2,28,Auditory,TR,3,3,3.248027005,4.864659938,Range
Human,8,8,2,29,Auditory,TR,7,7,6.964193582,9.796349849,Range
Human,8,8,2,30,Auditory,TR,7,7,5.264697878,7.513842904,Range
Human,8,8,1,1,Auditory,TR,1,1,1.582510095,NaN,Point
Human,8,8,1,2,Auditory,TR,5,5,4.814895416,NaN,Point
Human,8,8,1,3,Auditory,TR,9,9,9.080197783,NaN,Point
Human,8,8,1,4,Auditory,TR,5,5,5.314827641,NaN,Point
Human,8,8,1,5,Auditory,TR,5,5,4.298369118,NaN,Point
Human,8,8,1,6,Auditory,TR,9,9,8.963111306,NaN,Point
Human,8,8,1,7,Auditory,TR,7,7,6.33087102,NaN,Point
Human,8,8,1,8,Auditory,TR,1,1,0.899477513,NaN,Point
Human,8,8,1,9,Auditory,TR,3,3,3.048964317,NaN,Point
Human,9,9,1,1,Auditory,TR,7,7,5.631108709,NaN,Point
Human,9,9,1,2,Auditory,TR,3,3,2.498801652,NaN,Point
Human,9,9,1,3,Auditory,TR,3,3,3.048693071,NaN,Point
Human,9,9,1,4,Auditory,TR,5,5,3.864440131,NaN,Point
Human,9,9,1,5,Auditory,TR,1,1,0.949748651,NaN,Point
Human,9,9,1,6,Auditory,TR,7,7,5.781055835,NaN,Point
Human,9,9,1,7,Auditory,TR,9,9,6.181091084,NaN,Point
Human,9,9,1,8,Auditory,TR,1,1,1.182939216,NaN,Point
Human,9,9,1,9,Auditory,TR,7,7,4.26513472,NaN,Point
Human,9,9,1,10,Auditory,TR,3,3,3.231926743,NaN,Point
Human,9,9,1,11,Auditory,TR,5,5,3.815033218,NaN,Point
Human,9,9,1,12,Auditory,TR,3,3,2.432684045,NaN,Point
Human,9,9,1,13,Auditory,TR,7,7,6.797439159,NaN,Point
Human,9,9,1,14,Auditory,TR,7,7,6.547121345,NaN,Point
Human,9,9,1,15,Auditory,TR,5,5,4.265101099,NaN,Point
Human,9,9,1,16,Auditory,TR,9,9,8.529807585,NaN,Point
Human,9,9,1,17,Auditory,TR,1,1,0.916049797,NaN,Point
Human,9,9,1,18,Auditory,TR,5,5,4.33165154,NaN,Point
Human,9,9,1,19,Auditory,TR,3,3,2.765687532,NaN,Point
Human,9,9,1,20,Auditory,TR,3,3,3.065370497,NaN,Point
Human,9,9,1,21,Auditory,TR,1,1,0.799480527,NaN,Point
Human,9,9,1,22,Auditory,TR,5,5,3.74849304,NaN,Point
Human,9,9,1,23,Auditory,TR,7,7,4.081782134,NaN,Point
Human,9,9,1,24,Auditory,TR,9,9,5.431192303,NaN,Point
Human,9,9,1,25,Auditory,TR,9,9,5.94828593,NaN,Point
Human,9,9,1,26,Auditory,TR,5,5,4.531742071,NaN,Point
Human,9,9,1,27,Auditory,TR,1,1,1.116247209,NaN,Point
Human,9,9,1,28,Auditory,TR,9,9,6.080779146,NaN,Point
Human,9,9,1,29,Auditory,TR,9,9,7.063993777,NaN,Point
Human,9,9,1,30,Auditory,TR,1,1,0.900048344,NaN,Point
Human,9,9,2,1,Auditory,TR,3,3,2.216004213,3.581795583,Range
Human,9,9,2,2,Auditory,TR,3,3,2.149049249,3.781391698,Range
Human,9,9,2,3,Auditory,TR,9,9,6.264119699,7.930229307,Range
Human,9,9,2,4,Auditory,TR,9,9,5.414477363,6.697343461,Range
Human,9,9,2,5,Auditory,TR,5,5,3.748370232,4.631489873,Range
Human,9,9,2,6,Auditory,TR,7,7,5.614600808,6.230334844,Range
Human,9,9,2,7,Auditory,TR,3,3,2.815480918,3.532198619,Range
Human,9,9,2,8,Auditory,TR,3,3,2.082469433,2.798699442,Range
Human,9,9,2,9,Auditory,TR,5,5,4.431654513,5.248142666,Range
Human,9,9,2,10,Auditory,TR,9,9,6.947319041,8.280313326,Range
Human,9,9,2,11,Auditory,TR,3,3,2.115703246,2.765366533,Range
Human,9,9,2,12,Auditory,TR,1,1,0.782868929,1.38266274,Range
Human,9,9,2,13,Auditory,TR,7,7,5.631301238,6.680824234,Range
Human,9,9,2,14,Auditory,TR,5,5,4.448379717,5.297851467,Range
Human,9,9,2,15,Auditory,TR,5,5,4.198225765,5.614530025,Range
Human,9,9,2,16,Auditory,TR,1,1,0.633166711,1.21627708,Range
Human,9,9,2,17,Auditory,TR,9,9,6.680891124,7.863859361,Range
Human,9,9,2,18,Auditory,TR,5,5,3.765704874,5.031799405,Range
Human,9,9,2,19,Auditory,TR,1,1,0.782922016,1.449331742,Range
Human,9,9,2,20,Auditory,TR,7,7,5.747699568,6.99724656,Range
Human,9,9,2,21,Auditory,TR,7,7,5.864269899,7.396960811,Range
Human,9,9,2,22,Auditory,TR,9,9,7.680366625,9.613061642,Range
Human,9,9,2,23,Auditory,TR,1,1,0.849378671,1.565950914,Range
Human,9,9,2,24,Auditory,TR,1,1,0.799636602,1.599293378,Range
Human,9,9,2,25,Auditory,TR,7,7,6.214153958,7.430497927,Range
Human,9,9,2,26,Auditory,TR,9,9,7.780330314,9.196531231,Range
Human,9,9,2,27,Auditory,TR,3,3,1.965662333,2.765472707,Range
Human,9,9,2,28,Auditory,TR,1,1,0.849859284,1.699408541,Range
Human,9,9,2,29,Auditory,TR,7,7,5.548001172,6.730709991,Range
Human,9,9,2,30,Auditory,TR,5,5,3.015588436,4.697667291,Range
Human,10,10,2,1,Auditory,TR,1,1,0.938027064,2.08742421,Range
Human,10,10,2,2,Auditory,TR,3,3,1.549464247,4.064994642,Range
Human,10,10,2,3,Auditory,TR,5,5,3.631855819,6.664205912,Range
Human,10,10,2,4,Auditory,TR,1,1,0.666335051,1.861196522,Range
Human,10,10,2,5,Auditory,TR,9,9,4.281904517,6.747692843,Range
Human,10,10,2,6,Auditory,TR,5,5,3.398771428,6.31406279,Range
Human,10,10,2,7,Auditory,TR,1,1,0.949442163,2.632321214,Range
Human,10,10,2,8,Auditory,TR,9,9,5.264960241,8.897020622,Range
Human,10,10,2,9,Auditory,TR,1,1,0.816344819,2.815509939,Range
Human,10,10,2,10,Auditory,TR,7,7,4.082110919,7.04718151,Range
Human,10,10,2,11,Auditory,TR,1,1,0.966079596,2.249025325,Range
Human,10,10,2,12,Auditory,TR,3,3,2.582138524,5.981087262,Range
Human,10,10,2,13,Auditory,TR,9,9,6.214456199,9.646259002,Range
Human,10,10,2,14,Auditory,TR,9,9,4.764412385,7.779681238,Range
Human,10,10,2,15,Auditory,TR,1,1,1.3995242,2.615450552,Range
Human,10,10,2,16,Auditory,TR,3,3,1.782619421,3.931874293,Range
Human,10,10,2,17,Auditory,TR,7,7,6.730627176,10.56254875,Range
Human,10,10,2,18,Auditory,TR,7,7,3.682067175,7.263933895,Range
Human,10,10,2,19,Auditory,TR,9,9,6.780715371,10.81255264,Range
Human,10,10,2,20,Auditory,TR,3,3,1.282797439,3.515556938,Range
Human,10,10,2,21,Auditory,TR,3,3,3.498579749,6.747407944,Range
Human,10,10,2,22,Auditory,TR,9,9,6.580660585,9.679468395,Range
Human,10,10,2,23,Auditory,TR,7,7,6.164342168,9.646349249,Range
Human,10,10,2,24,Auditory,TR,5,5,3.115410206,5.347603799,Range
Human,10,10,2,25,Auditory,TR,3,3,4.048443209,6.614040918,Range
Human,10,10,2,26,Auditory,TR,5,5,5.697797885,8.163522507,Range
Human,10,10,2,27,Auditory,TR,5,5,2.232475661,4.714850458,Range
Human,10,10,2,28,Auditory,TR,5,5,2.782254537,4.598063178,Range
Human,10,10,2,29,Auditory,TR,7,7,5.364786966,8.680012359,Range
Human,10,10,2,30,Auditory,TR,7,7,5.447481841,9.396482321,Range
Human,10,10,1,1,Auditory,TR,5,5,4.381622944,NaN,Point
Human,10,10,1,2,Auditory,TR,7,7,6.296987566,NaN,Point
Human,10,10,1,3,Auditory,TR,1,1,1.416873706,NaN,Point
Human,10,10,1,4,Auditory,TR,1,1,1.316778362,NaN,Point
Human,10,10,1,5,Auditory,TR,1,1,1.116344889,NaN,Point
Human,10,10,1,6,Auditory,TR,3,3,2.715644992,NaN,Point
Human,10,10,1,7,Auditory,TR,5,5,3.531886114,NaN,Point
Human,10,10,1,8,Auditory,TR,5,5,4.231480105,NaN,Point
Human,10,10,1,9,Auditory,TR,3,3,3.015343529,NaN,Point
Human,10,10,1,10,Auditory,TR,3,3,3.316099911,NaN,Point
Human,10,10,1,11,Auditory,TR,9,9,5.114616734,NaN,Point
Human,10,10,1,12,Auditory,TR,5,5,4.998171333,NaN,Point
Human,10,10,1,13,Auditory,TR,7,7,5.564377772,NaN,Point
Human,10,10,1,14,Auditory,TR,1,1,0.8997277,NaN,Point
Human,10,10,1,15,Auditory,TR,7,7,4.731399059,NaN,Point
Human,10,10,1,16,Auditory,TR,9,9,5.814288232,NaN,Point
Human,10,10,1,17,Auditory,TR,7,7,5.731641843,NaN,Point
Human,10,10,1,18,Auditory,TR,5,5,4.797928974,NaN,Point
Human,10,10,1,19,Auditory,TR,9,9,6.730386161,NaN,Point
Human,10,10,1,20,Auditory,TR,1,1,1.249618836,NaN,Point
Human,10,10,1,21,Auditory,TR,9,9,6.59757761,NaN,Point
Human,10,10,1,22,Auditory,TR,5,5,3.815395625,NaN,Point
Human,10,10,1,23,Auditory,TR,7,7,5.497084114,NaN,Point
Human,10,10,1,24,Auditory,TR,3,3,2.865643434,NaN,Point
Human,10,10,1,25,Auditory,TR,9,9,6.597346151,NaN,Point
Human,10,10,1,26,Auditory,TR,9,9,7.113946069,NaN,Point
Human,10,10,1,27,Auditory,TR,3,3,3.965338503,NaN,Point
Human,10,10,1,28,Auditory,TR,1,1,1.149414487,NaN,Point
Human,10,10,1,29,Auditory,TR,7,7,6.097680244,NaN,Point
Human,10,10,1,30,Auditory,TR,3,3,3.198824231,NaN,Point
Human,11,11,1,1,Auditory,TR,7,7,5.181207301,NaN,Point
Human,11,11,1,2,Auditory,TR,3,3,3.398640844,NaN,Point
Human,11,11,1,3,Auditory,TR,3,3,2.598835777,NaN,Point
Human,11,11,1,4,Auditory,TR,7,7,6.180911432,NaN,Point
Human,11,11,1,5,Auditory,TR,9,9,7.863518447,NaN,Point
Human,11,11,1,6,Auditory,TR,9,9,8.829750465,NaN,Point
Human,11,11,1,7,Auditory,TR,1,1,1.099371243,NaN,Point
Human,11,11,1,8,Auditory,TR,1,1,0.516366574,NaN,Point
Human,11,11,1,9,Auditory,TR,9,9,7.380379788,NaN,Point
Human,11,11,1,10,Auditory,TR,1,1,0.799991223,NaN,Point
Human,11,11,1,11,Auditory,TR,7,7,7.430346237,NaN,Point
Human,11,11,1,12,Auditory,TR,5,5,5.314658321,NaN,Point
Human,11,11,1,13,Auditory,TR,1,1,0.566403452,NaN,Point
Human,11,11,1,14,Auditory,TR,7,7,6.697457085,NaN,Point
Human,11,11,1,15,Auditory,TR,1,1,0.732997095,NaN,Point
Human,11,11,1,16,Auditory,TR,9,9,6.131428424,NaN,Point
Human,11,11,1,17,Auditory,TR,1,1,0.832953352,NaN,Point
Human,11,11,1,18,Auditory,TR,7,7,32.37058426,NaN,Point
Human,11,11,1,1,Auditory,TR,7,7,5.465039695,NaN,Point
Human,11,11,1,2,Auditory,TR,7,7,6.197621653,NaN,Point
Human,11,11,1,3,Auditory,TR,1,1,0.715956322,NaN,Point
Human,11,11,1,4,Auditory,TR,5,5,3.765034457,NaN,Point
Human,11,11,1,5,Auditory,TR,5,5,3.548484981,NaN,Point
Human,11,11,1,6,Auditory,TR,3,3,2.448468206,NaN,Point
Human,11,11,1,7,Auditory,TR,9,9,6.414265268,NaN,Point
Human,11,11,1,8,Auditory,TR,3,3,3.048728118,NaN,Point
Human,11,11,1,9,Auditory,TR,5,5,4.381480803,NaN,Point
Human,11,11,1,10,Auditory,TR,1,1,0.516909827,NaN,Point
Human,11,11,1,11,Auditory,TR,9,9,6.430472229,NaN,Point
Human,11,11,1,12,Auditory,TR,3,3,2.998805907,NaN,Point
Human,11,11,1,13,Auditory,TR,3,3,2.382422911,NaN,Point
Human,11,11,1,14,Auditory,TR,3,3,1.866315753,NaN,Point
Human,11,11,1,15,Auditory,TR,9,9,8.213357914,NaN,Point
Human,11,11,1,16,Auditory,TR,9,9,7.563585973,NaN,Point
Human,11,11,1,17,Auditory,TR,1,1,0.64969408,NaN,Point
Human,11,11,1,18,Auditory,TR,7,7,5.015311214,NaN,Point
Human,11,11,1,19,Auditory,TR,1,1,0.78292603,NaN,Point
Human,11,11,1,20,Auditory,TR,5,5,4.36541399,NaN,Point
Human,11,11,1,21,Auditory,TR,1,1,0.83291513,NaN,Point
Human,11,11,1,22,Auditory,TR,7,7,4.948123498,NaN,Point
Human,11,11,1,23,Auditory,TR,5,5,4.514629583,NaN,Point
Human,11,11,1,24,Auditory,TR,1,1,0.266601925,NaN,Point
Human,11,11,1,25,Auditory,TR,7,7,6.397235466,NaN,Point
Human,11,11,1,26,Auditory,TR,5,5,3.64835453,NaN,Point
Human,11,11,1,27,Auditory,TR,7,7,5.864254226,NaN,Point
Human,11,11,1,28,Auditory,TR,9,9,8.130214512,NaN,Point
Human,11,11,1,29,Auditory,TR,9,9,7.796896279,NaN,Point
Human,11,11,1,30,Auditory,TR,3,3,2.349174823,NaN,Point
Human,11,11,2,1,Auditory,TR,1,1,0.632975719,1.198970051,Range
Human,11,11,2,2,Auditory,TR,1,1,0.6169174,1.08329169,Range
Human,11,11,2,3,Auditory,TR,5,5,3.415379731,4.481518459,Range
Human,11,11,2,4,Auditory,TR,7,7,4.781596743,6.580752385,Range
Human,11,11,2,5,Auditory,TR,1,1,0.399787158,0.999526822,Range
Human,11,11,2,6,Auditory,TR,3,3,1.932494472,2.948377605,Range
Human,11,11,2,7,Auditory,TR,1,1,0.34981894,1.066198538,Range
Human,11,11,2,8,Auditory,TR,1,1,0.266884345,0.749625209,Range
Human,11,11,2,9,Auditory,TR,3,3,1.682938275,2.765507281,Range
Human,11,11,2,10,Auditory,TR,3,3,1.732546921,3.015469766,Range
Human,11,11,2,11,Auditory,TR,5,5,3.864928779,5.297840157,Range
Human,11,11,2,12,Auditory,TR,3,3,1.598987959,3.531953485,Range
Human,11,11,2,13,Auditory,TR,9,9,6.430809152,8.91307613,Range
Human,11,11,2,14,Auditory,TR,7,7,6.580670985,8.013830454,Range
Human,11,11,2,15,Auditory,TR,5,5,4.598174673,6.613946678,Range
Human,11,11,2,16,Auditory,TR,1,1,0.53317943,1.215756009,Range
Human,11,11,2,17,Auditory,TR,5,5,4.298364298,5.747768597,Range
Human,11,11,2,18,Auditory,TR,9,9,6.197374978,8.129915458,Range
Human,11,11,2,19,Auditory,TR,7,7,5.781085343,7.713643165,Range
Human,11,11,2,20,Auditory,TR,3,3,1.715997729,2.932031557,Range
Human,11,11,2,21,Auditory,TR,9,9,9.229443129,11.76217946,Range
Human,11,11,2,22,Auditory,TR,7,7,3.915063336,5.631219263,Range
Human,11,11,2,23,Auditory,TR,3,3,1.383051102,3.132499356,Range
Human,11,11,2,24,Auditory,TR,9,9,7.247189246,9.146310699,Range
Human,11,11,2,25,Auditory,TR,9,9,8.396878017,10.42929406,Range
Human,11,11,2,26,Auditory,TR,5,5,3.715475358,5.431341433,Range
Human,11,11,2,27,Auditory,TR,7,7,5.314585769,7.863611526,Range
Human,11,11,2,28,Auditory,TR,9,9,7.080267528,9.562576268,Range
Human,11,11,2,29,Auditory,TR,7,7,5.61441384,7.147045417,Range
Human,11,11,2,30,Auditory,TR,5,5,4.131835067,5.264637723,Range
Human,12,12,2,1,Auditory,TR,3,3,3.048946448,4.114908777,Range
Human,12,12,2,2,Auditory,TR,5,5,3.815361469,5.031481449,Range
Human,12,12,2,3,Auditory,TR,1,1,0.749794464,1.433035561,Range
Human,12,12,2,4,Auditory,TR,3,3,1.816470285,2.715787477,Range
Human,12,12,2,5,Auditory,TR,9,9,6.630916176,8.397027538,Range
Human,12,12,2,6,Auditory,TR,1,1,0.516455456,1.498913658,Range
Human,12,12,2,7,Auditory,TR,5,5,4.231559877,5.3978557,Range
Human,12,12,2,8,Auditory,TR,7,7,6.963991977,8.763246774,Range
Human,12,12,2,9,Auditory,TR,7,7,7.147167777,8.546591321,Range
Human,12,12,2,10,Auditory,TR,3,3,1.683066617,2.965102563,Range
Human,12,12,2,11,Auditory,TR,9,9,6.081382052,7.864116095,Range
Human,12,12,2,12,Auditory,TR,9,9,10.24610826,12.09552273,Range
Human,12,12,2,13,Auditory,TR,1,1,1.715784292,2.698910685,Range
Human,12,12,2,14,Auditory,TR,5,5,5.881836975,7.114468152,Range
Human,12,12,2,15,Auditory,TR,5,5,6.914100222,8.379996086,Range
Human,12,12,2,16,Auditory,TR,1,1,0.416469153,1.366014319,Range
Human,12,12,2,17,Auditory,TR,9,9,5.697911229,7.29709503,Range
Human,12,12,2,18,Auditory,TR,7,7,5.081074854,7.129909819,Range
Human,12,12,2,19,Auditory,TR,7,7,5.831400898,7.513796492,Range
Human,12,12,2,20,Auditory,TR,5,5,4.431647506,5.930459944,Range
Human,12,12,2,21,Auditory,TR,7,7,8.013776142,9.296961604,Range
Human,12,12,2,22,Auditory,TR,3,3,2.448996067,3.798829037,Range
Human,12,12,2,23,Auditory,TR,7,7,6.064205848,8.012962492,Range
Human,12,12,2,24,Auditory,TR,1,1,1.115887352,1.982479437,Range
Human,12,12,2,25,Auditory,TR,9,9,9.762849681,11.72867388,Range
Human,12,12,2,26,Auditory,TR,1,1,0.966033713,1.931837028,Range
Human,12,12,2,27,Auditory,TR,3,3,2.532383402,3.931319958,Range
Human,12,12,2,28,Auditory,TR,9,9,10.62932073,12.44476537,Range
Human,12,12,2,29,Auditory,TR,5,5,3.698633923,5.448548011,Range
Human,12,12,2,30,Auditory,TR,3,3,2.515768153,3.931814023,Range
Human,12,12,1,1,Auditory,TR,5,5,4.647764301,NaN,Point
Human,12,12,1,2,Auditory,TR,7,7,8.446465575,NaN,Point
Human,12,12,1,3,Auditory,TR,9,9,7.530412803,NaN,Point
Human,12,12,1,4,Auditory,TR,1,1,1.316383045,NaN,Point
Human,12,12,1,5,Auditory,TR,7,7,5.897729529,NaN,Point
Human,12,12,1,6,Auditory,TR,9,9,8.330233156,NaN,Point
Human,12,12,1,7,Auditory,TR,7,7,5.16470639,NaN,Point
Human,12,12,1,8,Auditory,TR,9,9,10.14595208,NaN,Point
Human,12,12,1,9,Auditory,TR,7,7,6.430964096,NaN,Point
Human,12,12,1,10,Auditory,TR,5,5,9.346340536,NaN,Point
Human,12,12,1,11,Auditory,TR,3,3,3.09904489,NaN,Point
Human,12,12,1,12,Auditory,TR,3,3,3.815420927,NaN,Point
Human,12,12,1,13,Auditory,TR,9,9,8.1469303,NaN,Point
Human,12,12,1,14,Auditory,TR,7,7,4.365054147,NaN,Point
Human,12,12,1,15,Auditory,TR,5,5,8.779962535,NaN,Point
Human,12,12,1,16,Auditory,TR,7,7,8.080256956,NaN,Point
Human,12,12,1,17,Auditory,TR,1,1,1.599366067,NaN,Point
Human,12,12,1,18,Auditory,TR,3,3,4.281982505,NaN,Point
Human,12,12,1,19,Auditory,TR,1,1,5.581221906,NaN,Point
Human,12,12,1,20,Auditory,TR,9,9,9.429579581,NaN,Point
Human,12,12,1,21,Auditory,TR,1,1,1.332713392,NaN,Point
Human,12,12,1,22,Auditory,TR,3,3,5.164786021,NaN,Point
Human,12,12,1,23,Auditory,TR,1,1,1.649255345,NaN,Point
Human,12,12,1,24,Auditory,TR,5,5,5.363920203,NaN,Point
Human,12,12,1,25,Auditory,TR,3,3,4.681538766,NaN,Point
Human,12,12,1,26,Auditory,TR,3,3,5.114890727,NaN,Point
Human,12,12,1,27,Auditory,TR,1,1,1.699268493,NaN,Point
