Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Release,Task
Human,12,12,1,28,Auditory,TR,9,9,8.330061153,NaN,Point
Human,12,12,1,29,Auditory,TR,5,5,4.898307472,NaN,Point
Human,12,12,1,30,Auditory,TR,5,5,5.547972651,NaN,Point
Human,13,13,1,1,Auditory,TR,3,3,3.031824646,NaN,Point
Human,13,13,1,2,Auditory,TR,5,5,4.664964577,NaN,Point
Human,13,13,1,3,Auditory,TR,5,5,5.298018507,NaN,Point
Human,13,13,1,4,Auditory,TR,7,7,5.4645534,NaN,Point
Human,13,13,1,5,Auditory,TR,1,1,0.666276536,NaN,Point
Human,13,13,1,6,Auditory,TR,3,3,2.915333886,NaN,Point
Human,13,13,1,7,Auditory,TR,7,7,5.647811786,NaN,Point
Human,13,13,1,8,Auditory,TR,5,5,5.364706503,NaN,Point
Human,13,13,1,9,Auditory,TR,9,9,9.646577334,NaN,Point
Human,13,13,1,10,Auditory,TR,3,3,1.982568679,NaN,Point
Human,13,13,1,11,Auditory,TR,5,5,4.548207674,NaN,Point
Human,13,13,1,12,Auditory,TR,1,1,0.950109466,NaN,Point
Human,13,13,1,13,Auditory,TR,5,5,3.731523394,NaN,Point
Human,13,13,1,14,Auditory,TR,7,7,6.131087938,NaN,Point
Human,13,13,1,15,Auditory,TR,9,9,10.27954916,NaN,Point
Human,13,13,1,16,Auditory,TR,9,9,7.280152225,NaN,Point
Human,13,13,1,17,Auditory,TR,1,1,0.999592999,NaN,Point
Human,13,13,1,18,Auditory,TR,1,1,1.116270625,NaN,Point
Human,13,13,1,19,Auditory,TR,5,5,4.581444436,NaN,Point
Human,13,13,1,20,Auditory,TR,1,1,1.682757952,NaN,Point
Human,13,13,1,21,Auditory,TR,9,9,6.714030846,NaN,Point
Human,13,13,1,22,Auditory,TR,9,9,9.129595483,NaN,Point
Human,13,13,1,23,Auditory,TR,3,3,2.848981047,NaN,Point
Human,13,13,1,24,Auditory,TR,3,3,3.881854693,NaN,Point
Human,13,13,1,25,Auditory,TR,7,7,8.479921049,NaN,Point
Human,13,13,1,26,Auditory,TR,7,7,7.130697925,NaN,Point
Human,13,13,1,27,Auditory,TR,9,9,8.480048104,NaN,Point
Human,13,13,1,28,Auditory,TR,1,1,0.916404829,NaN,Point
Human,13,13,1,29,Auditory,TR,3,3,2.848813645,NaN,Point
Human,13,13,1,30,Auditory,TR,7,7,6.447677015,NaN,Point
Human,13,13,2,1,Auditory,TR,3,3,3.18209047,6.747338744,Range
Human,13,13,2,2,Auditory,TR,7,7,5.097957704,9.313249899,Range
Human,13,13,2,3,Auditory,TR,3,3,2.015832338,4.698110029,Range
Human,13,13,2,4,Auditory,TR,5,5,4.098306664,7.747041457,Range
Human,13,13,2,5,Auditory,TR,1,1,0.866321058,2.715155938,Range
Human,13,13,2,6,Auditory,TR,1,1,0.532801448,2.332071748,Range
Human,13,13,2,7,Auditory,TR,9,9,4.265121148,7.730231962,Range
Human,13,13,2,8,Auditory,TR,7,7,6.280943577,9.346364207,Range
Human,13,13,2,9,Auditory,TR,1,1,0.949699279,2.132429626,Range
Human,13,13,2,10,Auditory,TR,9,9,4.915090747,8.080383756,Range
Human,13,13,2,11,Auditory,TR,5,5,3.215121254,6.780391117,Range
Human,13,13,2,12,Auditory,TR,5,5,5.697711522,9.396314553,Range
Human,13,13,2,13,Auditory,TR,7,7,5.231105422,8.613190866,Range
Human,13,13,2,14,Auditory,TR,5,5,3.032269869,5.414691178,Range
Human,13,13,2,15,Auditory,TR,3,3,1.965708928,4.964637631,Range
Human,13,13,2,16,Auditory,TR,3,3,2.548830916,5.564673872,Range
Human,13,13,2,17,Auditory,TR,7,7,6.630501149,9.679515747,Range
Human,13,13,2,18,Auditory,TR,5,5,3.29821953,5.614400898,Range
Human,13,13,2,19,Auditory,TR,9,9,5.631231981,8.979699499,Range
Human,13,13,2,20,Auditory,TR,1,1,0.73301054,2.149427757,Range
Human,13,13,2,21,Auditory,TR,7,7,4.015483733,7.813141602,Range
Human,13,13,2,22,Auditory,TR,9,9,6.730869361,10.12959265,Range
Human,13,13,2,23,Auditory,TR,9,9,6.181083231,9.512985101,Range
Human,13,13,2,24,Auditory,TR,9,9,5.081419662,8.463747538,Range
Human,13,13,2,25,Auditory,TR,3,3,1.682582411,3.681914929,Range
Human,13,13,2,26,Auditory,TR,1,1,0.999543805,3.49892481,Range
Human,13,13,2,27,Auditory,TR,3,3,2.448959245,5.031448789,Range
Human,13,13,2,28,Auditory,TR,1,1,0.782864268,2.998818635,Range
Human,13,13,2,29,Auditory,TR,7,7,6.047435788,9.812511635,Range
Human,13,13,2,30,Auditory,TR,5,5,4.947998723,8.646270491,Range
Human,14,14,2,1,Auditory,TR,5,5,3.948333007,5.731056079,Range
Human,14,14,2,2,Auditory,TR,9,9,6.231467151,7.814506411,Range
Human,14,14,2,3,Auditory,TR,3,3,2.448997129,3.481953696,Range
Human,14,14,2,4,Auditory,TR,5,5,5.114761902,6.78072239,Range
Human,14,14,2,5,Auditory,TR,9,9,6.780638866,9.196736408,Range
Human,14,14,2,6,Auditory,TR,9,9,6.181636623,7.880488912,Range
Human,14,14,2,7,Auditory,TR,7,7,6.230814532,7.896927204,Range
Human,14,14,2,8,Auditory,TR,3,3,0.799343983,2.715433208,Range
Human,14,14,2,9,Auditory,TR,3,3,0.733054637,2.698893697,Range
Human,14,14,2,10,Auditory,TR,9,9,8.079903041,10.34567411,Range
Human,14,14,2,11,Auditory,TR,5,5,3.465421971,5.397990187,Range
Human,14,14,2,12,Auditory,TR,7,7,4.43229057,7.997529319,Range
Human,14,14,2,13,Auditory,TR,1,1,0.433374258,1.199486328,Range
Human,14,14,2,14,Auditory,TR,5,5,4.731168978,6.530774858,Range
Human,14,14,2,15,Auditory,TR,1,1,0.349838986,1.482723815,Range
Human,14,14,2,16,Auditory,TR,1,1,0.950240255,1.599922068,Range
Human,14,14,2,17,Auditory,TR,3,3,2.848790159,4.581907085,Range
Human,14,14,2,18,Auditory,TR,9,9,5.297773839,7.83007761,Range
Human,14,14,2,19,Auditory,TR,1,1,0.515986873,1.582652784,Range
Human,14,14,2,20,Auditory,TR,3,3,2.732321325,4.431653523,Range
Human,14,14,2,21,Auditory,TR,1,1,1.182736591,2.715533366,Range
Human,14,14,2,22,Auditory,TR,5,5,3.915015447,5.914387601,Range
Human,14,14,2,23,Auditory,TR,9,9,6.347643298,8.513236599,Range
Human,14,14,2,24,Auditory,TR,3,3,3.148742345,4.731590845,Range
Human,14,14,2,25,Auditory,TR,7,7,6.314403244,8.147021256,Range
Human,14,14,2,26,Auditory,TR,7,7,6.447253389,7.896713439,Range
Human,14,14,2,27,Auditory,TR,1,1,0.367002803,1.932797907,Range
Human,14,14,2,28,Auditory,TR,5,5,4.798308074,6.664352298,Range
Human,14,14,2,29,Auditory,TR,7,7,6.031095328,7.963828115,Range
Human,14,14,2,30,Auditory,TR,7,7,5.39787835,8.213481897,Range
Human,14,14,1,1,Auditory,TR,9,9,7.463744414,NaN,Point
Human,14,14,1,2,Auditory,TR,3,3,3.232133573,NaN,Point
Human,14,14,1,3,Auditory,TR,9,9,8.879801255,NaN,Point
Human,14,14,1,4,Auditory,TR,7,7,6.114675547,NaN,Point
Human,14,14,1,5,Auditory,TR,1,1,0.949567463,NaN,Point
Human,14,14,1,6,Auditory,TR,1,1,0.966298796,NaN,Point
Human,14,14,1,7,Auditory,TR,7,7,6.331051053,NaN,Point
Human,14,14,1,8,Auditory,TR,3,3,4.614677493,NaN,Point
Human,14,14,1,9,Auditory,TR,7,7,6.04758883,NaN,Point
Human,14,14,1,10,Auditory,TR,1,1,0.982955452,NaN,Point
Human,14,14,1,11,Auditory,TR,3,3,2.698640648,NaN,Point
Human,14,14,1,12,Auditory,TR,5,5,5.647723247,NaN,Point
Human,14,14,1,13,Auditory,TR,9,9,9.063382288,NaN,Point
Human,14,14,1,14,Auditory,TR,1,1,0.882700527,NaN,Point
Human,14,14,1,15,Auditory,TR,5,5,4.948228956,NaN,Point
Human,14,14,1,16,Auditory,TR,7,7,7.397200249,NaN,Point
Human,14,14,1,17,Auditory,TR,5,5,5.031167881,NaN,Point
Human,14,14,1,18,Auditory,TR,3,3,2.932210762,NaN,Point
Human,14,14,1,19,Auditory,TR,9,9,9.446676154,NaN,Point
Human,14,14,1,20,Auditory,TR,9,9,7.796956472,NaN,Point
Human,14,14,1,21,Auditory,TR,3,3,2.665836972,NaN,Point
Human,14,14,1,22,Auditory,TR,1,1,1.432732256,NaN,Point
Human,14,14,1,23,Auditory,TR,1,1,1.199495883,NaN,Point
Human,14,14,1,24,Auditory,TR,5,5,4.215199093,NaN,Point
Human,14,14,1,25,Auditory,TR,7,7,7.363954179,NaN,Point
Human,14,14,1,26,Auditory,TR,7,7,5.681288194,NaN,Point
Human,14,14,1,27,Auditory,TR,9,9,8.396849519,NaN,Point
Human,14,14,1,28,Auditory,TR,5,5,5.1315895,NaN,Point
Human,14,14,1,29,Auditory,TR,3,3,2.482430066,NaN,Point
Human,14,14,1,30,Auditory,TR,5,5,5.248166278,NaN,Point
Human,15,15,2,1,Auditory,TR,1,1,0.932738565,1.432640353,Range
Human,15,15,2,2,Auditory,TR,7,7,6.214025207,7.596873079,Range
Human,15,15,2,3,Auditory,TR,7,7,3.998355705,5.731122371,Range
Human,15,15,2,4,Auditory,TR,1,1,0.533600988,1.599497722,Range
Human,15,15,2,5,Auditory,TR,9,9,4.564855689,6.364171002,Range
Human,15,15,2,6,Auditory,TR,5,5,3.581691486,5.181138598,Range
Human,15,15,2,7,Auditory,TR,1,1,0.733021486,1.365777428,Range
Human,15,15,2,8,Auditory,TR,5,5,3.548647031,4.9483261,Range
Human,15,15,2,9,Auditory,TR,7,7,3.882064125,5.897979032,Range
Human,15,15,2,10,Auditory,TR,9,9,5.764243626,7.84637096,Range
Human,15,15,2,11,Auditory,TR,1,1,0.316148457,0.616429431,Range
Human,15,15,2,12,Auditory,TR,7,7,4.614829375,5.581119911,Range
Human,15,15,2,13,Auditory,TR,5,5,3.115963146,5.36507809,Range
Human,15,15,2,14,Auditory,TR,7,7,5.181259992,6.980509831,Range
Human,15,15,2,15,Auditory,TR,3,3,1.616121524,2.298981747,Range
Human,15,15,2,16,Auditory,TR,9,9,8.180372369,10.2127366,Range
Human,15,15,2,17,Auditory,TR,7,7,4.581563369,5.997376065,Range
Human,15,15,2,18,Auditory,TR,9,9,3.748319871,5.214326389,Range
Human,15,15,2,19,Auditory,TR,3,3,1.466190555,2.082758367,Range
Human,15,15,2,20,Auditory,TR,5,5,3.998442768,5.364807344,Range
Human,15,15,2,21,Auditory,TR,9,9,8.130231635,10.89595038,Range
Human,15,15,2,22,Auditory,TR,1,1,0.433089119,1.149553694,Range
Human,15,15,2,23,Auditory,TR,3,3,0.649810106,2.232495035,Range
Human,15,15,2,24,Auditory,TR,1,1,0.849748737,1.299519346,Range
Human,15,15,2,25,Auditory,TR,3,3,1.882574826,3.165349331,Range
Human,15,15,2,26,Auditory,TR,5,5,3.732536267,4.698872458,Range
Human,15,15,2,27,Auditory,TR,3,3,2.232317723,3.23188276,Range
Human,15,15,2,28,Auditory,TR,3,3,1.432735911,2.631693486,Range
Human,15,15,2,29,Auditory,TR,5,5,2.498956832,3.83177156,Range
Human,15,15,2,30,Auditory,TR,9,9,6.913349616,9.096123661,Range
Human,15,15,1,1,Auditory,TR,1,1,1.499237841,NaN,Point
Human,15,15,1,2,Auditory,TR,5,5,4.165124948,NaN,Point
Human,15,15,1,3,Auditory,TR,7,7,6.880803829,NaN,Point
Human,15,15,1,4,Auditory,TR,5,5,3.897799596,NaN,Point
Human,15,15,1,5,Auditory,TR,5,5,3.748309253,NaN,Point
Human,15,15,1,6,Auditory,TR,7,7,5.331232014,NaN,Point
Human,15,15,1,7,Auditory,TR,5,5,2.965571024,NaN,Point
Human,15,15,1,8,Auditory,TR,3,3,2.315786754,NaN,Point
Human,15,15,1,9,Auditory,TR,3,3,3.282223812,NaN,Point
Human,15,15,1,10,Auditory,TR,9,9,8.41357453,NaN,Point
Human,15,15,1,11,Auditory,TR,7,7,3.198785572,NaN,Point
Human,15,15,1,12,Auditory,TR,9,9,6.880621562,NaN,Point
Human,15,15,1,13,Auditory,TR,7,7,4.39838692,NaN,Point
Human,15,15,1,14,Auditory,TR,1,1,1.149700923,NaN,Point
Human,15,15,1,15,Auditory,TR,5,5,3.164727146,NaN,Point
Human,15,15,1,16,Auditory,TR,7,7,4.698142683,NaN,Point
Human,15,15,1,17,Auditory,TR,3,3,3.598599483,NaN,Point
Human,15,15,1,18,Auditory,TR,9,9,5.648101398,NaN,Point
Human,15,15,1,19,Auditory,TR,1,1,0.76638482,NaN,Point
Human,15,15,1,20,Auditory,TR,3,3,3.348595147,NaN,Point
Human,15,15,1,21,Auditory,TR,3,3,2.615577908,NaN,Point
Human,15,15,1,22,Auditory,TR,9,9,4.765051617,NaN,Point
Human,15,15,1,23,Auditory,TR,3,3,2.082608306,NaN,Point
Human,15,15,1,24,Auditory,TR,1,1,1.966232494,NaN,Point
Human,15,15,1,25,Auditory,TR,7,7,6.364551462,NaN,Point
Human,15,15,1,26,Auditory,TR,5,5,3.48181702,NaN,Point
Human,15,15,1,27,Auditory,TR,1,1,1.44915798,NaN,Point
Human,15,15,1,28,Auditory,TR,1,1,1.283102232,NaN,Point
Human,15,15,1,29,Auditory,TR,9,9,5.031332562,NaN,Point
Human,15,15,1,30,Auditory,TR,9,9,6.380823825,NaN,Point
Human,16,16,1,1,Auditory,TR,5,5,3.531880692,NaN,Point
Human,16,16,1,2,Auditory,TR,3,3,2.648883445,NaN,Point
Human,16,16,1,3,Auditory,TR,3,3,1.881985769,NaN,Point
Human,16,16,1,4,Auditory,TR,7,7,7.18062682,NaN,Point
Human,16,16,1,5,Auditory,TR,3,3,3.548547441,NaN,Point
Human,16,16,1,6,Auditory,TR,5,5,4.031734527,NaN,Point
Human,16,16,1,7,Auditory,TR,9,9,7.28038347,NaN,Point
Human,16,16,1,8,Auditory,TR,1,1,0.93284319,NaN,Point
Human,16,16,1,9,Auditory,TR,1,1,0.932845667,NaN,Point
Human,16,16,1,10,Auditory,TR,7,7,5.197953614,NaN,Point
Human,16,16,1,11,Auditory,TR,1,1,0.682777893,NaN,Point
Human,16,16,1,12,Auditory,TR,9,9,5.1640351,NaN,Point
Human,16,16,1,13,Auditory,TR,7,7,5.181894884,NaN,Point
Human,16,16,1,14,Auditory,TR,3,3,2.632295972,NaN,Point
Human,16,16,1,15,Auditory,TR,1,1,1.049131041,NaN,Point
Human,16,16,1,16,Auditory,TR,5,5,3.965309605,NaN,Point
Human,16,16,1,17,Auditory,TR,5,5,3.615071458,NaN,Point
Human,16,16,1,18,Auditory,TR,7,7,3.898352401,NaN,Point
Human,16,16,1,19,Auditory,TR,9,9,7.113731196,NaN,Point
Human,16,16,1,20,Auditory,TR,7,7,3.748332193,NaN,Point
Human,16,16,1,21,Auditory,TR,1,1,0.782945789,NaN,Point
Human,16,16,1,22,Auditory,TR,7,7,4.331423156,NaN,Point
Human,16,16,1,23,Auditory,TR,5,5,4.198306109,NaN,Point
Human,16,16,1,24,Auditory,TR,3,3,2.732323719,NaN,Point
Human,16,16,1,25,Auditory,TR,9,9,11.27892854,NaN,Point
Human,16,16,1,26,Auditory,TR,3,3,3.115121714,NaN,Point
Human,16,16,1,27,Auditory,TR,9,9,5.297964726,NaN,Point
Human,16,16,1,28,Auditory,TR,1,1,1.499267403,NaN,Point
Human,16,16,1,29,Auditory,TR,5,5,3.515223853,NaN,Point
Human,16,16,1,30,Auditory,TR,9,9,5.614399381,NaN,Point
Human,16,16,2,1,Auditory,TR,7,7,3.348711019,4.69813694,Range
Human,16,16,2,2,Auditory,TR,7,7,4.131725821,5.681053283,Range
Human,16,16,2,3,Auditory,TR,9,9,4.814075127,6.747220557,Range
Human,16,16,2,4,Auditory,TR,5,5,2.21587958,3.148797798,Range
Human,16,16,2,5,Auditory,TR,5,5,2.415571252,3.381969843,Range
Human,16,16,2,6,Auditory,TR,5,5,3.581953846,4.831562951,Range
Human,16,16,2,7,Auditory,TR,7,7,4.864765502,6.263900401,Range
Human,16,16,2,8,Auditory,TR,3,3,1.949622837,3.13288028,Range
Human,16,16,2,9,Auditory,TR,9,9,5.547992154,7.030660406,Range
Human,16,16,2,10,Auditory,TR,1,1,0.733155056,1.366175839,Range
Human,16,16,2,11,Auditory,TR,1,1,0.682976791,1.116307317,Range
Human,16,16,2,12,Auditory,TR,1,1,0.783045592,1.316028718,Range
Human,16,16,2,13,Auditory,TR,9,9,5.281104034,6.647382861,Range
Human,16,16,2,14,Auditory,TR,5,5,3.648657649,5.264914003,Range
Human,16,16,2,15,Auditory,TR,1,1,0.966360014,2.065994211,Range
Human,16,16,2,16,Auditory,TR,9,9,4.48147557,6.763930483,Range
Human,16,16,2,17,Auditory,TR,3,3,2.332375177,5.597703964,Range
Human,16,16,2,18,Auditory,TR,1,1,1.049597497,1.899143393,Range
Human,16,16,2,19,Auditory,TR,9,9,3.38202116,4.998054195,Range
Human,16,16,2,20,Auditory,TR,3,3,1.615277789,2.748588424,Range
Human,16,16,2,21,Auditory,TR,3,3,2.048384288,4.247483867,Range
Human,16,16,2,22,Auditory,TR,7,7,4.914561897,6.430681145,Range
Human,16,16,2,23,Auditory,TR,3,3,1.849178536,3.06527117,Range
Human,16,16,2,24,Auditory,TR,5,5,3.41531679,5.431222275,Range
Human,16,16,2,25,Auditory,TR,5,5,3.648163943,5.864274627,Range
Human,16,16,2,26,Auditory,TR,9,9,5.131576116,8.179379636,Range
Human,16,16,2,27,Auditory,TR,7,7,3.232058285,4.980876752,Range
Human,16,16,2,28,Auditory,TR,7,7,3.881310859,5.0980193,Range
Human,16,16,2,29,Auditory,TR,1,1,1.016113586,1.960717251,Range
Human,16,16,2,30,Auditory,TR,3,3,2.465521952,4.347931706,Range
Human,17,17,1,1,Auditory,TR,1,1,1.116242312,NaN,Point
Human,17,17,1,2,Auditory,TR,9,9,7.713844687,NaN,Point
Human,17,17,1,3,Auditory,TR,7,7,5.26477679,NaN,Point
Human,17,17,1,4,Auditory,TR,3,3,2.398932808,NaN,Point
Human,17,17,1,5,Auditory,TR,5,5,4.548279872,NaN,Point
Human,17,17,1,6,Auditory,TR,7,7,4.998019852,NaN,Point
Human,17,17,1,7,Auditory,TR,5,5,3.765440025,NaN,Point
Human,17,17,1,8,Auditory,TR,3,3,0.83274737,NaN,Point
Human,17,17,1,9,Auditory,TR,5,5,4.015063991,NaN,Point
Human,17,17,1,10,Auditory,TR,3,3,2.332372575,NaN,Point
Human,17,17,1,11,Auditory,TR,9,9,5.714632499,NaN,Point
Human,17,17,1,12,Auditory,TR,9,9,6.497420322,NaN,Point
Human,17,17,1,13,Auditory,TR,1,1,0.73290649,NaN,Point
Human,17,17,1,14,Auditory,TR,1,1,0.750026013,NaN,Point
Human,17,17,1,15,Auditory,TR,3,3,2.782446649,NaN,Point
Human,17,17,1,16,Auditory,TR,3,3,2.649092246,NaN,Point
Human,17,17,1,17,Auditory,TR,1,1,0.933207953,NaN,Point
Human,17,17,1,18,Auditory,TR,7,7,4.531521341,NaN,Point
Human,17,17,1,19,Auditory,TR,9,9,7.51402667,NaN,Point
Human,17,17,1,20,Auditory,TR,7,7,7.930070861,NaN,Point
Human,17,17,1,21,Auditory,TR,5,5,3.582108378,NaN,Point
Human,17,17,1,22,Auditory,TR,1,1,0.766374357,NaN,Point
Human,17,17,1,23,Auditory,TR,7,7,5.847748718,NaN,Point
Human,17,17,1,24,Auditory,TR,1,1,0.499738458,NaN,Point
Human,17,17,1,25,Auditory,TR,5,5,4.149349542,NaN,Point
Human,17,17,1,26,Auditory,TR,5,5,3.798507616,NaN,Point
Human,17,17,1,27,Auditory,TR,3,3,2.432173463,NaN,Point
Human,17,17,1,28,Auditory,TR,9,9,6.481053927,NaN,Point
Human,17,17,1,29,Auditory,TR,9,9,6.464398739,NaN,Point
Human,17,17,1,30,Auditory,TR,7,7,7.930375227,NaN,Point
Human,17,17,2,1,Auditory,TR,3,3,2.648888392,3.948535257,Range
Human,17,17,2,2,Auditory,TR,5,5,3.665393166,4.598339578,Range
Human,17,17,2,3,Auditory,TR,9,9,7.030505962,10.12958027,Range
Human,17,17,2,4,Auditory,TR,9,9,6.064347917,7.796993572,Range
Human,17,17,2,5,Auditory,TR,9,9,5.464428468,7.313818285,Range
Human,17,17,2,6,Auditory,TR,5,5,4.04844515,6.281034179,Range
Human,17,17,2,7,Auditory,TR,1,1,0.333222676,0.916438097,Range
Human,17,17,2,8,Auditory,TR,1,1,0.766090165,1.382758943,Range
Human,17,17,2,9,Auditory,TR,3,3,3.148649854,4.014713616,Range
Human,17,17,2,10,Auditory,TR,1,1,0.38318187,1.066194994,Range
Human,17,17,2,11,Auditory,TR,3,3,1.882357958,3.415182411,Range
Human,17,17,2,12,Auditory,TR,9,9,6.514171774,8.713205165,Range
Human,17,17,2,13,Auditory,TR,9,9,4.980450504,6.530473048,Range
Human,17,17,2,14,Auditory,TR,7,7,4.498208134,6.297212645,Range
Human,17,17,2,15,Auditory,TR,9,9,6.380660941,8.030030302,Range
Human,17,17,2,16,Auditory,TR,7,7,4.098603597,5.714490934,Range
Human,17,17,2,17,Auditory,TR,1,1,0.333339114,0.749652987,Range
Human,17,17,2,18,Auditory,TR,7,7,4.948054641,5.814244751,Range
Human,17,17,2,19,Auditory,TR,7,7,4.997892443,6.78084979,Range
Human,17,17,2,20,Auditory,TR,5,5,3.132039259,3.914931132,Range
Human,17,17,2,21,Auditory,TR,3,3,2.432254155,4.114962913,Range
Human,17,17,2,22,Auditory,TR,7,7,6.214296989,8.246933159,Range
Human,17,17,2,23,Auditory,TR,1,1,0.483294202,0.983035491,Range
Human,17,17,2,24,Auditory,TR,3,3,1.982440208,3.131866549,Range
Human,17,17,2,25,Auditory,TR,1,1,0.333386538,1.099636318,Range
Human,17,17,2,26,Auditory,TR,5,5,4.048281642,5.831125029,Range
Human,17,17,2,27,Auditory,TR,3,3,2.465479592,4.431337165,Range
Human,17,17,2,28,Auditory,TR,5,5,3.298876394,5.831171745,Range
Human,17,17,2,29,Auditory,TR,5,5,4.148833535,6.214752476,Range
Human,17,17,2,30,Auditory,TR,7,7,3.998390754,6.180854603,Range
Human,18,18,2,1,Auditory,TR,5,5,2.965587891,4.531637219,Range
Human,18,18,2,2,Auditory,TR,3,3,0.899685969,1.799200642,Range
Human,18,18,2,3,Auditory,TR,5,5,1.832282021,3.898594133,Range
Human,18,18,2,4,Auditory,TR,5,5,1.749346757,3.848561166,Range
Human,18,18,2,5,Auditory,TR,7,7,2.68238556,5.064733286,Range
Human,18,18,2,6,Auditory,TR,7,7,4.448295303,5.964233802,Range
Human,18,18,2,7,Auditory,TR,1,1,0.082644698,0.765784103,Range
Human,18,18,2,8,Auditory,TR,3,3,1.782564394,2.849056651,Range
Human,18,18,2,9,Auditory,TR,7,7,3.748533808,5.8146679,Range
Human,18,18,2,10,Auditory,TR,1,1,0.612104617,1.149595985,Range
Human,18,18,2,11,Auditory,TR,3,3,0.982902244,2.049226035,Range
Human,18,18,2,12,Auditory,TR,3,3,2.049106057,3.665462639,Range
Human,18,18,2,13,Auditory,TR,5,5,4.231648934,5.481237239,Range
Human,18,18,2,14,Auditory,TR,1,1,0.416435293,1.133107676,Range
Human,18,18,2,15,Auditory,TR,5,5,1.849240688,2.998692983,Range
Human,18,18,2,1,Auditory,TR,9,9,3.948526234,5.464928719,Range
Human,18,18,2,2,Auditory,TR,5,5,3.515501057,5.331121703,Range
Human,18,18,2,3,Auditory,TR,5,5,2.482526207,4.048357876,Range
Human,18,18,2,4,Auditory,TR,5,5,4.548287977,6.231062492,Range
Human,18,18,2,5,Auditory,TR,1,1,0.716388894,1.516034057,Range
Human,18,18,2,6,Auditory,TR,9,9,4.748247135,6.997264925,Range
Human,18,18,2,7,Auditory,TR,9,9,4.881446121,6.680699851,Range
Human,18,18,2,8,Auditory,TR,7,7,3.981606198,5.680756477,Range
Human,18,18,2,9,Auditory,TR,1,1,0.416283462,1.04956792,Range
Human,18,18,2,10,Auditory,TR,7,7,1.849470734,2.998837735,Range
Human,18,18,2,11,Auditory,TR,3,3,1.149375495,2.532178713,Range
Human,18,18,2,12,Auditory,TR,9,9,7.180756301,8.363649201,Range
Human,18,18,2,13,Auditory,TR,5,5,1.982573101,3.315529512,Range
Human,18,18,2,14,Auditory,TR,9,9,5.58173283,7.047698173,Range
Human,18,18,2,15,Auditory,TR,3,3,2.465885004,4.065284689,Range
Human,18,18,2,16,Auditory,TR,7,7,4.69860914,6.597249282,Range
Human,18,18,2,17,Auditory,TR,7,7,2.982261653,4.614780587,Range
Human,18,18,2,18,Auditory,TR,3,3,1.882747476,3.898540692,Range
Human,18,18,2,19,Auditory,TR,3,3,2.349066737,3.898622447,Range
Human,18,18,2,20,Auditory,TR,7,7,4.331703189,5.997623798,Range
Human,18,18,2,21,Auditory,TR,1,1,0.599823678,1.199506851,Range
Human,18,18,2,22,Auditory,TR,1,1,0.466461182,1.1162159,Range
Human,18,18,2,23,Auditory,TR,7,7,4.498348444,5.464627535,Range
Human,18,18,2,24,Auditory,TR,3,3,1.782615005,3.365325001,Range
Human,18,18,2,25,Auditory,TR,1,1,0.582840592,1.782647565,Range
Human,18,18,2,26,Auditory,TR,5,5,3.965269719,5.164565281,Range
Human,18,18,2,27,Auditory,TR,9,9,7.147329498,9.82963578,Range
Human,18,18,2,28,Auditory,TR,5,5,3.165442997,4.148601831,Range
Human,18,18,2,29,Auditory,TR,1,1,0.638222669,1.137917415,Range
Human,18,18,2,30,Auditory,TR,3,3,2.066037826,3.531886023,Range
Human,18,18,1,1,Auditory,TR,9,9,7.430753027,NaN,Point
Human,18,18,1,2,Auditory,TR,1,1,0.766046001,NaN,Point
Human,18,18,1,3,Auditory,TR,7,7,5.531091832,NaN,Point
Human,18,18,1,4,Auditory,TR,5,5,4.831550828,NaN,Point
Human,18,18,1,5,Auditory,TR,7,7,5.531314092,NaN,Point
Human,18,18,1,6,Auditory,TR,3,3,1.715998877,NaN,Point
Human,18,18,1,7,Auditory,TR,9,9,6.097782813,NaN,Point
Human,18,18,1,8,Auditory,TR,1,1,0.699500304,NaN,Point
Human,18,18,1,9,Auditory,TR,7,7,4.781308695,NaN,Point
Human,18,18,1,10,Auditory,TR,5,5,4.965013482,NaN,Point
Human,18,18,1,11,Auditory,TR,9,9,6.130807919,NaN,Point
Human,18,18,1,12,Auditory,TR,1,1,1.332862623,NaN,Point
Human,18,18,1,13,Auditory,TR,1,1,0.666397335,NaN,Point
Human,18,18,1,14,Auditory,TR,3,3,4.11505682,NaN,Point
Human,18,18,1,15,Auditory,TR,3,3,3.665368497,NaN,Point
Human,18,18,1,16,Auditory,TR,5,5,3.398900095,NaN,Point
Human,18,18,1,17,Auditory,TR,9,9,7.930469362,NaN,Point
Human,18,18,1,18,Auditory,TR,5,5,3.565377593,NaN,Point
Human,18,18,1,19,Auditory,TR,1,1,1.799541464,NaN,Point
Human,18,18,1,20,Auditory,TR,7,7,6.764045306,NaN,Point
Human,18,18,1,21,Auditory,TR,5,5,3.981757675,NaN,Point
Human,18,18,1,22,Auditory,TR,7,7,6.130895691,NaN,Point
Human,18,18,1,23,Auditory,TR,3,3,2.73225891,NaN,Point
Human,18,18,1,24,Auditory,TR,3,3,4.515091574,NaN,Point
Human,18,18,1,25,Auditory,TR,9,9,6.181260987,NaN,Point
Human,18,18,1,26,Auditory,TR,9,9,7.663754987,NaN,Point
Human,18,18,1,27,Auditory,TR,3,3,3.814881666,NaN,Point
Human,18,18,1,28,Auditory,TR,5,5,5.547870354,NaN,Point
