Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals
Human,30,1,1,55,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,56,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,57,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,58,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,59,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,60,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,1,61,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,62,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,63,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,64,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,65,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,66,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,30,1,1,67,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,1,68,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,1,69,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,70,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,1,71,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,72,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,1,73,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,1,74,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,75,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,76,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,77,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,78,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,79,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,80,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,81,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,82,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,83,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,84,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,85,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,86,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,87,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,88,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,89,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,90,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,91,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,92,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,93,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,94,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,95,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,96,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,97,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,98,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,99,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,2,100,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,101,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,102,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,30,1,2,103,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,104,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,105,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,106,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,107,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,108,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,109,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,110,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,111,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,112,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,113,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,2,114,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,115,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,116,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,117,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,118,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,119,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,120,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,121,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,122,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,123,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,124,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,125,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,126,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,127,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,128,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,129,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,130,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,2,131,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,132,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,133,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,134,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,135,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,2,136,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,137,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,138,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,139,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,140,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,2,141,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,142,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,143,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,144,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,2,145,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,146,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,147,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,148,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,2,149,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,150,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,30,1,2,151,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,152,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,153,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,154,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,2,155,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,156,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,157,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,158,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,159,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,160,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,30,1,2,161,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,162,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,163,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,164,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,2,165,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,166,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,30,1,2,167,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,168,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,2,169,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,2,170,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,2,171,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,30,1,2,172,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,173,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,2,174,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,2,175,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,176,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,177,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,178,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,179,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,180,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,181,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,182,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,183,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,184,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,185,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,186,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,3,187,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,188,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,189,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,190,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,191,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,192,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,193,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,194,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,195,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,196,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,197,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,198,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,199,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,200,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,201,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,202,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,203,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,204,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,205,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,206,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,207,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,3,208,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,209,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,210,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,3,211,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,212,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,213,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,214,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,215,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,216,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,217,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,218,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,219,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,220,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,221,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,222,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,223,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,224,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,225,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,226,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,227,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,228,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,229,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,230,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,231,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,232,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,233,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,234,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,3,235,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,236,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,237,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,238,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,239,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,240,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,241,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,242,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,243,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,3,244,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,245,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,246,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,3,247,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,248,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,3,249,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,3,250,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,3,251,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,30,1,3,252,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,253,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,254,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,255,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,256,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,3,257,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,3,258,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,259,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,260,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,3,261,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,3,262,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,263,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,264,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,265,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,266,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,267,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,268,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,269,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,270,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,271,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,272,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,273,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,274,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,275,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,276,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,277,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,4,278,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,279,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,280,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,281,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,282,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,283,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,284,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,285,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,286,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,287,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,288,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,289,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,290,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,291,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,292,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,4,293,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,294,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,4,295,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,4,296,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,297,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,298,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,299,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,4,300,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,301,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,302,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,303,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,304,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,305,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,306,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,307,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,308,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,309,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,310,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,311,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,30,1,4,312,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,4,313,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,314,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,315,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,316,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,317,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,318,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,319,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,320,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,30,1,4,321,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,322,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,323,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,324,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,325,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,326,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,327,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,328,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,329,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,330,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,331,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,332,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,333,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,4,334,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,335,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,336,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,337,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,338,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,339,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,340,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,4,341,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,342,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,343,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,344,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,4,345,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,346,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,4,347,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,348,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,4,349,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,4,350,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
