Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Accuracy,Range,AgeGroup
Human,62,62,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.359550747,1,Short,6 years
Human,62,62,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.791722807,1,Short,6 years
Human,62,62,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.947554669,0,Short,6 years
Human,62,62,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.613820743,1,Short,6 years
Human,62,62,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.760028169,1,Short,6 years
Human,62,62,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.755741506,0,Short,6 years
Human,62,62,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.99652707,1,Short,6 years
Human,62,62,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,2.291795252,0,Short,6 years
Human,62,62,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.314995676,0,Short,6 years
Human,62,62,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.361261857,0,Short,6 years
Human,62,62,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.748532624,1,Short,6 years
Human,62,62,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.238438855,0,Short,6 years
Human,62,62,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.700269555,0,Short,6 years
Human,62,62,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.77218238,1,Short,6 years
Human,62,62,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.996270181,1,Short,6 years
Human,62,62,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.613705188,0,Short,6 years
Human,62,62,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,2.496148848,0,Short,6 years
Human,62,62,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.185773124,1,Short,6 years
Human,62,62,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.125907399,0,Short,6 years
Human,62,62,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.09603587,0,Short,6 years
Human,62,62,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.872136069,1,Short,6 years
Human,62,62,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.750408177,1,Short,6 years
Human,62,62,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.713785099,0,Short,6 years
Human,63,63,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.824377445,0,Long,6 years
Human,63,63,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.983410637,1,Long,6 years
Human,63,63,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.865868964,1,Long,6 years
Human,63,63,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.932514238,0,Long,6 years
Human,63,63,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.991603519,1,Long,6 years
Human,63,63,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.954140441,1,Long,6 years
Human,63,63,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.038190144,1,Long,6 years
Human,63,63,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.032795482,1,Long,6 years
Human,63,63,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.846088537,1,Long,6 years
Human,63,63,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.857045416,1,Long,6 years
Human,63,63,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.846379203,0,Long,6 years
Human,63,63,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.921508025,0,Long,6 years
Human,63,63,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.28106415,0,Long,6 years
Human,63,63,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.740205964,0,Long,6 years
Human,63,63,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.868045406,0,Long,6 years
Human,63,63,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.908772481,1,Long,6 years
Human,63,63,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.803347241,0,Long,6 years
Human,63,63,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.056445239,1,Long,6 years
Human,63,63,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.785635702,0,Long,6 years
Human,63,63,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.043335917,0,Long,6 years
Human,63,63,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.039976809,1,Long,6 years
Human,63,63,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.847350758,0,Long,6 years
Human,63,63,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.905799595,1,Long,6 years
Human,63,63,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.782544593,1,Long,6 years
Human,63,63,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.974803534,1,Long,6 years
Human,63,63,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.810981457,1,Long,6 years
Human,63,63,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.028358153,1,Long,6 years
Human,63,63,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.992346629,1,Long,6 years
Human,63,63,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.117419407,0,Long,6 years
Human,63,63,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.889056943,1,Long,6 years
Human,63,63,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.921283137,1,Long,6 years
Human,63,63,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.932276905,1,Long,6 years
Human,63,63,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.653062042,0,Long,6 years
Human,63,63,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.894574716,1,Long,6 years
Human,63,63,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.956652439,0,Long,6 years
Human,63,63,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.949319556,0,Long,6 years
Human,63,63,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.928404464,0,Long,6 years
Human,63,63,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.797081469,0,Long,6 years
Human,63,63,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.255220173,0,Long,6 years
Human,63,63,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.926609799,0,Long,6 years
Human,63,63,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.827488998,0,Long,6 years
Human,63,63,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.604456752,0,Long,6 years
Human,63,63,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.939745342,0,Long,6 years
Human,63,63,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.925786244,1,Long,6 years
Human,63,63,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.014806165,1,Long,6 years
Human,63,63,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.947600891,1,Long,6 years
Human,63,63,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.02401149,1,Long,6 years
Human,63,63,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.167524696,1,Long,6 years
Human,63,63,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.911090701,1,Long,6 years
Human,63,63,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.856874749,1,Long,6 years
Human,63,63,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.181454461,0,Long,6 years
Human,63,63,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.838710321,0,Long,6 years
Human,63,63,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.805590795,0,Long,6 years
Human,63,63,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.03004704,1,Long,6 years
Human,63,63,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.843282317,1,Long,6 years
Human,63,63,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.038799921,1,Long,6 years
Human,63,63,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.985836857,1,Long,6 years
Human,63,63,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.944844893,0,Long,6 years
Human,63,63,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.166034919,0,Long,6 years
Human,63,63,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.268365939,0,Long,6 years
Human,63,63,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.951801776,0,Short,6 years
Human,63,63,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.006974172,0,Short,6 years
Human,63,63,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.053431908,0,Short,6 years
Human,63,63,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.918556028,1,Short,6 years
Human,63,63,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.955953328,0,Short,6 years
Human,63,63,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.534572814,1,Short,6 years
Human,63,63,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.464303987,0,Short,6 years
Human,63,63,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.511863056,1,Short,6 years
Human,63,63,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.450289778,0,Short,6 years
Human,63,63,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.543874139,1,Short,6 years
Human,63,63,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.563948788,1,Short,6 years
Human,63,63,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.332240549,0,Short,6 years
Human,63,63,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.287010367,0,Short,6 years
Human,63,63,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.504846173,1,Short,6 years
Human,63,63,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.65831937,1,Short,6 years
Human,63,63,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.78221926,0,Short,6 years
Human,63,63,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.83837121,1,Short,6 years
Human,63,63,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.538484366,0,Short,6 years
Human,63,63,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.635306946,1,Short,6 years
Human,63,63,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.1249714,0,Short,6 years
Human,63,63,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.974643089,0,Short,6 years
Human,63,63,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.862715633,1,Short,6 years
Human,63,63,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.544303027,1,Short,6 years
Human,63,63,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.341947652,0,Short,6 years
Human,63,63,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.543093695,1,Short,6 years
Human,63,63,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.475201755,1,Short,6 years
Human,63,63,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.55767546,1,Short,6 years
Human,63,63,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.312660567,0,Short,6 years
Human,63,63,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.368723183,1,Short,6 years
Human,63,63,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.286091257,0,Short,6 years
Human,63,63,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.238539299,0,Short,6 years
Human,63,63,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.853919641,0,Short,6 years
Human,63,63,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.375195622,0,Short,6 years
Human,63,63,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.519916827,1,Short,6 years
Human,63,63,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.37197518,0,Short,6 years
Human,63,63,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.549995467,1,Short,6 years
Human,63,63,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.42141247,1,Short,6 years
Human,63,63,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.461596879,0,Short,6 years
Human,63,63,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.401179155,0,Short,6 years
Human,63,63,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.287818811,0,Short,6 years
Human,63,63,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.932125349,0,Short,6 years
Human,63,63,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.458608881,0,Short,6 years
Human,63,63,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,2.27253838,0,Short,6 years
Human,63,63,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.867251185,0,Short,6 years
Human,63,63,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.980790195,1,Short,6 years
Human,63,63,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.728388197,1,Short,6 years
Human,63,63,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.118405184,0,Short,6 years
Human,63,63,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.811081012,1,Short,6 years
Human,63,63,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.756072617,1,Short,6 years
Human,63,63,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.696843336,1,Short,6 years
Human,63,63,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.6629567,1,Short,6 years
Human,63,63,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.944488005,0,Short,6 years
Human,63,63,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.856896972,1,Short,6 years
Human,63,63,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.86376541,0,Short,6 years
Human,63,63,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.724406423,1,Short,6 years
Human,63,63,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.807900571,1,Short,6 years
Human,63,63,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.919342694,1,Short,6 years
Human,63,63,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.892354718,0,Short,6 years
Human,63,63,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.655519373,1,Short,6 years
Human,63,63,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.967918206,0,Short,6 years
Human,64,64,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.345302315,0,Long,6 years
Human,64,64,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.268552161,1,Long,6 years
Human,64,64,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.231826861,0,Long,6 years
Human,64,64,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.141361163,0,Long,6 years
Human,64,64,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.38081295,0,Long,6 years
Human,64,64,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.562732789,0,Long,6 years
Human,64,64,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.315417009,0,Long,6 years
Human,64,64,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.197142447,1,Long,6 years
Human,64,64,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.756973949,0,Long,6 years
Human,64,64,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.990660853,1,Long,6 years
Human,64,64,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.544953249,0,Long,6 years
Human,64,64,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.070055893,1,Long,6 years
Human,64,64,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.393486717,0,Long,6 years
Human,64,64,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.606251861,0,Long,6 years
Human,64,64,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.410053813,0,Long,6 years
Human,64,64,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.299553912,0,Long,6 years
Human,64,64,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.476238643,0,Long,6 years
Human,64,64,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.693958005,1,Long,6 years
Human,64,64,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.320869893,0,Long,6 years
Human,64,64,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.344739205,0,Long,6 years
Human,64,64,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.553553686,0,Long,6 years
Human,64,64,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.397735158,0,Long,6 years
Human,64,64,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.530799039,0,Long,6 years
Human,64,64,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.628969619,0,Long,6 years
Human,64,64,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.489580409,0,Long,6 years
Human,64,64,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.704211774,0,Long,6 years
Human,64,64,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.516998163,0,Long,6 years
Human,64,64,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.39702138,0,Long,6 years
Human,64,64,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,2.311136568,0,Long,6 years
Human,64,64,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.312440122,0,Long,6 years
Human,64,64,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,10.09691987,0,Long,6 years
Human,64,64,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.178464241,1,Long,6 years
Human,64,64,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.425859577,0,Long,6 years
Human,64,64,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.401431599,0,Long,6 years
Human,64,64,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.500824844,0,Long,6 years
Human,64,64,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,7.148081157,0,Long,6 years
Human,64,64,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.638444721,1,Long,6 years
Human,64,64,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.28296726,0,Long,6 years
Human,64,64,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.583850103,1,Long,6 years
Human,64,64,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.344404983,0,Long,6 years
Human,64,64,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.386476056,0,Long,6 years
Human,64,64,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.545659471,0,Long,6 years
Human,64,64,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.375348955,0,Long,6 years
Human,64,64,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.593083428,1,Long,6 years
Human,64,64,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.358328081,0,Long,6 years
Human,64,64,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,3.687192234,0,Long,6 years
Human,64,64,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.043226139,0,Long,6 years
Human,64,64,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.482690193,1,Long,6 years
Human,64,64,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.390452942,1,Long,6 years
Human,64,64,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.293150806,0,Long,6 years
Human,64,64,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.372473847,0,Long,6 years
Human,64,64,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.358074748,0,Long,6 years
Human,64,64,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.409774258,0,Long,6 years
Human,64,64,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.670041582,1,Long,6 years
Human,64,64,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.676552243,1,Long,6 years
Human,64,64,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.614434965,1,Long,6 years
Human,64,64,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.656620261,1,Long,6 years
Human,64,64,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.516973274,1,Long,6 years
Human,64,64,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,2.835909435,0,Long,6 years
Human,64,64,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.68466868,1,Long,6 years
Human,64,64,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.543924805,1,Short,6 years
Human,64,64,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.357379193,0,Short,6 years
Human,64,64,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.094558094,0,Short,6 years
Human,64,64,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.334825436,0,Short,6 years
Human,64,64,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.043012362,0,Short,6 years
Human,64,64,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.004099063,1,Short,6 years
Human,64,64,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.614251854,1,Short,6 years
Human,64,64,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.007500393,0,Short,6 years
Human,64,64,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.917599584,0,Short,6 years
Human,64,64,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.796500136,0,Short,6 years
Human,64,64,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.32352589,0,Short,6 years
Human,64,64,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.541871918,1,Short,6 years
Human,64,64,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.074721222,0,Short,6 years
Human,64,64,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.414707587,0,Short,6 years
Human,64,64,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.839073876,1,Short,6 years
Human,64,64,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.454582218,0,Short,6 years
Human,64,64,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.417728029,0,Short,6 years
Human,64,64,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.049237245,0,Short,6 years
Human,64,64,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.282505482,0,Short,6 years
Human,64,64,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.46822665,1,Short,6 years
Human,64,64,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.784221036,1,Short,6 years
Human,64,64,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.044082139,0,Short,6 years
Human,64,64,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.443895561,1,Short,6 years
Human,64,64,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,3.884943613,0,Short,6 years
Human,64,64,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.013233277,0,Short,6 years
Human,64,64,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.247641958,0,Short,6 years
Human,64,64,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.721131315,1,Short,6 years
Human,64,64,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.056756794,0,Short,6 years
Human,64,64,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.339312543,0,Short,6 years
Human,64,64,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.043174584,0,Short,6 years
Human,64,64,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.243125517,0,Short,6 years
Human,64,64,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.690383786,1,Short,6 years
Human,64,64,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.308977903,0,Short,6 years
Human,64,64,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.303530352,0,Short,6 years
Human,64,64,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.82131967,1,Short,6 years
Human,64,64,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.903109819,1,Short,6 years
Human,64,64,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.760996168,1,Short,6 years
Human,64,64,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.962905322,1,Short,6 years
Human,64,64,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.081617661,0,Short,6 years
Human,64,64,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.876360954,1,Short,6 years
Human,64,64,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,3.924648911,0,Short,6 years
Human,64,64,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.368296517,0,Short,6 years
Human,64,64,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.169460694,0,Short,6 years
Human,64,64,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.058419015,0,Short,6 years
Human,64,64,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.019553716,1,Short,6 years
Human,64,64,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.093496761,1,Short,6 years
