Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Accuracy,Range,AgeGroup
Human,4,4,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.790095182,1,Long,5 years
Human,4,4,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.92079068,1,Long,5 years
Human,4,4,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.266253637,0,Long,5 years
Human,4,4,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.178369676,0,Long,5 years
Human,4,4,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.244305203,0,Long,5 years
Human,4,4,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.293010514,0,Long,5 years
Human,4,4,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.503881532,0,Long,5 years
Human,4,4,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.518031748,0,Long,5 years
Human,4,4,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.023716412,1,Long,5 years
Human,4,4,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.624549033,0,Long,5 years
Human,4,4,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.762032084,1,Long,5 years
Human,4,4,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.712066772,1,Long,5 years
Human,4,4,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.584167718,0,Long,5 years
Human,4,4,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.811608506,1,Long,5 years
Human,4,4,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.575338833,0,Long,5 years
Human,4,4,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.612544594,0,Long,5 years
Human,4,4,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.618732147,0,Long,5 years
Human,4,4,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.25758253,1,Long,5 years
Human,4,4,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.503901532,0,Long,5 years
Human,4,4,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.800456066,1,Long,5 years
Human,4,4,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.359073152,0,Long,5 years
Human,4,4,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.356802486,0,Long,5 years
Human,4,4,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.354618042,0,Long,5 years
Human,4,4,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.239903427,0,Long,5 years
Human,4,4,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.480172653,0,Long,5 years
Human,4,4,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.439886004,0,Long,5 years
Human,4,4,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.043968403,0,Long,5 years
Human,4,4,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.322434946,0,Long,5 years
Human,4,4,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.04345107,0,Long,5 years
Human,4,4,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.768094303,1,Long,5 years
Human,4,4,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.309081618,0,Long,5 years
Human,4,4,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.345399824,0,Long,5 years
Human,4,4,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.302213621,0,Long,5 years
Human,4,4,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.43861445,0,Long,5 years
Human,4,4,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.544168625,1,Long,5 years
Human,4,4,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.54283707,0,Long,5 years
Human,4,4,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.390096249,0,Long,5 years
Human,4,4,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.377447366,0,Long,5 years
Human,4,4,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.964479994,1,Long,5 years
Human,4,4,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.209271885,0,Long,5 years
Human,4,4,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.648235245,1,Long,5 years
Human,4,4,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.635437918,1,Long,5 years
Human,4,4,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.043395958,0,Long,5 years
Human,4,4,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.510381529,1,Long,5 years
Human,4,4,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,2.355698042,0,Long,5 years
Human,4,4,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.043094181,0,Long,5 years
Human,4,4,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.495735757,1,Long,5 years
Human,4,4,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.380998475,0,Long,5 years
Human,4,4,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.35374382,0,Long,5 years
Human,4,4,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.368999814,0,Long,5 years
Human,4,4,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.431714008,0,Long,5 years
Human,4,4,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.600001044,1,Long,5 years
Human,4,4,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.37327759,0,Long,5 years
Human,4,4,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.557768619,1,Long,5 years
Human,4,4,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,2.145109691,0,Long,5 years
Human,4,4,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.30983184,0,Long,5 years
Human,4,4,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.490901093,1,Long,5 years
Human,4,4,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.399989133,0,Long,5 years
Human,4,4,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.465409993,1,Long,5 years
Human,4,4,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.279495854,0,Short,5 years
Human,4,4,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.873217367,1,Short,5 years
Human,4,4,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.345268269,0,Short,5 years
Human,4,4,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.697975668,0,Short,5 years
Human,4,4,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.043351514,0,Short,5 years
Human,4,4,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.618234814,1,Short,5 years
Human,4,4,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.598947267,1,Short,5 years
Human,4,4,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.236253206,0,Short,5 years
Human,4,4,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.573389945,0,Short,5 years
Human,4,4,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.339711827,0,Short,5 years
Human,4,4,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.547725068,1,Short,5 years
Human,4,4,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.391040248,0,Short,5 years
Human,4,4,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.20475322,0,Short,5 years
Human,4,4,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.421360235,0,Short,5 years
Human,4,4,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.318498503,0,Short,5 years
Human,4,4,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.413161127,0,Short,5 years
Human,4,4,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.539808627,1,Short,5 years
Human,4,4,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.623839256,1,Short,5 years
Human,4,4,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.508841974,1,Short,5 years
Human,4,4,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.490038871,1,Short,5 years
Human,4,4,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.28581674,0,Short,5 years
Human,4,4,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.416908237,1,Short,5 years
Human,4,4,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.044273736,0,Short,5 years
Human,4,4,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.501483755,1,Short,5 years
Human,4,4,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.319635836,0,Short,5 years
Human,4,4,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.441259337,1,Short,5 years
Human,4,4,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.27863941,0,Short,5 years
Human,4,4,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.213980771,0,Short,5 years
Human,4,4,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.276196744,0,Short,5 years
Human,4,4,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.178556343,0,Short,5 years
Human,4,4,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.325274944,0,Short,5 years
Human,4,4,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.144278136,0,Short,5 years
Human,4,4,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.29669629,0,Short,5 years
Human,4,4,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.30529762,0,Short,5 years
Human,4,4,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.04285107,0,Short,5 years
Human,4,4,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.388158916,1,Short,5 years
Human,4,4,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.198635889,0,Short,5 years
Human,4,4,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.519977524,1,Short,5 years
Human,4,4,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.544715291,1,Short,5 years
Human,4,4,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.315449171,0,Short,5 years
Human,4,4,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.617441481,1,Short,5 years
Human,4,4,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.494100203,1,Short,5 years
Human,4,4,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.335282051,0,Short,5 years
Human,4,4,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.042991959,0,Short,5 years
Human,4,4,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.457989997,1,Short,5 years
Human,4,4,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.429706898,1,Short,5 years
Human,4,4,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.447662446,1,Short,5 years
Human,4,4,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.351945599,0,Short,5 years
Human,4,4,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.378759365,1,Short,5 years
Human,4,4,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.051707066,0,Short,5 years
Human,4,4,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.523680189,1,Short,5 years
Human,4,4,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.540196626,1,Short,5 years
Human,4,4,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.437426006,1,Short,5 years
Human,4,4,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.199688778,0,Short,5 years
Human,4,4,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.711873884,0,Short,5 years
Human,4,4,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.283690519,0,Short,5 years
Human,4,4,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.479173987,1,Short,5 years
Human,4,4,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.360699373,1,Short,5 years
Human,4,4,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.27955852,0,Short,5 years
Human,4,4,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.266046526,0,Short,5 years
Human,5,5,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.488395316,0,Long,5 years
Human,5,5,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.509498862,0,Long,5 years
Human,5,5,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.576530388,0,Long,5 years
Human,5,5,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.61796637,0,Long,5 years
Human,5,5,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.736980095,1,Long,5 years
Human,5,5,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.464786438,0,Long,5 years
Human,5,5,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.914756905,1,Long,5 years
Human,5,5,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.75287831,1,Long,5 years
Human,5,5,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.699361,0,Long,5 years
Human,5,5,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.092407048,1,Long,5 years
Human,5,5,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.564236171,0,Long,5 years
Human,5,5,1,22,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.576305499,0,Long,5 years
Human,5,5,1,23,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.984233318,1,Long,5 years
Human,5,5,1,24,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.95315511,1,Long,5 years
Human,5,5,1,25,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.267613192,0,Long,5 years
Human,5,5,2,26,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.744213869,1,Long,5 years
Human,5,5,2,27,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.350046933,0,Long,5 years
Human,5,5,2,28,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.209890107,1,Long,5 years
Human,5,5,2,29,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.809962284,0,Long,5 years
Human,5,5,2,30,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.690705893,1,Long,5 years
Human,5,5,2,31,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.68455434,0,Long,5 years
Human,5,5,2,32,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.604917487,1,Long,5 years
Human,5,5,2,33,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.648451689,0,Long,5 years
Human,5,5,2,34,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.880683586,1,Long,5 years
Human,5,5,2,35,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.51704997,0,Long,5 years
Human,5,5,2,36,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.150567911,1,Long,5 years
Human,5,5,2,37,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.767552526,1,Long,5 years
Human,5,5,2,38,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.996278646,1,Long,5 years
Human,5,5,2,39,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.043406181,0,Long,5 years
Human,5,5,2,40,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.079799942,1,Long,5 years
Human,5,5,3,41,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.67043568,0,Long,5 years
Human,5,5,3,42,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.738757872,0,Long,5 years
Human,5,5,3,43,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.639977916,0,Long,5 years
Human,5,5,3,44,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.811897839,1,Long,5 years
Human,5,5,3,45,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.856832041,1,Long,5 years
Human,5,5,3,46,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.521765524,0,Long,5 years
Human,5,5,3,47,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.886232028,0,Long,5 years
Human,5,5,3,48,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.928545343,1,Long,5 years
Human,5,5,3,49,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.908145352,1,Long,5 years
Human,5,5,3,50,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,0.687629006,0,Long,5 years
Human,5,5,3,51,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.37778381,0,Long,5 years
Human,5,5,3,52,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.516261526,0,Long,5 years
Human,5,5,3,53,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.050243511,1,Long,5 years
Human,5,5,3,54,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.988622205,1,Long,5 years
Human,5,5,3,55,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.092117715,1,Long,5 years
Human,5,5,4,56,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.2502732,0,Long,5 years
Human,5,5,4,57,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.520637524,0,Long,5 years
Human,5,5,4,58,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.693301892,1,Long,5 years
Human,5,5,4,59,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.712269884,0,Long,5 years
Human,5,5,4,60,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.682273452,1,Long,5 years
Human,5,5,4,61,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.648923245,1,Long,5 years
Human,5,5,4,62,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.58255483,0,Long,5 years
Human,5,5,4,63,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.667019237,1,Long,5 years
Human,5,5,4,64,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.427922899,0,Long,5 years
Human,5,5,4,65,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.794906736,0,Long,5 years
Human,5,5,4,66,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.672449457,0,Long,5 years
Human,5,5,4,67,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,0.969637325,1,Long,5 years
Human,5,5,4,68,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.133194141,1,Long,5 years
Human,5,5,4,69,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,0.649769911,0,Long,5 years
Human,5,5,4,70,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.335804717,1,Long,5 years
Human,5,5,1,11,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,2.350402933,0,Short,5 years
Human,5,5,1,12,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,2.297702068,0,Short,5 years
Human,5,5,1,13,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.961229773,0,Short,5 years
Human,5,5,1,14,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.620520591,0,Short,5 years
Human,5,5,1,15,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.670041902,0,Short,5 years
Human,5,5,1,16,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.643731247,0,Short,5 years
Human,5,5,1,17,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.515401527,0,Short,5 years
Human,5,5,1,18,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.095368824,1,Short,5 years
Human,5,5,1,19,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.774832967,0,Short,5 years
Human,5,5,1,20,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.021136413,1,Short,5 years
Human,5,5,1,21,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.686844561,1,Short,5 years
Human,5,5,1,22,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.972553323,0,Short,5 years
Human,5,5,1,23,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.092499492,0,Short,5 years
Human,5,5,1,24,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.461667773,1,Short,5 years
Human,5,5,1,25,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.874260478,0,Short,5 years
Human,5,5,2,26,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.90194491,1,Short,5 years
Human,5,5,2,27,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.828651609,1,Short,5 years
Human,5,5,2,28,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.722009435,0,Short,5 years
Human,5,5,2,29,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.839802271,1,Short,5 years
Human,5,5,2,30,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.764855193,1,Short,5 years
Human,5,5,2,31,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.784150296,1,Short,5 years
Human,5,5,2,32,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.136295917,0,Short,5 years
Human,5,5,2,33,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.864232038,0,Short,5 years
Human,5,5,2,34,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,3.419476236,0,Short,5 years
Human,5,5,2,35,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.06253995,1,Short,5 years
Human,5,5,2,36,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.787356961,0,Short,5 years
Human,5,5,2,37,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,2.907144908,0,Short,5 years
Human,5,5,2,38,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,2.14206747,0,Short,5 years
Human,5,5,2,39,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.066981726,1,Short,5 years
Human,5,5,2,40,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.900858244,0,Short,5 years
Human,5,5,3,41,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.28494074,0,Short,5 years
Human,5,5,3,42,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.820181391,1,Short,5 years
Human,5,5,3,43,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.073707056,1,Short,5 years
Human,5,5,3,44,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.582593497,0,Short,5 years
Human,5,5,3,45,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.498345979,0,Short,5 years
Human,5,5,3,46,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.864675593,1,Short,5 years
Human,5,5,3,47,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.674692122,1,Short,5 years
Human,5,5,3,48,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.139869249,0,Short,5 years
Human,5,5,3,49,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.915482682,1,Short,5 years
Human,5,5,3,50,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.93494934,1,Short,5 years
Human,5,5,3,51,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.071213724,1,Short,5 years
Human,5,5,3,52,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.091548381,1,Short,5 years
Human,5,5,3,53,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.131093253,0,Short,5 years
Human,5,5,3,54,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.878130699,0,Short,5 years
Human,5,5,3,55,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.06594706,1,Short,5 years
Human,5,5,4,56,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.460781551,0,Short,5 years
Human,5,5,4,57,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.017547526,1,Short,5 years
Human,5,5,4,58,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,0.887819583,0,Short,5 years
Human,5,5,4,59,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.824329389,1,Short,5 years
Human,5,5,4,60,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.601653044,1,Short,5 years
Human,5,5,4,61,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.5,1.151998577,0,Short,5 years
Human,5,5,4,62,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,0.824468056,1,Short,5 years
Human,5,5,4,63,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,0.65543702,1,Short,5 years
Human,5,5,4,64,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,0.951122666,1,Short,5 years
Human,5,5,4,65,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,0.682004564,1,Short,5 years
Human,5,5,4,66,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.210147884,0,Short,5 years
Human,5,5,4,67,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.7,1.103225265,0,Short,5 years
Human,5,5,4,68,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.9,1.431886008,0,Short,5 years
Human,5,5,4,69,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.8,1.344778936,0,Short,5 years
Human,5,5,4,70,Visual,TR,0.5;0.6;0.7;0.8;0.9,0.6,1.163940794,0,Short,5 years
Human,6,6,1,11,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.027962632,1,Long,5 years
Human,6,6,1,12,Visual,TR,0.9;1;1.1;1.2;1.3,1,2.04240707,0,Long,5 years
Human,6,6,1,13,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.326583833,0,Long,5 years
Human,6,6,1,14,Visual,TR,0.9;1;1.1;1.2;1.3,0.9,1.321817168,0,Long,5 years
Human,6,6,1,15,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,1.055689286,1,Long,5 years
Human,6,6,1,16,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.004067087,1,Long,5 years
Human,6,6,1,17,Visual,TR,0.9;1;1.1;1.2;1.3,1,1.211795439,1,Long,5 years
Human,6,6,1,18,Visual,TR,0.9;1;1.1;1.2;1.3,1.1,1.303364287,1,Long,5 years
Human,6,6,1,19,Visual,TR,0.9;1;1.1;1.2;1.3,1,0.830007164,1,Long,5 years
Human,6,6,1,20,Visual,TR,0.9;1;1.1;1.2;1.3,1.2,1.0010782,1,Long,5 years
Human,6,6,1,21,Visual,TR,0.9;1;1.1;1.2;1.3,1.3,0.425139344,0,Long,5 years
