Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Emotion
Human,15,1,7,14,Auditory,TR,4.2,4.2,5.855522825,2
Human,15,1,7,15,Auditory,TR,4.2,4.2,5.944104012,2
Human,15,1,7,16,Auditory,TR,4.2,4.2,4.551655861,2
Human,15,1,7,17,Auditory,TR,4.2,4.2,5.151581573,2
Human,15,1,7,18,Auditory,TR,4.2,4.2,5.791731884,2
Human,15,1,7,19,Auditory,TR,4.2,4.2,8.68800767,2
Human,15,1,7,20,Auditory,TR,4.2,4.2,4.991774656,2
Human,15,1,8,1,Auditory,TR,1.4,1.4,1.232050966,2
Human,15,1,8,2,Auditory,TR,1.4,1.4,1.160387253,2
Human,15,1,8,3,Auditory,TR,1.4,1.4,1.151921564,2
Human,15,1,8,4,Auditory,TR,1.4,1.4,1.079892037,2
Human,15,1,8,5,Auditory,TR,1.4,1.4,1.463943027,2
Human,15,1,8,6,Auditory,TR,1.4,1.4,1.271496929,2
Human,15,1,8,7,Auditory,TR,1.4,1.4,1.319944886,2
Human,15,1,8,8,Auditory,TR,1.4,1.4,1.44785087,2
Human,15,1,8,9,Auditory,TR,1.4,1.4,1.544164793,2
Human,15,1,8,10,Auditory,TR,1.4,1.4,1.664059955,2
Human,15,1,8,11,Auditory,TR,1.4,1.4,1.439869512,2
Human,15,1,8,12,Auditory,TR,1.4,1.4,1.543930738,2
Human,15,1,8,13,Auditory,TR,1.4,1.4,1.34388598,2
Human,15,1,8,14,Auditory,TR,1.4,1.4,1.639654394,2
Human,15,1,8,15,Auditory,TR,1.4,1.4,1.543946629,2
Human,15,1,8,16,Auditory,TR,1.4,1.4,1.4230497,2
Human,15,1,8,17,Auditory,TR,1.4,1.4,1.447614829,2
Human,15,1,8,18,Auditory,TR,1.4,1.4,1.543872142,2
Human,15,1,8,19,Auditory,TR,1.4,1.4,1.471723105,2
Human,15,1,8,20,Auditory,TR,1.4,1.4,1.711896126,2
Human,15,1,9,1,Auditory,TR,2.8,2.8,1.967907387,2
Human,15,1,9,2,Auditory,TR,2.8,2.8,2.376050431,2
Human,15,1,9,3,Auditory,TR,2.8,2.8,2.391458633,2
Human,15,1,9,4,Auditory,TR,2.8,2.8,3.608024593,2
Human,15,1,9,5,Auditory,TR,2.8,2.8,1.80760985,2
Human,15,1,9,6,Auditory,TR,2.8,2.8,1.871870887,2
Human,15,1,9,7,Auditory,TR,2.8,2.8,2.311866861,2
Human,15,1,9,8,Auditory,TR,2.8,2.8,2.591016743,2
Human,15,1,9,9,Auditory,TR,2.8,2.8,2.823755307,2
Human,15,1,9,10,Auditory,TR,2.8,2.8,2.783798529,2
Human,15,1,9,11,Auditory,TR,2.8,2.8,2.135715194,2
Human,15,1,9,12,Auditory,TR,2.8,2.8,2.519505645,2
Human,15,1,9,13,Auditory,TR,2.8,2.8,2.54379302,2
Human,15,1,9,14,Auditory,TR,2.8,2.8,3.407809674,2
Human,15,1,9,15,Auditory,TR,2.8,2.8,2.8238725,2
Human,15,1,9,16,Auditory,TR,2.8,2.8,2.887991183,2
Human,15,1,9,17,Auditory,TR,2.8,2.8,3.239728748,2
Human,15,1,9,18,Auditory,TR,2.8,2.8,3.279851384,2
Human,15,1,9,19,Auditory,TR,2.8,2.8,2.455284997,2
Human,15,1,9,20,Auditory,TR,2.8,2.8,2.912015371,2
Human,16,1,1,1,Auditory,TR,2.8,2.8,2.599723107,1
Human,16,1,1,2,Auditory,TR,2.8,2.8,3.663800409,1
Human,16,1,1,3,Auditory,TR,2.8,2.8,3.63172766,1
Human,16,1,1,4,Auditory,TR,2.8,2.8,2.815746803,1
Human,16,1,1,5,Auditory,TR,2.8,2.8,3.479764052,1
Human,16,1,1,6,Auditory,TR,2.8,2.8,3.327373054,1
Human,16,1,1,7,Auditory,TR,2.8,2.8,3.871685497,1
Human,16,1,1,8,Auditory,TR,2.8,2.8,3.551649902,1
Human,16,1,1,9,Auditory,TR,2.8,2.8,3.695209398,1
Human,16,1,1,10,Auditory,TR,2.8,2.8,4.255652069,1
Human,16,1,1,11,Auditory,TR,2.8,2.8,4.327834873,1
Human,16,1,1,12,Auditory,TR,2.8,2.8,3.439754637,1
Human,16,1,1,13,Auditory,TR,2.8,2.8,3.887573394,1
Human,16,1,1,14,Auditory,TR,2.8,2.8,1.920258592,1
Human,16,1,1,15,Auditory,TR,2.8,2.8,3.904279655,1
Human,16,1,1,16,Auditory,TR,2.8,2.8,6.847228623,1
Human,16,1,1,17,Auditory,TR,2.8,2.8,4.407715324,1
Human,16,1,1,18,Auditory,TR,2.8,2.8,4.223930897,1
Human,16,1,1,19,Auditory,TR,2.8,2.8,3.511780522,1
Human,16,1,1,20,Auditory,TR,2.8,2.8,3.976112868,1
Human,16,1,2,1,Auditory,TR,4.2,4.2,3.799782432,1
Human,16,1,2,2,Auditory,TR,4.2,4.2,4.519819814,1
Human,16,1,2,3,Auditory,TR,4.2,4.2,4.903599341,1
Human,16,1,2,4,Auditory,TR,4.2,4.2,4.096241091,1
Human,16,1,2,5,Auditory,TR,4.2,4.2,5.215631398,1
Human,16,1,2,6,Auditory,TR,4.2,4.2,4.583613404,1
Human,16,1,2,7,Auditory,TR,4.2,4.2,6.007801265,1
Human,16,1,2,8,Auditory,TR,4.2,4.2,5.519476512,1
Human,16,1,2,9,Auditory,TR,4.2,4.2,4.975722556,1
Human,16,1,2,10,Auditory,TR,4.2,4.2,5.527505542,1
Human,16,1,2,11,Auditory,TR,4.2,4.2,5.239529123,1
Human,16,1,2,12,Auditory,TR,4.2,4.2,7.41537556,1
Human,16,1,2,13,Auditory,TR,4.2,4.2,6.05484953,1
Human,16,1,2,14,Auditory,TR,4.2,4.2,5.367527471,1
Human,16,1,2,15,Auditory,TR,4.2,4.2,4.46363912,1
Human,16,1,2,16,Auditory,TR,4.2,4.2,6.255408082,1
Human,16,1,2,17,Auditory,TR,4.2,4.2,6.143613788,1
Human,16,1,2,18,Auditory,TR,4.2,4.2,4.776258465,1
Human,16,1,2,19,Auditory,TR,4.2,4.2,4.343490372,1
Human,16,1,2,20,Auditory,TR,4.2,4.2,5.231163082,1
Human,16,1,3,1,Auditory,TR,1.4,1.4,1.367891629,1
Human,16,1,3,2,Auditory,TR,1.4,1.4,1.32789976,1
Human,16,1,3,3,Auditory,TR,1.4,1.4,1.640014911,1
Human,16,1,3,4,Auditory,TR,1.4,1.4,1.191906813,1
Human,16,1,3,5,Auditory,TR,1.4,1.4,0.944095735,1
Human,16,1,3,6,Auditory,TR,1.4,1.4,1.015862737,1
Human,16,1,3,7,Auditory,TR,1.4,1.4,1.42379159,1
Human,16,1,3,8,Auditory,TR,1.4,1.4,1.55153304,1
Human,16,1,3,9,Auditory,TR,1.4,1.4,1.079982746,1
Human,16,1,3,10,Auditory,TR,1.4,1.4,1.335721219,1
Human,16,1,3,11,Auditory,TR,1.4,1.4,1.287886372,1
Human,16,1,3,12,Auditory,TR,1.4,1.4,0.575956147,1
Human,16,1,3,13,Auditory,TR,1.4,1.4,1.207948319,1
Human,16,1,3,14,Auditory,TR,1.4,1.4,1.231919538,1
Human,16,1,3,15,Auditory,TR,1.4,1.4,1.359915568,1
Human,16,1,3,16,Auditory,TR,1.4,1.4,1.728006491,1
Human,16,1,3,17,Auditory,TR,1.4,1.4,1.327792499,1
Human,16,1,3,18,Auditory,TR,1.4,1.4,1.064024665,1
Human,16,1,3,19,Auditory,TR,1.4,1.4,1.335757966,1
Human,16,1,3,20,Auditory,TR,1.4,1.4,1.632523511,1
Human,16,1,4,1,Auditory,TR,2.8,2.8,3.471637693,2
Human,16,1,4,2,Auditory,TR,2.8,2.8,3.463942696,2
Human,16,1,4,3,Auditory,TR,2.8,2.8,3.759520754,2
Human,16,1,4,4,Auditory,TR,2.8,2.8,4.591540469,2
Human,16,1,4,5,Auditory,TR,2.8,2.8,4.207868204,2
Human,16,1,4,6,Auditory,TR,2.8,2.8,5.991773001,2
Human,16,1,4,7,Auditory,TR,2.8,2.8,3.735750815,2
Human,16,1,4,8,Auditory,TR,2.8,2.8,4.599677091,2
Human,16,1,4,9,Auditory,TR,2.8,2.8,3.727893602,2
Human,16,1,4,10,Auditory,TR,2.8,2.8,5.279593162,2
Human,16,1,4,11,Auditory,TR,2.8,2.8,3.279899055,2
Human,16,1,4,12,Auditory,TR,2.8,2.8,3.295930299,2
Human,16,1,4,13,Auditory,TR,2.8,2.8,3.759672046,2
Human,16,1,4,14,Auditory,TR,2.8,2.8,5.295981943,2
Human,16,1,4,15,Auditory,TR,2.8,2.8,4.383603075,2
Human,16,1,4,16,Auditory,TR,2.8,2.8,4.111629761,2
Human,16,1,4,17,Auditory,TR,2.8,2.8,4.607697513,2
Human,16,1,4,18,Auditory,TR,2.8,2.8,5.49576517,2
Human,16,1,4,19,Auditory,TR,2.8,2.8,3.695781788,2
Human,16,1,4,20,Auditory,TR,2.8,2.8,3.671754952,2
Human,16,1,5,1,Auditory,TR,4.2,4.2,3.471833676,2
Human,16,1,5,2,Auditory,TR,4.2,4.2,3.663742806,2
Human,16,1,5,3,Auditory,TR,4.2,4.2,4.26379796,2
Human,16,1,5,4,Auditory,TR,4.2,4.2,4.175609071,2
Human,16,1,5,5,Auditory,TR,4.2,4.2,4.095843497,2
Human,16,1,5,6,Auditory,TR,4.2,4.2,4.423605207,2
Human,16,1,5,7,Auditory,TR,4.2,4.2,4.576157428,2
Human,16,1,5,8,Auditory,TR,4.2,4.2,4.447721097,2
Human,16,1,5,9,Auditory,TR,4.2,4.2,5.007627131,2
Human,16,1,5,10,Auditory,TR,4.2,4.2,3.999571617,2
Human,16,1,5,11,Auditory,TR,4.2,4.2,4.207172661,2
Human,16,1,5,12,Auditory,TR,4.2,4.2,6.631430374,2
Human,16,1,5,13,Auditory,TR,4.2,4.2,4.319694279,2
Human,16,1,5,14,Auditory,TR,4.2,4.2,5.007693342,2
Human,16,1,5,15,Auditory,TR,4.2,4.2,4.447865105,2
Human,16,1,5,16,Auditory,TR,4.2,4.2,4.00771155,2
Human,16,1,5,17,Auditory,TR,4.2,4.2,4.735675335,2
Human,16,1,5,18,Auditory,TR,4.2,4.2,4.791574965,2
Human,16,1,5,19,Auditory,TR,4.2,4.2,5.727495014,2
Human,16,1,5,20,Auditory,TR,4.2,4.2,5.83173534,2
Human,16,1,6,1,Auditory,TR,1.4,1.4,1.591757971,2
Human,16,1,6,2,Auditory,TR,1.4,1.4,1.311674188,2
Human,16,1,6,3,Auditory,TR,1.4,1.4,0.951993668,2
Human,16,1,6,4,Auditory,TR,1.4,1.4,1.183701332,2
Human,16,1,6,5,Auditory,TR,1.4,1.4,1.28042874,2
Human,16,1,6,6,Auditory,TR,1.4,1.4,1.095946454,2
Human,16,1,6,7,Auditory,TR,1.4,1.4,1.223719685,2
Human,16,1,6,8,Auditory,TR,1.4,1.4,1.111754899,2
Human,16,1,6,9,Auditory,TR,1.4,1.4,0.896526724,2
Human,16,1,6,10,Auditory,TR,1.4,1.4,0.903414282,2
Human,16,1,6,11,Auditory,TR,1.4,1.4,0.984015104,2
Human,16,1,6,12,Auditory,TR,1.4,1.4,0.743897368,2
Human,16,1,6,13,Auditory,TR,1.4,1.4,0.895847403,2
Human,16,1,6,14,Auditory,TR,1.4,1.4,0.799821165,2
Human,16,1,6,15,Auditory,TR,1.4,1.4,1.119785584,2
Human,16,1,6,16,Auditory,TR,1.4,1.4,1.024510836,2
Human,16,1,6,17,Auditory,TR,1.4,1.4,0.975936086,2
Human,16,1,6,18,Auditory,TR,1.4,1.4,1.095960358,2
Human,16,1,6,19,Auditory,TR,1.4,1.4,1.071834206,2
Human,16,1,6,20,Auditory,TR,1.4,1.4,0.919921911,2
Human,16,1,7,1,Auditory,TR,4.2,4.2,4.06371182,3
Human,16,1,7,2,Auditory,TR,4.2,4.2,4.367703922,3
Human,16,1,7,3,Auditory,TR,4.2,4.2,4.495727761,3
Human,16,1,7,4,Auditory,TR,4.2,4.2,4.919794787,3
Human,16,1,7,5,Auditory,TR,4.2,4.2,4.335743068,3
Human,16,1,7,6,Auditory,TR,4.2,4.2,4.743588827,3
Human,16,1,7,7,Auditory,TR,4.2,4.2,4.935650572,3
Human,16,1,7,8,Auditory,TR,4.2,4.2,5.935671429,3
Human,16,1,7,9,Auditory,TR,4.2,4.2,5.56778013,3
Human,16,1,7,10,Auditory,TR,4.2,4.2,5.487060792,3
Human,16,1,7,11,Auditory,TR,4.2,4.2,5.831925696,3
Human,16,1,7,12,Auditory,TR,4.2,4.2,4.775749968,3
Human,16,1,7,13,Auditory,TR,4.2,4.2,5.631556505,3
Human,16,1,7,14,Auditory,TR,4.2,4.2,5.751470207,3
Human,16,1,7,15,Auditory,TR,4.2,4.2,5.071685232,3
Human,16,1,7,16,Auditory,TR,4.2,4.2,4.47217135,3
Human,16,1,7,17,Auditory,TR,4.2,4.2,5.087718131,3
Human,16,1,7,18,Auditory,TR,4.2,4.2,4.76766499,3
Human,16,1,7,19,Auditory,TR,4.2,4.2,5.623719156,3
Human,16,1,7,20,Auditory,TR,4.2,4.2,5.399708475,3
Human,16,1,8,1,Auditory,TR,1.4,1.4,1.167817076,3
Human,16,1,8,2,Auditory,TR,1.4,1.4,1.471909156,3
Human,16,1,8,3,Auditory,TR,1.4,1.4,1.279879523,3
Human,16,1,8,4,Auditory,TR,1.4,1.4,1.415913852,3
Human,16,1,8,5,Auditory,TR,1.4,1.4,1.327854737,3
Human,16,1,8,6,Auditory,TR,1.4,1.4,1.34445175,3
Human,16,1,8,7,Auditory,TR,1.4,1.4,1.159945628,3
Human,16,1,8,8,Auditory,TR,1.4,1.4,1.47178137,3
Human,16,1,8,9,Auditory,TR,1.4,1.4,0.936099811,3
Human,16,1,8,10,Auditory,TR,1.4,1.4,1.135351035,3
Human,16,1,8,11,Auditory,TR,1.4,1.4,0.927920815,3
Human,16,1,8,12,Auditory,TR,1.4,1.4,1.296002799,3
Human,16,1,8,13,Auditory,TR,1.4,1.4,1.207942029,3
Human,16,1,8,14,Auditory,TR,1.4,1.4,1.175985148,3
Human,16,1,8,15,Auditory,TR,1.4,1.4,1.655976964,3
Human,16,1,8,16,Auditory,TR,1.4,1.4,1.423945861,3
Human,16,1,8,17,Auditory,TR,1.4,1.4,1.175908012,3
Human,16,1,8,18,Auditory,TR,1.4,1.4,1.047706067,3
Human,16,1,8,19,Auditory,TR,1.4,1.4,1.239869777,3
Human,16,1,8,20,Auditory,TR,1.4,1.4,1.096035507,3
Human,16,1,9,1,Auditory,TR,2.8,2.8,2.007919782,3
Human,16,1,9,2,Auditory,TR,2.8,2.8,2.023912292,3
Human,16,1,9,3,Auditory,TR,2.8,2.8,2.359817577,3
Human,16,1,9,4,Auditory,TR,2.8,2.8,2.415879754,3
Human,16,1,9,5,Auditory,TR,2.8,2.8,2.207762267,3
Human,16,1,9,6,Auditory,TR,2.8,2.8,2.271787263,3
Human,16,1,9,7,Auditory,TR,2.8,2.8,2.160069442,3
Human,16,1,9,8,Auditory,TR,2.8,2.8,2.351913685,3
Human,16,1,9,9,Auditory,TR,2.8,2.8,1.903852266,3
Human,16,1,9,10,Auditory,TR,2.8,2.8,2.095817012,3
Human,16,1,9,11,Auditory,TR,2.8,2.8,2.00796315,3
Human,16,1,9,12,Auditory,TR,2.8,2.8,2.279394862,3
Human,16,1,9,13,Auditory,TR,2.8,2.8,2.423828999,3
Human,16,1,9,14,Auditory,TR,2.8,2.8,2.264052208,3
Human,16,1,9,15,Auditory,TR,2.8,2.8,2.487794737,3
Human,16,1,9,16,Auditory,TR,2.8,2.8,3.007858537,3
Human,16,1,9,17,Auditory,TR,2.8,2.8,2.535955009,3
Human,16,1,9,18,Auditory,TR,2.8,2.8,2.671891677,3
Human,16,1,9,19,Auditory,TR,2.8,2.8,2.631908415,3
Human,16,1,9,20,Auditory,TR,2.8,2.8,2.167860444,3
Human,17,1,1,1,Auditory,TR,1.4,1.4,1.015998138,2
Human,17,1,1,2,Auditory,TR,1.4,1.4,0.839727292,2
Human,17,1,1,3,Auditory,TR,1.4,1.4,0.935937264,2
Human,17,1,1,4,Auditory,TR,1.4,1.4,0.991938196,2
Human,17,1,1,5,Auditory,TR,1.4,1.4,0.847957932,2
Human,17,1,1,6,Auditory,TR,1.4,1.4,0.919881192,2
Human,17,1,1,7,Auditory,TR,1.4,1.4,0.847979451,2
Human,17,1,1,8,Auditory,TR,1.4,1.4,1.223965989,2
Human,17,1,1,9,Auditory,TR,1.4,1.4,1.103909935,2
Human,17,1,1,10,Auditory,TR,1.4,1.4,1.560553243,2
Human,17,1,1,11,Auditory,TR,1.4,1.4,1.02400598,2
Human,17,1,1,12,Auditory,TR,1.4,1.4,0.959862798,2
Human,17,1,1,13,Auditory,TR,1.4,1.4,1.135908198,2
Human,17,1,1,14,Auditory,TR,1.4,1.4,1.623824762,2
Human,17,1,1,15,Auditory,TR,1.4,1.4,1.343987944,2
Human,17,1,1,16,Auditory,TR,1.4,1.4,1.383852027,2
Human,17,1,1,17,Auditory,TR,1.4,1.4,1.375884243,2
Human,17,1,1,18,Auditory,TR,1.4,1.4,1.55981996,2
Human,17,1,1,19,Auditory,TR,1.4,1.4,1.191972361,2
Human,17,1,1,20,Auditory,TR,1.4,1.4,0.64790258,2
Human,17,1,2,1,Auditory,TR,4.2,4.2,1.600557692,2
Human,17,1,2,2,Auditory,TR,4.2,4.2,1.487961587,2
Human,17,1,2,3,Auditory,TR,4.2,4.2,2.303817637,2
Human,17,1,2,4,Auditory,TR,4.2,4.2,3.191759494,2
Human,17,1,2,5,Auditory,TR,4.2,4.2,1.831767121,2
Human,17,1,2,6,Auditory,TR,4.2,4.2,1.495896598,2
Human,17,1,2,7,Auditory,TR,4.2,4.2,1.90382843,2
Human,17,1,2,8,Auditory,TR,4.2,4.2,2.007903229,2
Human,17,1,2,9,Auditory,TR,4.2,4.2,2.247921649,2
Human,17,1,2,10,Auditory,TR,4.2,4.2,2.015779643,2
Human,17,1,2,11,Auditory,TR,4.2,4.2,2.199880887,2
Human,17,1,2,12,Auditory,TR,4.2,4.2,2.271773358,2
Human,17,1,2,13,Auditory,TR,4.2,4.2,1.887882598,2
Human,17,1,2,14,Auditory,TR,4.2,4.2,2.031870476,2
Human,17,1,2,15,Auditory,TR,4.2,4.2,2.056532272,2
Human,17,1,2,16,Auditory,TR,4.2,4.2,3.103805984,2
Human,17,1,2,17,Auditory,TR,4.2,4.2,2.335906609,2
Human,17,1,2,18,Auditory,TR,4.2,4.2,2.263878406,2
Human,17,1,2,19,Auditory,TR,4.2,4.2,2.887819698,2
Human,17,1,2,20,Auditory,TR,4.2,4.2,3.383567322,2
Human,17,1,3,1,Auditory,TR,2.8,2.8,2.34384824,2
Human,17,1,3,2,Auditory,TR,2.8,2.8,2.439790722,2
Human,17,1,3,3,Auditory,TR,2.8,2.8,3.399653851,2
Human,17,1,3,4,Auditory,TR,2.8,2.8,1.487240885,2
Human,17,1,3,5,Auditory,TR,2.8,2.8,1.943916304,2
Human,17,1,3,6,Auditory,TR,2.8,2.8,1.823573228,2
Human,17,1,3,7,Auditory,TR,2.8,2.8,1.927898965,2
Human,17,1,3,8,Auditory,TR,2.8,2.8,2.047785189,2
Human,17,1,3,9,Auditory,TR,2.8,2.8,1.7598432,2
Human,17,1,3,10,Auditory,TR,2.8,2.8,1.903854914,2
Human,17,1,3,11,Auditory,TR,2.8,2.8,2.631769704,2
Human,17,1,3,12,Auditory,TR,2.8,2.8,2.495859851,2
Human,17,1,3,13,Auditory,TR,2.8,2.8,2.36781946,2
Human,17,1,3,14,Auditory,TR,2.8,2.8,2.087938281,2
Human,17,1,3,15,Auditory,TR,2.8,2.8,2.991702818,2
Human,17,1,3,16,Auditory,TR,2.8,2.8,2.104145314,2
Human,17,1,3,17,Auditory,TR,2.8,2.8,2.431750105,2
Human,17,1,3,18,Auditory,TR,2.8,2.8,2.847719243,2
Human,17,1,3,19,Auditory,TR,2.8,2.8,2.447757844,2
Human,17,1,3,20,Auditory,TR,2.8,2.8,3.311690079,2
Human,17,1,4,1,Auditory,TR,4.2,4.2,3.279873895,3
Human,17,1,4,2,Auditory,TR,4.2,4.2,6.055673852,3
Human,17,1,4,3,Auditory,TR,4.2,4.2,3.071694171,3
Human,17,1,4,4,Auditory,TR,4.2,4.2,3.119810744,3
Human,17,1,4,5,Auditory,TR,4.2,4.2,3.632284491,3
Human,17,1,4,6,Auditory,TR,4.2,4.2,2.791772273,3
Human,17,1,4,7,Auditory,TR,4.2,4.2,4.03972471,3
Human,17,1,4,8,Auditory,TR,4.2,4.2,3.51979002,3
Human,17,1,4,9,Auditory,TR,4.2,4.2,3.727753898,3
Human,17,1,4,10,Auditory,TR,4.2,4.2,2.831841939,3
Human,17,1,4,11,Auditory,TR,4.2,4.2,4.031643705,3
Human,17,1,4,12,Auditory,TR,4.2,4.2,3.295609177,3
Human,17,1,4,13,Auditory,TR,4.2,4.2,2.111959159,3
Human,17,1,4,14,Auditory,TR,4.2,4.2,2.567477217,3
Human,17,1,4,15,Auditory,TR,4.2,4.2,3.279880185,3
Human,17,1,4,16,Auditory,TR,4.2,4.2,3.591785448,3
Human,17,1,4,17,Auditory,TR,4.2,4.2,2.727853876,3
Human,17,1,4,18,Auditory,TR,4.2,4.2,1.951813906,3
Human,17,1,4,19,Auditory,TR,4.2,4.2,2.896119529,3
Human,17,1,4,20,Auditory,TR,4.2,4.2,2.935847218,3
Human,17,1,5,1,Auditory,TR,1.4,1.4,1.18386421,3
Human,17,1,5,2,Auditory,TR,1.4,1.4,1.30391596,3
Human,17,1,5,3,Auditory,TR,1.4,1.4,1.295873027,3
Human,17,1,5,4,Auditory,TR,1.4,1.4,1.599770779,3
Human,17,1,5,5,Auditory,TR,1.4,1.4,1.343804541,3
Human,17,1,5,6,Auditory,TR,1.4,1.4,1.575948533,3
Human,17,1,5,7,Auditory,TR,1.4,1.4,1.48784936,3
Human,17,1,5,8,Auditory,TR,1.4,1.4,1.951165704,3
Human,17,1,5,9,Auditory,TR,1.4,1.4,2.079817219,3
Human,17,1,5,10,Auditory,TR,1.4,1.4,2.311835411,3
Human,17,1,5,11,Auditory,TR,1.4,1.4,2.511905992,3
Human,17,1,5,12,Auditory,TR,1.4,1.4,0.991947797,3
Human,17,1,5,13,Auditory,TR,1.4,1.4,1.375985545,3
Human,17,1,5,14,Auditory,TR,1.4,1.4,1.727891616,3
Human,17,1,5,15,Auditory,TR,1.4,1.4,1.7919474,3
Human,17,1,5,16,Auditory,TR,1.4,1.4,1.927877447,3
Human,17,1,5,17,Auditory,TR,1.4,1.4,2.135848277,3
Human,17,1,5,18,Auditory,TR,1.4,1.4,2.351995124,3
Human,17,1,5,19,Auditory,TR,1.4,1.4,2.591849342,3
Human,17,1,5,20,Auditory,TR,1.4,1.4,2.719759298,3
Human,17,1,6,1,Auditory,TR,2.8,2.8,2.487811289,3
Human,17,1,6,2,Auditory,TR,2.8,2.8,2.480471512,3
Human,17,1,6,3,Auditory,TR,2.8,2.8,2.239844948,3
Human,17,1,6,4,Auditory,TR,2.8,2.8,2.951803974,3
Human,17,1,6,5,Auditory,TR,2.8,2.8,1.43197787,3
Human,17,1,6,6,Auditory,TR,2.8,2.8,1.823870513,3
Human,17,1,6,7,Auditory,TR,2.8,2.8,1.719809949,3
Human,17,1,6,8,Auditory,TR,2.8,2.8,1.863790875,3
Human,17,1,6,9,Auditory,TR,2.8,2.8,1.647965811,3
Human,17,1,6,10,Auditory,TR,2.8,2.8,2.015821356,3
Human,17,1,6,11,Auditory,TR,2.8,2.8,2.103576896,3
Human,17,1,6,12,Auditory,TR,2.8,2.8,1.752076365,3
Human,17,1,6,13,Auditory,TR,2.8,2.8,1.9198994,3
Human,17,1,6,14,Auditory,TR,2.8,2.8,2.127808985,3
Human,17,1,6,15,Auditory,TR,2.8,2.8,2.663839143,3
Human,17,1,6,16,Auditory,TR,2.8,2.8,2.447950186,3
Human,17,1,6,17,Auditory,TR,2.8,2.8,2.215825726,3
Human,17,1,6,18,Auditory,TR,2.8,2.8,1.75986836,3
Human,17,1,6,19,Auditory,TR,2.8,2.8,2.127888769,3
Human,17,1,6,20,Auditory,TR,2.8,2.8,2.015861413,3
Human,17,1,7,1,Auditory,TR,1.4,1.4,0.791876885,1
Human,17,1,7,2,Auditory,TR,1.4,1.4,0.784052778,1
Human,17,1,7,3,Auditory,TR,1.4,1.4,0.968449652,1
Human,17,1,7,4,Auditory,TR,1.4,1.4,1.159988996,1
Human,17,1,7,5,Auditory,TR,1.4,1.4,1.056003912,1
Human,17,1,7,6,Auditory,TR,1.4,1.4,1.039317183,1
Human,17,1,7,7,Auditory,TR,1.4,1.4,1.151856016,1
Human,17,1,7,8,Auditory,TR,1.4,1.4,1.111942937,1
Human,17,1,7,9,Auditory,TR,1.4,1.4,1.359244855,1
Human,17,1,7,10,Auditory,TR,1.4,1.4,1.559868956,1
Human,17,1,7,11,Auditory,TR,1.4,1.4,1.303969591,1
Human,17,1,7,12,Auditory,TR,1.4,1.4,1.335950308,1
Human,17,1,7,13,Auditory,TR,1.4,1.4,1.215700257,1
Human,17,1,7,14,Auditory,TR,1.4,1.4,1.255972859,1
Human,17,1,7,15,Auditory,TR,1.4,1.4,1.304046395,1
Human,17,1,7,16,Auditory,TR,1.4,1.4,1.343319879,1
Human,17,1,7,17,Auditory,TR,1.4,1.4,1.207941698,1
Human,17,1,7,18,Auditory,TR,1.4,1.4,1.367997897,1
Human,17,1,7,19,Auditory,TR,1.4,1.4,1.600491812,1
Human,17,1,7,20,Auditory,TR,1.4,1.4,1.119859739,1
Human,17,1,8,1,Auditory,TR,4.2,4.2,2.55942071,1
Human,17,1,8,2,Auditory,TR,4.2,4.2,2.303949397,1
Human,17,1,8,3,Auditory,TR,4.2,4.2,1.599983646,1
Human,17,1,8,4,Auditory,TR,4.2,4.2,1.975786781,1
Human,17,1,8,5,Auditory,TR,4.2,4.2,2.048452261,1
Human,17,1,8,6,Auditory,TR,4.2,4.2,2.224417876,1
Human,17,1,8,7,Auditory,TR,4.2,4.2,2.671847978,1
Human,17,1,8,8,Auditory,TR,4.2,4.2,2.639872889,1
Human,17,1,8,9,Auditory,TR,4.2,4.2,2.343771767,1
Human,17,1,8,10,Auditory,TR,4.2,4.2,2.559402171,1
Human,17,1,8,11,Auditory,TR,4.2,4.2,2.287740709,1
Human,17,1,8,12,Auditory,TR,4.2,4.2,2.719979448,1
Human,17,1,8,13,Auditory,TR,4.2,4.2,3.031743683,1
Human,17,1,8,14,Auditory,TR,4.2,4.2,3.311771849,1
Human,17,1,8,15,Auditory,TR,4.2,4.2,4.647824452,1
Human,17,1,8,16,Auditory,TR,4.2,4.2,3.471743961,1
Human,17,1,8,17,Auditory,TR,4.2,4.2,4.063715461,1
Human,17,1,8,18,Auditory,TR,4.2,4.2,3.855727085,1
Human,17,1,8,19,Auditory,TR,4.2,4.2,2.455856726,1
Human,17,1,8,20,Auditory,TR,4.2,4.2,3.335862248,1
Human,17,1,9,1,Auditory,TR,2.8,2.8,1.791908997,1
Human,17,1,9,2,Auditory,TR,2.8,2.8,2.351783581,1
Human,17,1,9,3,Auditory,TR,2.8,2.8,2.35972124,1
Human,17,1,9,4,Auditory,TR,2.8,2.8,1.88799019,1
Human,17,1,9,5,Auditory,TR,2.8,2.8,1.88785479,1
Human,17,1,9,6,Auditory,TR,2.8,2.8,1.951924809,1
Human,17,1,9,7,Auditory,TR,2.8,2.8,2.263865826,1
Human,17,1,9,8,Auditory,TR,2.8,2.8,2.231606693,1
Human,17,1,9,9,Auditory,TR,2.8,2.8,3.032220399,1
Human,17,1,9,10,Auditory,TR,2.8,2.8,2.071968282,1
Human,17,1,9,11,Auditory,TR,2.8,2.8,1.935941568,1
