Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Emotion
Human,7,1,5,17,Auditory,TR,1.4,1.4,4.45569966,2
Human,7,1,5,18,Auditory,TR,1.4,1.4,2.607852472,2
Human,7,1,5,19,Auditory,TR,1.4,1.4,3.14379535,2
Human,7,1,5,20,Auditory,TR,1.4,1.4,3.327842249,2
Human,7,1,6,1,Auditory,TR,2.8,2.8,5.175607004,2
Human,7,1,6,2,Auditory,TR,2.8,2.8,5.311548426,2
Human,7,1,6,3,Auditory,TR,2.8,2.8,5.063719314,2
Human,7,1,6,4,Auditory,TR,2.8,2.8,5.295651538,2
Human,7,1,6,5,Auditory,TR,2.8,2.8,5.511702764,2
Human,7,1,6,6,Auditory,TR,2.8,2.8,7.263574047,2
Human,7,1,6,7,Auditory,TR,2.8,2.8,6.060061828,2
Human,7,1,6,8,Auditory,TR,2.8,2.8,4.567694943,2
Human,7,1,6,9,Auditory,TR,2.8,2.8,4.687595468,2
Human,7,1,6,10,Auditory,TR,2.8,2.8,5.455650664,2
Human,7,1,6,11,Auditory,TR,2.8,2.8,8.255457262,2
Human,7,1,6,12,Auditory,TR,2.8,2.8,7.05545223,2
Human,7,1,6,13,Auditory,TR,2.8,2.8,5.431609181,2
Human,7,1,6,14,Auditory,TR,2.8,2.8,6.239590499,2
Human,7,1,6,15,Auditory,TR,2.8,2.8,7.91131457,2
Human,7,1,6,16,Auditory,TR,2.8,2.8,6.151604917,2
Human,7,1,6,17,Auditory,TR,2.8,2.8,4.719691828,2
Human,7,1,6,18,Auditory,TR,2.8,2.8,4.911693627,2
Human,7,1,6,19,Auditory,TR,2.8,2.8,5.879636993,2
Human,7,1,6,20,Auditory,TR,2.8,2.8,6.479611038,2
Human,7,1,7,1,Auditory,TR,2.8,2.8,4.023684937,3
Human,7,1,7,2,Auditory,TR,2.8,2.8,5.503590944,3
Human,7,1,7,3,Auditory,TR,2.8,2.8,5.055719391,3
Human,7,1,7,4,Auditory,TR,2.8,2.8,5.311753018,3
Human,7,1,7,5,Auditory,TR,2.8,2.8,6.47128602,3
Human,7,1,7,6,Auditory,TR,2.8,2.8,5.647714038,3
Human,7,1,7,7,Auditory,TR,2.8,2.8,7.095510773,3
Human,7,1,7,8,Auditory,TR,2.8,2.8,5.951707147,3
Human,7,1,7,9,Auditory,TR,2.8,2.8,6.231630634,3
Human,7,1,7,10,Auditory,TR,2.8,2.8,9.055403896,3
Human,7,1,7,11,Auditory,TR,2.8,2.8,7.207543466,3
Human,7,1,7,12,Auditory,TR,2.8,2.8,6.007544062,3
Human,7,1,7,13,Auditory,TR,2.8,2.8,5.95152904,3
Human,7,1,7,14,Auditory,TR,2.8,2.8,7.119506239,3
Human,7,1,7,15,Auditory,TR,2.8,2.8,5.543381003,3
Human,7,1,7,16,Auditory,TR,2.8,2.8,7.487480195,3
Human,7,1,7,17,Auditory,TR,2.8,2.8,6.071593767,3
Human,7,1,7,18,Auditory,TR,2.8,2.8,6.479684532,3
Human,7,1,7,19,Auditory,TR,2.8,2.8,5.719552455,3
Human,7,1,7,20,Auditory,TR,2.8,2.8,6.191680676,3
Human,7,1,8,1,Auditory,TR,1.4,1.4,2.75973713,3
Human,7,1,8,2,Auditory,TR,1.4,1.4,3.863709647,3
Human,7,1,8,3,Auditory,TR,1.4,1.4,4.199688875,3
Human,7,1,8,4,Auditory,TR,1.4,1.4,2.503809771,3
Human,7,1,8,5,Auditory,TR,1.4,1.4,3.59175364,3
Human,7,1,8,6,Auditory,TR,1.4,1.4,1.783967313,3
Human,7,1,8,7,Auditory,TR,1.4,1.4,2.791330619,3
Human,7,1,8,8,Auditory,TR,1.4,1.4,2.67169262,3
Human,7,1,8,9,Auditory,TR,1.4,1.4,2.287904209,3
Human,7,1,8,10,Auditory,TR,1.4,1.4,3.703724094,3
Human,7,1,8,11,Auditory,TR,1.4,1.4,4.58355376,3
Human,7,1,8,12,Auditory,TR,1.4,1.4,4.255731375,3
Human,7,1,8,13,Auditory,TR,1.4,1.4,5.007729452,3
Human,7,1,8,14,Auditory,TR,1.4,1.4,3.70376051,3
Human,7,1,8,15,Auditory,TR,1.4,1.4,4.639681341,3
Human,7,1,8,16,Auditory,TR,1.4,1.4,4.23172697,3
Human,7,1,8,17,Auditory,TR,1.4,1.4,5.071662627,3
Human,7,1,8,18,Auditory,TR,1.4,1.4,3.935758614,3
Human,7,1,8,19,Auditory,TR,1.4,1.4,5.407648145,3
Human,7,1,8,20,Auditory,TR,1.4,1.4,3.559878424,3
Human,7,1,9,1,Auditory,TR,4.2,4.2,6.903412307,3
Human,7,1,9,2,Auditory,TR,4.2,4.2,7.207480565,3
Human,7,1,9,3,Auditory,TR,4.2,4.2,5.879632689,3
Human,7,1,9,4,Auditory,TR,4.2,4.2,7.35154738,3
Human,7,1,9,5,Auditory,TR,4.2,4.2,6.903496395,3
Human,7,1,9,6,Auditory,TR,4.2,4.2,7.047559237,3
Human,7,1,9,7,Auditory,TR,4.2,4.2,6.391575798,3
Human,7,1,9,8,Auditory,TR,4.2,4.2,4.431695918,3
Human,7,1,9,9,Auditory,TR,4.2,4.2,6.607540619,3
Human,7,1,9,10,Auditory,TR,4.2,4.2,7.511562728,3
Human,7,1,9,11,Auditory,TR,4.2,4.2,8.799441777,3
Human,7,1,9,12,Auditory,TR,4.2,4.2,6.455584453,3
Human,7,1,9,13,Auditory,TR,4.2,4.2,5.655615638,3
Human,7,1,9,14,Auditory,TR,4.2,4.2,5.871503323,3
Human,7,1,9,15,Auditory,TR,4.2,4.2,6.319592711,3
Human,7,1,9,16,Auditory,TR,4.2,4.2,4.015725071,3
Human,7,1,9,17,Auditory,TR,4.2,4.2,5.768224696,3
Human,7,1,9,18,Auditory,TR,4.2,4.2,8.039618573,3
Human,7,1,9,19,Auditory,TR,4.2,4.2,6.839537729,3
Human,7,1,9,20,Auditory,TR,4.2,4.2,5.487675186,3
Human,8,1,1,1,Auditory,TR,2.8,2.8,6.631793737,2
Human,8,1,1,2,Auditory,TR,2.8,2.8,2.759979554,2
Human,8,1,1,3,Auditory,TR,2.8,2.8,2.575915984,2
Human,8,1,1,4,Auditory,TR,2.8,2.8,2.679960378,2
Human,8,1,1,5,Auditory,TR,2.8,2.8,2.711928784,2
Human,8,1,1,6,Auditory,TR,2.8,2.8,4.287370687,2
Human,8,1,1,7,Auditory,TR,2.8,2.8,3.543909175,2
Human,8,1,1,8,Auditory,TR,2.8,2.8,3.51998791,2
Human,8,1,1,9,Auditory,TR,2.8,2.8,4.719813373,2
Human,8,1,1,10,Auditory,TR,2.8,2.8,3.51180106,2
Human,8,1,1,11,Auditory,TR,2.8,2.8,4.191870027,2
Human,8,1,1,12,Auditory,TR,2.8,2.8,3.055857558,2
Human,8,1,1,13,Auditory,TR,2.8,2.8,3.551802703,2
Human,8,1,1,14,Auditory,TR,2.8,2.8,2.943950425,2
Human,8,1,1,15,Auditory,TR,2.8,2.8,3.671886753,2
Human,8,1,1,16,Auditory,TR,2.8,2.8,3.335962744,2
Human,8,1,1,17,Auditory,TR,2.8,2.8,2.639861735,2
Human,8,1,1,18,Auditory,TR,2.8,2.8,3.391878238,2
Human,8,1,1,19,Auditory,TR,2.8,2.8,1.735984792,2
Human,8,1,1,20,Auditory,TR,2.8,2.8,3.567884735,2
Human,8,1,2,1,Auditory,TR,1.4,1.4,1.567972466,2
Human,8,1,2,2,Auditory,TR,1.4,1.4,1.519951824,2
Human,8,1,2,3,Auditory,TR,1.4,1.4,1.544191902,2
Human,8,1,2,4,Auditory,TR,1.4,1.4,1.647990648,2
Human,8,1,2,5,Auditory,TR,1.4,1.4,1.752135685,2
Human,8,1,2,6,Auditory,TR,1.4,1.4,1.703950174,2
Human,8,1,2,7,Auditory,TR,1.4,1.4,2.079844374,2
Human,8,1,2,8,Auditory,TR,1.4,1.4,1.903833905,2
Human,8,1,2,9,Auditory,TR,1.4,1.4,2.255936285,2
Human,8,1,2,10,Auditory,TR,1.4,1.4,1.767877385,2
Human,8,1,2,11,Auditory,TR,1.4,1.4,2.143792111,2
Human,8,1,2,12,Auditory,TR,1.4,1.4,1.655967935,2
Human,8,1,2,13,Auditory,TR,1.4,1.4,1.623918749,2
Human,8,1,2,14,Auditory,TR,1.4,1.4,1.767934659,2
Human,8,1,2,15,Auditory,TR,1.4,1.4,1.615955699,2
Human,8,1,2,16,Auditory,TR,1.4,1.4,1.703992219,2
Human,8,1,2,17,Auditory,TR,1.4,1.4,1.567949623,2
Human,8,1,2,18,Auditory,TR,1.4,1.4,1.67994846,2
Human,8,1,2,19,Auditory,TR,1.4,1.4,1.447878484,2
Human,8,1,2,20,Auditory,TR,1.4,1.4,1.943874281,2
Human,8,1,3,1,Auditory,TR,4.2,4.2,3.815858962,2
Human,8,1,3,2,Auditory,TR,4.2,4.2,3.903915677,2
Human,8,1,3,3,Auditory,TR,4.2,4.2,4.255830676,2
Human,8,1,3,4,Auditory,TR,4.2,4.2,3.951903544,2
Human,8,1,3,5,Auditory,TR,4.2,4.2,3.95998975,2
Human,8,1,3,6,Auditory,TR,4.2,4.2,4.343818199,2
Human,8,1,3,7,Auditory,TR,4.2,4.2,4.647839684,2
Human,8,1,3,8,Auditory,TR,4.2,4.2,4.807799572,2
Human,8,1,3,9,Auditory,TR,4.2,4.2,4.079872183,2
Human,8,1,3,10,Auditory,TR,4.2,4.2,5.239780757,2
Human,8,1,3,11,Auditory,TR,4.2,4.2,4.575652789,2
Human,8,1,3,12,Auditory,TR,4.2,4.2,4.199868833,2
Human,8,1,3,13,Auditory,TR,4.2,4.2,4.567768532,2
Human,8,1,3,14,Auditory,TR,4.2,4.2,3.871659246,2
Human,8,1,3,15,Auditory,TR,4.2,4.2,4.639787908,2
Human,8,1,3,16,Auditory,TR,4.2,4.2,4.783802162,2
Human,8,1,3,17,Auditory,TR,4.2,4.2,4.191755149,2
Human,8,1,3,18,Auditory,TR,4.2,4.2,4.20779017,2
Human,8,1,3,19,Auditory,TR,4.2,4.2,3.375873012,2
Human,8,1,3,20,Auditory,TR,4.2,4.2,3.775876853,2
Human,8,1,4,1,Auditory,TR,4.2,4.2,4.599723695,3
Human,8,1,4,2,Auditory,TR,4.2,4.2,5.279831396,3
Human,8,1,4,3,Auditory,TR,4.2,4.2,4.607850291,3
Human,8,1,4,4,Auditory,TR,4.2,4.2,5.847778371,3
Human,8,1,4,5,Auditory,TR,4.2,4.2,4.695765973,3
Human,8,1,4,6,Auditory,TR,4.2,4.2,5.44777751,3
Human,8,1,4,7,Auditory,TR,4.2,4.2,5.087820005,3
Human,8,1,4,8,Auditory,TR,4.2,4.2,5.191750183,3
Human,8,1,4,9,Auditory,TR,4.2,4.2,5.45572467,3
Human,8,1,4,10,Auditory,TR,4.2,4.2,5.231807443,3
Human,8,1,4,11,Auditory,TR,4.2,4.2,4.831824129,3
Human,8,1,4,12,Auditory,TR,4.2,4.2,5.223813273,3
Human,8,1,4,13,Auditory,TR,4.2,4.2,5.807828374,3
Human,8,1,4,14,Auditory,TR,4.2,4.2,5.17638126,3
Human,8,1,4,15,Auditory,TR,4.2,4.2,4.400316695,3
Human,8,1,4,16,Auditory,TR,4.2,4.2,5.135773111,3
Human,8,1,4,17,Auditory,TR,4.2,4.2,4.679708771,3
Human,8,1,4,18,Auditory,TR,4.2,4.2,4.519821054,3
Human,8,1,4,19,Auditory,TR,4.2,4.2,5.32783383,3
Human,8,1,4,20,Auditory,TR,4.2,4.2,4.863868017,3
Human,8,1,5,1,Auditory,TR,2.8,2.8,2.879887147,3
Human,8,1,5,2,Auditory,TR,2.8,2.8,3.000391316,3
Human,8,1,5,3,Auditory,TR,2.8,2.8,3.071846893,3
Human,8,1,5,4,Auditory,TR,2.8,2.8,2.383921808,3
Human,8,1,5,5,Auditory,TR,2.8,2.8,2.847901857,3
Human,8,1,5,6,Auditory,TR,2.8,2.8,2.615854724,3
Human,8,1,5,7,Auditory,TR,2.8,2.8,2.887775378,3
Human,8,1,5,8,Auditory,TR,2.8,2.8,2.471430946,3
Human,8,1,5,9,Auditory,TR,2.8,2.8,2.823939871,3
Human,8,1,5,10,Auditory,TR,2.8,2.8,2.999840428,3
Human,8,1,5,11,Auditory,TR,2.8,2.8,3.17525366,3
Human,8,1,5,12,Auditory,TR,2.8,2.8,3.27980756,3
Human,8,1,5,13,Auditory,TR,2.8,2.8,3.519848532,3
Human,8,1,5,14,Auditory,TR,2.8,2.8,3.431800094,3
Human,8,1,5,15,Auditory,TR,2.8,2.8,2.447990714,3
Human,8,1,5,16,Auditory,TR,2.8,2.8,2.903903759,3
Human,8,1,5,17,Auditory,TR,2.8,2.8,2.59189936,3
Human,8,1,5,18,Auditory,TR,2.8,2.8,2.351885534,3
Human,8,1,5,19,Auditory,TR,2.8,2.8,3.191699861,3
Human,8,1,5,20,Auditory,TR,2.8,2.8,2.799918294,3
Human,8,1,6,1,Auditory,TR,1.4,1.4,1.479979315,3
Human,8,1,6,2,Auditory,TR,1.4,1.4,1.448010909,3
Human,8,1,6,3,Auditory,TR,1.4,1.4,1.455903775,3
Human,8,1,6,4,Auditory,TR,1.4,1.4,1.463984353,3
Human,8,1,6,5,Auditory,TR,1.4,1.4,1.535939172,3
Human,8,1,6,6,Auditory,TR,1.4,1.4,1.453996191,3
Human,8,1,6,7,Auditory,TR,1.4,1.4,1.895927465,3
Human,8,1,6,8,Auditory,TR,1.4,1.4,1.639991843,3
Human,8,1,6,9,Auditory,TR,1.4,1.4,1.631895043,3
Human,8,1,6,10,Auditory,TR,1.4,1.4,1.207912994,3
Human,8,1,6,11,Auditory,TR,1.4,1.4,1.263921517,3
Human,8,1,6,12,Auditory,TR,1.4,1.4,1.463978062,3
Human,8,1,6,13,Auditory,TR,1.4,1.4,0.999958948,3
Human,8,1,6,14,Auditory,TR,1.4,1.4,1.159868184,3
Human,8,1,6,15,Auditory,TR,1.4,1.4,1.375829312,3
Human,8,1,6,16,Auditory,TR,1.4,1.4,1.696072206,3
Human,8,1,6,17,Auditory,TR,1.4,1.4,2.039962246,3
Human,8,1,6,18,Auditory,TR,1.4,1.4,1.215973708,3
Human,8,1,6,19,Auditory,TR,1.4,1.4,1.328061933,3
Human,8,1,6,20,Auditory,TR,1.4,1.4,1.76794128,3
Human,8,1,7,1,Auditory,TR,4.2,4.2,4.055928737,1
Human,8,1,7,2,Auditory,TR,4.2,4.2,4.007885582,1
Human,8,1,7,3,Auditory,TR,4.2,4.2,4.575829577,1
Human,8,1,7,4,Auditory,TR,4.2,4.2,4.511755374,1
Human,8,1,7,5,Auditory,TR,4.2,4.2,4.535889512,1
Human,8,1,7,6,Auditory,TR,4.2,4.2,4.199839037,1
Human,8,1,7,7,Auditory,TR,4.2,4.2,4.255894902,1
Human,8,1,7,8,Auditory,TR,4.2,4.2,4.415840224,1
Human,8,1,7,9,Auditory,TR,4.2,4.2,4.279773791,1
Human,8,1,7,10,Auditory,TR,4.2,4.2,5.73580966,1
Human,8,1,7,11,Auditory,TR,4.2,4.2,4.599888233,1
Human,8,1,7,12,Auditory,TR,4.2,4.2,4.295783652,1
Human,8,1,7,13,Auditory,TR,4.2,4.2,3.935768873,1
Human,8,1,7,14,Auditory,TR,4.2,4.2,4.079832456,1
Human,8,1,7,15,Auditory,TR,4.2,4.2,4.415931928,1
Human,8,1,7,16,Auditory,TR,4.2,4.2,3.535911032,1
Human,8,1,7,17,Auditory,TR,4.2,4.2,5.91973948,1
Human,8,1,7,18,Auditory,TR,4.2,4.2,4.255853188,1
Human,8,1,7,19,Auditory,TR,4.2,4.2,3.183875526,1
Human,8,1,7,20,Auditory,TR,4.2,4.2,4.735858657,1
Human,8,1,8,1,Auditory,TR,1.4,1.4,1.263943367,1
Human,8,1,8,2,Auditory,TR,1.4,1.4,1.565768251,1
Human,8,1,8,3,Auditory,TR,1.4,1.4,1.496110013,1
Human,8,1,8,4,Auditory,TR,1.4,1.4,1.399899225,1
Human,8,1,8,5,Auditory,TR,1.4,1.4,1.351975583,1
Human,8,1,8,6,Auditory,TR,1.4,1.4,1.207922595,1
Human,8,1,8,7,Auditory,TR,1.4,1.4,1.575946773,1
Human,8,1,8,8,Auditory,TR,1.4,1.4,1.311965665,1
Human,8,1,8,9,Auditory,TR,1.4,1.4,1.839986148,1
Human,8,1,8,10,Auditory,TR,1.4,1.4,1.655861995,1
Human,8,1,8,11,Auditory,TR,1.4,1.4,1.927974333,1
Human,8,1,8,12,Auditory,TR,1.4,1.4,1.783982922,1
Human,8,1,8,13,Auditory,TR,1.4,1.4,1.615942787,1
Human,8,1,8,14,Auditory,TR,1.4,1.4,1.703873698,1
Human,8,1,8,15,Auditory,TR,1.4,1.4,1.527339819,1
Human,8,1,8,16,Auditory,TR,1.4,1.4,1.799985499,1
Human,8,1,8,17,Auditory,TR,1.4,1.4,1.855954295,1
Human,8,1,8,18,Auditory,TR,1.4,1.4,1.719861377,1
Human,8,1,8,19,Auditory,TR,1.4,1.4,1.767881689,1
Human,8,1,8,20,Auditory,TR,1.4,1.4,1.743926655,1
Human,8,1,9,1,Auditory,TR,2.8,2.8,2.743858456,1
Human,8,1,9,2,Auditory,TR,2.8,2.8,2.975889698,1
Human,8,1,9,3,Auditory,TR,2.8,2.8,2.967777669,1
Human,8,1,9,4,Auditory,TR,2.8,2.8,2.815898027,1
Human,8,1,9,5,Auditory,TR,2.8,2.8,2.567914861,1
Human,8,1,9,6,Auditory,TR,2.8,2.8,2.567853946,1
Human,8,1,9,7,Auditory,TR,2.8,2.8,2.51200963,1
Human,8,1,9,8,Auditory,TR,2.8,2.8,2.535820982,1
Human,8,1,9,9,Auditory,TR,2.8,2.8,2.67993588,1
Human,8,1,9,10,Auditory,TR,2.8,2.8,2.559873349,1
Human,8,1,9,11,Auditory,TR,2.8,2.8,2.679945481,1
Human,8,1,9,12,Auditory,TR,2.8,2.8,2.5918497,1
Human,8,1,9,13,Auditory,TR,2.8,2.8,2.807832678,1
Human,8,1,9,14,Auditory,TR,2.8,2.8,3.039791086,1
Human,8,1,9,15,Auditory,TR,2.8,2.8,2.903914684,1
Human,8,1,9,16,Auditory,TR,2.8,2.8,2.663922709,1
Human,8,1,9,17,Auditory,TR,2.8,2.8,2.711716242,1
Human,8,1,9,18,Auditory,TR,2.8,2.8,2.223384215,1
Human,8,1,9,19,Auditory,TR,2.8,2.8,2.639805454,1
Human,8,1,9,20,Auditory,TR,2.8,2.8,2.663912446,1
Human,9,1,1,1,Auditory,TR,4.2,4.2,6.312058362,3
Human,9,1,1,2,Auditory,TR,4.2,4.2,6.879600447,3
Human,9,1,1,3,Auditory,TR,4.2,4.2,9.351633927,3
Human,9,1,1,4,Auditory,TR,4.2,4.2,6.320443518,3
Human,9,1,1,5,Auditory,TR,4.2,4.2,5.943712722,3
Human,9,1,1,6,Auditory,TR,4.2,4.2,5.879764654,3
Human,9,1,1,7,Auditory,TR,4.2,4.2,5.575746149,3
Human,9,1,1,8,Auditory,TR,4.2,4.2,5.983778922,3
Human,9,1,1,9,Auditory,TR,4.2,4.2,6.711664596,3
Human,9,1,1,10,Auditory,TR,4.2,4.2,6.56830386,3
Human,9,1,1,11,Auditory,TR,4.2,4.2,5.511881509,3
Human,9,1,1,12,Auditory,TR,4.2,4.2,6.719783247,3
Human,9,1,1,13,Auditory,TR,4.2,4.2,5.967340666,3
Human,9,1,1,14,Auditory,TR,4.2,4.2,6.176269361,3
Human,9,1,1,15,Auditory,TR,4.2,4.2,7.935953606,3
Human,9,1,1,16,Auditory,TR,4.2,4.2,7.191778654,3
Human,9,1,1,17,Auditory,TR,4.2,4.2,7.359780386,3
Human,9,1,1,18,Auditory,TR,4.2,4.2,6.703734321,3
Human,9,1,1,19,Auditory,TR,4.2,4.2,6.655686862,3
Human,9,1,1,20,Auditory,TR,4.2,4.2,5.919781856,3
Human,9,1,2,1,Auditory,TR,1.4,1.4,1.087984543,3
Human,9,1,2,2,Auditory,TR,1.4,1.4,1.631949668,3
Human,9,1,2,3,Auditory,TR,1.4,1.4,1.967908108,3
Human,9,1,2,4,Auditory,TR,1.4,1.4,2.543877393,3
Human,9,1,2,5,Auditory,TR,1.4,1.4,2.847913113,3
Human,9,1,2,6,Auditory,TR,1.4,1.4,2.919825225,3
Human,9,1,2,7,Auditory,TR,1.4,1.4,2.424000257,3
Human,9,1,2,8,Auditory,TR,1.4,1.4,2.599903131,3
Human,9,1,2,9,Auditory,TR,1.4,1.4,3.367828851,3
Human,9,1,2,10,Auditory,TR,1.4,1.4,5.119840388,3
Human,9,1,2,11,Auditory,TR,1.4,1.4,1.999910282,3
Human,9,1,2,12,Auditory,TR,1.4,1.4,2.9038978,3
Human,9,1,2,13,Auditory,TR,1.4,1.4,3.479764456,3
Human,9,1,2,14,Auditory,TR,1.4,1.4,2.583994576,3
Human,9,1,2,15,Auditory,TR,1.4,1.4,3.335887261,3
Human,9,1,2,16,Auditory,TR,1.4,1.4,2.864561925,3
Human,9,1,2,17,Auditory,TR,1.4,1.4,3.375761775,3
Human,9,1,2,18,Auditory,TR,1.4,1.4,4.335806482,3
Human,9,1,2,19,Auditory,TR,1.4,1.4,2.911917131,3
Human,9,1,2,20,Auditory,TR,1.4,1.4,2.943893152,3
Human,9,1,3,1,Auditory,TR,2.8,2.8,3.303891046,3
Human,9,1,3,2,Auditory,TR,2.8,2.8,4.071824712,3
Human,9,1,3,3,Auditory,TR,2.8,2.8,4.431862334,3
Human,9,1,3,4,Auditory,TR,2.8,2.8,4.799772626,3
Human,9,1,3,5,Auditory,TR,2.8,2.8,5.21577474,3
Human,9,1,3,6,Auditory,TR,2.8,2.8,5.431800756,3
Human,9,1,3,7,Auditory,TR,2.8,2.8,5.311813707,3
Human,9,1,3,8,Auditory,TR,2.8,2.8,5.72779993,3
Human,9,1,3,9,Auditory,TR,2.8,2.8,4.823781292,3
Human,9,1,3,10,Auditory,TR,2.8,2.8,6.247792474,3
Human,9,1,3,11,Auditory,TR,2.8,2.8,5.687757898,3
Human,9,1,3,12,Auditory,TR,2.8,2.8,6.047684945,3
Human,9,1,3,13,Auditory,TR,2.8,2.8,5.975816202,3
Human,9,1,3,14,Auditory,TR,2.8,2.8,5.799710386,3
Human,9,1,3,15,Auditory,TR,2.8,2.8,5.895814573,3
Human,9,1,3,16,Auditory,TR,2.8,2.8,6.623673432,3
Human,9,1,3,17,Auditory,TR,2.8,2.8,6.335751194,3
Human,9,1,3,18,Auditory,TR,2.8,2.8,4.82373693,3
Human,9,1,3,19,Auditory,TR,2.8,2.8,6.255789624,3
Human,9,1,3,20,Auditory,TR,2.8,2.8,5.951691333,3
Human,9,1,4,1,Auditory,TR,2.8,2.8,3.431924904,1
Human,9,1,4,2,Auditory,TR,2.8,2.8,3.199856584,1
Human,9,1,4,3,Auditory,TR,2.8,2.8,4.247994753,1
Human,9,1,4,4,Auditory,TR,2.8,2.8,4.39174482,1
Human,9,1,4,5,Auditory,TR,2.8,2.8,4.031923713,1
Human,9,1,4,6,Auditory,TR,2.8,2.8,3.239824126,1
Human,9,1,4,7,Auditory,TR,2.8,2.8,4.551826539,1
Human,9,1,4,8,Auditory,TR,2.8,2.8,4.17585487,1
Human,9,1,4,9,Auditory,TR,2.8,2.8,4.623815127,1
Human,9,1,4,10,Auditory,TR,2.8,2.8,4.415774342,1
Human,9,1,4,11,Auditory,TR,2.8,2.8,4.83183373,1
Human,9,1,4,12,Auditory,TR,2.8,2.8,4.599745214,1
Human,9,1,4,13,Auditory,TR,2.8,2.8,3.543938971,1
Human,9,1,4,14,Auditory,TR,2.8,2.8,4.007904784,1
Human,9,1,4,15,Auditory,TR,2.8,2.8,5.255767443,1
Human,9,1,4,16,Auditory,TR,2.8,2.8,5.223798706,1
Human,9,1,4,17,Auditory,TR,2.8,2.8,4.975783427,1
Human,9,1,4,18,Auditory,TR,2.8,2.8,4.191908431,1
Human,9,1,4,19,Auditory,TR,2.8,2.8,4.503917134,1
Human,9,1,4,20,Auditory,TR,2.8,2.8,4.559795218,1
Human,9,1,5,1,Auditory,TR,1.4,1.4,1.903875618,1
Human,9,1,5,2,Auditory,TR,1.4,1.4,1.831937021,1
Human,9,1,5,3,Auditory,TR,1.4,1.4,1.935889049,1
Human,9,1,5,4,Auditory,TR,1.4,1.4,2.535969299,1
Human,9,1,5,5,Auditory,TR,1.4,1.4,2.095974741,1
Human,9,1,5,6,Auditory,TR,1.4,1.4,2.471844774,1
Human,9,1,5,7,Auditory,TR,1.4,1.4,2.879925882,1
Human,9,1,5,8,Auditory,TR,1.4,1.4,2.175939953,1
Human,9,1,5,9,Auditory,TR,1.4,1.4,2.439902853,1
Human,9,1,5,10,Auditory,TR,1.4,1.4,2.663835308,1
Human,9,1,5,11,Auditory,TR,1.4,1.4,2.167949093,1
Human,9,1,5,12,Auditory,TR,1.4,1.4,3.359879374,1
Human,9,1,5,13,Auditory,TR,1.4,1.4,1.959948699,1
Human,9,1,5,14,Auditory,TR,1.4,1.4,2.896056249,1
Human,9,1,5,15,Auditory,TR,1.4,1.4,2.391976563,1
Human,9,1,5,16,Auditory,TR,1.4,1.4,2.175988619,1
Human,9,1,5,17,Auditory,TR,1.4,1.4,2.823913386,1
Human,9,1,5,18,Auditory,TR,1.4,1.4,2.471863976,1
Human,9,1,5,19,Auditory,TR,1.4,1.4,2.72790289,1
Human,9,1,5,20,Auditory,TR,1.4,1.4,2.183853013,1
Human,9,1,6,1,Auditory,TR,4.2,4.2,4.503795965,1
Human,9,1,6,2,Auditory,TR,4.2,4.2,5.27186338,1
Human,9,1,6,3,Auditory,TR,4.2,4.2,5.751791049,1
Human,9,1,6,4,Auditory,TR,4.2,4.2,5.223780829,1
Human,9,1,6,5,Auditory,TR,4.2,4.2,5.591850693,1
Human,9,1,6,6,Auditory,TR,4.2,4.2,5.983778591,1
Human,9,1,6,7,Auditory,TR,4.2,4.2,6.447738776,1
Human,9,1,6,8,Auditory,TR,4.2,4.2,5.951710866,1
Human,9,1,6,9,Auditory,TR,4.2,4.2,5.855812931,1
Human,9,1,6,10,Auditory,TR,4.2,4.2,7.015758253,1
Human,9,1,6,11,Auditory,TR,4.2,4.2,4.759882552,1
Human,9,1,6,12,Auditory,TR,4.2,4.2,6.247758706,1
Human,9,1,6,13,Auditory,TR,4.2,4.2,5.767824746,1
Human,9,1,6,14,Auditory,TR,4.2,4.2,5.935730801,1
Human,9,1,6,15,Auditory,TR,4.2,4.2,5.839787842,1
Human,9,1,6,16,Auditory,TR,4.2,4.2,5.271855103,1
Human,9,1,6,17,Auditory,TR,4.2,4.2,6.367789786,1
Human,9,1,6,18,Auditory,TR,4.2,4.2,6.055829749,1
Human,9,1,6,19,Auditory,TR,4.2,4.2,5.823800494,1
Human,9,1,6,20,Auditory,TR,4.2,4.2,5.983750781,1
Human,9,1,7,1,Auditory,TR,1.4,1.4,1.727906863,2
Human,9,1,7,2,Auditory,TR,1.4,1.4,1.791991329,2
Human,9,1,7,3,Auditory,TR,1.4,1.4,2.143927185,2
Human,9,1,7,4,Auditory,TR,1.4,1.4,2.959832164,2
Human,9,1,7,5,Auditory,TR,1.4,1.4,1.959903343,2
Human,9,1,7,6,Auditory,TR,1.4,1.4,2.415823671,2
Human,9,1,7,7,Auditory,TR,1.4,1.4,2.327786488,2
Human,9,1,7,8,Auditory,TR,1.4,1.4,2.463912512,2
Human,9,1,7,9,Auditory,TR,1.4,1.4,1.847740961,2
Human,9,1,7,10,Auditory,TR,1.4,1.4,2.056048581,2
Human,9,1,7,11,Auditory,TR,1.4,1.4,2.111968048,2
Human,9,1,7,12,Auditory,TR,1.4,1.4,1.807926038,2
Human,9,1,7,13,Auditory,TR,1.4,1.4,2.207831884,2
Human,9,1,7,14,Auditory,TR,1.4,1.4,2.375889234,2
