Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Confidence
Human,1,1,2,1,Visual,TR,6,6,5.6953,2
Human,1,1,2,2,Visual,TR,6,6,5.9652,2
Human,1,1,2,3,Visual,TR,6,6,5.791,2
Human,1,1,2,4,Visual,TR,6,6,6.7321,2
Human,1,1,2,5,Visual,TR,6,6,7.475,2
Human,1,1,2,6,Visual,TR,6,6,6.407,3
Human,1,1,2,7,Visual,TR,6,6,6.5949,3
Human,1,1,2,8,Visual,TR,6,6,5.531,3
Human,1,1,2,9,Visual,TR,6,6,5.1949,2
Human,1,1,2,10,Visual,TR,6,6,6.0301,2
Human,1,1,2,11,Visual,TR,6,6,6.242,2
Human,1,1,2,12,Visual,TR,6,6,5.7272,2
Human,1,1,2,13,Visual,TR,6,6,5.759,2
Human,1,1,2,14,Visual,TR,6,6,7.6328,3
Human,1,1,2,15,Visual,TR,6,6,5.5384,3
Human,1,1,2,16,Visual,TR,6,6,5.0945,2
Human,1,1,2,17,Visual,TR,6,6,5.0368,3
Human,1,1,2,18,Visual,TR,6,6,6.8808,2
Human,1,1,2,19,Visual,TR,6,6,4.1177,1
Human,1,1,2,20,Visual,TR,6,6,6.9289,2
Human,1,1,2,21,Visual,TR,6,6,5.2781,2
Human,1,1,2,22,Visual,TR,6,6,5.8414,1
Human,1,1,2,23,Visual,TR,6,6,6.4537,2
Human,1,1,2,24,Visual,TR,6,6,6.1049,2
Human,1,1,2,25,Visual,TR,6,6,4.5808,2
Human,1,1,2,26,Visual,TR,6,6,4.2807,3
Human,1,1,2,27,Visual,TR,6,6,6.87,2
Human,1,1,2,28,Visual,TR,6,6,4.8656,2
Human,1,1,2,29,Visual,TR,6,6,6.5529,3
Human,1,1,2,30,Visual,TR,6,6,6.3915,1
Human,1,1,2,31,Visual,TR,6,6,6.7453,3
Human,1,1,2,32,Visual,TR,6,6,4.7258,2
Human,1,1,2,33,Visual,TR,6,6,6.2272,2
Human,1,1,2,34,Visual,TR,6,6,5.5404,2
Human,1,1,2,35,Visual,TR,6,6,5.2961,3
Human,1,1,2,36,Visual,TR,6,6,3.9564,3
Human,1,1,2,37,Visual,TR,6,6,5.4582,2
Human,1,1,2,38,Visual,TR,6,6,6.319,3
Human,1,1,2,39,Visual,TR,6,6,5.5767,2
Human,1,1,2,40,Visual,TR,6,6,5.9025,2
Human,1,1,2,41,Visual,TR,6,6,5.1743,2
Human,1,1,2,42,Visual,TR,6,6,5.1183,3
Human,1,1,2,43,Visual,TR,6,6,4.8481,3
Human,1,1,2,44,Visual,TR,6,6,5.2344,2
Human,1,1,2,45,Visual,TR,6,6,4.7467,3
Human,1,1,2,46,Visual,TR,6,6,7.2361,2
Human,1,1,3,1,Visual,TR,NaN,6,4.9374,2
Human,1,1,3,2,Visual,TR,NaN,6,5.3342,3
Human,1,1,3,3,Visual,TR,NaN,3,3.97,3
Human,1,1,3,4,Visual,TR,NaN,6,5.2772,2
Human,1,1,3,5,Visual,TR,NaN,3,3.498,2
Human,1,1,3,6,Visual,TR,NaN,3,1.9258,3
Human,1,1,3,7,Visual,TR,NaN,3,3.0303,3
Human,1,1,3,8,Visual,TR,NaN,3,4.2259,3
Human,1,1,3,9,Visual,TR,NaN,3,4.2545,3
Human,1,1,3,10,Visual,TR,NaN,6,4.7268,2
Human,1,1,3,11,Visual,TR,NaN,3,3.4551,2
Human,1,1,3,12,Visual,TR,NaN,6,4.9776,2
Human,1,1,3,13,Visual,TR,NaN,3,3.6963,2
Human,1,1,3,14,Visual,TR,NaN,3,3.1867,3
Human,1,1,3,15,Visual,TR,NaN,6,6.7717,3
Human,1,1,3,16,Visual,TR,NaN,3,4.017,3
Human,1,1,3,17,Visual,TR,NaN,6,6.3369,2
Human,1,1,3,18,Visual,TR,NaN,3,2.8936,2
Human,1,1,3,19,Visual,TR,NaN,6,4.5438,2
Human,1,1,3,20,Visual,TR,NaN,3,4.737,2
Human,1,1,3,21,Visual,TR,NaN,6,5.0685,3
Human,1,1,3,22,Visual,TR,NaN,6,5.8909,3
Human,1,1,3,23,Visual,TR,NaN,3,2.8739,3
Human,1,1,3,24,Visual,TR,NaN,3,2.5576,3
Human,1,1,3,25,Visual,TR,NaN,6,5.02,3
Human,1,1,3,26,Visual,TR,NaN,3,2.8539,3
Human,1,1,3,27,Visual,TR,NaN,3,3.5234,2
Human,1,1,3,28,Visual,TR,NaN,6,4.8983,2
Human,1,1,3,29,Visual,TR,NaN,3,3.2429,3
Human,1,1,3,30,Visual,TR,NaN,3,3.5496,3
Human,1,1,3,31,Visual,TR,NaN,3,3.5378,3
Human,1,1,3,32,Visual,TR,NaN,6,5.3713,3
Human,1,1,3,33,Visual,TR,NaN,6,4.8047,3
Human,1,1,3,34,Visual,TR,NaN,6,4.5942,2
Human,1,1,3,35,Visual,TR,NaN,3,2.6973,3
Human,1,1,3,36,Visual,TR,NaN,3,2.7869,2
Human,1,1,3,37,Visual,TR,NaN,3,2.5888,2
Human,1,1,3,38,Visual,TR,NaN,6,5.1608,3
Human,1,1,3,39,Visual,TR,NaN,6,4.8519,3
Human,1,1,3,40,Visual,TR,NaN,3,3.1524,3
Human,1,1,3,41,Visual,TR,NaN,3,3.9695,3
Human,1,1,3,42,Visual,TR,NaN,3,4.4556,1
Human,1,1,3,43,Visual,TR,NaN,6,4.9376,3
Human,1,1,3,44,Visual,TR,NaN,6,6.1331,2
Human,1,1,3,45,Visual,TR,NaN,6,5.6274,3
Human,1,1,3,46,Visual,TR,NaN,3,3.2024,3
Human,1,1,3,47,Visual,TR,NaN,6,6.6178,3
Human,1,1,3,48,Visual,TR,NaN,3,4.3462,3
Human,1,1,3,49,Visual,TR,NaN,6,4.3526,1
Human,1,1,3,50,Visual,TR,NaN,6,5.6311,1
Human,1,1,3,51,Visual,TR,NaN,3,4.8071,3
Human,1,1,3,52,Visual,TR,NaN,3,3.3803,3
Human,1,1,3,53,Visual,TR,NaN,3,3.2501,3
Human,1,1,3,54,Visual,TR,NaN,3,2.7569,3
Human,1,1,3,55,Visual,TR,NaN,6,6.0761,3
Human,1,1,3,56,Visual,TR,NaN,3,2.6068,3
Human,1,1,3,57,Visual,TR,NaN,6,5.4809,3
Human,1,1,3,58,Visual,TR,NaN,6,4.9653,3
Human,1,1,3,59,Visual,TR,NaN,6,5.4284,2
Human,1,1,3,60,Visual,TR,NaN,6,7.4887,2
Human,1,1,3,61,Visual,TR,NaN,3,2.2113,3
Human,1,1,3,62,Visual,TR,NaN,3,4.1373,3
Human,1,1,3,63,Visual,TR,NaN,3,3.6884,2
Human,1,1,3,64,Visual,TR,NaN,3,3.8245,1
Human,1,1,3,65,Visual,TR,NaN,3,3.632,3
Human,1,1,3,66,Visual,TR,NaN,6,4.9447,3
Human,1,1,3,67,Visual,TR,NaN,3,3.9509,3
Human,1,1,3,68,Visual,TR,NaN,6,4.7198,2
Human,1,1,3,69,Visual,TR,NaN,3,3.8811,2
Human,1,1,3,70,Visual,TR,NaN,6,6.06,3
Human,1,1,3,71,Visual,TR,NaN,6,4.8953,3
Human,1,1,3,72,Visual,TR,NaN,6,6.1344,2
Human,1,1,3,73,Visual,TR,NaN,6,4.9614,2
Human,1,1,3,74,Visual,TR,NaN,6,5.0905,3
Human,1,1,3,75,Visual,TR,NaN,3,2.4681,3
Human,1,1,3,76,Visual,TR,NaN,6,5.458,3
Human,1,1,3,77,Visual,TR,NaN,3,3.3562,3
Human,1,1,3,78,Visual,TR,NaN,6,5.7688,3
Human,1,1,3,79,Visual,TR,NaN,6,6.0382,3
Human,1,1,3,80,Visual,TR,NaN,6,4.9626,2
Human,1,1,3,81,Visual,TR,NaN,6,5.3285,3
Human,1,1,3,82,Visual,TR,NaN,6,6.8645,3
Human,1,1,3,83,Visual,TR,NaN,6,4.1418,3
Human,1,1,3,84,Visual,TR,NaN,6,5.485,3
Human,1,1,3,85,Visual,TR,NaN,3,3.2421,2
Human,1,1,3,86,Visual,TR,NaN,6,7.3421,1
Human,1,1,3,87,Visual,TR,NaN,3,3.252,3
Human,1,1,3,88,Visual,TR,NaN,3,2.8741,3
Human,1,1,3,89,Visual,TR,NaN,6,5.6931,3
Human,1,1,3,90,Visual,TR,NaN,6,5.0398,3
Human,1,1,3,91,Visual,TR,NaN,3,2.6934,3
Human,1,1,3,92,Visual,TR,NaN,3,3.0602,3
Human,2,1,1,1,Visual,TR,3,3,2.3529,3
Human,2,1,1,2,Visual,TR,3,3,2.6383,2
Human,2,1,1,3,Visual,TR,3,3,3.0237,1
Human,2,1,1,4,Visual,TR,3,3,2.4814,3
Human,2,1,1,5,Visual,TR,3,3,2.7737,3
Human,2,1,1,6,Visual,TR,3,3,2.9415,3
Human,2,1,1,7,Visual,TR,3,3,4.0486,2
Human,2,1,1,8,Visual,TR,3,3,3.2147,2
Human,2,1,1,9,Visual,TR,3,3,2.8775,3
Human,2,1,1,10,Visual,TR,3,3,2.9801,1
Human,2,1,1,11,Visual,TR,3,3,2.9147,1
Human,2,1,1,12,Visual,TR,3,3,1.0368,2
Human,2,1,1,13,Visual,TR,3,3,2.3214,1
Human,2,1,1,14,Visual,TR,3,3,2.0093,3
Human,2,1,1,15,Visual,TR,3,3,2.8527,2
Human,2,1,1,16,Visual,TR,3,3,3.6522,1
Human,2,1,1,17,Visual,TR,3,3,2.4918,2
Human,2,1,1,18,Visual,TR,3,3,2.5401,3
Human,2,1,1,19,Visual,TR,3,3,3.1082,2
Human,2,1,1,20,Visual,TR,3,3,3.1493,3
Human,2,1,1,21,Visual,TR,3,3,3.0718,2
Human,2,1,1,22,Visual,TR,3,3,2.7155,1
Human,2,1,1,23,Visual,TR,3,3,2.6181,2
Human,2,1,1,24,Visual,TR,3,3,2.8277,2
Human,2,1,1,25,Visual,TR,3,3,2.8815,3
Human,2,1,1,26,Visual,TR,3,3,2.281,2
Human,2,1,1,27,Visual,TR,3,3,1.7381,2
Human,2,1,1,28,Visual,TR,3,3,2.3334,3
Human,2,1,1,29,Visual,TR,3,3,3.1822,1
Human,2,1,1,30,Visual,TR,3,3,1.6908,2
Human,2,1,1,31,Visual,TR,3,3,2.1967,2
Human,2,1,1,32,Visual,TR,3,3,3.6775,2
Human,2,1,1,33,Visual,TR,3,3,2.9147,1
Human,2,1,1,34,Visual,TR,3,3,3.2955,2
Human,2,1,1,35,Visual,TR,3,3,2.6053,1
Human,2,1,1,36,Visual,TR,3,3,2.9617,2
Human,2,1,1,37,Visual,TR,3,3,3.0563,2
Human,2,1,1,38,Visual,TR,3,3,3.8636,1
Human,2,1,1,39,Visual,TR,3,3,4.1549,2
Human,2,1,1,40,Visual,TR,3,3,3.4893,1
Human,2,1,1,41,Visual,TR,3,3,4.0126,2
Human,2,1,1,42,Visual,TR,3,3,2.3309,2
Human,2,1,1,43,Visual,TR,3,3,3.6718,1
Human,2,1,1,44,Visual,TR,3,3,2.3835,2
Human,2,1,1,45,Visual,TR,3,3,3.8322,2
Human,2,1,1,46,Visual,TR,3,3,2.5302,3
Human,2,1,2,1,Visual,TR,6,6,5.6481,2
Human,2,1,2,2,Visual,TR,6,6,6.474,2
Human,2,1,2,3,Visual,TR,6,6,6.1501,3
Human,2,1,2,4,Visual,TR,6,6,7.218,3
Human,2,1,2,5,Visual,TR,6,6,5.4817,3
Human,2,1,2,6,Visual,TR,6,6,6.6937,2
Human,2,1,2,7,Visual,TR,6,6,7.5634,2
Human,2,1,2,8,Visual,TR,6,6,5.4036,3
Human,2,1,2,9,Visual,TR,6,6,6.8207,2
Human,2,1,2,10,Visual,TR,6,6,6.243,2
Human,2,1,2,11,Visual,TR,6,6,4.1303,1
Human,2,1,2,12,Visual,TR,6,6,4.5671,1
Human,2,1,2,13,Visual,TR,6,6,5.0427,1
Human,2,1,2,14,Visual,TR,6,6,6.3869,2
Human,2,1,2,15,Visual,TR,6,6,5.996,2
Human,2,1,2,16,Visual,TR,6,6,5.8583,2
Human,2,1,2,17,Visual,TR,6,6,5.4849,3
Human,2,1,2,18,Visual,TR,6,6,6.1688,3
Human,2,1,2,19,Visual,TR,6,6,5.7505,1
Human,2,1,2,20,Visual,TR,6,6,5.3219,2
Human,2,1,2,21,Visual,TR,6,6,5.9551,1
Human,2,1,2,22,Visual,TR,6,6,6.209,2
Human,2,1,2,23,Visual,TR,6,6,6.1356,2
Human,2,1,2,24,Visual,TR,6,6,5.0869,2
Human,2,1,2,25,Visual,TR,6,6,5.3178,2
Human,2,1,2,26,Visual,TR,6,6,7.0427,3
Human,2,1,2,27,Visual,TR,6,6,4.1391,2
Human,2,1,2,28,Visual,TR,6,6,7.982,2
Human,2,1,2,29,Visual,TR,6,6,7.9457,1
Human,2,1,2,30,Visual,TR,6,6,3.9125,2
Human,2,1,2,31,Visual,TR,6,6,7.3981,2
Human,2,1,2,32,Visual,TR,6,6,5.964,3
Human,2,1,2,33,Visual,TR,6,6,7.1859,2
Human,2,1,2,34,Visual,TR,6,6,5.3184,3
Human,2,1,2,35,Visual,TR,6,6,4.2062,2
Human,2,1,2,36,Visual,TR,6,6,6.7648,2
Human,2,1,2,37,Visual,TR,6,6,7.6338,2
Human,2,1,2,38,Visual,TR,6,6,5.9983,3
Human,2,1,2,39,Visual,TR,6,6,4.9436,1
Human,2,1,2,40,Visual,TR,6,6,6.1916,1
Human,2,1,2,41,Visual,TR,6,6,8.4888,3
Human,2,1,2,42,Visual,TR,6,6,5.94,1
Human,2,1,2,43,Visual,TR,6,6,5.6432,2
Human,2,1,2,44,Visual,TR,6,6,8.4819,1
Human,2,1,2,45,Visual,TR,6,6,6.7774,2
Human,2,1,2,46,Visual,TR,6,6,6.4436,3
Human,2,1,3,1,Visual,TR,NaN,6,6.4132,2
Human,2,1,3,2,Visual,TR,NaN,6,4.8,2
Human,2,1,3,3,Visual,TR,NaN,6,7.2896,3
Human,2,1,3,4,Visual,TR,NaN,6,5.6697,3
Human,2,1,3,5,Visual,TR,NaN,3,3.4027,2
Human,2,1,3,6,Visual,TR,NaN,3,4.5641,3
Human,2,1,3,7,Visual,TR,NaN,6,7.8199,2
Human,2,1,3,8,Visual,TR,NaN,3,2.3317,3
Human,2,1,3,9,Visual,TR,NaN,3,4.0249,2
Human,2,1,3,10,Visual,TR,NaN,3,3.0481,3
Human,2,1,3,11,Visual,TR,NaN,3,3.407,3
Human,2,1,3,12,Visual,TR,NaN,6,6.6676,3
Human,2,1,3,13,Visual,TR,NaN,6,5.2197,2
Human,2,1,3,14,Visual,TR,NaN,3,3.1776,3
Human,2,1,3,15,Visual,TR,NaN,6,6.4396,3
Human,2,1,3,16,Visual,TR,NaN,6,6.7525,3
Human,2,1,3,17,Visual,TR,NaN,6,7.3213,2
Human,2,1,3,18,Visual,TR,NaN,6,6.5916,3
Human,2,1,3,19,Visual,TR,NaN,6,6.7829,2
Human,2,1,3,20,Visual,TR,NaN,3,2.1327,2
Human,2,1,3,21,Visual,TR,NaN,3,3.8891,2
Human,2,1,3,22,Visual,TR,NaN,6,6.6849,1
Human,2,1,3,23,Visual,TR,NaN,3,1.7545,2
Human,2,1,3,24,Visual,TR,NaN,3,3.288,2
Human,2,1,3,25,Visual,TR,NaN,6,8.1407,2
Human,2,1,3,26,Visual,TR,NaN,3,2.2321,2
Human,2,1,3,27,Visual,TR,NaN,6,6.3891,1
Human,2,1,3,28,Visual,TR,NaN,3,3.6621,2
Human,2,1,3,29,Visual,TR,NaN,6,5.4214,2
Human,2,1,3,30,Visual,TR,NaN,6,7.0933,1
Human,2,1,3,31,Visual,TR,NaN,3,2.8165,2
Human,2,1,3,32,Visual,TR,NaN,3,2.1513,3
Human,2,1,3,33,Visual,TR,NaN,3,2.6466,3
Human,2,1,3,34,Visual,TR,NaN,6,5.894,2
Human,2,1,3,35,Visual,TR,NaN,3,1.5445,3
Human,2,1,3,36,Visual,TR,NaN,6,5.5288,2
Human,2,1,3,37,Visual,TR,NaN,3,3.2548,2
Human,2,1,3,38,Visual,TR,NaN,6,4.6687,1
Human,2,1,3,39,Visual,TR,NaN,6,5.4108,2
Human,2,1,3,40,Visual,TR,NaN,6,6.1564,2
Human,2,1,3,41,Visual,TR,NaN,6,5.313,1
Human,2,1,3,42,Visual,TR,NaN,6,7.1532,2
Human,2,1,3,43,Visual,TR,NaN,6,4.1176,1
Human,2,1,3,44,Visual,TR,NaN,3,2.1565,2
Human,2,1,3,45,Visual,TR,NaN,3,3.1939,2
Human,2,1,3,46,Visual,TR,NaN,6,6.7534,1
Human,2,1,3,47,Visual,TR,NaN,6,5.3613,1
Human,2,1,3,48,Visual,TR,NaN,6,7.3553,1
Human,2,1,3,49,Visual,TR,NaN,3,3.763,2
Human,2,1,3,50,Visual,TR,NaN,3,3.767,1
Human,2,1,3,51,Visual,TR,NaN,6,5.5688,2
Human,2,1,3,52,Visual,TR,NaN,3,3.152,2
Human,2,1,3,53,Visual,TR,NaN,3,3.6578,2
Human,2,1,3,54,Visual,TR,NaN,3,3.08,2
Human,2,1,3,55,Visual,TR,NaN,6,4.8581,1
Human,2,1,3,56,Visual,TR,NaN,3,3.2312,3
Human,2,1,3,57,Visual,TR,NaN,3,3.9181,3
Human,2,1,3,58,Visual,TR,NaN,6,6.2771,3
Human,2,1,3,59,Visual,TR,NaN,6,5.868,3
Human,2,1,3,60,Visual,TR,NaN,6,6.3369,3
Human,2,1,3,61,Visual,TR,NaN,3,3.1849,3
Human,2,1,3,62,Visual,TR,NaN,3,3.4691,3
Human,2,1,3,63,Visual,TR,NaN,3,3.7501,2
Human,2,1,3,64,Visual,TR,NaN,3,2.9838,3
Human,2,1,3,65,Visual,TR,NaN,6,5.7999,3
Human,2,1,3,66,Visual,TR,NaN,3,2.8702,3
Human,2,1,3,67,Visual,TR,NaN,6,5.8386,3
Human,2,1,3,68,Visual,TR,NaN,3,3.1967,3
Human,2,1,3,69,Visual,TR,NaN,6,6.3554,3
Human,2,1,3,70,Visual,TR,NaN,3,3.311,3
Human,2,1,3,71,Visual,TR,NaN,6,6.3319,2
Human,2,1,3,72,Visual,TR,NaN,3,2.6535,3
Human,2,1,3,73,Visual,TR,NaN,3,2.8704,3
Human,2,1,3,74,Visual,TR,NaN,6,6.0896,3
Human,2,1,3,75,Visual,TR,NaN,3,3.3957,3
Human,2,1,3,76,Visual,TR,NaN,3,3.4979,3
Human,2,1,3,77,Visual,TR,NaN,6,6.3556,2
Human,2,1,3,78,Visual,TR,NaN,3,3.4742,2
Human,2,1,3,79,Visual,TR,NaN,6,6.0809,2
Human,2,1,3,80,Visual,TR,NaN,3,2.7443,2
Human,2,1,3,81,Visual,TR,NaN,3,3.5239,3
Human,2,1,3,82,Visual,TR,NaN,6,5.4844,3
Human,2,1,3,83,Visual,TR,NaN,3,1.8056,2
Human,2,1,3,84,Visual,TR,NaN,6,5.9076,3
Human,2,1,3,85,Visual,TR,NaN,6,5.7304,3
Human,2,1,3,86,Visual,TR,NaN,3,3.0954,3
Human,2,1,3,87,Visual,TR,NaN,6,6.2776,2
Human,2,1,3,88,Visual,TR,NaN,6,6.0774,2
Human,2,1,3,89,Visual,TR,NaN,3,3.1778,3
Human,2,1,3,90,Visual,TR,NaN,3,3.5059,1
Human,2,1,3,91,Visual,TR,NaN,6,6.6119,2
Human,2,1,3,92,Visual,TR,NaN,3,3.7322,2
Human,3,1,1,1,Visual,TR,3,3,3.2168,2
Human,3,1,1,2,Visual,TR,3,3,3.2722,2
Human,3,1,1,3,Visual,TR,3,3,2.8575,2
Human,3,1,1,4,Visual,TR,3,3,3.095,3
Human,3,1,1,5,Visual,TR,3,3,3.1525,3
Human,3,1,1,6,Visual,TR,3,3,3.8959,2
Human,3,1,1,7,Visual,TR,3,3,3.0446,2
Human,3,1,1,8,Visual,TR,3,3,3.9064,2
Human,3,1,1,9,Visual,TR,3,3,3.953,2
Human,3,1,1,10,Visual,TR,3,3,3.6888,2
Human,3,1,1,11,Visual,TR,3,3,2.8337,2
Human,3,1,1,12,Visual,TR,3,3,3.3419,2
Human,3,1,1,13,Visual,TR,3,3,3.108,2
Human,3,1,1,14,Visual,TR,3,3,2.6827,3
Human,3,1,1,15,Visual,TR,3,3,3.7059,3
Human,3,1,1,16,Visual,TR,3,3,2.9133,3
Human,3,1,1,17,Visual,TR,3,3,3.3634,3
Human,3,1,1,18,Visual,TR,3,3,2.423,3
Human,3,1,1,19,Visual,TR,3,3,2.4827,2
Human,3,1,1,20,Visual,TR,3,3,2.8973,3
Human,3,1,1,21,Visual,TR,3,3,3.8277,3
Human,3,1,1,22,Visual,TR,3,3,2.8005,3
Human,3,1,1,23,Visual,TR,3,3,2.7429,3
Human,3,1,1,24,Visual,TR,3,3,3.1069,3
Human,3,1,1,25,Visual,TR,3,3,3.3802,3
Human,3,1,1,26,Visual,TR,3,3,4.2891,3
Human,3,1,1,27,Visual,TR,3,3,3.2754,3
Human,3,1,1,28,Visual,TR,3,3,3.3109,3
Human,3,1,1,29,Visual,TR,3,3,3.7729,3
Human,3,1,1,30,Visual,TR,3,3,3.209,3
Human,3,1,1,31,Visual,TR,3,3,3.2218,3
Human,3,1,1,32,Visual,TR,3,3,3.3227,3
Human,3,1,1,33,Visual,TR,3,3,3.1799,3
Human,3,1,1,34,Visual,TR,3,3,3.6821,3
Human,3,1,1,35,Visual,TR,3,3,3.9306,3
Human,3,1,1,36,Visual,TR,3,3,3.6009,3
Human,3,1,1,37,Visual,TR,3,3,4.1003,3
Human,3,1,1,38,Visual,TR,3,3,3.8882,3
Human,3,1,1,39,Visual,TR,3,3,4.0225,3
Human,3,1,1,40,Visual,TR,3,3,4.1002,3
Human,3,1,1,41,Visual,TR,3,3,4.3278,3
Human,3,1,1,42,Visual,TR,3,3,3.1045,2
Human,3,1,1,43,Visual,TR,3,3,3.5756,3
Human,3,1,1,44,Visual,TR,3,3,3.6619,2
Human,3,1,1,45,Visual,TR,3,3,3.99,3
Human,3,1,1,46,Visual,TR,3,3,3.3927,3
Human,3,1,2,1,Visual,TR,6,6,5.6108,3
Human,3,1,2,2,Visual,TR,6,6,7.1173,3
Human,3,1,2,3,Visual,TR,6,6,6.2122,3
Human,3,1,2,4,Visual,TR,6,6,5.3255,3
Human,3,1,2,5,Visual,TR,6,6,5.6718,3
Human,3,1,2,6,Visual,TR,6,6,6.0029,3
Human,3,1,2,7,Visual,TR,6,6,5.7279,3
Human,3,1,2,8,Visual,TR,6,6,7.0678,3
Human,3,1,2,9,Visual,TR,6,6,6.9447,3
Human,3,1,2,10,Visual,TR,6,6,6.1353,3
Human,3,1,2,11,Visual,TR,6,6,6.608,3
Human,3,1,2,12,Visual,TR,6,6,5.9799,3
Human,3,1,2,13,Visual,TR,6,6,5.6819,3
Human,3,1,2,14,Visual,TR,6,6,6.8928,3
Human,3,1,2,15,Visual,TR,6,6,7.6718,3
Human,3,1,2,16,Visual,TR,6,6,5.8938,3
Human,3,1,2,17,Visual,TR,6,6,5.0918,2
Human,3,1,2,18,Visual,TR,6,6,7.4132,3
Human,3,1,2,19,Visual,TR,6,6,7.2041,3
Human,3,1,2,20,Visual,TR,6,6,6.9017,3
Human,3,1,2,21,Visual,TR,6,6,5.7085,3
Human,3,1,2,22,Visual,TR,6,6,6.132,3
Human,3,1,2,23,Visual,TR,6,6,6.3024,3
Human,3,1,2,24,Visual,TR,6,6,6.8292,3
Human,3,1,2,25,Visual,TR,6,6,6.9697,3
Human,3,1,2,26,Visual,TR,6,6,6.0995,3
Human,3,1,2,27,Visual,TR,6,6,7.4201,3
Human,3,1,2,28,Visual,TR,6,6,8.2492,3
Human,3,1,2,29,Visual,TR,6,6,8.6927,3
Human,3,1,2,30,Visual,TR,6,6,5.9584,3
Human,3,1,2,31,Visual,TR,6,6,7.4819,3
Human,3,1,2,32,Visual,TR,6,6,6.5328,3
Human,3,1,2,33,Visual,TR,6,6,7.0017,3
Human,3,1,2,34,Visual,TR,6,6,8.6817,3
Human,3,1,2,35,Visual,TR,6,6,7.1934,3
Human,3,1,2,36,Visual,TR,6,6,6.6486,3
Human,3,1,2,37,Visual,TR,6,6,7.6554,3
Human,3,1,2,38,Visual,TR,6,6,7.5942,3
Human,3,1,2,39,Visual,TR,6,6,4.5449,3
Human,3,1,2,40,Visual,TR,6,6,6.1423,3
Human,3,1,2,41,Visual,TR,6,6,8.9387,3
Human,3,1,2,42,Visual,TR,6,6,5.8127,3
Human,3,1,2,43,Visual,TR,6,6,8.5191,3
Human,3,1,2,44,Visual,TR,6,6,7.4908,3
Human,3,1,2,45,Visual,TR,6,6,7.3155,3
Human,3,1,2,46,Visual,TR,6,6,6.7944,3
Human,3,1,3,1,Visual,TR,NaN,6,7.2354,3
Human,3,1,3,2,Visual,TR,NaN,3,3.2641,3
Human,3,1,3,3,Visual,TR,NaN,6,4.619,2
Human,3,1,3,4,Visual,TR,NaN,3,4.2084,3
Human,3,1,3,5,Visual,TR,NaN,3,3.577,3
Human,3,1,3,6,Visual,TR,NaN,6,6.4384,3
Human,3,1,3,7,Visual,TR,NaN,6,7.6271,3
