Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Training,Congruency
Human,63,3,6,9,Auditory,TR,2.7,2.7,4.489,Testing,0
Human,63,3,6,10,Auditory,TR,0.7,0.7,1.069,Testing,0
Human,63,3,6,11,Auditory,TR,2.7,2.7,4.221,Testing,0
Human,63,3,6,12,Auditory,TR,2.1,2.1,3.012,Testing,0
Human,63,3,6,13,Auditory,TR,2.1,2.1,2.697,Testing,0
Human,63,3,6,14,Auditory,TR,2.7,2.7,3.617,Testing,0
Human,63,3,6,15,Auditory,TR,0.7,0.7,0.893,Testing,0
Human,63,3,6,16,Auditory,TR,0.9,0.9,1.268,Testing,0
Human,63,3,6,17,Auditory,TR,2.1,2.1,2.445,Testing,0
Human,63,3,6,18,Auditory,TR,0.7,0.7,0.536,Testing,0
Human,63,3,6,19,Auditory,TR,0.7,0.7,1.31,Testing,0
Human,63,3,6,20,Auditory,TR,2.1,2.1,2.232,Testing,0
Human,63,3,6,21,Auditory,TR,0.9,0.9,1.666,Testing,0
Human,63,3,6,22,Auditory,TR,2.7,2.7,4.419,Testing,0
Human,63,3,6,23,Auditory,TR,2.7,2.7,4.049,Testing,0
Human,63,3,6,24,Auditory,TR,2.1,2.1,3.653,Testing,0
Human,63,3,6,25,Auditory,TR,0.7,0.7,1.258,Testing,0
Human,63,3,6,26,Auditory,TR,0.7,0.7,1.369,Testing,0
Human,63,3,6,27,Auditory,TR,2.7,2.7,3.796,Testing,0
Human,63,3,6,28,Auditory,TR,2.1,2.1,1.943,Testing,0
Human,63,3,6,29,Auditory,TR,0.9,0.9,0.782,Testing,0
Human,63,3,6,30,Auditory,TR,2.7,2.7,4.175,Testing,0
Human,63,3,6,31,Auditory,TR,0.9,0.9,1.251,Testing,0
Human,63,3,6,32,Auditory,TR,2.7,2.7,3.487,Testing,0
Human,63,3,6,33,Auditory,TR,2.1,2.1,2.261,Testing,0
Human,63,3,6,34,Auditory,TR,0.9,0.9,1.314,Testing,0
Human,63,3,7,1,Auditory,TR,0.7,0.7,0.745,Training,1
Human,63,3,7,2,Auditory,TR,0.7,0.7,0.817,Training,1
Human,63,3,7,3,Auditory,TR,2.1,2.1,1.766,Testing,1
Human,63,3,7,4,Auditory,TR,0.9,0.9,0.903,Testing,1
Human,63,3,7,5,Auditory,TR,2.7,2.7,2.335,Testing,1
Human,63,3,7,6,Auditory,TR,0.7,0.7,0.602,Testing,1
Human,63,3,7,7,Auditory,TR,0.9,0.9,1.02,Testing,1
Human,63,3,7,8,Auditory,TR,2.1,2.1,1.848,Testing,1
Human,63,3,7,9,Auditory,TR,2.7,2.7,2.51,Testing,1
Human,63,3,7,10,Auditory,TR,0.7,0.7,0.635,Testing,1
Human,63,3,7,11,Auditory,TR,2.7,2.7,1.917,Testing,1
Human,63,3,7,12,Auditory,TR,0.9,0.9,0.909,Testing,1
Human,63,3,7,13,Auditory,TR,0.9,0.9,1.093,Testing,1
Human,63,3,7,14,Auditory,TR,0.9,0.9,0.712,Testing,1
Human,63,3,7,15,Auditory,TR,2.7,2.7,2.553,Testing,1
Human,63,3,7,16,Auditory,TR,0.9,0.9,0.96,Testing,1
Human,63,3,7,17,Auditory,TR,2.1,2.1,2.122,Testing,1
Human,63,3,7,18,Auditory,TR,2.1,2.1,1.765,Testing,1
Human,63,3,7,19,Auditory,TR,2.7,2.7,2.369,Testing,1
Human,63,3,7,20,Auditory,TR,0.7,0.7,0.579,Testing,1
Human,63,3,7,21,Auditory,TR,0.7,0.7,0.657,Testing,1
Human,63,3,7,22,Auditory,TR,2.1,2.1,2.077,Testing,1
Human,63,3,7,23,Auditory,TR,2.1,2.1,1.869,Testing,1
Human,63,3,7,24,Auditory,TR,2.7,2.7,2.104,Testing,1
Human,63,3,7,25,Auditory,TR,2.7,2.7,2.861,Testing,1
Human,63,3,7,26,Auditory,TR,0.7,0.7,0.603,Testing,1
Human,63,3,7,27,Auditory,TR,0.9,0.9,0.844,Testing,1
Human,63,3,7,28,Auditory,TR,0.7,0.7,0.9,Testing,1
Human,63,3,7,29,Auditory,TR,0.9,0.9,1.179,Testing,1
Human,63,3,7,30,Auditory,TR,0.7,0.7,0.608,Testing,1
Human,63,3,7,31,Auditory,TR,0.7,0.7,0.594,Testing,1
Human,63,3,7,32,Auditory,TR,2.1,2.1,1.963,Testing,1
Human,63,3,7,33,Auditory,TR,2.7,2.7,2.67,Testing,1
Human,63,3,7,34,Auditory,TR,2.1,2.1,2.525,Testing,1
Human,63,3,8,1,Auditory,TR,0.7,0.7,0.617,Training,1
Human,63,3,8,2,Auditory,TR,0.9,0.9,0.741,Training,1
Human,63,3,8,3,Auditory,TR,0.9,0.9,0.764,Testing,1
Human,63,3,8,4,Auditory,TR,2.1,2.1,2.053,Testing,1
Human,63,3,8,5,Auditory,TR,0.9,0.9,1.002,Testing,1
Human,63,3,8,6,Auditory,TR,2.7,2.7,2.652,Testing,1
Human,63,3,8,7,Auditory,TR,2.1,2.1,2.456,Testing,1
Human,63,3,8,8,Auditory,TR,0.7,0.7,0.604,Testing,1
Human,63,3,8,9,Auditory,TR,0.9,0.9,0.99,Testing,1
Human,63,3,8,10,Auditory,TR,0.7,0.7,0.659,Testing,1
Human,63,3,8,11,Auditory,TR,2.1,2.1,2.106,Testing,1
Human,63,3,8,12,Auditory,TR,0.7,0.7,0.824,Testing,1
Human,63,3,8,13,Auditory,TR,0.7,0.7,0.623,Testing,1
Human,63,3,8,14,Auditory,TR,2.7,2.7,2.206,Testing,1
Human,63,3,8,15,Auditory,TR,2.1,2.1,2.047,Testing,1
Human,63,3,8,16,Auditory,TR,0.9,0.9,0.947,Testing,1
Human,63,3,8,17,Auditory,TR,2.1,2.1,2.065,Testing,1
Human,63,3,8,18,Auditory,TR,0.7,0.7,0.641,Testing,1
Human,63,3,8,19,Auditory,TR,2.1,2.1,2.121,Testing,1
Human,63,3,8,20,Auditory,TR,0.7,0.7,0.677,Testing,1
Human,63,3,8,21,Auditory,TR,0.9,0.9,0.868,Testing,1
Human,63,3,8,22,Auditory,TR,2.7,2.7,2.452,Testing,1
Human,63,3,8,23,Auditory,TR,0.9,0.9,0.936,Testing,1
Human,63,3,8,24,Auditory,TR,2.1,2.1,2.06,Testing,1
Human,63,3,8,25,Auditory,TR,2.7,2.7,3.418,Testing,1
Human,63,3,8,26,Auditory,TR,2.7,2.7,2.771,Testing,1
Human,63,3,8,27,Auditory,TR,2.1,2.1,2.413,Testing,1
Human,63,3,8,28,Auditory,TR,2.7,2.7,3.763,Testing,1
Human,63,3,8,29,Auditory,TR,0.7,0.7,0.619,Testing,1
Human,63,3,8,30,Auditory,TR,0.7,0.7,0.729,Testing,1
Human,63,3,8,31,Auditory,TR,0.9,0.9,1.194,Testing,1
Human,63,3,8,32,Auditory,TR,2.7,2.7,2.373,Testing,1
Human,63,3,8,33,Auditory,TR,2.7,2.7,3.434,Testing,1
Human,63,3,8,34,Auditory,TR,0.9,0.9,1.202,Testing,1
Human,63,3,9,1,Auditory,TR,0.9,0.9,0.9,Training,1
Human,63,3,9,2,Auditory,TR,0.7,0.7,0.768,Training,1
Human,63,3,9,3,Auditory,TR,2.1,2.1,2.197,Testing,1
Human,63,3,9,4,Auditory,TR,0.9,0.9,1.164,Testing,1
Human,63,3,9,5,Auditory,TR,2.7,2.7,3.24,Testing,1
Human,63,3,9,6,Auditory,TR,2.7,2.7,3.009,Testing,1
Human,63,3,9,7,Auditory,TR,2.7,2.7,3.166,Testing,1
Human,63,3,9,8,Auditory,TR,2.7,2.7,2.29,Testing,1
Human,63,3,9,9,Auditory,TR,0.9,0.9,1.277,Testing,1
Human,63,3,9,10,Auditory,TR,2.1,2.1,2.373,Testing,1
Human,63,3,9,11,Auditory,TR,0.9,0.9,1.352,Testing,1
Human,63,3,9,12,Auditory,TR,0.7,0.7,0.889,Testing,1
Human,63,3,9,13,Auditory,TR,0.9,0.9,1.164,Testing,1
Human,63,3,9,14,Auditory,TR,2.1,2.1,2.152,Testing,1
Human,63,3,9,15,Auditory,TR,2.1,2.1,2.118,Testing,1
Human,63,3,9,16,Auditory,TR,0.7,0.7,0.832,Testing,1
Human,63,3,9,17,Auditory,TR,0.9,0.9,1.031,Testing,1
Human,63,3,9,18,Auditory,TR,2.7,2.7,2.928,Testing,1
Human,63,3,9,19,Auditory,TR,2.7,2.7,2.796,Testing,1
Human,63,3,9,20,Auditory,TR,0.7,0.7,1.091,Testing,1
Human,63,3,9,21,Auditory,TR,2.1,2.1,2.737,Testing,1
Human,63,3,9,22,Auditory,TR,0.9,0.9,1.229,Testing,1
Human,63,3,9,23,Auditory,TR,0.7,0.7,0.658,Testing,1
Human,63,3,9,24,Auditory,TR,0.9,0.9,0.783,Testing,1
Human,63,3,9,25,Auditory,TR,0.9,0.9,1.059,Testing,1
Human,63,3,9,26,Auditory,TR,2.1,2.1,3.355,Testing,1
Human,63,3,9,27,Auditory,TR,2.7,2.7,3.595,Testing,1
Human,63,3,9,28,Auditory,TR,2.7,2.7,2.349,Testing,1
Human,63,3,9,29,Auditory,TR,2.1,2.1,2.019,Testing,1
Human,63,3,9,30,Auditory,TR,0.7,0.7,0.681,Testing,1
Human,63,3,9,31,Auditory,TR,0.7,0.7,0.833,Testing,1
Human,63,3,9,32,Auditory,TR,2.1,2.1,2.282,Testing,1
Human,63,3,9,33,Auditory,TR,0.7,0.7,0.788,Testing,1
Human,63,3,9,34,Auditory,TR,0.7,0.7,0.738,Testing,1
Human,63,3,10,1,Visual,TR,0.7,0.7,0.834,Training,1
Human,63,3,10,2,Visual,TR,0.9,0.9,0.912,Training,1
Human,63,3,10,3,Visual,TR,0.9,0.9,1.009,Testing,1
Human,63,3,10,4,Visual,TR,0.9,0.9,0.883,Testing,1
Human,63,3,10,5,Visual,TR,2.1,2.1,1.526,Testing,1
Human,63,3,10,6,Visual,TR,2.7,2.7,2.792,Testing,1
Human,63,3,10,7,Visual,TR,0.9,0.9,1.135,Testing,1
Human,63,3,10,8,Visual,TR,0.9,0.9,0.922,Testing,1
Human,63,3,10,9,Visual,TR,2.7,2.7,2.979,Testing,1
Human,63,3,10,10,Visual,TR,2.7,2.7,2.464,Testing,1
Human,63,3,10,11,Visual,TR,0.7,0.7,0.628,Testing,1
Human,63,3,10,12,Visual,TR,2.1,2.1,1.947,Testing,1
Human,63,3,10,13,Visual,TR,0.7,0.7,0.322,Testing,1
Human,63,3,10,14,Visual,TR,0.7,0.7,0.852,Testing,1
Human,63,3,10,15,Visual,TR,2.7,2.7,2.895,Testing,1
Human,63,3,10,16,Visual,TR,2.1,2.1,1.825,Testing,1
Human,63,3,10,17,Visual,TR,2.1,2.1,1.696,Testing,1
Human,63,3,10,18,Visual,TR,2.7,2.7,2.093,Testing,1
Human,63,3,10,19,Visual,TR,2.7,2.7,2.167,Testing,1
Human,63,3,10,20,Visual,TR,2.1,2.1,2.074,Testing,1
Human,63,3,10,21,Visual,TR,0.9,0.9,0.728,Testing,1
Human,63,3,10,22,Visual,TR,0.9,0.9,0.86,Testing,1
Human,63,3,10,23,Visual,TR,2.1,2.1,2.002,Testing,1
Human,63,3,10,24,Visual,TR,2.1,2.1,1.641,Testing,1
Human,63,3,10,25,Visual,TR,0.7,0.7,0.435,Testing,1
Human,63,3,10,26,Visual,TR,0.7,0.7,0.706,Testing,1
Human,63,3,10,27,Visual,TR,0.7,0.7,0.777,Testing,1
Human,63,3,10,28,Visual,TR,2.7,2.7,1.828,Testing,1
Human,63,3,10,29,Visual,TR,0.7,0.7,0.725,Testing,1
Human,63,3,10,30,Visual,TR,0.9,0.9,1.008,Testing,1
Human,63,3,10,31,Visual,TR,0.7,0.7,0.6,Testing,1
Human,63,3,10,32,Visual,TR,0.9,0.9,0.834,Testing,1
Human,63,3,10,33,Visual,TR,2.1,2.1,2.298,Testing,1
Human,63,3,10,34,Visual,TR,2.7,2.7,2.815,Testing,1
Human,63,3,11,1,Visual,TR,0.9,0.9,0.736,Training,1
Human,63,3,11,2,Visual,TR,0.7,0.7,0.667,Training,1
Human,63,3,11,3,Visual,TR,0.7,0.7,0.787,Testing,1
Human,63,3,11,4,Visual,TR,0.7,0.7,0.864,Testing,1
Human,63,3,11,5,Visual,TR,0.7,0.7,0.903,Testing,1
Human,63,3,11,6,Visual,TR,2.7,2.7,2.629,Testing,1
Human,63,3,11,7,Visual,TR,2.1,2.1,1.65,Testing,1
Human,63,3,11,8,Visual,TR,2.1,2.1,1.436,Testing,1
Human,63,3,11,9,Visual,TR,0.9,0.9,0.726,Testing,1
Human,63,3,11,10,Visual,TR,0.9,0.9,0.906,Testing,1
Human,63,3,11,11,Visual,TR,2.7,2.7,1.574,Testing,1
Human,63,3,11,12,Visual,TR,2.7,2.7,3.826,Testing,1
Human,63,3,11,13,Visual,TR,0.9,0.9,0.944,Testing,1
Human,63,3,11,14,Visual,TR,0.9,0.9,1.398,Testing,1
Human,63,3,11,15,Visual,TR,0.7,0.7,0.799,Testing,1
Human,63,3,11,16,Visual,TR,0.7,0.7,0.616,Testing,1
Human,63,3,11,17,Visual,TR,2.1,2.1,1.838,Testing,1
Human,63,3,11,18,Visual,TR,2.7,2.7,2.966,Testing,1
Human,63,3,11,19,Visual,TR,2.1,2.1,1.775,Testing,1
Human,63,3,11,20,Visual,TR,0.9,0.9,1.004,Testing,1
Human,63,3,11,21,Visual,TR,2.7,2.7,2.734,Testing,1
Human,63,3,11,22,Visual,TR,0.9,0.9,1.336,Testing,1
Human,63,3,11,23,Visual,TR,0.9,0.9,0.886,Testing,1
Human,63,3,11,24,Visual,TR,2.7,2.7,2.449,Testing,1
Human,63,3,11,25,Visual,TR,0.7,0.7,0.707,Testing,1
Human,63,3,11,26,Visual,TR,2.1,2.1,2.329,Testing,1
Human,63,3,11,27,Visual,TR,2.1,2.1,2.507,Testing,1
Human,63,3,11,28,Visual,TR,0.7,0.7,0.643,Testing,1
Human,63,3,11,29,Visual,TR,0.7,0.7,0.901,Testing,1
Human,63,3,11,30,Visual,TR,0.9,0.9,0.859,Testing,1
Human,63,3,11,31,Visual,TR,2.7,2.7,2.23,Testing,1
Human,63,3,11,32,Visual,TR,2.1,2.1,1.597,Testing,1
Human,63,3,11,33,Visual,TR,2.7,2.7,2.822,Testing,1
Human,63,3,11,34,Visual,TR,2.1,2.1,1.587,Testing,1
Human,63,3,12,1,Visual,TR,0.7,0.7,0.839,Training,1
Human,63,3,12,2,Visual,TR,0.9,0.9,0.952,Training,1
Human,63,3,12,3,Visual,TR,0.7,0.7,0.858,Testing,1
Human,63,3,12,4,Visual,TR,2.7,2.7,2.622,Testing,1
Human,63,3,12,5,Visual,TR,0.7,0.7,0.946,Testing,1
Human,63,3,12,6,Visual,TR,2.7,2.7,2.129,Testing,1
Human,63,3,12,7,Visual,TR,2.1,2.1,2.322,Testing,1
Human,63,3,12,8,Visual,TR,2.1,2.1,1.865,Testing,1
Human,63,3,12,9,Visual,TR,0.7,0.7,0.616,Testing,1
Human,63,3,12,10,Visual,TR,2.7,2.7,1.919,Testing,1
Human,63,3,12,11,Visual,TR,2.1,2.1,2.046,Testing,1
Human,63,3,12,12,Visual,TR,0.9,0.9,1.048,Testing,1
Human,63,3,12,13,Visual,TR,2.7,2.7,2.203,Testing,1
Human,63,3,12,14,Visual,TR,0.7,0.7,0.726,Testing,1
Human,63,3,12,15,Visual,TR,0.9,0.9,1.208,Testing,1
Human,63,3,12,16,Visual,TR,2.1,2.1,1.441,Testing,1
Human,63,3,12,17,Visual,TR,0.7,0.7,1.115,Testing,1
Human,63,3,12,18,Visual,TR,0.9,0.9,1.116,Testing,1
Human,63,3,12,19,Visual,TR,0.9,0.9,1.235,Testing,1
Human,63,3,12,20,Visual,TR,2.7,2.7,2.537,Testing,1
Human,63,3,12,21,Visual,TR,0.9,0.9,0.781,Testing,1
Human,63,3,12,22,Visual,TR,0.9,0.9,0.86,Testing,1
Human,63,3,12,23,Visual,TR,2.7,2.7,2.61,Testing,1
Human,63,3,12,24,Visual,TR,0.9,0.9,1.316,Testing,1
Human,63,3,12,25,Visual,TR,2.1,2.1,2.283,Testing,1
Human,63,3,12,26,Visual,TR,2.7,2.7,3.429,Testing,1
Human,63,3,12,27,Visual,TR,2.1,2.1,2.059,Testing,1
Human,63,3,12,28,Visual,TR,0.9,0.9,0.745,Testing,1
Human,63,3,12,29,Visual,TR,2.7,2.7,3.062,Testing,1
Human,63,3,12,30,Visual,TR,0.7,0.7,0.73,Testing,1
Human,63,3,12,31,Visual,TR,0.7,0.7,0.638,Testing,1
Human,63,3,12,32,Visual,TR,2.1,2.1,2.633,Testing,1
Human,63,3,12,33,Visual,TR,2.1,2.1,2.4,Testing,1
Human,63,3,12,34,Visual,TR,0.7,0.7,0.543,Testing,1
Human,64,3,1,1,Visual,TR,0.9,0.9,0.643,Training,0
Human,64,3,1,2,Visual,TR,0.7,0.7,0.341,Training,0
Human,64,3,1,3,Visual,TR,2.1,2.1,0.947,Testing,0
Human,64,3,1,4,Visual,TR,0.7,0.7,0.206,Testing,0
Human,64,3,1,5,Visual,TR,0.9,0.9,0.626,Testing,0
Human,64,3,1,6,Visual,TR,2.7,2.7,1.27,Testing,0
Human,64,3,1,7,Visual,TR,0.9,0.9,0.57,Testing,0
Human,64,3,1,8,Visual,TR,0.9,0.9,0.477,Testing,0
Human,64,3,1,9,Visual,TR,0.7,0.7,0.418,Testing,0
Human,64,3,1,10,Visual,TR,2.1,2.1,0.942,Testing,0
Human,64,3,1,11,Visual,TR,2.7,2.7,1.234,Testing,0
Human,64,3,1,12,Visual,TR,0.7,0.7,0.519,Testing,0
Human,64,3,1,13,Visual,TR,0.7,0.7,0.449,Testing,0
Human,64,3,1,14,Visual,TR,0.7,0.7,0.313,Testing,0
Human,64,3,1,15,Visual,TR,2.1,2.1,1.057,Testing,0
Human,64,3,1,16,Visual,TR,0.9,0.9,0.466,Testing,0
Human,64,3,1,17,Visual,TR,2.1,2.1,0.849,Testing,0
Human,64,3,1,18,Visual,TR,2.7,2.7,0.959,Testing,0
Human,64,3,1,19,Visual,TR,2.7,2.7,1.223,Testing,0
Human,64,3,1,20,Visual,TR,2.7,2.7,1.434,Testing,0
Human,64,3,1,21,Visual,TR,0.7,0.7,0.481,Testing,0
Human,64,3,1,22,Visual,TR,0.7,0.7,0.464,Testing,0
Human,64,3,1,23,Visual,TR,0.9,0.9,0.613,Testing,0
Human,64,3,1,24,Visual,TR,0.9,0.9,0.575,Testing,0
Human,64,3,1,25,Visual,TR,2.1,2.1,0.787,Testing,0
Human,64,3,1,26,Visual,TR,2.1,2.1,0.856,Testing,0
Human,64,3,1,27,Visual,TR,0.9,0.9,0.496,Testing,0
Human,64,3,1,28,Visual,TR,2.7,2.7,1.284,Testing,0
Human,64,3,1,29,Visual,TR,2.7,2.7,1.323,Testing,0
Human,64,3,1,30,Visual,TR,0.9,0.9,0.481,Testing,0
Human,64,3,1,31,Visual,TR,0.7,0.7,0.291,Testing,0
Human,64,3,1,32,Visual,TR,2.1,2.1,0.86,Testing,0
Human,64,3,1,33,Visual,TR,2.1,2.1,0.856,Testing,0
Human,64,3,1,34,Visual,TR,2.7,2.7,1.01,Testing,0
Human,64,3,2,1,Visual,TR,0.9,0.9,0.593,Training,0
Human,64,3,2,2,Visual,TR,0.7,0.7,0.4,Training,0
Human,64,3,2,3,Visual,TR,0.9,0.9,0.39,Testing,0
Human,64,3,2,4,Visual,TR,0.9,0.9,0.486,Testing,0
Human,64,3,2,5,Visual,TR,2.7,2.7,0.983,Testing,0
Human,64,3,2,6,Visual,TR,2.7,2.7,1.147,Testing,0
Human,64,3,2,7,Visual,TR,0.9,0.9,0.464,Testing,0
Human,64,3,2,8,Visual,TR,2.7,2.7,1.196,Testing,0
Human,64,3,2,9,Visual,TR,0.7,0.7,0.314,Testing,0
Human,64,3,2,10,Visual,TR,2.1,2.1,3909.98,Testing,0
Human,64,3,2,11,Visual,TR,0.7,0.7,3913.811,Testing,0
Human,64,3,2,12,Visual,TR,0.9,0.9,0.723,Testing,0
Human,64,3,2,13,Visual,TR,2.1,2.1,0.891,Testing,0
Human,64,3,2,14,Visual,TR,0.9,0.9,0.012,Testing,0
Human,64,3,2,15,Visual,TR,2.7,2.7,0.752,Testing,0
Human,64,3,2,16,Visual,TR,0.7,0.7,0.502,Testing,0
Human,64,3,2,17,Visual,TR,2.7,2.7,1.098,Testing,0
Human,64,3,2,18,Visual,TR,0.7,0.7,0.685,Testing,0
Human,64,3,2,19,Visual,TR,0.7,0.7,0.279,Testing,0
Human,64,3,2,20,Visual,TR,2.7,2.7,1.023,Testing,0
Human,64,3,2,21,Visual,TR,2.1,2.1,0.579,Testing,0
Human,64,3,2,22,Visual,TR,2.7,2.7,0.894,Testing,0
Human,64,3,2,23,Visual,TR,0.9,0.9,0.446,Testing,0
Human,64,3,2,24,Visual,TR,0.9,0.9,0.631,Testing,0
Human,64,3,2,25,Visual,TR,0.9,0.9,0.303,Testing,0
Human,64,3,2,26,Visual,TR,0.7,0.7,0.38,Testing,0
Human,64,3,2,27,Visual,TR,0.7,0.7,0.358,Testing,0
Human,64,3,2,28,Visual,TR,2.1,2.1,0.768,Testing,0
Human,64,3,2,29,Visual,TR,0.7,0.7,0.633,Testing,0
Human,64,3,2,30,Visual,TR,2.7,2.7,1.183,Testing,0
Human,64,3,2,31,Visual,TR,2.1,2.1,1.131,Testing,0
Human,64,3,2,32,Visual,TR,2.1,2.1,0.805,Testing,0
Human,64,3,2,33,Visual,TR,2.1,2.1,1.053,Testing,0
Human,64,3,2,34,Visual,TR,2.1,2.1,1.176,Testing,0
Human,64,3,3,1,Visual,TR,0.7,0.7,0.461,Training,0
Human,64,3,3,2,Visual,TR,0.7,0.7,0.513,Training,0
Human,64,3,3,3,Visual,TR,2.1,2.1,0.773,Testing,0
Human,64,3,3,4,Visual,TR,2.7,2.7,1.255,Testing,0
Human,64,3,3,5,Visual,TR,0.7,0.7,0.596,Testing,0
Human,64,3,3,6,Visual,TR,2.7,2.7,1.226,Testing,0
Human,64,3,3,7,Visual,TR,0.7,0.7,0.621,Testing,0
Human,64,3,3,8,Visual,TR,2.1,2.1,1.202,Testing,0
Human,64,3,3,9,Visual,TR,2.1,2.1,1.145,Testing,0
Human,64,3,3,10,Visual,TR,2.7,2.7,1.406,Testing,0
Human,64,3,3,11,Visual,TR,0.9,0.9,1.03,Testing,0
Human,64,3,3,12,Visual,TR,2.7,2.7,1.218,Testing,0
Human,64,3,3,13,Visual,TR,0.9,0.9,0.766,Testing,0
Human,64,3,3,14,Visual,TR,0.9,0.9,0.529,Testing,0
Human,64,3,3,15,Visual,TR,0.9,0.9,0.418,Testing,0
Human,64,3,3,16,Visual,TR,0.7,0.7,0.374,Testing,0
Human,64,3,3,17,Visual,TR,2.7,2.7,1.247,Testing,0
Human,64,3,3,18,Visual,TR,2.1,2.1,1.097,Testing,0
Human,64,3,3,19,Visual,TR,0.9,0.9,0.803,Testing,0
Human,64,3,3,20,Visual,TR,2.1,2.1,1.203,Testing,0
Human,64,3,3,21,Visual,TR,0.9,0.9,0.618,Testing,0
Human,64,3,3,22,Visual,TR,2.7,2.7,1.029,Testing,0
Human,64,3,3,23,Visual,TR,2.1,2.1,0.978,Testing,0
Human,64,3,3,24,Visual,TR,0.7,0.7,0.286,Testing,0
Human,64,3,3,25,Visual,TR,0.7,0.7,0.353,Testing,0
Human,64,3,3,26,Visual,TR,0.7,0.7,0.295,Testing,0
Human,64,3,3,27,Visual,TR,0.9,0.9,0.306,Testing,0
Human,64,3,3,28,Visual,TR,2.1,2.1,0.623,Testing,0
Human,64,3,3,29,Visual,TR,2.1,2.1,0.713,Testing,0
Human,64,3,3,30,Visual,TR,0.7,0.7,0.434,Testing,0
Human,64,3,3,31,Visual,TR,2.7,2.7,0.592,Testing,0
Human,64,3,3,32,Visual,TR,0.7,0.7,0.381,Testing,0
Human,64,3,3,33,Visual,TR,2.7,2.7,0.881,Testing,0
Human,64,3,3,34,Visual,TR,0.9,0.9,0.592,Testing,0
Human,64,3,4,1,Auditory,TR,0.9,0.9,0.843,Training,0
Human,64,3,4,2,Auditory,TR,0.9,0.9,0.758,Training,0
Human,64,3,4,3,Auditory,TR,2.1,2.1,1.761,Testing,0
Human,64,3,4,4,Auditory,TR,0.7,0.7,0.7,Testing,0
Human,64,3,4,5,Auditory,TR,2.7,2.7,2.019,Testing,0
Human,64,3,4,6,Auditory,TR,0.7,0.7,0.618,Testing,0
Human,64,3,4,7,Auditory,TR,2.1,2.1,1.515,Testing,0
Human,64,3,4,8,Auditory,TR,2.1,2.1,1.461,Testing,0
Human,64,3,4,9,Auditory,TR,2.1,2.1,1.875,Testing,0
Human,64,3,4,10,Auditory,TR,0.9,0.9,1.052,Testing,0
Human,64,3,4,11,Auditory,TR,0.9,0.9,0.728,Testing,0
Human,64,3,4,12,Auditory,TR,0.9,0.9,0.638,Testing,0
Human,64,3,4,13,Auditory,TR,2.1,2.1,1.785,Testing,0
Human,64,3,4,14,Auditory,TR,0.7,0.7,0.585,Testing,0
Human,64,3,4,15,Auditory,TR,2.7,2.7,1.962,Testing,0
Human,64,3,4,16,Auditory,TR,0.7,0.7,0.275,Testing,0
Human,64,3,4,17,Auditory,TR,2.7,2.7,1.462,Testing,0
Human,64,3,4,18,Auditory,TR,0.9,0.9,1.022,Testing,0
Human,64,3,4,19,Auditory,TR,2.7,2.7,1.996,Testing,0
Human,64,3,4,20,Auditory,TR,0.7,0.7,0.7,Testing,0
Human,64,3,4,21,Auditory,TR,2.7,2.7,1.58,Testing,0
Human,64,3,4,22,Auditory,TR,0.7,0.7,0.434,Testing,0
Human,64,3,4,23,Auditory,TR,2.7,2.7,1.477,Testing,0
Human,64,3,4,24,Auditory,TR,0.9,0.9,0.592,Testing,0
Human,64,3,4,25,Auditory,TR,0.7,0.7,0.649,Testing,0
Human,64,3,4,26,Auditory,TR,2.1,2.1,1.791,Testing,0
Human,64,3,4,27,Auditory,TR,2.1,2.1,1.722,Testing,0
Human,64,3,4,28,Auditory,TR,2.1,2.1,1.596,Testing,0
Human,64,3,4,29,Auditory,TR,2.7,2.7,2.526,Testing,0
Human,64,3,4,30,Auditory,TR,0.9,0.9,1.395,Testing,0
Human,64,3,4,31,Auditory,TR,0.9,0.9,1.061,Testing,0
Human,64,3,4,32,Auditory,TR,2.7,2.7,1.522,Testing,0
Human,64,3,4,33,Auditory,TR,0.9,0.9,0.887,Testing,0
Human,64,3,4,34,Auditory,TR,0.7,0.7,1.075,Testing,0
Human,64,3,5,1,Auditory,TR,0.7,0.7,0.799,Training,0
Human,64,3,5,2,Auditory,TR,0.9,0.9,0.696,Training,0
Human,64,3,5,3,Auditory,TR,0.9,0.9,0.833,Testing,0
Human,64,3,5,4,Auditory,TR,2.7,2.7,2.201,Testing,0
Human,64,3,5,5,Auditory,TR,0.9,0.9,0.595,Testing,0
Human,64,3,5,6,Auditory,TR,0.7,0.7,0.806,Testing,0
Human,64,3,5,7,Auditory,TR,0.9,0.9,0.785,Testing,0
Human,64,3,5,8,Auditory,TR,0.9,0.9,0.729,Testing,0
Human,64,3,5,9,Auditory,TR,0.7,0.7,0.68,Testing,0
Human,64,3,5,10,Auditory,TR,2.1,2.1,1.403,Testing,0
Human,64,3,5,11,Auditory,TR,2.7,2.7,2.207,Testing,0
Human,64,3,5,12,Auditory,TR,0.7,0.7,0.947,Testing,0
Human,64,3,5,13,Auditory,TR,2.1,2.1,1.699,Testing,0
Human,64,3,5,14,Auditory,TR,2.1,2.1,1.899,Testing,0
Human,64,3,5,15,Auditory,TR,0.7,0.7,0.874,Testing,0
Human,64,3,5,16,Auditory,TR,2.7,2.7,2.099,Testing,0
