Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Training,Congruency
Human,1,1,1,1,Visual,TR,0.8,0.8,0.685,Training,0
Human,1,1,1,2,Visual,TR,2.4,2.4,1.6,Training,1
Human,1,1,1,3,Visual,TR,0.8,0.8,0.703,Training,1
Human,1,1,1,4,Auditory,TR,2.4,2.4,1.527,Training,1
Human,1,1,1,5,Auditory,TR,0.8,0.8,0.915,Training,0
Human,1,1,1,6,Auditory,TR,0.8,0.8,0.65,Training,1
Human,1,1,1,7,Auditory,TR,2.4,2.4,2.2,Training,0
Human,1,1,1,8,Visual,TR,2.4,2.4,0.992,Training,0
Human,1,1,2,1,Auditory,TR,2.4,2.4,1.837,Testing,1
Human,1,1,2,2,Auditory,TR,0.8,0.8,1.023,Testing,0
Human,1,1,2,3,Visual,TR,2.4,2.4,1.044,Testing,0
Human,1,1,2,4,Auditory,TR,0.8,0.8,0.722,Testing,1
Human,1,1,2,5,Auditory,TR,0.8,0.8,0.661,Testing,1
Human,1,1,2,6,Visual,TR,0.8,0.8,0.757,Testing,1
Human,1,1,2,7,Visual,TR,0.8,0.8,0.755,Testing,0
Human,1,1,2,8,Visual,TR,2.4,2.4,1.726,Testing,0
Human,1,1,2,9,Auditory,TR,2.4,2.4,2.85,Testing,0
Human,1,1,2,10,Auditory,TR,0.8,0.8,0.519,Testing,1
Human,1,1,2,11,Visual,TR,2.4,2.4,2.424,Testing,1
Human,1,1,2,12,Auditory,TR,2.4,2.4,3.341,Testing,0
Human,1,1,2,13,Auditory,TR,2.4,2.4,2.144,Testing,1
Human,1,1,2,14,Visual,TR,0.8,0.8,0.585,Testing,0
Human,1,1,2,15,Auditory,TR,2.4,2.4,1.828,Testing,1
Human,1,1,2,16,Auditory,TR,2.4,2.4,3.34,Testing,0
Human,1,1,2,17,Visual,TR,0.8,0.8,0.632,Testing,0
Human,1,1,2,18,Visual,TR,2.4,2.4,1.474,Testing,0
Human,1,1,2,19,Auditory,TR,0.8,0.8,0.724,Testing,1
Human,1,1,2,20,Auditory,TR,0.8,0.8,0.729,Testing,0
Human,1,1,2,21,Visual,TR,0.8,0.8,1.026,Testing,1
Human,1,1,2,22,Visual,TR,2.4,2.4,1.531,Testing,1
Human,1,1,2,23,Auditory,TR,0.8,0.8,1.085,Testing,0
Human,1,1,2,24,Visual,TR,2.4,2.4,2.435,Testing,1
Human,1,1,2,25,Visual,TR,0.8,0.8,0.785,Testing,0
Human,1,1,2,26,Auditory,TR,0.8,0.8,1.264,Testing,0
Human,1,1,2,27,Visual,TR,0.8,0.8,0.98,Testing,1
Human,1,1,2,28,Auditory,TR,2.4,2.4,2.577,Testing,1
Human,1,1,2,29,Visual,TR,2.4,2.4,1.317,Testing,1
Human,1,1,2,30,Visual,TR,0.8,0.8,0.923,Testing,1
Human,1,1,2,31,Visual,TR,2.4,2.4,1.442,Testing,0
Human,1,1,2,32,Auditory,TR,2.4,2.4,2.118,Testing,0
Human,1,1,3,1,Visual,TR,2.4,2.4,1.781,Testing,1
Human,1,1,3,2,Auditory,TR,2.4,2.4,1.843,Testing,1
Human,1,1,3,3,Visual,TR,0.8,0.8,2.054,Testing,0
Human,1,1,3,4,Visual,TR,2.4,2.4,1.557,Testing,0
Human,1,1,3,5,Visual,TR,2.4,2.4,2.484,Testing,1
Human,1,1,3,6,Auditory,TR,0.8,0.8,0.757,Testing,1
Human,1,1,3,7,Auditory,TR,2.4,2.4,2.505,Testing,0
Human,1,1,3,8,Auditory,TR,0.8,0.8,1.251,Testing,0
Human,1,1,3,9,Visual,TR,2.4,2.4,1.102,Testing,0
Human,1,1,3,10,Visual,TR,0.8,0.8,0.517,Testing,0
Human,1,1,3,11,Auditory,TR,0.8,0.8,1.217,Testing,0
Human,1,1,3,12,Visual,TR,2.4,2.4,1.808,Testing,1
Human,1,1,3,13,Auditory,TR,0.8,0.8,0.698,Testing,1
Human,1,1,3,14,Visual,TR,0.8,0.8,0.871,Testing,1
Human,1,1,3,15,Auditory,TR,0.8,0.8,0.726,Testing,1
Human,1,1,3,16,Visual,TR,0.8,0.8,0.986,Testing,1
Human,1,1,3,17,Visual,TR,0.8,0.8,0.683,Testing,1
Human,1,1,3,18,Auditory,TR,2.4,2.4,2.58,Testing,0
Human,1,1,3,19,Auditory,TR,2.4,2.4,3.928,Testing,0
Human,1,1,3,20,Auditory,TR,0.8,0.8,1.447,Testing,0
Human,1,1,3,21,Auditory,TR,2.4,2.4,2.048,Testing,1
Human,1,1,3,22,Visual,TR,2.4,2.4,2.604,Testing,1
Human,1,1,3,23,Visual,TR,0.8,0.8,0.5,Testing,0
Human,1,1,3,24,Visual,TR,0.8,0.8,1.241,Testing,1
Human,1,1,3,25,Auditory,TR,2.4,2.4,1.923,Testing,1
Human,1,1,3,26,Auditory,TR,0.8,0.8,0.6,Testing,1
Human,1,1,3,27,Auditory,TR,2.4,2.4,3.052,Testing,0
Human,1,1,3,28,Visual,TR,2.4,2.4,1.222,Testing,0
Human,1,1,3,29,Auditory,TR,0.8,0.8,0.909,Testing,0
Human,1,1,3,30,Auditory,TR,2.4,2.4,2.108,Testing,1
Human,1,1,3,31,Visual,TR,0.8,0.8,0.579,Testing,0
Human,1,1,3,32,Visual,TR,2.4,2.4,1.834,Testing,0
Human,1,1,4,1,Auditory,TR,2.4,2.4,1.965,Testing,1
Human,1,1,4,2,Auditory,TR,2.4,2.4,2.668,Testing,0
Human,1,1,4,3,Visual,TR,0.8,0.8,1.838,Testing,1
Human,1,1,4,4,Auditory,TR,2.4,2.4,2.127,Testing,1
Human,1,1,4,5,Visual,TR,0.8,0.8,0.89,Testing,1
Human,1,1,4,6,Auditory,TR,0.8,0.8,0.717,Testing,1
Human,1,1,4,7,Auditory,TR,2.4,2.4,3.455,Testing,0
Human,1,1,4,8,Auditory,TR,2.4,2.4,2.746,Testing,0
Human,1,1,4,9,Visual,TR,2.4,2.4,1.684,Testing,0
Human,1,1,4,10,Auditory,TR,2.4,2.4,1.669,Testing,1
Human,1,1,4,11,Visual,TR,2.4,2.4,1.876,Testing,0
Human,1,1,4,12,Auditory,TR,2.4,2.4,3.663,Testing,0
Human,1,1,4,13,Auditory,TR,0.8,0.8,1.714,Testing,0
Human,1,1,4,14,Auditory,TR,0.8,0.8,0.881,Testing,1
Human,1,1,4,15,Auditory,TR,0.8,0.8,1.124,Testing,0
Human,1,1,4,16,Auditory,TR,0.8,0.8,0.923,Testing,0
Human,1,1,4,17,Auditory,TR,0.8,0.8,1.49,Testing,0
Human,1,1,4,18,Auditory,TR,0.8,0.8,0.765,Testing,1
Human,1,1,4,19,Visual,TR,0.8,0.8,0.761,Testing,1
Human,1,1,4,20,Visual,TR,2.4,2.4,2.373,Testing,1
Human,1,1,4,21,Visual,TR,0.8,0.8,1.193,Testing,0
Human,1,1,4,22,Visual,TR,2.4,2.4,1.08,Testing,1
Human,1,1,4,23,Auditory,TR,0.8,0.8,0.936,Testing,1
Human,1,1,4,24,Visual,TR,2.4,2.4,1.015,Testing,0
Human,1,1,4,25,Visual,TR,0.8,0.8,0.806,Testing,0
Human,1,1,4,26,Visual,TR,2.4,2.4,1.392,Testing,1
Human,1,1,4,27,Visual,TR,2.4,2.4,1.618,Testing,1
Human,1,1,4,28,Visual,TR,2.4,2.4,1.775,Testing,0
Human,1,1,4,29,Visual,TR,0.8,0.8,0.718,Testing,0
Human,1,1,4,30,Auditory,TR,2.4,2.4,2.098,Testing,1
Human,1,1,4,31,Visual,TR,0.8,0.8,1.811,Testing,0
Human,1,1,4,32,Visual,TR,0.8,0.8,1.364,Testing,1
Human,1,1,5,1,Auditory,TR,0.8,0.8,0.757,Testing,1
Human,1,1,5,2,Visual,TR,2.4,2.4,1.847,Testing,1
Human,1,1,5,3,Visual,TR,2.4,2.4,2.404,Testing,1
Human,1,1,5,4,Visual,TR,0.8,0.8,0.972,Testing,0
Human,1,1,5,5,Visual,TR,0.8,0.8,0.819,Testing,0
Human,1,1,5,6,Auditory,TR,0.8,0.8,1.811,Testing,0
Human,1,1,5,7,Visual,TR,0.8,0.8,0.642,Testing,1
Human,1,1,5,8,Visual,TR,0.8,0.8,1.095,Testing,1
Human,1,1,5,9,Visual,TR,0.8,0.8,0.719,Testing,1
Human,1,1,5,10,Visual,TR,0.8,0.8,0.661,Testing,1
Human,1,1,5,11,Visual,TR,2.4,2.4,1.064,Testing,0
Human,1,1,5,12,Auditory,TR,2.4,2.4,2.186,Testing,1
Human,1,1,5,13,Visual,TR,2.4,2.4,1.938,Testing,0
Human,1,1,5,14,Auditory,TR,2.4,2.4,2.236,Testing,1
Human,1,1,5,15,Auditory,TR,0.8,0.8,0.575,Testing,1
Human,1,1,5,16,Auditory,TR,0.8,0.8,1.133,Testing,0
Human,1,1,5,17,Auditory,TR,0.8,0.8,1.35,Testing,0
Human,1,1,5,18,Auditory,TR,2.4,2.4,2.132,Testing,0
Human,1,1,5,19,Auditory,TR,2.4,2.4,3.119,Testing,0
Human,1,1,5,20,Auditory,TR,2.4,2.4,1.591,Testing,1
Human,1,1,5,21,Auditory,TR,0.8,0.8,0.708,Testing,1
Human,1,1,5,22,Visual,TR,2.4,2.4,2.17,Testing,1
Human,1,1,5,23,Auditory,TR,2.4,2.4,2.036,Testing,1
Human,1,1,5,24,Auditory,TR,0.8,0.8,0.936,Testing,1
Human,1,1,5,25,Visual,TR,0.8,0.8,0.705,Testing,0
Human,1,1,5,26,Visual,TR,2.4,2.4,0.92,Testing,0
Human,1,1,5,27,Visual,TR,2.4,2.4,0.9,Testing,0
Human,1,1,5,28,Auditory,TR,2.4,2.4,3.476,Testing,0
Human,1,1,5,29,Auditory,TR,2.4,2.4,3.355,Testing,0
Human,1,1,5,30,Visual,TR,0.8,0.8,0.777,Testing,0
Human,1,1,5,31,Visual,TR,2.4,2.4,1.771,Testing,1
Human,1,1,5,32,Auditory,TR,0.8,0.8,1.606,Testing,0
Human,1,1,6,1,Visual,TR,0.8,0.8,0.77,Testing,0
Human,1,1,6,2,Auditory,TR,0.8,0.8,1.19,Testing,0
Human,1,1,6,3,Visual,TR,2.4,2.4,1.795,Testing,1
Human,1,1,6,4,Auditory,TR,2.4,2.4,1.891,Testing,1
Human,1,1,6,5,Auditory,TR,2.4,2.4,2.447,Testing,0
Human,1,1,6,6,Auditory,TR,2.4,2.4,2.281,Testing,1
Human,1,1,6,7,Auditory,TR,2.4,2.4,3.101,Testing,0
Human,1,1,6,8,Auditory,TR,2.4,2.4,1.955,Testing,1
Human,1,1,6,9,Visual,TR,2.4,2.4,1.947,Testing,0
Human,1,1,6,10,Visual,TR,2.4,2.4,1.805,Testing,0
Human,1,1,6,11,Auditory,TR,0.8,0.8,0.952,Testing,0
Human,1,1,6,12,Visual,TR,0.8,0.8,0.91,Testing,0
Human,1,1,6,13,Visual,TR,0.8,0.8,1.105,Testing,0
Human,1,1,6,14,Auditory,TR,2.4,2.4,2.649,Testing,0
Human,1,1,6,15,Auditory,TR,2.4,2.4,2.379,Testing,1
Human,1,1,6,16,Visual,TR,0.8,0.8,1.921,Testing,1
Human,1,1,6,17,Visual,TR,0.8,0.8,1.126,Testing,1
Human,1,1,6,18,Auditory,TR,0.8,0.8,0.719,Testing,1
Human,1,1,6,19,Visual,TR,0.8,0.8,0.74,Testing,1
Human,1,1,6,20,Auditory,TR,0.8,0.8,0.728,Testing,1
Human,1,1,6,21,Auditory,TR,0.8,0.8,0.734,Testing,1
Human,1,1,6,22,Visual,TR,0.8,0.8,1.019,Testing,1
Human,1,1,6,23,Visual,TR,0.8,0.8,0.965,Testing,0
Human,1,1,6,24,Visual,TR,2.4,2.4,1.553,Testing,1
Human,1,1,6,25,Auditory,TR,0.8,0.8,1.59,Testing,0
Human,1,1,6,26,Visual,TR,2.4,2.4,1.907,Testing,0
Human,1,1,6,27,Auditory,TR,0.8,0.8,0.822,Testing,1
Human,1,1,6,28,Visual,TR,2.4,2.4,2.97,Testing,1
Human,1,1,6,29,Visual,TR,2.4,2.4,2.545,Testing,1
Human,1,1,6,30,Visual,TR,2.4,2.4,2.101,Testing,0
Human,1,1,6,31,Auditory,TR,0.8,0.8,1.395,Testing,0
Human,1,1,6,32,Auditory,TR,2.4,2.4,3.435,Testing,0
Human,1,1,7,1,Auditory,TR,0.8,0.8,2.218,Testing,0
Human,1,1,7,2,Auditory,TR,0.8,0.8,2532.94,Testing,1
Human,1,1,7,3,Auditory,TR,0.8,0.8,1.586,Testing,0
Human,1,1,7,4,Auditory,TR,2.4,2.4,2.153,Testing,1
Human,1,1,7,5,Auditory,TR,2.4,2.4,3.684,Testing,0
Human,1,1,7,6,Auditory,TR,2.4,2.4,3.197,Testing,0
Human,1,1,7,7,Visual,TR,2.4,2.4,1.33,Testing,0
Human,1,1,7,8,Auditory,TR,2.4,2.4,2.168,Testing,1
Human,1,1,7,9,Visual,TR,0.8,0.8,1.093,Testing,1
Human,1,1,7,10,Visual,TR,2.4,2.4,2.235,Testing,1
Human,1,1,7,11,Visual,TR,2.4,2.4,1.304,Testing,0
Human,1,1,7,12,Visual,TR,2.4,2.4,2.03,Testing,1
Human,1,1,7,13,Auditory,TR,2.4,2.4,2.269,Testing,0
Human,1,1,7,14,Auditory,TR,0.8,0.8,0.945,Testing,1
Human,1,1,7,15,Visual,TR,0.8,0.8,0.843,Testing,0
Human,1,1,7,16,Visual,TR,0.8,0.8,1.373,Testing,1
Human,1,1,7,17,Visual,TR,2.4,2.4,2.156,Testing,1
Human,1,1,7,18,Visual,TR,2.4,2.4,1.084,Testing,0
Human,1,1,7,19,Visual,TR,0.8,0.8,0.657,Testing,0
Human,1,1,7,20,Auditory,TR,2.4,2.4,1.985,Testing,1
Human,1,1,7,21,Auditory,TR,0.8,0.8,0.627,Testing,1
Human,1,1,7,22,Auditory,TR,2.4,2.4,2.095,Testing,1
Human,1,1,7,23,Visual,TR,0.8,0.8,1.165,Testing,0
Human,1,1,7,24,Visual,TR,0.8,0.8,1.297,Testing,1
Human,1,1,7,25,Auditory,TR,0.8,0.8,0.774,Testing,1
Human,1,1,7,26,Auditory,TR,2.4,2.4,1.957,Testing,0
Human,1,1,7,27,Visual,TR,2.4,2.4,1.714,Testing,1
Human,1,1,7,28,Visual,TR,2.4,2.4,1.806,Testing,0
Human,1,1,7,29,Visual,TR,0.8,0.8,0.93,Testing,1
Human,1,1,7,30,Auditory,TR,0.8,0.8,1.323,Testing,0
Human,1,1,7,31,Visual,TR,0.8,0.8,0.81,Testing,0
Human,1,1,7,32,Auditory,TR,0.8,0.8,1.335,Testing,0
Human,1,1,8,1,Auditory,TR,0.8,0.8,1.422,Testing,0
Human,1,1,8,2,Auditory,TR,0.8,0.8,1.096,Testing,0
Human,1,1,8,3,Visual,TR,0.8,0.8,0.896,Testing,1
Human,1,1,8,4,Auditory,TR,2.4,2.4,2.006,Testing,1
Human,1,1,8,5,Auditory,TR,2.4,2.4,2.418,Testing,0
Human,1,1,8,6,Visual,TR,0.8,0.8,0.838,Testing,0
Human,1,1,8,7,Auditory,TR,0.8,0.8,1.376,Testing,0
Human,1,1,8,8,Visual,TR,0.8,0.8,0.738,Testing,0
Human,1,1,8,9,Visual,TR,2.4,2.4,1.396,Testing,0
Human,1,1,8,10,Auditory,TR,0.8,0.8,0.759,Testing,1
Human,1,1,8,11,Auditory,TR,2.4,2.4,1.654,Testing,1
Human,1,1,8,12,Visual,TR,0.8,0.8,0.924,Testing,0
Human,1,1,8,13,Visual,TR,0.8,0.8,0.966,Testing,1
Human,1,1,8,14,Visual,TR,0.8,0.8,1.3,Testing,1
Human,1,1,8,15,Visual,TR,0.8,0.8,0.976,Testing,0
Human,1,1,8,16,Visual,TR,2.4,2.4,2.203,Testing,1
Human,1,1,8,17,Visual,TR,2.4,2.4,1.53,Testing,0
Human,1,1,8,18,Auditory,TR,0.8,0.8,1.742,Testing,0
Human,1,1,8,19,Auditory,TR,0.8,0.8,1.003,Testing,1
Human,1,1,8,20,Visual,TR,0.8,0.8,1.286,Testing,1
Human,1,1,8,21,Auditory,TR,2.4,2.4,2.223,Testing,1
Human,1,1,8,22,Auditory,TR,0.8,0.8,0.824,Testing,1
Human,1,1,8,23,Visual,TR,2.4,2.4,2.189,Testing,1
Human,1,1,8,24,Auditory,TR,2.4,2.4,3.018,Testing,0
Human,1,1,8,25,Visual,TR,2.4,2.4,2.061,Testing,0
Human,1,1,8,26,Auditory,TR,0.8,0.8,0.791,Testing,1
Human,1,1,8,27,Auditory,TR,2.4,2.4,2.969,Testing,0
Human,1,1,8,28,Visual,TR,2.4,2.4,2.345,Testing,0
Human,1,1,8,29,Auditory,TR,2.4,2.4,2.372,Testing,1
Human,1,1,8,30,Auditory,TR,2.4,2.4,2.795,Testing,0
Human,1,1,8,31,Visual,TR,2.4,2.4,2.605,Testing,1
Human,1,1,8,32,Visual,TR,2.4,2.4,1.746,Testing,1
Human,1,1,9,1,Auditory,TR,2.4,2.4,2.738,Testing,0
Human,1,1,9,2,Visual,TR,0.8,0.8,1.394,Testing,1
Human,1,1,9,3,Auditory,TR,0.8,0.8,1.199,Testing,0
Human,1,1,9,4,Auditory,TR,2.4,2.4,2.175,Testing,1
Human,1,1,9,5,Visual,TR,0.8,0.8,0.853,Testing,0
Human,1,1,9,6,Visual,TR,2.4,2.4,2.131,Testing,1
Human,1,1,9,7,Auditory,TR,0.8,0.8,0.942,Testing,1
Human,1,1,9,8,Auditory,TR,2.4,2.4,3.334,Testing,0
Human,1,1,9,9,Visual,TR,2.4,2.4,3.141,Testing,1
Human,1,1,9,10,Auditory,TR,2.4,2.4,2.623,Testing,0
Human,1,1,9,11,Visual,TR,0.8,0.8,0.993,Testing,1
Human,1,1,9,12,Auditory,TR,0.8,0.8,0.928,Testing,1
Human,1,1,9,13,Auditory,TR,0.8,0.8,1.294,Testing,0
Human,1,1,9,14,Visual,TR,0.8,0.8,0.816,Testing,0
Human,1,1,9,15,Auditory,TR,0.8,0.8,0.998,Testing,1
Human,1,1,9,16,Visual,TR,2.4,2.4,1.587,Testing,0
Human,1,1,9,17,Visual,TR,2.4,2.4,1.706,Testing,0
Human,1,1,9,18,Auditory,TR,2.4,2.4,2.447,Testing,1
Human,1,1,9,19,Visual,TR,0.8,0.8,14.675,Testing,0
Human,1,1,9,20,Visual,TR,0.8,0.8,1.132,Testing,0
Human,1,1,9,21,Visual,TR,0.8,0.8,0.85,Testing,1
Human,1,1,9,22,Visual,TR,2.4,2.4,1.944,Testing,1
Human,1,1,9,23,Visual,TR,0.8,0.8,1.09,Testing,1
Human,1,1,9,24,Auditory,TR,2.4,2.4,2.406,Testing,0
Human,1,1,9,25,Visual,TR,2.4,2.4,2.058,Testing,1
Human,1,1,9,26,Auditory,TR,0.8,0.8,1.237,Testing,0
Human,1,1,9,27,Auditory,TR,0.8,0.8,0.814,Testing,1
Human,1,1,9,28,Auditory,TR,2.4,2.4,2.638,Testing,1
Human,1,1,9,29,Auditory,TR,2.4,2.4,2.171,Testing,1
Human,1,1,9,30,Visual,TR,2.4,2.4,1.28,Testing,0
Human,1,1,9,31,Visual,TR,2.4,2.4,1.755,Testing,0
Human,1,1,9,32,Auditory,TR,0.8,0.8,1.565,Testing,0
Human,1,1,10,1,Visual,TR,0.8,0.8,0.342,Testing,1
Human,1,1,10,2,Auditory,TR,0.8,0.8,0.973,Testing,1
Human,1,1,10,3,Visual,TR,0.8,0.8,1.092,Testing,0
Human,1,1,10,4,Visual,TR,2.4,2.4,1.513,Testing,1
Human,1,1,10,5,Visual,TR,0.8,0.8,1.659,Testing,1
Human,1,1,10,6,Auditory,TR,2.4,2.4,2.303,Testing,0
Human,1,1,10,7,Visual,TR,0.8,0.8,1.363,Testing,0
Human,1,1,10,8,Visual,TR,2.4,2.4,1.783,Testing,0
Human,1,1,10,9,Auditory,TR,0.8,0.8,0.68,Testing,1
Human,1,1,10,10,Auditory,TR,2.4,2.4,2.038,Testing,1
Human,1,1,10,11,Visual,TR,2.4,2.4,1.809,Testing,1
Human,1,1,10,12,Auditory,TR,2.4,2.4,2.513,Testing,1
Human,1,1,10,13,Auditory,TR,0.8,0.8,1.083,Testing,0
Human,1,1,10,14,Auditory,TR,2.4,2.4,3.06,Testing,0
Human,1,1,10,15,Visual,TR,2.4,2.4,1.903,Testing,0
Human,1,1,10,16,Visual,TR,2.4,2.4,2.773,Testing,1
Human,1,1,10,17,Visual,TR,2.4,2.4,1.077,Testing,0
Human,1,1,10,18,Auditory,TR,0.8,0.8,1.463,Testing,0
Human,1,1,10,19,Visual,TR,2.4,2.4,1.562,Testing,0
Human,1,1,10,20,Auditory,TR,2.4,2.4,2.697,Testing,1
Human,1,1,10,21,Auditory,TR,0.8,0.8,0.878,Testing,1
Human,1,1,10,22,Auditory,TR,2.4,2.4,3.124,Testing,0
Human,1,1,10,23,Visual,TR,0.8,0.8,0.611,Testing,0
Human,1,1,10,24,Auditory,TR,0.8,0.8,1.281,Testing,0
Human,1,1,10,25,Visual,TR,2.4,2.4,1.63,Testing,1
Human,1,1,10,26,Auditory,TR,0.8,0.8,1.634,Testing,0
Human,1,1,10,27,Auditory,TR,2.4,2.4,2.441,Testing,0
Human,1,1,10,28,Visual,TR,0.8,0.8,0.903,Testing,1
Human,1,1,10,29,Auditory,TR,2.4,2.4,2.235,Testing,1
Human,1,1,10,30,Auditory,TR,0.8,0.8,0.871,Testing,1
Human,1,1,10,31,Visual,TR,0.8,0.8,1.055,Testing,1
Human,1,1,10,32,Visual,TR,0.8,0.8,0.77,Testing,0
Human,1,1,11,1,Auditory,TR,0.8,0.8,1.344,Testing,0
Human,1,1,11,2,Auditory,TR,0.8,0.8,0.723,Testing,1
Human,1,1,11,3,Visual,TR,0.8,0.8,1.167,Testing,0
Human,1,1,11,4,Visual,TR,2.4,2.4,1.931,Testing,1
Human,1,1,11,5,Visual,TR,2.4,2.4,1.428,Testing,0
Human,1,1,11,6,Auditory,TR,2.4,2.4,2.022,Testing,1
Human,1,1,11,7,Auditory,TR,2.4,2.4,1.961,Testing,1
Human,1,1,11,8,Visual,TR,0.8,0.8,0.909,Testing,0
Human,1,1,11,9,Auditory,TR,2.4,2.4,2.551,Testing,0
Human,1,1,11,10,Auditory,TR,0.8,0.8,1.539,Testing,0
Human,1,1,11,11,Auditory,TR,2.4,2.4,1.728,Testing,0
Human,1,1,11,12,Auditory,TR,2.4,2.4,1.855,Testing,0
Human,1,1,11,13,Visual,TR,0.8,0.8,0.95,Testing,1
Human,1,1,11,14,Auditory,TR,2.4,2.4,2.198,Testing,0
Human,1,1,11,15,Auditory,TR,0.8,0.8,0.773,Testing,1
Human,1,1,11,16,Visual,TR,0.8,0.8,1.202,Testing,0
Human,1,1,11,17,Visual,TR,2.4,2.4,1.472,Testing,0
Human,1,1,11,18,Auditory,TR,0.8,0.8,1.129,Testing,0
Human,1,1,11,19,Auditory,TR,0.8,0.8,0.811,Testing,1
Human,1,1,11,20,Visual,TR,0.8,0.8,0.943,Testing,1
Human,1,1,11,21,Visual,TR,2.4,2.4,1.505,Testing,0
Human,1,1,11,22,Auditory,TR,2.4,2.4,2.267,Testing,1
Human,1,1,11,23,Auditory,TR,0.8,0.8,1.757,Testing,0
Human,1,1,11,24,Visual,TR,0.8,0.8,1.008,Testing,1
Human,1,1,11,25,Visual,TR,2.4,2.4,1.823,Testing,1
Human,1,1,11,26,Visual,TR,2.4,2.4,2.042,Testing,1
Human,1,1,11,27,Auditory,TR,2.4,2.4,1.408,Testing,1
Human,1,1,11,28,Auditory,TR,0.8,0.8,0.799,Testing,1
Human,1,1,11,29,Visual,TR,0.8,0.8,1.259,Testing,1
Human,1,1,11,30,Visual,TR,2.4,2.4,1.534,Testing,0
Human,1,1,11,31,Visual,TR,0.8,0.8,0.876,Testing,0
Human,1,1,11,32,Visual,TR,2.4,2.4,3.387,Testing,1
Human,2,1,1,1,Auditory,TR,0.8,0.8,0.396,Training,1
Human,2,1,1,2,Auditory,TR,0.8,0.8,0.943,Training,0
Human,2,1,1,3,Auditory,TR,2.4,2.4,1.892,Training,0
Human,2,1,1,4,Auditory,TR,2.4,2.4,0.205,Training,1
Human,2,1,1,5,Visual,TR,0.8,0.8,0.564,Training,0
Human,2,1,1,6,Visual,TR,2.4,2.4,2.104,Training,0
Human,2,1,1,7,Visual,TR,0.8,0.8,0.935,Training,1
Human,2,1,1,8,Visual,TR,2.4,2.4,2.165,Training,1
Human,2,1,2,1,Visual,TR,0.8,0.8,0.974,Testing,1
Human,2,1,2,2,Visual,TR,2.4,2.4,2.477,Testing,1
Human,2,1,2,3,Visual,TR,0.8,0.8,0.716,Testing,0
Human,2,1,2,4,Visual,TR,2.4,2.4,2.012,Testing,1
Human,2,1,2,5,Auditory,TR,2.4,2.4,1.777,Testing,1
Human,2,1,2,6,Auditory,TR,0.8,0.8,0.902,Testing,0
Human,2,1,2,7,Auditory,TR,0.8,0.8,0.835,Testing,1
Human,2,1,2,8,Auditory,TR,2.4,2.4,2.326,Testing,0
Human,2,1,2,9,Auditory,TR,0.8,0.8,1.124,Testing,0
Human,2,1,2,10,Visual,TR,0.8,0.8,0.939,Testing,1
Human,2,1,2,11,Auditory,TR,0.8,0.8,0.84,Testing,1
Human,2,1,2,12,Visual,TR,2.4,2.4,1.499,Testing,0
Human,2,1,2,13,Auditory,TR,0.8,0.8,0.916,Testing,1
Human,2,1,2,14,Auditory,TR,2.4,2.4,2.558,Testing,0
Human,2,1,2,15,Auditory,TR,2.4,2.4,605.882,Testing,1
Human,2,1,2,16,Auditory,TR,0.8,0.8,0.869,Testing,0
Human,2,1,2,17,Visual,TR,2.4,2.4,2.568,Testing,1
Human,2,1,2,18,Visual,TR,0.8,0.8,1.022,Testing,0
Human,2,1,2,19,Auditory,TR,2.4,2.4,2.464,Testing,1
Human,2,1,2,20,Visual,TR,2.4,2.4,1.961,Testing,0
Human,2,1,2,21,Auditory,TR,2.4,2.4,2.613,Testing,0
Human,2,1,2,22,Visual,TR,0.8,0.8,0.877,Testing,1
Human,2,1,2,23,Auditory,TR,0.8,0.8,1.515,Testing,0
Human,2,1,2,24,Visual,TR,2.4,2.4,0.891,Testing,0
Human,2,1,2,25,Auditory,TR,2.4,2.4,2.399,Testing,0
Human,2,1,2,26,Auditory,TR,0.8,0.8,0.824,Testing,1
Human,2,1,2,27,Visual,TR,0.8,0.8,1.726,Testing,1
Human,2,1,2,28,Auditory,TR,2.4,2.4,2.69,Testing,1
Human,2,1,2,29,Visual,TR,2.4,2.4,1.213,Testing,0
Human,2,1,2,30,Visual,TR,0.8,0.8,0.909,Testing,0
Human,2,1,2,31,Visual,TR,0.8,0.8,0.734,Testing,0
Human,2,1,2,32,Visual,TR,2.4,2.4,2.434,Testing,1
Human,2,1,3,1,Visual,TR,0.8,0.8,0.783,Testing,0
Human,2,1,3,2,Auditory,TR,0.8,0.8,0.889,Testing,1
Human,2,1,3,3,Auditory,TR,0.8,0.8,0.951,Testing,0
Human,2,1,3,4,Visual,TR,0.8,0.8,0.866,Testing,1
Human,2,1,3,5,Visual,TR,2.4,2.4,2.131,Testing,1
Human,2,1,3,6,Auditory,TR,2.4,2.4,2.464,Testing,1
Human,2,1,3,7,Visual,TR,0.8,0.8,1.021,Testing,1
Human,2,1,3,8,Visual,TR,2.4,2.4,2.263,Testing,0
Human,2,1,3,9,Auditory,TR,2.4,2.4,3.009,Testing,0
Human,2,1,3,10,Auditory,TR,0.8,0.8,0.784,Testing,1
Human,2,1,3,11,Visual,TR,0.8,0.8,0.752,Testing,0
Human,2,1,3,12,Visual,TR,2.4,2.4,2.608,Testing,1
Human,2,1,3,13,Visual,TR,2.4,2.4,2.121,Testing,0
Human,2,1,3,14,Visual,TR,0.8,0.8,0.676,Testing,0
