Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Release,Task
Human,2,2,1,29,Auditory,TR,1.2,1.2,1.399418384,1.466060018,Point
Human,2,2,1,30,Auditory,TR,1.8,1.8,1.282933108,1.382621101,Point
Human,2,2,1,31,Auditory,TR,6.1,6.1,3.848513011,3.915164554,Point
Human,2,2,1,32,Auditory,TR,1.8,1.8,1.649221964,1.732656634,Point
Human,2,2,1,33,Auditory,TR,6.1,6.1,3.431358066,3.531699731,Point
Human,2,2,1,34,Auditory,TR,2.7,2.7,2.382423619,2.499020377,Point
Human,2,2,1,35,Auditory,TR,0.8,0.8,0.749949391,0.832957599,Point
Human,2,2,1,36,Auditory,TR,4.1,4.1,2.115513793,2.215513226,Point
Human,2,2,3,1,Auditory,TR,1.8,1.8,1.899032268,2.03245179,Stop
Human,2,2,3,2,Auditory,TR,4.1,4.1,3.214678706,3.365268179,Stop
Human,2,2,3,3,Auditory,TR,6.1,6.1,5.714329043,5.830965085,Stop
Human,2,2,3,4,Auditory,TR,0.8,0.8,0.832893187,0.999840387,Stop
Human,2,2,3,5,Auditory,TR,2.7,2.7,2.081939399,2.232063834,Stop
Human,2,2,3,6,Auditory,TR,0.8,0.8,0.899563133,0.999670156,Stop
Human,2,2,3,7,Auditory,TR,4.1,4.1,3.64814183,3.798320059,Stop
Human,2,2,3,8,Auditory,TR,6.1,6.1,4.96475232,5.114618754,Stop
Human,2,2,3,9,Auditory,TR,1.8,1.8,1.432759197,1.599332313,Stop
Human,2,2,3,10,Auditory,TR,2.7,2.7,2.965332732,3.115527595,Stop
Human,2,2,3,11,Auditory,TR,0.8,0.8,2.032379239,2.165568366,Stop
Human,2,2,3,12,Auditory,TR,1.2,1.2,1.69904331,1.782364021,Stop
Human,2,2,3,13,Auditory,TR,4.1,4.1,3.098819851,3.231977834,Stop
Human,2,2,3,14,Auditory,TR,1.2,1.2,2.582308174,2.748757775,Stop
Human,2,2,3,15,Auditory,TR,1.2,1.2,2.049267831,2.149017758,Stop
Human,2,2,3,16,Auditory,TR,2.7,2.7,3.232259546,3.348386311,Stop
Human,2,2,3,17,Auditory,TR,1.2,1.2,2.365544937,2.448992347,Stop
Human,2,2,3,18,Auditory,TR,4.1,4.1,4.048367483,4.131615288,Stop
Human,2,2,3,19,Auditory,TR,2.7,2.7,2.565699171,2.648894597,Stop
Human,2,2,3,20,Auditory,TR,2.7,2.7,2.53232686,2.632061569,Stop
Human,2,2,3,21,Auditory,TR,1.8,1.8,1.882503603,2.015745108,Stop
Human,2,2,3,22,Auditory,TR,1.2,1.2,1.29945965,1.416254951,Stop
Human,2,2,3,23,Auditory,TR,6.1,6.1,5.081296345,5.214423183,Stop
Human,2,2,3,24,Auditory,TR,0.8,0.8,1.149587907,1.249447546,Stop
Human,2,2,3,25,Auditory,TR,1.8,1.8,1.132686574,1.249171142,Stop
Human,2,2,3,26,Auditory,TR,1.8,1.8,2.032440819,2.14901528,Stop
Human,2,2,3,27,Auditory,TR,6.1,6.1,5.547650461,5.681134749,Stop
Human,2,2,3,28,Auditory,TR,4.1,4.1,3.781913847,3.898371164,Stop
Human,2,2,3,29,Auditory,TR,6.1,6.1,5.347853323,5.481123849,Stop
Human,2,2,3,30,Auditory,TR,6.1,6.1,5.231024754,5.364246794,Stop
Human,2,2,3,31,Auditory,TR,0.8,0.8,1.21616796,1.332862043,Stop
Human,2,2,3,32,Auditory,TR,4.1,4.1,3.26534519,3.381991141,Stop
Human,2,2,3,33,Auditory,TR,1.2,1.2,2.365638015,2.498903586,Stop
Human,2,2,3,34,Auditory,TR,0.8,0.8,1.832508841,1.949217434,Stop
Human,2,2,3,35,Auditory,TR,1.8,1.8,1.96592447,2.099166683,Stop
Human,2,2,3,36,Auditory,TR,2.7,2.7,2.065857722,2.199143113,Stop
Human,2,2,2,1,Auditory,TR,1.8,1.8,0.999539917,1.116402815,Start
Human,2,2,2,2,Auditory,TR,1.2,1.2,0.715932256,0.882622517,Start
Human,2,2,2,3,Auditory,TR,1.2,1.2,0.882997661,1.082843286,Start
Human,2,2,2,4,Auditory,TR,0.8,0.8,0.349946701,0.433112045,Start
Human,2,2,2,5,Auditory,TR,2.7,2.7,1.816039986,1.915837691,Start
Human,2,2,2,6,Auditory,TR,6.1,6.1,3.48187697,3.631817371,Start
Human,2,2,2,7,Auditory,TR,2.7,2.7,1.699294586,1.799177584,Start
Human,2,2,2,8,Auditory,TR,2.7,2.7,2.215674609,2.298972316,Start
Human,2,2,2,9,Auditory,TR,6.1,6.1,3.581923119,3.698469976,Start
Human,2,2,2,10,Auditory,TR,4.1,4.1,2.915709576,3.015392968,Start
Human,2,2,2,11,Auditory,TR,1.8,1.8,1.049393115,1.132765142,Start
Human,2,2,2,12,Auditory,TR,6.1,6.1,2.848782691,2.965451292,Start
Human,2,2,2,13,Auditory,TR,2.7,2.7,1.582761533,1.682744686,Start
Human,2,2,2,14,Auditory,TR,4.1,4.1,2.365856732,2.465647358,Start
Human,2,2,2,15,Auditory,TR,6.1,6.1,2.999000204,3.09924242,Start
Human,2,2,2,16,Auditory,TR,4.1,4.1,2.965196123,3.031883057,Start
Human,2,2,2,17,Auditory,TR,0.8,0.8,0.516324813,0.599806907,Start
Human,2,2,2,18,Auditory,TR,1.2,1.2,0.766500352,0.882959085,Start
Human,2,2,2,19,Auditory,TR,4.1,4.1,1.965939334,2.115866995,Start
Human,2,2,2,20,Auditory,TR,0.8,0.8,0.350001203,0.449793246,Start
Human,2,2,2,21,Auditory,TR,1.2,1.2,0.583156496,0.683055066,Start
Human,2,2,2,22,Auditory,TR,2.7,2.7,1.982069497,2.099105811,Start
Human,2,2,2,23,Auditory,TR,1.8,1.8,1.165417246,1.248755298,Start
Human,2,2,2,24,Auditory,TR,1.2,1.2,0.816293032,0.933334655,Start
Human,2,2,2,25,Auditory,TR,6.1,6.1,3.364773766,3.498537643,Start
Human,2,2,2,26,Auditory,TR,0.8,0.8,0.432746456,0.516079907,Start
Human,2,2,2,27,Auditory,TR,0.8,0.8,0.333223739,0.433089041,Start
Human,2,2,2,28,Auditory,TR,1.8,1.8,1.49925325,1.58264545,Start
Human,2,2,2,29,Auditory,TR,4.1,4.1,2.232063126,2.315569994,Start
Human,2,2,2,30,Auditory,TR,2.7,2.7,1.716005869,1.799284111,Start
Human,2,2,2,31,Auditory,TR,6.1,6.1,3.315098939,3.415202069,Start
Human,2,2,2,32,Auditory,TR,1.2,1.2,0.566507501,0.666615232,Start
Human,2,2,2,33,Auditory,TR,4.1,4.1,2.715594626,2.81556964,Start
Human,2,2,2,34,Auditory,TR,0.8,0.8,0.39978822,0.499253604,Start
Human,2,2,2,35,Auditory,TR,1.8,1.8,1.399691957,1.516029298,Start
Human,2,2,2,36,Auditory,TR,1.8,1.8,1.349410881,1.449638233,Start
Human,3,3,2,1,Auditory,TR,0.8,0.8,0.366485393,0.449686009,Start
Human,3,3,2,2,Auditory,TR,4.1,4.1,2.932277753,3.015491464,Start
Human,3,3,2,3,Auditory,TR,1.8,1.8,1.082951462,1.183008229,Start
Human,3,3,2,4,Auditory,TR,2.7,2.7,2.43242852,2.515748759,Start
Human,3,3,2,5,Auditory,TR,6.1,6.1,3.515322648,3.615325267,Start
Human,3,3,2,6,Auditory,TR,6.1,6.1,3.981980184,4.098433724,Start
Human,3,3,2,7,Auditory,TR,1.2,1.2,0.483206491,0.583178674,Start
Human,3,3,2,8,Auditory,TR,1.2,1.2,0.583271045,0.666296474,Start
Human,3,3,2,9,Auditory,TR,6.1,6.1,2.898727542,3.032047498,Start
Human,3,3,2,10,Auditory,TR,1.2,1.2,0.433326397,0.550162517,Start
Human,3,3,2,11,Auditory,TR,1.8,1.8,1.5160917,1.616037693,Start
Human,3,3,2,12,Auditory,TR,6.1,6.1,2.732365595,2.832302386,Start
Human,3,3,2,13,Auditory,TR,2.7,2.7,1.865957355,1.966072164,Start
Human,3,3,2,14,Auditory,TR,4.1,4.1,2.666186761,2.782781513,Start
Human,3,3,2,15,Auditory,TR,0.8,0.8,0.283209393,0.366400454,Start
Human,3,3,2,16,Auditory,TR,0.8,0.8,0.366913273,0.482989189,Start
Human,3,3,2,17,Auditory,TR,4.1,4.1,3.731714395,3.83162889,Start
Human,3,3,2,18,Auditory,TR,1.2,1.2,1.982416558,2.082860152,Start
Human,3,3,2,19,Auditory,TR,1.2,1.2,0.599654015,0.699934455,Start
Human,3,3,2,20,Auditory,TR,1.2,1.2,0.549608643,0.682820655,Start
Human,3,3,2,21,Auditory,TR,1.8,1.8,1.049342855,1.182616448,Start
Human,3,3,2,22,Auditory,TR,0.8,0.8,0.416520147,0.566157953,Start
Human,3,3,2,23,Auditory,TR,2.7,2.7,1.349477767,1.466035711,Start
Human,3,3,2,24,Auditory,TR,4.1,4.1,2.015683993,2.132612838,Start
Human,3,3,2,25,Auditory,TR,1.8,1.8,1.298816233,1.449419159,Start
Human,3,3,2,26,Auditory,TR,2.7,2.7,2.182421796,2.299496099,Start
Human,3,3,2,27,Auditory,TR,0.8,0.8,0.932908426,1.03297121,Start
Human,3,3,2,28,Auditory,TR,6.1,6.1,3.298770224,3.432069653,Start
Human,3,3,2,29,Auditory,TR,4.1,4.1,3.781710927,3.914917276,Start
Human,3,3,2,30,Auditory,TR,0.8,0.8,2.948270358,3.032047852,Start
Human,3,3,2,31,Auditory,TR,1.8,1.8,0.383187592,0.499767833,Start
Human,3,3,2,32,Auditory,TR,2.7,2.7,2.182486916,2.332285752,Start
Human,3,3,2,33,Auditory,TR,1.8,1.8,1.149585073,1.266177347,Start
Human,3,3,2,34,Auditory,TR,4.1,4.1,0.682805437,0.832752563,Start
Human,3,3,2,35,Auditory,TR,6.1,6.1,4.081591729,4.248147975,Start
Human,3,3,2,36,Auditory,TR,2.7,2.7,2.182566192,2.499141054,Start
Human,3,3,1,1,Auditory,TR,1.2,1.2,0.966303977,1.032841324,Point
Human,3,3,1,2,Auditory,TR,4.1,4.1,3.565526219,3.682242716,Point
Human,3,3,1,3,Auditory,TR,1.2,1.2,1.449457027,1.516004638,Point
Human,3,3,1,4,Auditory,TR,0.8,0.8,0.549823114,0.633097698,Point
Human,3,3,1,5,Auditory,TR,1.8,1.8,1.316480367,1.399941463,Point
Human,3,3,1,6,Auditory,TR,1.2,1.2,1.482744635,1.599293024,Point
Human,3,3,1,7,Auditory,TR,2.7,2.7,2.465765322,2.565670615,Point
Human,3,3,1,8,Auditory,TR,0.8,0.8,1.549457169,1.632624871,Point
Human,3,3,1,9,Auditory,TR,6.1,6.1,4.448139057,4.548084342,Point
Human,3,3,1,10,Auditory,TR,1.8,1.8,3.431775905,3.548271915,Point
Human,3,3,1,11,Auditory,TR,6.1,6.1,4.281746318,4.365066203,Point
Human,3,3,1,12,Auditory,TR,4.1,4.1,3.715207202,3.815107894,Point
Human,3,3,1,13,Auditory,TR,0.8,0.8,0.466659659,0.583017997,Point
Human,3,3,1,14,Auditory,TR,2.7,2.7,2.215591551,2.34917871,Point
Human,3,3,1,15,Auditory,TR,1.8,1.8,2.049082021,2.116030969,Point
Human,3,3,1,16,Auditory,TR,2.7,2.7,2.0321788,2.115464001,Point
Human,3,3,1,17,Auditory,TR,0.8,0.8,0.832866169,0.899568439,Point
Human,3,3,1,18,Auditory,TR,2.7,2.7,1.932567962,2.015821665,Point
Human,3,3,1,19,Auditory,TR,6.1,6.1,3.798431884,3.865221924,Point
Human,3,3,1,20,Auditory,TR,6.1,6.1,4.548167157,4.648097578,Point
Human,3,3,1,21,Auditory,TR,2.7,2.7,2.182642991,2.282398225,Point
Human,3,3,1,22,Auditory,TR,1.2,1.2,0.949473307,1.032360003,Point
Human,3,3,1,23,Auditory,TR,1.8,1.8,1.882597974,1.965649239,Point
Human,3,3,1,24,Auditory,TR,6.1,6.1,3.332015363,3.448881565,Point
Human,3,3,1,25,Auditory,TR,4.1,4.1,4.198448022,4.281791619,Point
Human,3,3,1,26,Auditory,TR,0.8,0.8,0.533230274,0.632947993,Point
Human,3,3,1,27,Auditory,TR,1.8,1.8,2.49887208,2.598886732,Point
Human,3,3,1,28,Auditory,TR,6.1,6.1,5.031253672,5.164640163,Point
Human,3,3,1,29,Auditory,TR,1.8,1.8,2.565964362,2.682549204,Point
Human,3,3,1,30,Auditory,TR,4.1,4.1,3.248870665,3.348701636,Point
Human,3,3,1,31,Auditory,TR,1.2,1.2,0.983330007,1.099559874,Point
Human,3,3,1,32,Auditory,TR,2.7,2.7,2.682160608,2.798891262,Point
Human,3,3,1,33,Auditory,TR,0.8,0.8,0.645306977,0.749516909,Point
Human,3,3,1,34,Auditory,TR,4.1,4.1,3.849195698,3.949052151,Point
Human,3,3,1,35,Auditory,TR,1.2,1.2,0.833130895,0.949741927,Point
Human,3,3,1,36,Auditory,TR,4.1,4.1,3.31565752,3.415345157,Point
Human,3,3,3,1,Auditory,TR,1.2,1.2,2.399364585,2.482259775,Stop
Human,3,3,3,2,Auditory,TR,1.2,1.2,1.632775638,1.732778965,Stop
Human,3,3,3,3,Auditory,TR,1.2,1.2,2.132550549,2.215995365,Stop
Human,3,3,3,4,Auditory,TR,0.8,0.8,1.116136789,1.199635045,Stop
Human,3,3,3,5,Auditory,TR,1.8,1.8,1.966192848,2.098941943,Stop
Human,3,3,3,6,Auditory,TR,1.8,1.8,3.282212775,3.41551185,Stop
Human,3,3,3,7,Auditory,TR,4.1,4.1,3.698568706,3.798566371,Stop
Human,3,3,3,8,Auditory,TR,0.8,0.8,1.532951037,1.615878786,Stop
Human,3,3,3,9,Auditory,TR,4.1,4.1,3.548540889,3.648499269,Stop
Human,3,3,3,10,Auditory,TR,2.7,2.7,4.748019859,4.831520593,Stop
Human,3,3,3,11,Auditory,TR,6.1,6.1,5.631100923,5.697771695,Stop
Human,3,3,3,12,Auditory,TR,4.1,4.1,4.014804874,4.148172254,Stop
Human,3,3,3,13,Auditory,TR,1.8,1.8,3.415397182,3.515329018,Stop
Human,3,3,3,14,Auditory,TR,1.8,1.8,2.965572086,3.098868329,Stop
Human,3,3,3,15,Auditory,TR,6.1,6.1,3.232110424,3.365359243,Stop
Human,3,3,3,16,Auditory,TR,6.1,6.1,3.931709724,4.031306405,Stop
Human,3,3,3,17,Auditory,TR,1.8,1.8,2.132677604,2.315679109,Stop
Human,3,3,3,18,Auditory,TR,6.1,6.1,4.448160291,4.581658619,Stop
Human,3,3,3,19,Auditory,TR,2.7,2.7,3.882176464,4.08216259,Stop
Human,3,3,3,20,Auditory,TR,6.1,6.1,4.731275898,4.831252327,Stop
Human,3,3,3,21,Auditory,TR,0.8,0.8,1.299479819,1.366525385,Stop
Human,3,3,3,22,Auditory,TR,2.7,2.7,3.331691533,3.44860162,Stop
Human,3,3,3,23,Auditory,TR,4.1,4.1,3.881897934,4.031771446,Stop
Human,3,3,3,24,Auditory,TR,4.1,4.1,4.215078731,4.298342698,Stop
Human,3,3,3,25,Auditory,TR,2.7,2.7,4.631426877,4.698198514,Stop
Human,3,3,3,26,Auditory,TR,0.8,0.8,0.832962787,0.949268746,Stop
Human,3,3,3,27,Auditory,TR,1.8,1.8,2.215702325,2.349138718,Stop
Human,3,3,3,28,Auditory,TR,0.8,0.8,1.949010036,2.015801492,Stop
Human,3,3,3,29,Auditory,TR,6.1,6.1,4.531556267,4.631531635,Stop
Human,3,3,3,30,Auditory,TR,2.7,2.7,2.615528059,2.715958204,Stop
Human,3,3,3,31,Auditory,TR,2.7,2.7,3.149269029,3.282697282,Stop
Human,3,3,3,32,Auditory,TR,1.2,1.2,1.532583676,1.649326009,Stop
Human,3,3,3,33,Auditory,TR,4.1,4.1,3.748729454,3.88145519,Stop
Human,3,3,3,34,Auditory,TR,1.2,1.2,4.515202318,4.63182786,Stop
Human,3,3,3,35,Auditory,TR,0.8,0.8,1.066150167,1.182878343,Stop
Human,3,3,3,36,Auditory,TR,1.2,1.2,2.115943198,2.215830796,Stop
Human,4,4,2,1,Auditory,TR,0.8,0.8,0.916119365,1.016025329,Start
Human,4,4,2,2,Auditory,TR,0.8,0.8,0.982533878,1.066101651,Start
Human,4,4,2,3,Auditory,TR,6.1,6.1,5.930945625,6.06433844,Start
Human,4,4,2,4,Auditory,TR,0.8,0.8,1.182672825,1.282814852,Start
