Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Size,Symbol,ExperimentNumber,Instruct,Odtest
Human,17,331,1,1,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,2,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,3,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,4,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,5,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,6,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,7,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,8,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,9,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,10,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,11,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,12,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,13,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,14,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,15,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,16,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,17,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,18,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,19,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,20,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,21,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,22,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,23,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,24,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,25,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,26,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,27,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,28,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,29,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,30,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,31,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,32,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,33,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,34,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,35,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,36,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,37,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,38,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,39,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,40,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,41,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,42,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,43,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,44,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,45,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,46,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,47,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,48,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,49,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,50,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,51,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,52,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,53,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,54,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,55,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,56,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,57,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,58,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,59,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,60,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,61,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,62,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,63,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,64,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,65,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,66,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,67,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,68,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,69,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,17,331,1,70,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,1,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,2,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,3,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,4,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,5,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,6,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,7,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,8,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,9,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,10,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,11,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,12,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,13,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,14,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,15,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,16,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,17,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,18,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,19,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,20,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,21,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,22,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,23,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,24,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,25,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,26,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,27,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,28,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,29,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,30,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,31,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,32,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,33,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,34,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,35,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,36,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,37,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,38,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,39,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,40,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,41,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,42,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,43,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,44,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,45,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,46,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,47,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,48,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,49,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,50,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,51,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,52,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,53,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,54,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,55,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,56,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,57,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,58,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,59,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,60,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,61,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,62,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,63,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,64,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,65,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,66,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,67,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,68,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,69,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,18,332,1,70,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,1,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,2,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,3,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,4,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,5,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,6,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,7,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,8,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,9,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,10,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,11,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,12,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.208,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,13,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,14,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.4,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,15,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,16,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,17,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.336,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,18,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.592,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,19,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.464,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,20,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.272,S,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
Human,19,331,1,21,auditory,TB,0.208;0.272;0.336;0.400;0.464;0.528;0.592,0.528,L,0.208;0.592,NaN,NaN,1,STIMULATING,STRAWBERRY
