Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,40,2,5,146,Visual,TR,2.1;3.7;5.4,5.4,2.869850995
Human,40,2,5,147,Visual,TR,2.1;3.7;5.4,3.7,3.556264324
Human,40,2,5,148,Visual,TR,2.1;3.7;5.4,5.4,3.904124921
Human,40,2,5,149,Visual,TR,2.1;3.7;5.4,5.4,5.839867539
Human,40,2,6,150,Visual,TR,2.1;3.7;5.4,2.1,2.335883062
Human,40,2,6,151,Visual,TR,2.1;3.7;5.4,5.4,2.953155847
Human,40,2,6,152,Visual,TR,2.1;3.7;5.4,3.7,3.472791797
Human,40,2,6,153,Visual,TR,2.1;3.7;5.4,5.4,4.62191998
Human,40,2,6,154,Visual,TR,2.1;3.7;5.4,2.1,3.553899384
Human,40,2,6,155,Visual,TR,2.1;3.7;5.4,2.1,3.270452777
Human,40,2,6,156,Visual,TR,2.1;3.7;5.4,3.7,3.956752318
Human,40,2,6,157,Visual,TR,2.1;3.7;5.4,2.1,1.184333364
Human,40,2,6,158,Visual,TR,2.1;3.7;5.4,2.1,1.902054466
Human,40,2,6,159,Visual,TR,2.1;3.7;5.4,2.1,1.935484032
Human,40,2,6,160,Visual,TR,2.1;3.7;5.4,5.4,5.358555836
Human,40,2,6,161,Visual,TR,2.1;3.7;5.4,5.4,3.205867866
Human,40,2,6,162,Visual,TR,2.1;3.7;5.4,2.1,2.886653027
Human,40,2,6,164,Visual,TR,2.1;3.7;5.4,3.7,3.389282334
Human,40,2,6,165,Visual,TR,2.1;3.7;5.4,5.4,3.420282559
Human,40,2,6,166,Visual,TR,2.1;3.7;5.4,2.1,3.236872187
Human,40,2,6,167,Visual,TR,2.1;3.7;5.4,2.1,2.455168161
Human,40,2,6,168,Visual,TR,2.1;3.7;5.4,5.4,3.119988239
Human,40,2,6,169,Visual,TR,2.1;3.7;5.4,5.4,3.756683016
Human,40,2,6,171,Visual,TR,2.1;3.7;5.4,5.4,3.487240414
Human,40,2,6,172,Visual,TR,2.1;3.7;5.4,3.7,5.074470915
Human,40,2,6,173,Visual,TR,2.1;3.7;5.4,5.4,3.739820659
Human,40,2,6,174,Visual,TR,2.1;3.7;5.4,3.7,3.987643195
Human,40,2,6,175,Visual,TR,2.1;3.7;5.4,5.4,3.620682226
Human,40,2,6,177,Visual,TR,2.1;3.7;5.4,3.7,4.154591308
Human,40,2,6,178,Visual,TR,2.1;3.7;5.4,5.4,3.370381207
Human,40,2,7,179,Visual,TR,2.1;3.7;5.4,3.7,2.352705346
Human,40,2,7,180,Visual,TR,2.1;3.7;5.4,5.4,2.452680757
Human,40,2,7,181,Visual,TR,2.1;3.7;5.4,5.4,4.840881727
Human,40,2,7,183,Visual,TR,2.1;3.7;5.4,3.7,4.221358774
Human,40,2,7,184,Visual,TR,2.1;3.7;5.4,3.7,2.486241215
Human,40,2,7,185,Visual,TR,2.1;3.7;5.4,5.4,2.28567811
Human,40,2,7,186,Visual,TR,2.1;3.7;5.4,5.4,5.739909467
Human,40,2,7,187,Visual,TR,2.1;3.7;5.4,2.1,1.61826125
Human,40,2,7,188,Visual,TR,2.1;3.7;5.4,5.4,5.324769672
Human,40,2,7,190,Visual,TR,2.1;3.7;5.4,5.4,3.186997371
Human,40,2,7,191,Visual,TR,2.1;3.7;5.4,3.7,3.870675384
Human,40,2,7,194,Visual,TR,2.1;3.7;5.4,3.7,3.720634389
Human,40,2,7,195,Visual,TR,2.1;3.7;5.4,2.1,2.903352778
Human,40,2,7,196,Visual,TR,2.1;3.7;5.4,3.7,2.819851861
Human,40,2,7,197,Visual,TR,2.1;3.7;5.4,2.1,2.169092697
Human,40,2,7,198,Visual,TR,2.1;3.7;5.4,5.4,3.422789472
Human,40,2,7,200,Visual,TR,2.1;3.7;5.4,3.7,3.503705904
Human,40,2,7,201,Visual,TR,2.1;3.7;5.4,3.7,2.903465039
Human,40,2,7,202,Visual,TR,2.1;3.7;5.4,5.4,6.142493212
Human,40,2,7,204,Visual,TR,2.1;3.7;5.4,3.7,2.469509415
Human,40,2,8,206,Visual,TR,2.1;3.7;5.4,2.1,2.769520941
Human,40,2,8,207,Visual,TR,2.1;3.7;5.4,5.4,2.302697314
Human,40,2,8,209,Visual,TR,2.1;3.7;5.4,2.1,1.752148094
Human,40,2,8,210,Visual,TR,2.1;3.7;5.4,3.7,2.970058972
Human,40,2,8,211,Visual,TR,2.1;3.7;5.4,5.4,2.969884063
Human,40,2,8,212,Visual,TR,2.1;3.7;5.4,2.1,4.688271574
Human,40,2,8,213,Visual,TR,2.1;3.7;5.4,5.4,4.204902164
Human,40,2,8,214,Visual,TR,2.1;3.7;5.4,5.4,0.135737023
Human,40,2,8,215,Visual,TR,2.1;3.7;5.4,5.4,3.723095887
Human,40,2,8,216,Visual,TR,2.1;3.7;5.4,3.7,3.503912297
Human,40,2,8,217,Visual,TR,2.1;3.7;5.4,5.4,4.290399031
Human,40,2,8,218,Visual,TR,2.1;3.7;5.4,3.7,3.170037258
Human,40,2,8,219,Visual,TR,2.1;3.7;5.4,3.7,2.986548658
Human,40,2,8,222,Visual,TR,2.1;3.7;5.4,2.1,2.669532721
Human,40,2,8,223,Visual,TR,2.1;3.7;5.4,5.4,3.537449865
Human,40,2,8,224,Visual,TR,2.1;3.7;5.4,3.7,3.003460175
Human,40,2,8,225,Visual,TR,2.1;3.7;5.4,2.1,2.471726821
Human,40,2,8,226,Visual,TR,2.1;3.7;5.4,3.7,2.352526483
Human,40,2,8,227,Visual,TR,2.1;3.7;5.4,2.1,2.102370555
Human,40,2,8,228,Visual,TR,2.1;3.7;5.4,2.1,2.187967476
Human,40,2,8,230,Visual,TR,2.1;3.7;5.4,2.1,2.285726237
Human,43,1,1,1,Visual,TR,2.1;3.7;5.4,5.4,3.987935224
Human,43,1,1,2,Visual,TR,2.1;3.7;5.4,5.4,4.304549723
Human,43,1,1,3,Visual,TR,2.1;3.7;5.4,3.7,0.769155879
Human,43,1,1,4,Visual,TR,2.1;3.7;5.4,5.4,0.585461671
Human,43,1,1,5,Visual,TR,2.1;3.7;5.4,2.1,0.116815091
Human,43,1,1,6,Visual,TR,2.1;3.7;5.4,2.1,1.868667766
Human,43,1,1,8,Visual,TR,2.1;3.7;5.4,3.7,3.754237989
Human,43,1,1,9,Visual,TR,2.1;3.7;5.4,2.1,2.137516125
Human,43,1,1,10,Visual,TR,2.1;3.7;5.4,2.1,2.671460857
Human,43,1,1,11,Visual,TR,2.1;3.7;5.4,3.7,2.888280281
Human,43,1,1,12,Visual,TR,2.1;3.7;5.4,5.4,4.688592536
Human,43,1,1,13,Visual,TR,2.1;3.7;5.4,5.4,5.190638199
Human,43,1,1,14,Visual,TR,2.1;3.7;5.4,3.7,3.820807023
Human,43,1,1,15,Visual,TR,2.1;3.7;5.4,2.1,1.618628963
Human,43,1,1,16,Visual,TR,2.1;3.7;5.4,3.7,3.203482095
Human,43,1,1,17,Visual,TR,2.1;3.7;5.4,2.1,1.985447418
Human,43,1,1,18,Visual,TR,2.1;3.7;5.4,3.7,2.986757152
Human,43,1,1,19,Visual,TR,2.1;3.7;5.4,2.1,1.768338438
Human,43,1,1,20,Visual,TR,2.1;3.7;5.4,2.1,2.285781854
Human,43,1,1,21,Visual,TR,2.1;3.7;5.4,3.7,2.33591606
Human,43,1,1,22,Visual,TR,2.1;3.7;5.4,3.7,3.321848969
Human,43,1,1,24,Visual,TR,2.1;3.7;5.4,5.4,4.154807063
Human,43,1,1,25,Visual,TR,2.1;3.7;5.4,5.4,4.056114937
Human,43,1,1,26,Visual,TR,2.1;3.7;5.4,2.1,1.685044073
Human,43,1,2,27,Visual,TR,2.1;3.7;5.4,3.7,3.672277971
Human,43,1,2,28,Visual,TR,2.1;3.7;5.4,3.7,3.620550676
Human,43,1,2,29,Visual,TR,2.1;3.7;5.4,3.7,3.036773657
Human,43,1,2,30,Visual,TR,2.1;3.7;5.4,2.1,2.385680154
Human,43,1,2,31,Visual,TR,2.1;3.7;5.4,5.4,2.803279678
Human,43,1,2,32,Visual,TR,2.1;3.7;5.4,3.7,3.704015275
Human,43,1,2,33,Visual,TR,2.1;3.7;5.4,5.4,5.023843271
Human,43,1,2,34,Visual,TR,2.1;3.7;5.4,2.1,2.268962268
Human,43,1,2,35,Visual,TR,2.1;3.7;5.4,5.4,6.240230231
Human,43,1,2,36,Visual,TR,2.1;3.7;5.4,2.1,1.685271621
Human,43,1,2,37,Visual,TR,2.1;3.7;5.4,2.1,2.285976832
Human,43,1,2,38,Visual,TR,2.1;3.7;5.4,2.1,2.335651247
Human,43,1,2,40,Visual,TR,2.1;3.7;5.4,2.1,2.33602999
Human,43,1,2,42,Visual,TR,2.1;3.7;5.4,2.1,2.002277783
Human,43,1,2,44,Visual,TR,2.1;3.7;5.4,5.4,4.656810665
Human,43,1,2,45,Visual,TR,2.1;3.7;5.4,2.1,3.970908861
Human,43,1,2,46,Visual,TR,2.1;3.7;5.4,5.4,4.989011541
Human,43,1,2,47,Visual,TR,2.1;3.7;5.4,3.7,5.406086477
Human,43,1,2,49,Visual,TR,2.1;3.7;5.4,3.7,5.322570778
Human,43,1,2,51,Visual,TR,2.1;3.7;5.4,5.4,3.822706032
Human,43,1,2,52,Visual,TR,2.1;3.7;5.4,2.1,1.951874321
Human,43,1,3,53,Visual,TR,2.1;3.7;5.4,5.4,2.519565387
Human,43,1,3,54,Visual,TR,2.1;3.7;5.4,3.7,3.889155657
Human,43,1,3,55,Visual,TR,2.1;3.7;5.4,2.1,3.070029922
Human,43,1,3,56,Visual,TR,2.1;3.7;5.4,5.4,3.353512648
Human,43,1,3,57,Visual,TR,2.1;3.7;5.4,2.1,3.620697868
Human,43,1,3,58,Visual,TR,2.1;3.7;5.4,2.1,2.969912402
Human,43,1,3,59,Visual,TR,2.1;3.7;5.4,3.7,4.154574267
Human,43,1,3,61,Visual,TR,2.1;3.7;5.4,5.4,3.053513506
Human,43,1,3,63,Visual,TR,2.1;3.7;5.4,3.7,3.053326139
Human,43,1,3,65,Visual,TR,2.1;3.7;5.4,2.1,2.969901907
Human,43,1,3,66,Visual,TR,2.1;3.7;5.4,2.1,2.537912649
Human,43,1,3,67,Visual,TR,2.1;3.7;5.4,5.4,4.788804547
Human,43,1,3,68,Visual,TR,2.1;3.7;5.4,5.4,3.804468438
Human,43,1,3,69,Visual,TR,2.1;3.7;5.4,3.7,4.623567741
Human,43,1,3,71,Visual,TR,2.1;3.7;5.4,3.7,4.955395361
Human,43,1,3,72,Visual,TR,2.1;3.7;5.4,3.7,5.389147673
Human,43,1,3,73,Visual,TR,2.1;3.7;5.4,5.4,7.426572445
Human,43,1,3,75,Visual,TR,2.1;3.7;5.4,3.7,3.737371388
Human,43,1,4,77,Visual,TR,2.1;3.7;5.4,5.4,4.104752724
Human,43,1,4,78,Visual,TR,2.1;3.7;5.4,5.4,3.520848824
Human,43,1,4,79,Visual,TR,2.1;3.7;5.4,5.4,4.807132994
Human,43,1,4,80,Visual,TR,2.1;3.7;5.4,5.4,5.122568783
Human,43,1,4,81,Visual,TR,2.1;3.7;5.4,5.4,5.991615677
Human,43,1,4,82,Visual,TR,2.1;3.7;5.4,3.7,4.740088686
Human,43,1,4,83,Visual,TR,2.1;3.7;5.4,5.4,3.720818147
Human,43,1,4,84,Visual,TR,2.1;3.7;5.4,2.1,3.387203576
Human,43,1,4,85,Visual,TR,2.1;3.7;5.4,5.4,4.77340964
Human,43,1,4,86,Visual,TR,2.1;3.7;5.4,5.4,4.421543896
Human,43,1,4,87,Visual,TR,2.1;3.7;5.4,2.1,2.821407114
Human,43,1,4,88,Visual,TR,2.1;3.7;5.4,5.4,4.822157543
Human,43,1,4,89,Visual,TR,2.1;3.7;5.4,2.1,3.053210372
Human,43,1,4,91,Visual,TR,2.1;3.7;5.4,2.1,1.968852553
Human,43,1,4,92,Visual,TR,2.1;3.7;5.4,2.1,2.504536985
Human,43,1,4,93,Visual,TR,2.1;3.7;5.4,3.7,3.754165229
Human,43,1,4,94,Visual,TR,2.1;3.7;5.4,3.7,4.238067783
Human,43,1,4,95,Visual,TR,2.1;3.7;5.4,3.7,4.323355985
Human,43,1,4,96,Visual,TR,2.1;3.7;5.4,2.1,2.769618146
Human,43,1,4,97,Visual,TR,2.1;3.7;5.4,2.1,4.723680163
Human,43,1,4,98,Visual,TR,2.1;3.7;5.4,2.1,2.869643445
Human,43,1,4,99,Visual,TR,2.1;3.7;5.4,3.7,4.722136517
Human,43,1,5,101,Visual,TR,2.1;3.7;5.4,2.1,3.119986896
Human,43,1,5,103,Visual,TR,2.1;3.7;5.4,3.7,2.869957893
Human,43,1,5,104,Visual,TR,2.1;3.7;5.4,3.7,3.754115691
Human,43,1,5,105,Visual,TR,2.1;3.7;5.4,2.1,2.604319535
Human,43,1,5,106,Visual,TR,2.1;3.7;5.4,5.4,0.251809971
Human,43,1,5,107,Visual,TR,2.1;3.7;5.4,3.7,4.206141981
Human,43,1,5,108,Visual,TR,2.1;3.7;5.4,3.7,4.354650744
Human,43,1,5,109,Visual,TR,2.1;3.7;5.4,5.4,5.372777953
Human,43,1,5,110,Visual,TR,2.1;3.7;5.4,3.7,3.771006203
Human,43,1,5,111,Visual,TR,2.1;3.7;5.4,5.4,5.305830757
Human,43,1,5,112,Visual,TR,2.1;3.7;5.4,3.7,4.188032576
Human,43,1,5,113,Visual,TR,2.1;3.7;5.4,3.7,3.839377711
Human,43,1,5,114,Visual,TR,2.1;3.7;5.4,3.7,0.033267721
Human,43,1,5,115,Visual,TR,2.1;3.7;5.4,3.7,4.338053644
Human,43,1,5,117,Visual,TR,2.1;3.7;5.4,3.7,5.624735944
Human,43,1,5,118,Visual,TR,2.1;3.7;5.4,5.4,7.793570711
Human,43,1,5,119,Visual,TR,2.1;3.7;5.4,3.7,4.571592989
Human,43,1,5,120,Visual,TR,2.1;3.7;5.4,3.7,3.805637606
Human,43,1,5,121,Visual,TR,2.1;3.7;5.4,2.1,2.853226378
Human,43,1,5,122,Visual,TR,2.1;3.7;5.4,5.4,5.789584359
Human,43,1,5,123,Visual,TR,2.1;3.7;5.4,3.7,4.05429498
Human,43,1,5,125,Visual,TR,2.1;3.7;5.4,2.1,3.503690672
Human,43,1,6,126,Visual,TR,2.1;3.7;5.4,2.1,2.085687531
Human,43,1,6,127,Visual,TR,2.1;3.7;5.4,3.7,3.036656578
Human,43,1,6,128,Visual,TR,2.1;3.7;5.4,5.4,3.503772809
Human,43,1,6,130,Visual,TR,2.1;3.7;5.4,5.4,6.17374205
Human,43,1,6,132,Visual,TR,2.1;3.7;5.4,5.4,3.604150979
Human,43,1,6,133,Visual,TR,2.1;3.7;5.4,3.7,4.523272911
Human,43,1,6,134,Visual,TR,2.1;3.7;5.4,5.4,4.755286044
Human,43,1,6,137,Visual,TR,2.1;3.7;5.4,3.7,4.288083336
Human,43,1,6,138,Visual,TR,2.1;3.7;5.4,2.1,3.737312593
Human,43,1,6,139,Visual,TR,2.1;3.7;5.4,5.4,3.639766011
Human,43,1,6,140,Visual,TR,2.1;3.7;5.4,2.1,6.740878865
Human,43,1,6,141,Visual,TR,2.1;3.7;5.4,2.1,2.035494694
Human,43,1,6,142,Visual,TR,2.1;3.7;5.4,5.4,0.116688191
Human,43,1,6,143,Visual,TR,2.1;3.7;5.4,5.4,4.688715505
Human,43,1,6,146,Visual,TR,2.1;3.7;5.4,5.4,5.389192314
Human,43,1,6,147,Visual,TR,2.1;3.7;5.4,5.4,4.204823563
Human,43,1,6,148,Visual,TR,2.1;3.7;5.4,2.1,3.220250187
Human,43,1,6,149,Visual,TR,2.1;3.7;5.4,2.1,3.689195875
Human,43,1,7,150,Visual,TR,2.1;3.7;5.4,3.7,3.103256988
Human,43,1,7,151,Visual,TR,2.1;3.7;5.4,2.1,3.071850454
Human,43,1,7,152,Visual,TR,2.1;3.7;5.4,3.7,4.371455963
Human,43,1,7,153,Visual,TR,2.1;3.7;5.4,2.1,1.968515248
Human,43,1,7,154,Visual,TR,2.1;3.7;5.4,2.1,2.62100177
Human,43,1,7,155,Visual,TR,2.1;3.7;5.4,2.1,2.287478059
Human,43,1,7,156,Visual,TR,2.1;3.7;5.4,3.7,5.672740238
Human,43,1,7,157,Visual,TR,2.1;3.7;5.4,2.1,3.170147671
Human,43,1,7,158,Visual,TR,2.1;3.7;5.4,5.4,5.289304493
Human,43,1,7,159,Visual,TR,2.1;3.7;5.4,3.7,2.936673339
Human,43,1,7,160,Visual,TR,2.1;3.7;5.4,3.7,0.135181791
Human,43,1,7,161,Visual,TR,2.1;3.7;5.4,2.1,2.719804943
Human,43,1,7,162,Visual,TR,2.1;3.7;5.4,3.7,3.420253741
Human,43,1,7,164,Visual,TR,2.1;3.7;5.4,3.7,5.355952266
Human,43,1,7,165,Visual,TR,2.1;3.7;5.4,3.7,5.522784462
Human,43,1,7,166,Visual,TR,2.1;3.7;5.4,5.4,5.424402511
Human,43,1,7,167,Visual,TR,2.1;3.7;5.4,5.4,7.641608026
Human,43,1,7,168,Visual,TR,2.1;3.7;5.4,3.7,5.40829386
Human,43,1,7,169,Visual,TR,2.1;3.7;5.4,2.1,3.987566542
Human,43,1,7,171,Visual,TR,2.1;3.7;5.4,5.4,5.22225815
Human,43,1,7,172,Visual,TR,2.1;3.7;5.4,5.4,5.288889963
Human,43,1,7,173,Visual,TR,2.1;3.7;5.4,5.4,5.923089682
Human,43,1,7,174,Visual,TR,2.1;3.7;5.4,2.1,3.637414218
Human,43,1,7,175,Visual,TR,2.1;3.7;5.4,2.1,3.637220519
Human,43,1,8,177,Visual,TR,2.1;3.7;5.4,3.7,2.602570387
Human,43,1,8,178,Visual,TR,2.1;3.7;5.4,5.4,4.221255015
Human,43,1,8,179,Visual,TR,2.1;3.7;5.4,2.1,4.688697263
Human,43,1,8,180,Visual,TR,2.1;3.7;5.4,5.4,5.107327734
Human,43,1,8,181,Visual,TR,2.1;3.7;5.4,2.1,4.406408463
Human,43,1,8,183,Visual,TR,2.1;3.7;5.4,5.4,5.623033313
Human,43,1,8,184,Visual,TR,2.1;3.7;5.4,2.1,3.77083307
Human,43,1,8,185,Visual,TR,2.1;3.7;5.4,5.4,4.454803445
Human,43,1,8,186,Visual,TR,2.1;3.7;5.4,5.4,3.50386666
Human,43,1,8,187,Visual,TR,2.1;3.7;5.4,5.4,6.357219151
Human,43,1,8,188,Visual,TR,2.1;3.7;5.4,3.7,4.922314288
Human,43,1,8,190,Visual,TR,2.1;3.7;5.4,5.4,3.854076525
Human,43,1,8,191,Visual,TR,2.1;3.7;5.4,2.1,1.751736314
Human,43,1,8,194,Visual,TR,2.1;3.7;5.4,3.7,5.224172824
Human,43,1,8,195,Visual,TR,2.1;3.7;5.4,5.4,5.791497305
Human,43,1,8,196,Visual,TR,2.1;3.7;5.4,5.4,4.721824433
Human,43,1,8,197,Visual,TR,2.1;3.7;5.4,3.7,5.289219006
Human,43,1,8,198,Visual,TR,2.1;3.7;5.4,3.7,4.788516312
Human,43,1,9,200,Visual,TR,2.1;3.7;5.4,2.1,3.205203589
Human,43,1,9,201,Visual,TR,2.1;3.7;5.4,3.7,4.471596388
Human,43,1,9,202,Visual,TR,2.1;3.7;5.4,5.4,4.573395685
Human,43,1,9,204,Visual,TR,2.1;3.7;5.4,5.4,4.521616867
Human,43,1,9,206,Visual,TR,2.1;3.7;5.4,3.7,4.15464651
Human,43,1,9,207,Visual,TR,2.1;3.7;5.4,5.4,0.16690405
Human,43,1,9,209,Visual,TR,2.1;3.7;5.4,5.4,4.521522749
Human,43,1,9,210,Visual,TR,2.1;3.7;5.4,3.7,5.105876609
Human,43,1,9,211,Visual,TR,2.1;3.7;5.4,2.1,4.940364405
Human,43,1,9,212,Visual,TR,2.1;3.7;5.4,5.4,4.106074788
Human,43,1,9,213,Visual,TR,2.1;3.7;5.4,2.1,2.185672344
Human,43,1,9,214,Visual,TR,2.1;3.7;5.4,2.1,2.986456869
Human,43,1,9,215,Visual,TR,2.1;3.7;5.4,2.1,3.171936674
Human,43,1,9,216,Visual,TR,2.1;3.7;5.4,2.1,4.288263711
Human,43,1,9,217,Visual,TR,2.1;3.7;5.4,2.1,4.356374119
Human,43,1,9,218,Visual,TR,2.1;3.7;5.4,2.1,3.337045262
Human,43,1,10,219,Visual,TR,2.1;3.7;5.4,2.1,2.669569306
Human,43,1,10,222,Visual,TR,2.1;3.7;5.4,3.7,3.320386411
Human,43,1,10,223,Visual,TR,2.1;3.7;5.4,2.1,3.170309203
Human,43,1,10,224,Visual,TR,2.1;3.7;5.4,5.4,5.205561148
Human,43,1,10,225,Visual,TR,2.1;3.7;5.4,3.7,5.322583238
Human,43,1,10,226,Visual,TR,2.1;3.7;5.4,3.7,7.808813891
Human,43,1,10,227,Visual,TR,2.1;3.7;5.4,5.4,4.688704915
Human,43,1,10,228,Visual,TR,2.1;3.7;5.4,3.7,6.691018947
Human,43,1,10,230,Visual,TR,2.1;3.7;5.4,2.1,3.220201361
Human,43,2,1,1,Visual,TR,2.1;3.7;5.4,3.7,2.969801827
Human,43,2,1,2,Visual,TR,2.1;3.7;5.4,5.4,6.640665752
Human,43,2,1,3,Visual,TR,2.1;3.7;5.4,2.1,4.221323879
Human,43,2,1,4,Visual,TR,2.1;3.7;5.4,5.4,3.97103358
Human,43,2,1,5,Visual,TR,2.1;3.7;5.4,3.7,5.739676554
Human,43,2,1,6,Visual,TR,2.1;3.7;5.4,2.1,1.968991945
Human,43,2,1,8,Visual,TR,2.1;3.7;5.4,5.4,3.971238551
Human,43,2,1,9,Visual,TR,2.1;3.7;5.4,5.4,0.233430952
Human,43,2,1,10,Visual,TR,2.1;3.7;5.4,5.4,5.255747161
Human,43,2,1,11,Visual,TR,2.1;3.7;5.4,5.4,5.43915999
Human,43,2,1,12,Visual,TR,2.1;3.7;5.4,5.4,6.824323673
Human,43,2,1,13,Visual,TR,2.1;3.7;5.4,3.7,6.34015472
Human,43,2,1,14,Visual,TR,2.1;3.7;5.4,2.1,3.854106676
Human,43,2,1,15,Visual,TR,2.1;3.7;5.4,2.1,3.170411337
Human,43,2,1,16,Visual,TR,2.1;3.7;5.4,2.1,3.320261286
Human,43,2,1,17,Visual,TR,2.1;3.7;5.4,5.4,5.057250236
Human,43,2,1,18,Visual,TR,2.1;3.7;5.4,3.7,4.806990882
Human,43,2,1,19,Visual,TR,2.1;3.7;5.4,5.4,5.241007202
Human,43,2,1,20,Visual,TR,2.1;3.7;5.4,5.4,5.105686623
Human,43,2,1,21,Visual,TR,2.1;3.7;5.4,2.1,3.237016097
Human,43,2,1,22,Visual,TR,2.1;3.7;5.4,3.7,5.322394617
Human,43,2,2,24,Visual,TR,2.1;3.7;5.4,3.7,3.872717669
Human,43,2,2,25,Visual,TR,2.1;3.7;5.4,5.4,4.621860303
Human,43,2,2,26,Visual,TR,2.1;3.7;5.4,2.1,3.170278751
Human,43,2,2,27,Visual,TR,2.1;3.7;5.4,5.4,2.953355146
Human,43,2,2,28,Visual,TR,2.1;3.7;5.4,5.4,4.855322197
Human,43,2,2,29,Visual,TR,2.1;3.7;5.4,3.7,4.655363745
Human,43,2,2,30,Visual,TR,2.1;3.7;5.4,5.4,4.288225562
Human,43,2,2,31,Visual,TR,2.1;3.7;5.4,2.1,2.352555893
Human,43,2,2,32,Visual,TR,2.1;3.7;5.4,2.1,2.504359713
Human,43,2,2,33,Visual,TR,2.1;3.7;5.4,3.7,5.105653407
Human,43,2,2,34,Visual,TR,2.1;3.7;5.4,2.1,3.203551547
Human,43,2,2,35,Visual,TR,2.1;3.7;5.4,3.7,4.538511348
Human,43,2,2,36,Visual,TR,2.1;3.7;5.4,2.1,3.837579431
Human,43,2,2,37,Visual,TR,2.1;3.7;5.4,3.7,5.205870234
Human,43,2,2,38,Visual,TR,2.1;3.7;5.4,5.4,6.223533826
Human,43,2,3,40,Visual,TR,2.1;3.7;5.4,2.1,4.888667873
Human,43,2,3,42,Visual,TR,2.1;3.7;5.4,2.1,4.239850275
Human,43,2,3,44,Visual,TR,2.1;3.7;5.4,5.4,5.589450953
Human,43,2,3,45,Visual,TR,2.1;3.7;5.4,5.4,4.504987568
Human,43,2,3,46,Visual,TR,2.1;3.7;5.4,3.7,5.222105071
Human,43,2,3,47,Visual,TR,2.1;3.7;5.4,5.4,4.571835297
Human,43,2,3,49,Visual,TR,2.1;3.7;5.4,2.1,2.419435572
Human,43,2,3,51,Visual,TR,2.1;3.7;5.4,3.7,3.906003571
Human,43,2,3,52,Visual,TR,2.1;3.7;5.4,5.4,5.57267811
Human,43,2,3,53,Visual,TR,2.1;3.7;5.4,2.1,2.487693028
Human,43,2,3,54,Visual,TR,2.1;3.7;5.4,3.7,4.523231713
Human,43,2,3,55,Visual,TR,2.1;3.7;5.4,2.1,3.036931124
Human,43,2,3,56,Visual,TR,2.1;3.7;5.4,5.4,4.35475116
Human,43,2,3,57,Visual,TR,2.1;3.7;5.4,2.1,4.071101079
Human,43,2,3,58,Visual,TR,2.1;3.7;5.4,2.1,2.419511606
Human,43,2,3,59,Visual,TR,2.1;3.7;5.4,3.7,4.788557272
Human,43,2,3,61,Visual,TR,2.1;3.7;5.4,3.7,5.341068199
Human,43,2,4,63,Visual,TR,2.1;3.7;5.4,2.1,2.370698095
Human,43,2,4,65,Visual,TR,2.1;3.7;5.4,2.1,3.989507404
Human,43,2,4,66,Visual,TR,2.1;3.7;5.4,5.4,4.705416617
Human,43,2,4,67,Visual,TR,2.1;3.7;5.4,2.1,2.771146503
Human,43,2,4,68,Visual,TR,2.1;3.7;5.4,5.4,3.787320418
Human,43,2,4,69,Visual,TR,2.1;3.7;5.4,2.1,3.604131771
Human,43,2,4,71,Visual,TR,2.1;3.7;5.4,3.7,6.42387221
Human,43,2,4,72,Visual,TR,2.1;3.7;5.4,5.4,6.023344267
Human,43,2,4,73,Visual,TR,2.1;3.7;5.4,2.1,5.389624517
Human,43,2,4,75,Visual,TR,2.1;3.7;5.4,3.7,4.137980255
Human,43,2,4,77,Visual,TR,2.1;3.7;5.4,3.7,4.60668234
Human,43,2,4,78,Visual,TR,2.1;3.7;5.4,2.1,3.43709743
Human,43,2,4,79,Visual,TR,2.1;3.7;5.4,3.7,4.605312155
Human,43,2,4,80,Visual,TR,2.1;3.7;5.4,2.1,3.737574569
Human,43,2,4,81,Visual,TR,2.1;3.7;5.4,5.4,7.191494882
Human,43,2,4,82,Visual,TR,2.1;3.7;5.4,5.4,7.476634164
Human,43,2,4,83,Visual,TR,2.1;3.7;5.4,3.7,6.408631317
Human,43,2,4,84,Visual,TR,2.1;3.7;5.4,5.4,5.122311935
Human,43,2,4,85,Visual,TR,2.1;3.7;5.4,2.1,4.23805078
Human,43,2,5,86,Visual,TR,2.1;3.7;5.4,5.4,7.842018175
Human,43,2,5,87,Visual,TR,2.1;3.7;5.4,2.1,4.773538367
Human,43,2,5,88,Visual,TR,2.1;3.7;5.4,5.4,5.756628235
Human,43,2,5,89,Visual,TR,2.1;3.7;5.4,5.4,5.05575188
Human,43,2,5,91,Visual,TR,2.1;3.7;5.4,3.7,4.638673987
Human,43,2,5,92,Visual,TR,2.1;3.7;5.4,2.1,4.77383834
Human,43,2,5,93,Visual,TR,2.1;3.7;5.4,3.7,4.821925519
Human,43,2,5,94,Visual,TR,2.1;3.7;5.4,3.7,5.422879197
Human,43,2,5,95,Visual,TR,2.1;3.7;5.4,3.7,6.557317326
Human,43,2,5,96,Visual,TR,2.1;3.7;5.4,5.4,6.942801002
Human,43,2,5,97,Visual,TR,2.1;3.7;5.4,3.7,6.841038866
Human,43,2,5,98,Visual,TR,2.1;3.7;5.4,2.1,4.187850936
Human,43,2,5,99,Visual,TR,2.1;3.7;5.4,5.4,6.006803476
