Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Var12,Var13,Var14,Var15,Var16,X,moda,durNo,cond,curDur,RP,NSub,NT,valid
Human,14,1,1,378,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,378,1,68,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,379,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,379,1,15,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,380,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,380,1,54,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,381,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,S,0.4;1.45,NaN,NaN,,NaN,NaN,381,1,54,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,382,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,382,1,45,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,383,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,383,1,56,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,384,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,384,1,6,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,385,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,385,1,17,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,386,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,386,1,23,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,387,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,387,1,46,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,388,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,388,1,71,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,389,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,389,1,72,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,390,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,390,1,17,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,391,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,391,1,11,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,392,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,392,1,2,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,393,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,393,1,66,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,394,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,394,1,18,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,395,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,395,1,35,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,396,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,396,1,41,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,397,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,397,1,37,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,398,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,398,1,30,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,399,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,399,1,48,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,400,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,L,0.4;1.45,NaN,NaN,,NaN,NaN,400,1,34,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,401,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,401,1,69,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,402,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,S,0.4;1.45,NaN,NaN,,NaN,NaN,402,1,67,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,403,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,403,1,67,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,404,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,404,1,8,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,405,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,405,1,42,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,406,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,406,1,57,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,407,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,L,0.4;1.45,NaN,NaN,,NaN,NaN,407,1,24,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,408,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,L,0.4;1.45,NaN,NaN,,NaN,NaN,408,1,32,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,409,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,409,1,22,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,410,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,L,0.4;1.45,NaN,NaN,,NaN,NaN,410,1,25,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,411,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,411,1,16,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,412,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,412,1,47,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,413,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,L,0.4;1.45,NaN,NaN,,NaN,NaN,413,1,29,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,414,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,414,1,26,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,415,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,415,1,37,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,416,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,416,1,33,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,417,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,417,1,38,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,418,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,418,1,21,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,419,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,419,1,4,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,420,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,420,1,24,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,421,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,421,1,43,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,422,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,422,1,30,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,423,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,423,1,68,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,424,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,424,1,71,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,425,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,425,1,3,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,426,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,426,1,12,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,427,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,427,1,50,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,428,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,428,1,31,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,429,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,429,1,31,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,430,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,430,1,27,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,431,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,431,1,18,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,432,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,432,1,60,2,NaN,NaN,NaN,NaN,1
Human,14,1,1,433,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,433,1,12,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,434,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,434,1,59,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,435,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,435,1,49,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,436,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,436,1,38,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,437,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,437,1,38,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,438,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,438,1,21,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,439,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,439,1,18,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,440,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,440,1,4,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,441,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,441,1,63,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,442,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,442,1,26,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,443,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,443,1,67,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,444,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,444,1,46,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,445,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,445,1,8,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,446,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,446,1,35,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,447,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,447,1,44,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,448,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,448,1,20,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,449,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,449,1,27,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,450,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,450,1,56,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,451,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,451,1,55,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,452,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,452,1,58,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,453,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,453,1,13,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,454,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,454,1,51,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,455,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,455,1,34,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,456,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,456,1,67,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,457,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,457,1,54,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,458,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,458,1,32,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,459,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,459,1,69,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,460,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,460,1,44,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,461,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,461,1,71,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,462,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,462,1,30,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,463,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,L,0.4;1.45,NaN,NaN,,NaN,NaN,463,1,3,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,464,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,464,1,18,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,465,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,465,1,33,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,466,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,466,1,45,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,467,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,467,1,32,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,468,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,468,1,68,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,469,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,469,1,23,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,470,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,470,1,37,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,471,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,471,1,29,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,472,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,472,1,52,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,473,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,473,1,7,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,474,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,474,1,37,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,475,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,475,1,10,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,476,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,476,1,57,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,477,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,477,1,11,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,478,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,478,1,26,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,479,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,479,1,16,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,480,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,480,1,8,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,481,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,481,1,42,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,482,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,482,1,24,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,483,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,L,0.4;1.45,NaN,NaN,,NaN,NaN,483,1,5,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,484,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,484,1,53,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,485,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,485,1,2,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,486,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,486,1,11,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,487,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,487,1,72,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,488,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,488,1,51,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,489,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,489,1,62,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,490,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,490,1,56,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,491,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,491,1,61,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,492,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,492,1,6,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,493,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,493,1,65,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,494,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,494,1,43,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,495,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,495,1,22,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,496,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,496,1,53,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,497,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,L,0.4;1.45,NaN,NaN,,NaN,NaN,497,1,3,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,498,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,498,1,22,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,499,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,499,1,42,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,500,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,500,1,48,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,501,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,501,1,1,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,502,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,502,1,65,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,503,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,503,1,31,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,504,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,504,1,57,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,505,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,505,1,19,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,506,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,506,1,68,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,507,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,507,1,25,3,NaN,NaN,NaN,NaN,1
Human,14,1,1,508,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,508,1,50,3,NaN,NaN,NaN,NaN,1
